commodity,year,country,quantity,value,kept,located
"Cocoa Or Chocolate, Ground, Prepared Or In Any Way Manufactured",1897,Other Foreign Countries,6590,558,1,0
"Cocoa Or Chocolate, Ground, Prepared Or In Any Way Manufactured",1897,United States Of America,21810,1084,1,1
"Cocoa Or Chocolate, Ground, Prepared Or In Any Way Manufactured",1898,Belgium,708906,66890,1,1
"Cocoa Or Chocolate, Ground, Prepared Or In Any Way Manufactured",1898,France,411746,50331,1,1
"Cocoa Or Chocolate, Ground, Prepared Or In Any Way Manufactured",1898,Germany,39502,2008,1,1
"Cocoa Or Chocolate, Ground, Prepared Or In Any Way Manufactured",1898,Holland,6843152,496747,1,1
"Cocoa Or Chocolate, Ground, Prepared Or In Any Way Manufactured",1898,Other British Possessions,2749,241,1,0
"Cocoa Or Chocolate, Ground, Prepared Or In Any Way Manufactured",1898,Other Foreign Countries,3645,274,1,0
"Cocoa Or Chocolate, Ground, Prepared Or In Any Way Manufactured",1898,United States Of America,18205,812,1,1
"Cocoa Or Chocolate, Ground, Prepared Or In Any Way Manufactured",1899,Belgium,873126,85391,1,1
"Cocoa Or Chocolate, Ground, Prepared Or In Any Way Manufactured",1899,France,845584,101049,1,1
"Cocoa Or Chocolate, Ground, Prepared Or In Any Way Manufactured",1899,Germany,50834,3649,1,1
"Cocoa Or Chocolate, Ground, Prepared Or In Any Way Manufactured",1899,Holland,3364736,312172,1,1
"Cocoa Or Chocolate, Ground, Prepared Or In Any Way Manufactured",1899,Other British Possessions,1350,121,1,0
"Cocoa Or Chocolate, Ground, Prepared Or In Any Way Manufactured",1899,Other Foreign Countries,2002,161,1,0
"Cocoa Or Chocolate, Ground, Prepared Or In Any Way Manufactured",1899,United States Of America,14978,662,1,1
"Cocoa Or Chocolate, In The Manufacture Of Which Spirit Has Been Used",1893,Belgium,3279,15083,1,1
"Cocoa Or Chocolate, In The Manufacture Of Which Spirit Has Been Used",1893,France,29979,137274,1,1
"Cocoa Or Chocolate, In The Manufacture Of Which Spirit Has Been Used",1893,Germany,43076,210515,1,1
"Cocoa Or Chocolate, In The Manufacture Of Which Spirit Has Been Used",1893,Holland,75030,7379,1,1
"Cocoa Or Chocolate, In The Manufacture Of Which Spirit Has Been Used",1893,Other Foreign Countries,5120,296,1,0
"Cocoa Or Chocolate, In The Manufacture Of Which Spirit Has Been Used",1893,Portugal,10019,37842,1,1
"Cocoa Or Chocolate, In The Manufacture Of Which Spirit Has Been Used",1894,Belgium,12323,932,1,1
"Cocoa Or Chocolate, In The Manufacture Of Which Spirit Has Been Used",1894,Germany,37476,3436,1,1
"Cocoa Or Chocolate, In The Manufacture Of Which Spirit Has Been Used",1894,Holland,72377,7384,1,1
"Cocoa Or Chocolate, In The Manufacture Of Which Spirit Has Been Used",1894,Other Foreign Countries,9561,453,1,0
"Cocoa Or Chocolate, In The Manufacture Of Which Spirit Has Been Used",1895,Aden,17548,86976,0,1
"Cocoa Or Chocolate, In The Manufacture Of Which Spirit Has Been Used",1895,Belgium,37133,3620,1,1
"Cocoa Or Chocolate, In The Manufacture Of Which Spirit Has Been Used",1895,Bengal,106,627,0,1
"Cocoa Or Chocolate, In The Manufacture Of Which Spirit Has Been Used",1895,Bombay,60123,303399,0,1
"Cocoa Or Chocolate, In The Manufacture Of Which Spirit Has Been Used",1895,Brazil,102199,431681,0,1
"Cocoa Or Chocolate, In The Manufacture Of Which Spirit Has Been Used",1895,British East Indies,226828,1142055,0,1
"Cocoa Or Chocolate, In The Manufacture Of Which Spirit Has Been Used",1895,British West India Islands,14603,85526,0,1
"Cocoa Or Chocolate, In The Manufacture Of Which Spirit Has Been Used",1895,Ceylon,46570,235684,0,1
"Cocoa Or Chocolate, In The Manufacture Of Which Spirit Has Been Used",1895,Chile,1300,5626,0,1
"Cocoa Or Chocolate, In The Manufacture Of Which Spirit Has Been Used",1895,Costa Rica,50229,265679,0,1
"Cocoa Or Chocolate, In The Manufacture Of Which Spirit Has Been Used",1895,Ecuador,1533,6282,0,1
"Cocoa Or Chocolate, In The Manufacture Of Which Spirit Has Been Used",1895,France,50461,232670,1,1
"Cocoa Or Chocolate, In The Manufacture Of Which Spirit Has Been Used",1895,Germany,6646,436,1,1
"Cocoa Or Chocolate, In The Manufacture Of Which Spirit Has Been Used",1895,Guatemala,72569,381845,0,0
"Cocoa Or Chocolate, In The Manufacture Of Which Spirit Has Been Used",1895,Holland,25023,2709,1,1
"Cocoa Or Chocolate, In The Manufacture Of Which Spirit Has Been Used",1895,Madras,82400,408728,0,1
"Cocoa Or Chocolate, In The Manufacture Of Which Spirit Has Been Used",1895,Mexico,3595,18907,0,1
"Cocoa Or Chocolate, In The Manufacture Of Which Spirit Has Been Used",1895,Nicaragua,16004,81466,0,1
"Cocoa Or Chocolate, In The Manufacture Of Which Spirit Has Been Used",1895,Other British Possessions,965,3839,0,0
"Cocoa Or Chocolate, In The Manufacture Of Which Spirit Has Been Used",1895,Other Foreign Countries,9165,471,1,0
"Cocoa Or Chocolate, In The Manufacture Of Which Spirit Has Been Used",1895,Peru,2197,9051,0,1
"Cocoa Or Chocolate, In The Manufacture Of Which Spirit Has Been Used",1895,Portugal,7911,30247,1,1
"Cocoa Or Chocolate, In The Manufacture Of Which Spirit Has Been Used",1895,San Salvador,23448,113981,0,0
"Cocoa Or Chocolate, In The Manufacture Of Which Spirit Has Been Used",1895,Straits Settlements,4513,17276,0,1
"Cocoa Or Chocolate, In The Manufacture Of Which Spirit Has Been Used",1895,United States Of America,113942,556587,0,1
"Cocoa Or Chocolate, In The Manufacture Of Which Spirit Has Been Used",1895,United States Of Colombia,51599,260243,1,1
"Cocoa Or Chocolate, In The Manufacture Of Which Spirit Has Been Used",1895,Western Africa (Foreign,2140,7801,1,1
"Cocoa Or Chocolate, In The Manufacture Of Which Spirit Has Been Used",1896,Belgium,36851,3885,1,1
"Cocoa Or Chocolate, In The Manufacture Of Which Spirit Has Been Used",1896,Germany,5332,323,1,1
"Cocoa Or Chocolate, In The Manufacture Of Which Spirit Has Been Used",1896,Holland,4938,485,1,1
"Cocoa Or Chocolate, In The Manufacture Of Which Spirit Has Been Used",1896,Other Foreign Countries,4482,297,1,0
"Cocoa Or Chocolate, In The Manufacture Of Which Spirit Has Been Used",1897,Belgium,59515,5827,1,1
"Cocoa Or Chocolate, In The Manufacture Of Which Spirit Has Been Used",1897,Germany,10551,607,1,1
"Cocoa Or Chocolate, In The Manufacture Of Which Spirit Has Been Used",1897,Holland,2330,236,1,1
"Cocoa Or Chocolate, In The Manufacture Of Which Spirit Has Been Used",1897,Other Foreign Countries,2837,214,1,0
"Cocoa Or Chocolate, In The Manufacture Of Which Spirit Has Been Used",1898,Belgium,87721,3677,1,1
"Cocoa Or Chocolate, In The Manufacture Of Which Spirit Has Been Used",1898,Germany,10169,525,1,1
"Cocoa Or Chocolate, In The Manufacture Of Which Spirit Has Been Used",1898,Holland,26,2,1,1
"Cocoa Or Chocolate, In The Manufacture Of Which Spirit Has Been Used",1898,Other Foreign Countries,1280,190,1,0
"Cocoa Or Chocolate, In The Manufacture Of Which Spirit Has Been Used",1899,Belgium,94975,9457,1,1
"Cocoa Or Chocolate, In The Manufacture Of Which Spirit Has Been Used",1899,Germany,14359,739,1,1
"Cocoa Or Chocolate, In The Manufacture Of Which Spirit Has Been Used",1899,Holland,40,3,1,1
"Cocoa Or Chocolate, In The Manufacture Of Which Spirit Has Been Used",1899,Other Foreign Countries,330,41,1,0
"Cocoa — Cocoa Or Chocolate, Ground, Prepared Orin Any Way Manufactured",1880,France,167681,14558,1,1
"Cocoa — Cocoa Or Chocolate, Ground, Prepared Orin Any Way Manufactured",1880,Holland,720006,58771,1,1
"Cocoa — Cocoa Or Chocolate, Ground, Prepared Orin Any Way Manufactured",1880,Other Countries,8108,579,1,0
"Cocoa — Cocoa Or Chocolate, Ground, Prepared Orin Any Way Manufactured",1881,France,147559,12557,1,1
"Cocoa — Cocoa Or Chocolate, Ground, Prepared Orin Any Way Manufactured",1881,Holland,767167,60470,1,1
"Cocoa — Cocoa Or Chocolate, Ground, Prepared Orin Any Way Manufactured",1881,Other Countries,28350,2297,1,0
"Cocoa — Cocoa Or Chocolate, Ground, Prepared Orin Any Way Manufactured",1883,Other Countries,0,4311,1,0
"Cocoa — Cocoa Or Chocolate, Ground, Prepared Orin Any Way Manufactured",1884,Other Countries,0,1758,1,0
"Cocoa — Cocoa Or Chocolate, Ground, Prepared Orin Any Way Manufactured",1890,Belgium,0,7219,1,1
"Cocoa — Cocoa Or Chocolate, Ground, Prepared Orin Any Way Manufactured",1890,British Possessions,0,31,1,0
"Cocoa — Cocoa Or Chocolate, Ground, Prepared Orin Any Way Manufactured",1890,France,0,17552,1,1
"Cocoa — Cocoa Or Chocolate, Ground, Prepared Orin Any Way Manufactured",1890,Germany,0,637,1,1
"Cocoa — Cocoa Or Chocolate, Ground, Prepared Orin Any Way Manufactured",1890,Holland,0,199937,1,1
"Cocoa — Cocoa Or Chocolate, Ground, Prepared Orin Any Way Manufactured",1890,Other Foreign Countries,0,769,1,0
"Cocoa — Cocoa Or Chocolate, Ground, Prepared Orin Any Way Manufactured",1891,Belgium,0,11417,1,1
"Cocoa — Cocoa Or Chocolate, Ground, Prepared Orin Any Way Manufactured",1891,British Possessions,0,134,1,0
"Cocoa — Cocoa Or Chocolate, Ground, Prepared Orin Any Way Manufactured",1891,France,0,17592,1,1
"Cocoa — Cocoa Or Chocolate, Ground, Prepared Orin Any Way Manufactured",1891,Germany,0,1936,1,1
"Cocoa — Cocoa Or Chocolate, Ground, Prepared Orin Any Way Manufactured",1891,Holland,0,220108,1,1
"Cocoa — Cocoa Or Chocolate, Ground, Prepared Orin Any Way Manufactured",1891,Other Foreign Countries,0,309,1,0
"Cocoa — Cocoa Or Chocolate, Ground, Prepared Orin Any Way Manufactured",1894,Belgium,0,22557,1,1
"Cocoa — Cocoa Or Chocolate, Ground, Prepared Orin Any Way Manufactured",1894,British Guiana,0,957,1,1
"Cocoa — Cocoa Or Chocolate, Ground, Prepared Orin Any Way Manufactured",1894,France,0,18403,1,1
"Cocoa — Cocoa Or Chocolate, Ground, Prepared Orin Any Way Manufactured",1894,Germany,0,5310,1,1
"Cocoa — Cocoa Or Chocolate, Ground, Prepared Orin Any Way Manufactured",1894,Holland,0,230217,1,1
"Cocoa — Cocoa Or Chocolate, Ground, Prepared Orin Any Way Manufactured",1894,Other British Possessions,0,28,1,0
"Cocoa — Cocoa Or Chocolate, Ground, Prepared Orin Any Way Manufactured",1894,Other Foreign Countries,0,1056,1,0
"Cocoa — Cocoa Or Chocolate, Ground, Prepared Orin Any Way Manufactured",1895,Belgium,0,30490,1,1
"Cocoa — Cocoa Or Chocolate, Ground, Prepared Orin Any Way Manufactured",1895,British Possessions,0,73,1,0
"Cocoa — Cocoa Or Chocolate, Ground, Prepared Orin Any Way Manufactured",1895,France,0,20348,1,1
"Cocoa — Cocoa Or Chocolate, Ground, Prepared Orin Any Way Manufactured",1895,Germany,0,2055,1,1
"Cocoa — Cocoa Or Chocolate, Ground, Prepared Orin Any Way Manufactured",1895,Holland,0,253107,1,1
"Cocoa — Cocoa Or Chocolate, Ground, Prepared Orin Any Way Manufactured",1895,Other Foreign Countries,0,71,1,0
"Cocoa — Cocoa Or Chocolate, Ground, Prepared Orin Any Way Manufactured",1895,United States Of America,0,913,1,1
"Cocoa — Coffee And Chicory, Mixed",1891,Belgium,47220,1257,1,1
"Cocoa — Coffee And Chicory, Mixed",1891,Channel Islands,158266,5824,1,1
"Cocoa — Coffee And Chicory, Mixed",1891,Denmark,23504,401,1,1
"Cocoa — Coffee And Chicory, Mixed",1891,Other British Possessions,1211,43,1,0
"Cocoa — Coffee And Chicory, Mixed",1891,Other Foreign Countries,2585,81,1,0
"Cocoa — Coffee And Chicory, Mixed",1892,British Possessions,53332,1893,1,0
"Cocoa — Coffee And Chicory, Mixed",1892,Foreign Countries,31424,811,1,0
Cocoa — Paste Or Chocolate,1875,France,103037,8542,1,1
Cocoa — Paste Or Chocolate,1875,Other Countries,12580,784,1,0
Cocoa — Paste Or Chocolate,1876,France,95528,8667,1,1
Cocoa — Paste Or Chocolate,1876,Other Countries,5374,453,1,0
Cocoa — Paste Or Chocolate,1878,France,129203,9278,1,1
Cocoa — Paste Or Chocolate,1878,Other Countries,6629,474,1,0
Cocoa — West Coast Of Africa,1883,Brazil,1875218,58143,1,1
Cocoa — West Coast Of Africa,1883,British Guiana,889959,30552,1,1
Cocoa — West Coast Of Africa,1883,British West India Islands,12642257,437542,1,1
Cocoa — West Coast Of Africa,1883,Central America,22183,909,1,1
Cocoa — West Coast Of Africa,1883,Ceylon,291992,11701,1,1
Cocoa — West Coast Of Africa,1883,Dutch Guiana,10020,1142,1,1
Cocoa — West Coast Of Africa,1883,Ecuador,3231961,111288,1,1
Cocoa — West Coast Of Africa,1883,Foreign,291040,6165,1,0
Cocoa — West Coast Of Africa,1883,Hayti And St Domingo,169664,3380,1,1
Cocoa — West Coast Of Africa,1883,Islands,129848,5000,1,0
Cocoa — West Coast Of Africa,1883,Other Countries,2520,75,1,0
Cocoa — West Coast Of Africa,1883,United States Of America,844538,17478,1,1
Cocoa — West Coast Of Africa,1883,United States Of Colombia,141335,3069,1,1
Cocoa — West Coast Of Africa,1883,Venezuela,22873,847,1,1
Cocoa — West Coast Of Africa,1884,Brazil,1553277,50239,1,1
Cocoa — West Coast Of Africa,1884,British Guiana,329708,11992,1,1
Cocoa — West Coast Of Africa,1884,Central America,61404,2292,1,1
Cocoa — West Coast Of Africa,1884,Ceylon,929447,31162,1,1
Cocoa — West Coast Of Africa,1884,Ecuador,3006619,120554,1,1
Cocoa — West Coast Of Africa,1884,Foreign,231981,5818,1,0
Cocoa — West Coast Of Africa,1884,Hayti And St Domingo,321792,7639,1,1
Cocoa — West Coast Of Africa,1884,Islands,13891169,490736,1,0
Cocoa — West Coast Of Africa,1884,Other Countries,52375,1475,1,0
Cocoa — West Coast Of Africa,1884,United States Of America,704626,17485,1,1
Cocoa — West Coast Of Africa,1884,United States Of Colombia,98904,3826,1,1
Cocoa — West Coast Of Africa,1884,Venezuela,74365,3191,1,1
"Coffee — Coffee And Chicory, Roasted Orground, Mixed",1888,British Possessions,47933,1833,1,0
"Coffee — Coffee And Chicory, Roasted Orground, Mixed In Bond",1888,British Possessions,53348,1882,1,0
Coffee — Collodien,1894,British Possessions,265,130,1,0
Coffee — Collodien,1894,Foreign Countries,1005,310,1,0
"Coffee — Kiln-Dried, Roasted, Or Ground, In Bond",1888,British Possessions,26278,1419,1,0
Coffee — Manufactured,1872,France,2454339,152526,1,1
Coffee — Manufactured,1872,Other Countries,37073,2902,1,0
Coffee — Manufactured,1872,Portugal,1186362,67883,1,1
Coffee — Manufactured,1872,Spain,703859,47985,1,1
Coffee — Manufactured,1873,France,2778414,174558,1,1
Coffee — Manufactured,1873,Other Countries,66223,4907,1,0
Coffee — Manufactured,1873,Portugal,1621151,86219,1,1
Coffee — Manufactured,1873,Spain,1214418,69188,1,1
Coffee — Manufactured,1874,France,2649694,178492,1,1
Coffee — Manufactured,1874,Other Countries,63606,4819,1,0
Coffee — Manufactured,1874,Portugal,1948301,116715,1,1
Coffee — Manufactured,1874,Spain,1148579,90826,1,1
Coffee — Manufactured,1875,France,2492711,198674,1,1
Coffee — Manufactured,1875,Other Countries,9832,750,1,0
Coffee — Manufactured,1875,Portugal,2167482,127644,1,1
Coffee — Manufactured,1875,Snuff From All Countries,8397,132,1,0
Coffee — Manufactured,1875,Spain,875123,69010,1,1
Coffee — Manufactured,1876,France,3174431,267624,1,1
Coffee — Manufactured,1876,Other Countries,21804,1586,1,0
Coffee — Manufactured,1876,Portugal,2537175,147975,1,1
Coffee — Manufactured,1876,Spain,927793,72354,1,1
Coffee — Manufactured,1877,France,3052415,251394,1,1
Coffee — Manufactured,1877,Other Countries,93777,5330,1,0
Coffee — Manufactured,1877,Portugal,2804263,148876,1,1
Coffee — Manufactured,1877,Snuff From All Countries,7101,687,1,0
Coffee — Manufactured,1877,Spain,967636,85903,1,1
Coffee — Manufactured,1878,France,2729149,216465,1,1
Coffee — Manufactured,1878,Other Countries,48749,3590,1,0
Coffee — Manufactured,1878,Portugal,2383837,163372,1,1
Coffee — Manufactured,1878,Spain,476910,34620,1,1
Coffee — Manufactured,1879,France,2269932,160810,1,1
Coffee — Manufactured,1879,Other Countries,45890,2926,1,0
Coffee — Manufactured,1879,Portugal,2186295,140826,1,1
Coffee — Manufactured,1879,Spain,470904,41740,1,1
Coffee — Manufactured,1880,All Countries,462,53,1,0
Coffee — Manufactured,1880,France,2637900,200321,1,1
Coffee — Manufactured,1880,Other Countries,111707,6647,1,0
Coffee — Manufactured,1880,Portugal,2199518,142281,1,1
Coffee — Manufactured,1880,Spain,353959,27595,1,1
Coffee — Manufactured,1881,All Countries,1210,182,1,0
Coffee — Manufactured,1881,France,3080615,221722,1,1
Coffee — Manufactured,1881,Other Countries,59422,4888,1,0
Coffee — Manufactured,1881,Portugal,2443213,155286,1,1
Coffee — Manufactured,1881,Spain,395007,28640,1,1
Coffee — Manufactured,1882,France,3661311,333012,1,1
Coffee — Manufactured,1882,Other Countries,91323,5557,1,0
Coffee — Manufactured,1882,Portugal,2972875,181395,1,1
Coffee — Manufactured,1882,Spain,737174,43188,1,1
Coffee — Manufactured,1883,France,2768827,230178,1,1
Coffee — Manufactured,1883,Germany,11718,675,1,1
Coffee — Manufactured,1883,Gibraltar,32578,2134,1,1
Coffee — Manufactured,1883,Italy,27451,384,1,1
Coffee — Manufactured,1883,Other Countries,12004,598,1,0
Coffee — Manufactured,1883,Portugal,3141912,188407,1,1
Coffee — Manufactured,1883,Spain,593189,40121,1,1
Coffee — Manufactured,1883,Turkey,17920,892,1,1
Coffee — Manufactured,1884,France,2610605,234716,1,1
Coffee — Manufactured,1884,Gibraltar,40432,3166,1,1
Coffee — Manufactured,1884,Other Countries,73095,4135,1,0
Coffee — Manufactured,1884,Portugal,3367569,199997,1,1
Coffee — Manufactured,1884,Spain,551199,39052,1,1
Coffee — Manufactured,1885,Australasia,2428,116,1,1
Coffee — Manufactured,1885,France,2728379,250922,1,1
Coffee — Manufactured,1885,Gibraltar,50650,3423,1,1
Coffee — Manufactured,1885,Other Foreign Countries,30047,1491,1,0
Coffee — Manufactured,1885,Portugal,3134248,185141,1,1
Coffee — Manufactured,1885,Spain,720795,52128,1,1
Coffee — Manufactured,1886,Channel Islands,30,4,1,1
Coffee — Manufactured,1886,France,2080115,193664,1,1
Coffee — Manufactured,1886,Gibraltar,74874,5283,1,1
Coffee — Manufactured,1886,Other Foreign Countries,76733,1414,1,0
Coffee — Manufactured,1886,Portugal,3392203,192132,1,1
Coffee — Manufactured,1886,Spain,684053,50525,1,1
Coffee — Manufactured,1887,France,2039843,193971,1,1
Coffee — Manufactured,1887,Germany,17405,1348,1,1
Coffee — Manufactured,1887,Gibraltar,103593,6178,1,1
Coffee — Manufactured,1887,Other British Possessions,20356,625,1,0
Coffee — Manufactured,1887,Other Foreign Countries,12361,771,1,0
Coffee — Manufactured,1887,Portugal,3641447,220778,1,1
Coffee — Manufactured,1887,Spain,800722,56479,1,1
Coffee — Manufactured,1888,Australasia Victoria,3210,320,1,0
Coffee — Manufactured,1888,Belgium,22950,1346,1,1
Coffee — Manufactured,1888,France,2389571,226226,1,1
Coffee — Manufactured,1888,Germany,26152,1505,1,1
Coffee — Manufactured,1888,Gibraltar,118749,7610,1,1
Coffee — Manufactured,1888,Other Foreign Countries,29146,1447,1,0
Coffee — Manufactured,1888,Portugal,3864026,235073,1,1
Coffee — Manufactured,1888,Spain,862339,65015,1,1
Coffee — Manufactured,1889,France,2968945,266195,1,1
Coffee — Manufactured,1889,Germany,14200,1001,1,1
Coffee — Manufactured,1889,Gibraltar,163630,9885,1,1
Coffee — Manufactured,1889,Other British Possessions,1008,46,1,0
Coffee — Manufactured,1889,Other Foreign Countries,31928,1471,1,0
Coffee — Manufactured,1889,Portugal,4316077,276710,1,1
Coffee — Manufactured,1889,Spain,1271461,88480,1,1
Coffee — Manufactured,1890,France,3387701,303156,1,1
Coffee — Manufactured,1890,Gibraltar,376931,21685,1,1
Coffee — Manufactured,1890,Other British Possessions,660,47,1,0
Coffee — Manufactured,1890,Other Foreign Countries,43031,3094,1,0
Coffee — Manufactured,1890,Portugal,4298335,279048,1,1
Coffee — Manufactured,1890,Spain,1627542,108258,1,1
Coffee — Manufactured,1891,Australasia,2814,1335,1,1
Coffee — Manufactured,1891,Belgium,10112,11790,1,1
Coffee — Manufactured,1891,British East Indies,3120,32482,1,1
Coffee — Manufactured,1891,British West Indian Islands,0,1644,1,0
Coffee — Manufactured,1891,Channel Islands,0,3884,1,1
Coffee — Manufactured,1891,France,3610846,366673,1,1
Coffee — Manufactured,1891,Germany,34919,36641,1,1
Coffee — Manufactured,1891,Gibraltar,189049,13844,1,1
Coffee — Manufactured,1891,Holland,0,176527,1,1
Coffee — Manufactured,1891,Hong Kong,0,6782,1,1
Coffee — Manufactured,1891,Other British Possessions,3302,1655,1,0
Coffee — Manufactured,1891,Other Foreign Countries,71822,4848,1,0
Coffee — Manufactured,1891,Portugal,3927696,228853,1,1
Coffee — Manufactured,1891,Spain,1049883,70462,1,1
Coffee — Manufactured,1891,United States Of America,0,21746,1,1
Coffee — Manufactured,1892,Belgium,16977,1317,1,1
Coffee — Manufactured,1892,France,3715788,310842,1,1
Coffee — Manufactured,1892,Germany,39657,1572,1,1
Coffee — Manufactured,1892,Gibraltar,194190,12455,1,1
Coffee — Manufactured,1892,Other Foreign Countries,87456,1202,1,0
Coffee — Manufactured,1892,Portugal,3972557,208938,1,1
Coffee — Manufactured,1892,Spain,1073019,72187,1,1
Coffee — Manufactured,1893,France,3624428,297467,1,1
Coffee — Manufactured,1893,Germany,11062,745,1,1
Coffee — Manufactured,1893,Gibraltar,249661,15910,1,1
Coffee — Manufactured,1893,Other British Possessions,20636,1719,1,0
Coffee — Manufactured,1893,Other Foreign Countries,31113,1596,1,0
Coffee — Manufactured,1893,Portugal,4282916,217945,1,1
Coffee — Manufactured,1893,Spain,1073973,71139,1,1
Coffee — Manufactured,1894,Bengal,0,1521,1,1
Coffee — Manufactured,1894,France,3395302,241258,1,1
Coffee — Manufactured,1894,Gibraltar,160661,8529,1,1
Coffee — Manufactured,1894,Other Foreign Countries,110585,5407,1,0
Coffee — Manufactured,1894,Portugal,4531613,241198,1,1
Coffee — Manufactured,1894,Spain,1197838,77963,1,1
Coffee — Manufactured,1895,France,3579634,239176,1,1
Coffee — Manufactured,1895,Gibraltar,216655,14651,1,1
Coffee — Manufactured,1895,Other British Possessions,17750,1040,1,0
Coffee — Manufactured,1895,Other Foreign Countries,221381,11518,1,0
Coffee — Manufactured,1895,Portugal,4656403,237810,1,1
Coffee — Manufactured,1895,Spain,1426426,85260,1,1
Coffee — Manufactured,1896,France,4314059,262110,1,1
Coffee — Manufactured,1896,Gibraltar,181368,9979,1,1
Coffee — Manufactured,1896,Other British Possessions,21230,1478,1,0
Coffee — Manufactured,1896,Other Foreign Countries,144495,8433,1,0
Coffee — Manufactured,1896,Portugal,5045785,261586,1,1
Coffee — Manufactured,1896,Spain,1651470,96871,1,1
Coffee — Pickles Preserved In Vinegar,1878,All Countries,1039,416,1,0
Coffee — Raw,1872,Aden,0,5822,1,1
Coffee — Raw,1872,Bengal And Burmah,0,4686,1,1
Coffee — Raw,1872,Bombay,0,51833,1,1
Coffee — Raw,1872,Brazil,0,555403,1,1
Coffee — Raw,1872,British Honduras,0,15488,1,1
Coffee — Raw,1872,British Possessions In South Africa,0,16736,1,1
Coffee — Raw,1872,British West India Islands,0,200052,1,1
Coffee — Raw,1872,Central America,0,557328,1,1
Coffee — Raw,1872,Ceylon,0,2341601,1,1
Coffee — Raw,1872,Egypt,0,101624,1,1
Coffee — Raw,1872,France,0,9858,1,1
Coffee — Raw,1872,Hayti And St Domingo,0,191927,1,1
Coffee — Raw,1872,Madras,0,888108,1,1
Coffee — Raw,1872,Other Countries,0,46327,1,0
Coffee — Raw,1872,Philippine Islands,0,70444,1,1
Coffee — Raw,1872,Straits Settlements,0,30234,1,1
Coffee — Raw,1872,United States Of America,0,8251,1,1
Coffee — Raw,1872,United States Of Colombia,0,95601,1,1
Coffee — Raw,1872,West Coast Of Africa (Foreign,0,36080,1,0
Coffee — Raw,1873,Aden,1631,6746,1,1
Coffee — Raw,1873,Bengal And Burmah,179,856,1,1
Coffee — Raw,1873,Bombay,3948,20963,1,1
Coffee — Raw,1873,Brazil,143749,599068,1,1
Coffee — Raw,1873,British Honduras,1626,9399,1,1
Coffee — Raw,1873,British West India Islands,58685,224592,1,1
Coffee — Raw,1873,Central America,197720,969064,1,1
Coffee — Raw,1873,Ceylon,849911,3692333,1,1
Coffee — Raw,1873,Egypt,26595,174711,1,1
Coffee — Raw,1873,France,4230,22167,1,1
Coffee — Raw,1873,Germany,6277,26909,1,1
Coffee — Raw,1873,Hayti And St Domingo,49601,207238,1,1
Coffee — Raw,1873,Madras,160296,727668,1,1
Coffee — Raw,1873,Other Countries,12676,52785,1,0
Coffee — Raw,1873,Philippine Islands,27292,113634,1,1
Coffee — Raw,1873,Straits Settlements,37011,149694,1,1
Coffee — Raw,1873,United States Of America,14795,61946,1,1
Coffee — Raw,1873,United States Of Colombia,16866,76042,1,1
Coffee — Raw,1873,Venezuela,10685,42147,1,1
Coffee — Raw,1873,West Coast Of Africa (Foreign,13750,52389,1,0
Coffee — Raw,1874,Aden,6022,32640,1,1
Coffee — Raw,1874,Belgium,12117,57330,1,1
Coffee — Raw,1874,Bengal And Burmah,1741,10063,1,1
Coffee — Raw,1874,Bombay,41959,222082,1,1
Coffee — Raw,1874,Brazil,200125,896165,1,1
Coffee — Raw,1874,British Honduras,3975,18087,1,1
Coffee — Raw,1874,British West India Islands,67462,330465,1,1
Coffee — Raw,1874,Central America,151538,726335,1,1
Coffee — Raw,1874,Ceylon,541467,2870051,1,1
Coffee — Raw,1874,Egypt,4529,25027,1,1
Coffee — Raw,1874,France,12959,60878,1,1
Coffee — Raw,1874,Germany,7242,36312,1,1
Coffee — Raw,1874,Hayti And St Domingo,50684,235592,1,1
Coffee — Raw,1874,Holland,3736,19761,1,1
Coffee — Raw,1874,Java,9458,53090,1,1
Coffee — Raw,1874,Madras,157382,850849,1,1
Coffee — Raw,1874,Mauritius,2665,13105,1,1
Coffee — Raw,1874,Other Countries,5462,29862,1,0
Coffee — Raw,1874,Philippine Islands,23306,107547,1,1
Coffee — Raw,1874,Portugal,8549,44449,1,1
Coffee — Raw,1874,Spanish West India Islands,10108,48421,1,1
Coffee — Raw,1874,Straits Settlements,30195,146174,1,1
Coffee — Raw,1874,United States Of America,9365,41670,1,1
Coffee — Raw,1874,United States Of Colombia,21724,100877,1,1
Coffee — Raw,1874,Uruguay,1519,7987,1,1
Coffee — Raw,1874,Venezuela,7863,32699,1,1
Coffee — Raw,1874,West Coast Of Africa (Foreign,11568,46710,1,0
Coffee — Raw,1875,Aden,15058,78991,1,1
Coffee — Raw,1875,Belgium,697,3671,1,1
Coffee — Raw,1875,Bengal And Burmah,3916,20411,1,1
Coffee — Raw,1875,Bombay,22700,112875,1,1
Coffee — Raw,1875,Brazil,222375,961470,1,1
Coffee — Raw,1875,British Honduras,4777,21147,1,1
Coffee — Raw,1875,British West India Islands,55304,246122,1,1
Coffee — Raw,1875,Central America,210979,939394,1,1
Coffee — Raw,1875,Ceylon,750055,3743505,1,1
Coffee — Raw,1875,Chile,1892,9498,1,1
Coffee — Raw,1875,China,2122,10961,1,1
Coffee — Raw,1875,Egypt,1843,9268,1,1
Coffee — Raw,1875,France,13700,68811,1,1
Coffee — Raw,1875,From All Countries,0,128,1,0
