commodity,country,year,unit,quantity,value,grade
wood-hewn-oak,united states of america,1874,loads,7144,55917,C
wood-hewn-oak,united states of america,1875,loads,4848,29857,A
wood-hewn-oak,united states of america,1876,,1416,8433,C
wood-hewn-oak,united states of america,1877,loads,9434,59114,C
wood-hewn-oak,united states of america,1878,loads,2641,15122,A
wood-hewn-oak,united states of america,1879,loads,820,4259,B
wood-hewn-oak,united states of america,1880,,0,1725,C
wood-hewn-oak,united states of america,1881,loads,3920,27076,A
wood-hewn-oak,united states of america,1883,loads,19989,129398,A
wood-hewn-oak,united states of america,1885,loads,22351,133966,A
wood-hewn-oak,united states of america,1886,loads,22577,140414,A
wood-hewn-oak,united states of america,1887,loads,30429,194735,A
wood-hewn-oak,united states of america,1890,loads,50128,286813,A
wood-hewn-oak,united states of america,1891,loads,64514,382334,A
wood-hewn-oak,united states of america,1892,loads,59552,351333,A
wood-hewn-oak,united states of america,1893,,117189,677003,C
wood-hewn-oak,united states of america,1893,loads,61625,362679,A
wood-hewn-oak,united states of america,1894,,83812,621107,C
wood-hewn-oak,united states of america,1894,loads,53095,315073,A
wood-hewn-oak,united states of america,1895,,90232,511375,C
wood-hewn-oak,united states of america,1895,loads,50986,299104,A
wood-hewn-oak,united states of america,1896,,118013,685775,C
wood-hewn-oak,united states of america,1896,loads,72907,430055,A
wood-hewn-oak,united states of america,1897,,143857,805510,C
wood-hewn-teak,austrian territories,1887,loads,90,1040,A
wood-hewn-teak,belgium,1893,loads,209,2130,A
wood-hewn-teak,belgium,1895,loads,360,3600,A
wood-hewn-teak,belgium,1896,loads,75,843,C
wood-hewn-teak,belgium,1897,loads,159,1932,C
wood-hewn-teak,belgium,1898,loads,26,331,C
wood-hewn-teak,bengal,1896,loads,3732,40929,C
wood-hewn-teak,bombay,1896,loads,58,568,C
wood-hewn-teak,british east indies,1885,loads,42653,577724,C
wood-hewn-teak,british east indies,1886,loads,31581,394103,A
wood-hewn-teak,british east indies,1887,loads,20782,217123,A
wood-hewn-teak,british east indies,1890,loads,46687,528438,A
wood-hewn-teak,british east indies,1891,loads,39792,414553,C
wood-hewn-teak,british east indies,1892,loads,34894,372414,A
wood-hewn-teak,british east indies,1893,loads,32677,337329,A
wood-hewn-teak,british east indies,1894,loads,38014,401445,B
wood-hewn-teak,british east indies,1895,loads,89286,894300,C
wood-hewn-teak,british east indies,1896,loads,51590,587151,A
wood-hewn-teak,british east indies,1897,loads,64088,745648,C
wood-hewn-teak,british east indies,1898,loads,52901,619983,A
wood-hewn-teak,british east indies,1899,loads,51661,626096,A
wood-hewn-teak,british india,1877,loads,25062,287098,C
wood-hewn-teak,british india,1881,loads,39693,528815,C
wood-hewn-teak,british india bengal and burmah,1872,loads,0,28657,C
wood-hewn-teak,british india bengal and burmah,1873,loads,40073,528979,A
wood-hewn-teak,british india bengal and burmah,1874,loads,29973,402071,A
wood-hewn-teak,british india bengal and burmah,1878,loads,37721,370549,A
wood-hewn-teak,british india bengal and burmah,1879,loads,14100,138266,A
wood-hewn-teak,british india bengal and burmah,1883,loads,41538,587830,A
wood-hewn-teak,british possessions in south africa,1883,loads,152,2390,A
wood-hewn-teak,burmah,1896,loads,49385,532049,C
wood-hewn-teak,denmark,1898,loads,300,3787,A
wood-hewn-teak,denmark,1899,loads,818,10415,A
wood-hewn-teak,east coast of africa,1894,loads,6319,61264,B
wood-hewn-teak,france,1893,loads,165,1915,C
wood-hewn-teak,france,1894,loads,262,2564,A
wood-hewn-teak,france,1896,loads,2816,29316,C
wood-hewn-teak,france,1897,loads,177,2310,A
wood-hewn-teak,france,1898,loads,922,10526,A
wood-hewn-teak,france,1899,loads,58,695,A
wood-hewn-teak,germany,1893,loads,83,1153,A
wood-hewn-teak,germany,1894,loads,8,120,A
wood-hewn-teak,germany,1895,loads,36,450,A
wood-hewn-teak,germany,1896,loads,129,1440,C
wood-hewn-teak,germany,1897,loads,90,1266,A
wood-hewn-teak,germany,1898,loads,166,1870,A
wood-hewn-teak,germany,1899,loads,0,3,C
wood-hewn-teak,holland,1883,loads,323,4564,A
wood-hewn-teak,holland,1885,loads,473,3962,C
wood-hewn-teak,holland,1893,loads,275,1759,C
wood-hewn-teak,holland,1895,loads,9,120,A
wood-hewn-teak,holland,1896,loads,548,5860,C
wood-hewn-teak,holland,1897,loads,633,6309,A
wood-hewn-teak,holland,1898,loads,4,56,A
wood-hewn-teak,holland,1899,loads,101,1120,A
wood-hewn-teak,italy,1896,loads,740,7520,C
wood-hewn-teak,italy,1897,loads,210,2595,A
wood-hewn-teak,italy,1898,loads,40,630,A
wood-hewn-teak,java,1886,loads,580,5800,A
wood-hewn-teak,java,1890,loads,684,6567,A
wood-hewn-teak,madagascar,1891,loads,501,3705,A
wood-hewn-teak,madeira,1885,loads,569,7766,C
wood-hewn-teak,madras,1896,loads,3,35,C
wood-hewn-teak,mauritius,1877,loads,1603,21003,C
wood-hewn-teak,mauritius,1886,loads,408,5712,A
wood-hewn-teak,mauritius,1887,loads,4,54,A
wood-hewn-teak,mauritius,1892,loads,1,3,A
wood-hewn-teak,other countries,1872,loads,0,241,C
wood-hewn-teak,other countries,1873,loads,240,3219,A
wood-hewn-teak,other countries,1874,loads,38,460,A
wood-hewn-teak,other countries,1875,,30515,364439,C
wood-hewn-teak,other countries,1876,,810,9088,C
wood-hewn-teak,other countries,1877,loads,299,3862,C
wood-hewn-teak,other countries,1878,loads,205,2145,A
wood-hewn-teak,other countries,1879,loads,1637,14215,A
wood-hewn-teak,other countries,1881,loads,296,2827,A
wood-hewn-teak,other countries,1883,loads,79,1004,A
wood-hewn-teak,other foreign countries,1885,loads,65,810,C
wood-hewn-teak,other foreign countries,1886,loads,410,3676,A
wood-hewn-teak,other foreign countries,1887,loads,72,868,A
wood-hewn-teak,other foreign countries,1890,loads,196,2113,A
wood-hewn-teak,other foreign countries,1891,loads,87,1054,A
wood-hewn-teak,other foreign countries,1892,loads,245,2534,A
wood-hewn-teak,other foreign countries,1893,loads,734,6958,A
wood-hewn-teak,other foreign countries,1895,loads,165,1630,C
wood-hewn-teak,other foreign countries,1896,loads,68,761,C
wood-hewn-teak,other foreign countries,1897,loads,146,2012,C
wood-hewn-teak,other foreign countries,1898,loads,5,19,A
wood-hewn-teak,other foreign countries,1899,loads,24,289,A
wood-hewn-teak,siam,1881,loads,731,10027,A
wood-hewn-teak,siam,1883,loads,3447,51682,A
wood-hewn-teak,siam,1885,loads,4401,58076,C
wood-hewn-teak,siam,1886,loads,8324,94678,A
wood-hewn-teak,siam,1887,loads,1825,18060,C
wood-hewn-teak,siam,1890,loads,12615,143044,A
wood-hewn-teak,siam,1891,loads,9582,93440,A
wood-hewn-teak,siam,1892,loads,4381,47280,A
wood-hewn-teak,siam,1893,loads,857,8856,A
wood-hewn-teak,siam,1895,loads,29346,250444,C
wood-hewn-teak,siam,1896,loads,21366,213276,C
wood-hewn-teak,siam,1897,loads,9817,114619,A
wood-hewn-teak,siam,1898,loads,5132,63136,A
wood-hewn-teak,siam,1899,loads,1268,15686,A
wood-hewn-teak,straits settlements,1876,,34416,407444,C
wood-hewn-teak,straits settlements,1877,loads,1108,14292,C
wood-hewn-teak,straits settlements,1878,loads,64,400,A
wood-hewn-teak,straits settlements,1896,loads,1392,13320,C
wood-hewn-teak,victoria,1896,loads,20,250,C
wood-hewn-unenumerated,australasia,1893,loads,4331,28032,A
wood-hewn-unenumerated,belgium,1893,loads,94,429,A
wood-hewn-unenumerated,british guiana,1875,loads,6473,55024,A
wood-hewn-unenumerated,british guiana,1877,loads,7007,53657,C
wood-hewn-unenumerated,british guiana,1878,loads,6042,42397,A
wood-hewn-unenumerated,british guiana,1879,loads,2238,10954,C
wood-hewn-unenumerated,british guiana,1881,loads,1586,112045,C
wood-hewn-unenumerated,british guiana,1883,loads,5122,38506,A
wood-hewn-unenumerated,british guiana,1887,loads,3463,17736,C
wood-hewn-unenumerated,british guiana,1890,loads,7038,45743,C
wood-hewn-unenumerated,british guiana,1891,loads,5757,42181,C
wood-hewn-unenumerated,british guiana,1893,,5035,30436,A
wood-hewn-unenumerated,british guiana,1894,,4210,24756,A
wood-hewn-unenumerated,british guiana,1894,loads,4210,24756,A
wood-hewn-unenumerated,british guiana,1895,,3212,20300,A
wood-hewn-unenumerated,british guiana,1895,loads,9636,60900,A
wood-hewn-unenumerated,british guiana,1896,,5325,37551,A
wood-hewn-unenumerated,british guiana,1896,loads,10650,75102,A
wood-hewn-unenumerated,british guiana,1896,staves,5325,37551,A
wood-hewn-unenumerated,british guiana,1897,,5146,33798,A
wood-hewn-unenumerated,british guiana,1897,loads,10292,67591,C
wood-hewn-unenumerated,british guiana,1898,loads,10362,65426,C
wood-hewn-unenumerated,british guiana,1899,loads,3001,19081,A
wood-hewn-unenumerated,british west india islands,1875,loads,387,3263,A
wood-hewn-unenumerated,canada,1875,loads,41111,170648,A
wood-hewn-unenumerated,canada,1877,loads,66634,263043,C
wood-hewn-unenumerated,canada,1878,loads,33669,123504,A
wood-hewn-unenumerated,canada,1879,loads,36381,121830,C
wood-hewn-unenumerated,canada,1881,loads,45564,186048,C
wood-hewn-unenumerated,canada,1883,loads,49488,201607,A
wood-hewn-unenumerated,canada,1887,loads,27367,99814,C
wood-hewn-unenumerated,canada,1890,loads,32581,129174,C
wood-hewn-unenumerated,canada,1891,loads,30710,130624,A
wood-hewn-unenumerated,canada,1893,,28506,112716,C
wood-hewn-unenumerated,canada,1893,loads,33645,144185,C
wood-hewn-unenumerated,canada,1894,,26757,104030,A
wood-hewn-unenumerated,canada,1894,loads,57731,229851,C
wood-hewn-unenumerated,canada,1895,,35843,135407,A
wood-hewn-unenumerated,canada,1895,loads,107529,406221,A
wood-hewn-unenumerated,canada,1896,,43558,159969,C
wood-hewn-unenumerated,canada,1896,loads,87116,319938,C
wood-hewn-unenumerated,canada,1896,staves,43558,159969,A
wood-hewn-unenumerated,canada,1897,,42137,158674,A
wood-hewn-unenumerated,canada,1897,loads,84274,317348,A
wood-hewn-unenumerated,canada,1898,loads,65690,266680,A
wood-hewn-unenumerated,canada,1899,loads,38159,140296,A
wood-hewn-unenumerated,france,1883,loads,190,1414,A
wood-hewn-unenumerated,france,1887,loads,505,2129,C
wood-hewn-unenumerated,france,1890,loads,442,2148,C
wood-hewn-unenumerated,france,1893,loads,878,2413,A
wood-hewn-unenumerated,france,1894,loads,1090,4028,A
wood-hewn-unenumerated,france,1895,loads,351,1856,C
wood-hewn-unenumerated,france,1896,loads,178,988,A
wood-hewn-unenumerated,france,1897,loads,1258,3080,C
wood-hewn-unenumerated,france,1898,loads,3352,5340,A
wood-hewn-unenumerated,france,1899,loads,566,1794,A
wood-hewn-unenumerated,germany,1875,loads,3477,8764,A
wood-hewn-unenumerated,germany,1877,loads,3248,8984,C
wood-hewn-unenumerated,germany,1883,loads,5353,13669,A
wood-hewn-unenumerated,germany,1887,loads,3569,7794,C
wood-hewn-unenumerated,germany,1890,loads,1694,2968,C
wood-hewn-unenumerated,germany,1891,loads,5873,10413,A
wood-hewn-unenumerated,germany,1893,loads,3177,6076,A
wood-hewn-unenumerated,germany,1894,loads,6828,15346,A
wood-hewn-unenumerated,germany,1895,loads,16431,29110,A
wood-hewn-unenumerated,germany,1896,loads,5054,9416,C
wood-hewn-unenumerated,germany,1896,staves,2527,4708,A
wood-hewn-unenumerated,germany,1897,loads,8348,14900,A
wood-hewn-unenumerated,germany,1898,loads,7902,14354,A
wood-hewn-unenumerated,germany,1899,loads,3395,8544,C
wood-hewn-unenumerated,norway,1875,loads,4419,9288,A
wood-hewn-unenumerated,norway,1877,loads,3800,7057,C
wood-hewn-unenumerated,norway,1878,loads,6019,11564,A
wood-hewn-unenumerated,norway,1881,loads,6663,12460,C
wood-hewn-unenumerated,norway,1883,loads,6703,13005,A
wood-hewn-unenumerated,norway,1887,loads,4114,6172,C
wood-hewn-unenumerated,norway,1890,loads,5351,9455,C
wood-hewn-unenumerated,norway,1891,loads,5549,8688,A
wood-hewn-unenumerated,norway,1893,loads,1668,2475,C
wood-hewn-unenumerated,norway,1894,loads,2122,3000,A
wood-hewn-unenumerated,norway,1895,loads,6495,9036,A
wood-hewn-unenumerated,norway,1896,loads,3270,4558,C
wood-hewn-unenumerated,norway,1896,staves,1635,2279,A
wood-hewn-unenumerated,norway,1897,loads,1826,2588,C
wood-hewn-unenumerated,norway,1898,loads,6418,8860,C
wood-hewn-unenumerated,norway,1899,loads,1883,2887,A
wood-hewn-unenumerated,oth foreign countries,1890,loads,206,969,C
wood-hewn-unenumerated,other british possessions,1887,loads,25,149,C
wood-hewn-unenumerated,other british possessions,1890,loads,23,180,C
wood-hewn-unenumerated,other british possessions,1891,loads,5,23,A
wood-hewn-unenumerated,other british possessions,1893,,104,1033,A
wood-hewn-unenumerated,other british possessions,1894,,7,35,A
wood-hewn-unenumerated,other british possessions,1894,loads,7,35,A
wood-hewn-unenumerated,other british possessions,1895,,437,1458,A
wood-hewn-unenumerated,other british possessions,1895,loads,1311,4374,A
wood-hewn-unenumerated,other british possessions,1896,,67,384,A
wood-hewn-unenumerated,other british possessions,1896,loads,134,768,A
wood-hewn-unenumerated,other british possessions,1896,staves,67,384,A
wood-hewn-unenumerated,other british possessions,1897,,18,159,A
wood-hewn-unenumerated,other british possessions,1897,loads,36,300,A
wood-hewn-unenumerated,other british possessions,1898,loads,100,474,C
wood-hewn-unenumerated,other british possessions,1899,loads,3757,3092,A
wood-hewn-unenumerated,other countries,1875,loads,2550,13130,A
wood-hewn-unenumerated,other countries,1877,loads,842,3319,C
wood-hewn-unenumerated,other countries,1878,loads,8050,20127,A
wood-hewn-unenumerated,other countries,1879,loads,6524,17482,C
wood-hewn-unenumerated,other countries,1881,loads,7091,18631,C
wood-hewn-unenumerated,other countries,1883,loads,177,578,A
wood-hewn-unenumerated,other foreign countries,1887,loads,69,195,C
wood-hewn-unenumerated,other foreign countries,1891,loads,1000,4556,A
wood-hewn-unenumerated,other foreign countries,1893,loads,31,119,A
wood-hewn-unenumerated,other foreign countries,1894,loads,258,1092,A
wood-hewn-unenumerated,other foreign countries,1895,loads,307,1630,A
wood-hewn-unenumerated,other foreign countries,1896,loads,226,1612,A
wood-hewn-unenumerated,other foreign countries,1896,staves,202,1300,A
wood-hewn-unenumerated,other foreign countries,1897,loads,1148,6072,C
wood-hewn-unenumerated,other foreign countries,1898,loads,402,1778,A
wood-hewn-unenumerated,other foreign countries,1899,loads,135,2597,C
wood-hewn-unenumerated,russia,1875,loads,2510,7895,A
wood-hewn-unenumerated,russia,1877,loads,4618,9548,B
wood-hewn-unenumerated,russia,1883,loads,10510,19843,C
wood-hewn-unenumerated,russia,1887,loads,9984,17518,C
wood-hewn-unenumerated,russia,1890,loads,12134,23932,C
wood-hewn-unenumerated,russia,1891,loads,8905,17740,C
wood-hewn-unenumerated,russia,1893,loads,11429,19467,A
wood-hewn-unenumerated,russia,1894,loads,23362,44708,A
wood-hewn-unenumerated,russia,1895,loads,49266,55194,A
wood-hewn-unenumerated,russia,1896,loads,22092,24752,A
wood-hewn-unenumerated,russia,1896,staves,11046,17376,A
wood-hewn-unenumerated,russia,1897,loads,29300,45642,A
wood-hewn-unenumerated,russia,1898,loads,23082,41132,A
