commodity,unit,year,Canada,Newfoundland,United States,Sweden,Norway,Sweden & Norway,Russia,Germany,France,Netherlands,Belgium,Denmark,Portugal,Spain,Italy,Austria-Hungary,Argentina,Australasia,Bermuda,Brazil,British East Indies,British Guiana,British Honduras,British India & Burma,British West Indies,British West Indies And Guiana,Cape of Good Hope,Central America,Ceylon,Chile,China,Colombia,Costa Rica,Cuba & Puerto Rico,Danish West Indies,Dutch Guiana,East Africa,Egypt,Falkland Islands,French West Africa,Gibraltar,Gold Coast,Greece,Haiti & Santo Domingo,Honduras,Java,Madagascar,Madeira,Malta,Mauritius,Mexico,Morocco,Nicaragua,Niger Protectorate,Other British possessions,Other foreign countries,Peru,Philippines,Romania,Scinde,Siam,Spanish West Indies,Turkey,Uruguay,Venezuela,West Africa (unspecified)
wood-sawn-unenumerated,loads,1885,15107,,11940,142362,27462,,95490,3477,2954,13516,,,,,,,,,,,,491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,141,,,,,,,,,,
wood-sawn-unenumerated,loads,1886,15664,,15883,100697,26071,,48950,6973,3811,12478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,225,,,,,,,,,,
wood-sawn-unenumerated,loads,1887,15907,,19569,100685,26221,,45523,4321,4834,13084,,,,,,,,,,,,,,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,1409,,,,,,,,,,
wood-sawn-unenumerated,loads,1888,13325,,4202,40548,99001,,,1336,14897,5059,,23128,,,,,,,,,,,,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,20104,,,,,,,,,,
wood-sawn-unenumerated,loads,1889,35386,,26515,122072,28293,,51116,7553,3755,12379,,,,,,,,,,,,,,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,122,,,,,,,,,,
wood-sawn-unenumerated,loads,1890,30998,,19024,114661,20034,,48785,5867,6348,11894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268,173,,,,,,,,,,
wood-sawn-unenumerated,loads,1891,25477,,20103,45452,12903,,31652,5690,8856,11013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735,690,,,,,,,,,,
wood-sawn-unenumerated,loads,1893,53454,,21004,15488,3589,,33361,5015,9372,8509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644,287,,,,,,,,,,
wood-sawn-unenumerated,loads,1894,32139,,24191,14919,4359,,33406,4865,9674,7951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,139,,,,,,,,,,
wood-sawn-unenumerated,loads,1895,38626,,29537,15205,2391,,25374,5171,10209,8152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653,242,,,,,,,,,,
wood-sawn-unenumerated,loads,1896,49602,,35243,11184,1049,,35509,3472,12650,7809,,,,,,645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421,653,,,,,,,,,,
wood-staves,loads,1873,21561,,12161,,4374,,2234,29399,,,,,,,,13636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2630,,,,,,,,,,
wood-staves,loads,1874,18980,,7157,12575,35044,,9364,32653,,,,,,,,9725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1456,,,,,,,,,,
wood-staves,loads,1877,18508,,12208,10695,28847,,10501,27137,,,,,,,,8348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625,,,,,,,,,,
wood-staves,loads,1879,8655,,11711,9823,20576,,10554,22352,,,,,,,,1081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,,,,,,,,,,
wood-staves,loads,1880,,,,,,,16592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wood-staves,loads,1881,5556,,17731,13677,35419,,16931,23983,,,,,,,,5358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,
wood-staves,loads,1882,7394,,23852,14465,36515,,18033,20524,,,,,,,,4829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,,,,,,,,,,
wood-staves,loads,1883,8830,,21871,20975,41818,,19786,24656,92,94,,,,,,3222,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,8,,,,,,,,,,
wood-staves,loads,1884,3862,,23810,15269,41200,,26588,21787,,,,,,,,2350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217,,,,,,,,,,
wood-staves,loads,1885,3994,,19593,16812,31601,,27887,21427,,,,,,,,3383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,126,,,,,,,,,,
wood-staves,loads,1886,2791,,20204,19257,35696,,24414,25279,,,,,,,,2999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,
wood-staves,loads,1887,5440,,19691,13157,36710,,31511,28123,,,,,,,,2192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,754,,,,,,,,,,
wood-staves,loads,1888,62,,1259,28965,24557,,,32630,30887,,,,,,,1281,,141841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21446,,,,,,,,,,
wood-staves,loads,1889,2321,,25456,26977,36867,,43096,32606,1595,,,,,,,477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691,,,,,,,,,,
wood-staves,loads,1890,1550,,21831,24125,33712,,45152,26415,1343,,,,,,,1374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,454,,,,,,,,,,
wood-staves,loads,1891,2169,,17978,20246,26277,,34440,26497,916,370,,,,,,1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,
wood-staves,loads,1893,560,,24548,23319,24718,,37862,18084,918,775,,,,,,539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,381,,,,,,,,,,
wood-staves,loads,1894,552,,25562,13425,25164,,46811,18604,697,869,,,,,,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,37,,,,,,,,,,
wood-staves,loads,1895,2221,,25271,12795,27756,,53582,20021,882,999,,,,,,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761,,,,,,,,,,
wood-unenumerated,tons,1873,,,,,,,,,904,,,,,,2277,,,,,2472,,,705,,836,,,1940,,,,,,,,629,,,,,,,,910,,,,,,,1848,,,,,,,,,,,,3356,,,1258
wood-unenumerated,tons,1886,4230,,23251,,,,2867,1369,851,302,,,,,956,,,1676,,406,,,,1183,1517,,,585,,,,,,,,,,,,,,,,2129,,,,,,307,1234,,,,326,1193,,770,,,,1459,1664,,715,1677
wood-unenumerated,tons,1888,3771,,40676,,,,3713,1494,2120,296,,,,,577,183,,442,,189,,,,543,1017,,,,,,,,,,,,,,,,,,,1776,,,,,,,,,,,133,415,,,,,,1807,2831,,443,1586
wood-unenumerated,tons,1890,2957,,48426,,,,4603,2886,3260,837,,,,,881,208,606,3363,,992,1544,,,,2532,,,337,,,,783,,,,,,,,,,,,1633,,,846,,,,204,,,,446,640,,,,,,1296,1017,,938,1284
wood-unenumerated,tons,1891,3237,,50967,,690,,3457,2241,2527,755,,,,,386,,6395,,,640,,,,2445,1885,,,1051,,,,,,,,,,,,,,,,3342,,,966,,,,1249,,,,211,786,,,,,,1711,478,,913,729
wood-unenumerated,tons,1893,6412,,56886,,,,2726,1149,1814,73,12,,,,475,,40,,,1320,,89,1438,3164,1300,,,,,,215,181,747,,,,,,,,,,,2620,,,,,,,357,,370,250,439,1539,,,,,,1608,1955,,1472,300
wood-unenumerated,tons,1894,3944,,52706,,,,1759,1479,2069,207,122,,,,298,,53,,,321,,74,227,,317,,,,,,,120,,,,,,,,595,,,1,2958,,,,,,,889,,,,129,1298,,,,,,1703,2726,,2125,
wood-unenumerated,tons,1895,3822,,47545,,,,475,867,1579,351,145,,,,264,,600,,,10,,30,93,,571,,440,,,,,648,,,,,,,,,,,,1558,,,,,,,299,,,667,233,673,,,,,,986,5333,,700,688
wood-unenumerated,tons,1896,5747,,,,,,,2445,2132,599,170,,,,231,,2014,31955,,458,,255,151,1929,1712,,971,,447,,,604,,,,,,,,,,,,,,,,,,,1262,,50,1015,75,535,,,,,,,1193,,861,
wood-unenumerated,tons,1897,7597,,,,,,,2493,2903,1061,228,,,,325,,2101,,,1450,,189,422,,3427,,,,,,,1300,,,,,,,,,,,421,,,,,,,,1012,,,,174,669,,,,,,,1104,,522,
wood-unenumerated,tons,1898,5776,,,,,,,2225,2459,881,894,,,,140,,64,,,1300,,501,566,,2513,,,,,,,1276,,,,,,,,,,,,,,,,,,,258,,,,239,1150,,,,,,,520,,1083,
wood-unenumerated,tons,1899,9200,,,,,,,2915,2209,1450,922,,,,212,,492,,,914,,259,737,,3310,,,,,,,351,,,,,,,,,,,1,,,,,,,,1024,,,,185,1484,,,,,,,617,,,
