article_group,article,country,unit,flow,year,quantity,value,source,q_tier,v_tier,q_rank,v_rank
"COPPER, ORE OF",Regulus and Precipitate,algeria,Tons,import,1894,370.0,7400.0,consensus,A,A,1,1
"COPPER, ORE OF",Regulus and Precipitate,united states of america,Tons,import,1894,4836.0,119964.0,consensus,A,A,1,1
"COPPER, ORE OF",Regulus and Precipitate,venezuela,Tons,import,1894,7395.0,106583.0,consensus,A,A,1,1
"COPPER, ORE OF",Regulus and Precipitate,peru,Tons,import,1894,350.0,8206.0,consensus,A,A,1,1
"COPPER, ORE OF",Regulus and Precipitate,chile,Tons,import,1894,1391.0,36114.0,consensus,A,A,1,1
"COPPER, ORE OF",Regulus and Precipitate,canada,Tons,import,1894,716.0,15031.0,consensus,A,A,1,1
"COPPER, ORE OF",Regulus and Precipitate,newfoundland,Tons,import,1894,1534.0,18408.0,consensus,A,A,1,1
COPPER,"Unwrought, in bars, blocks or slabs, cakes or ingots",germany,Tons,import,1894,578.0,23810.0,consensus,A,A,1,1
COPPER,"Unwrought, in bars, blocks or slabs, cakes or ingots",france,Tons,import,1894,409.0,17736.0,consensus,A,A,1,1
COPPER,"Unwrought, in bars, blocks or slabs, cakes or ingots",turkey asiatic,Tons,import,1894,653.0,24467.0,consensus,A,A,1,1
COPPER,"Unwrought, in bars, blocks or slabs, cakes or ingots",egypt,Tons,import,1894,173.0,6487.0,consensus,A,A,1,1
COPPER,"Unwrought, in bars, blocks or slabs, cakes or ingots",japan,Tons,import,1894,2668.0,109016.0,consensus,A,A,1,1
COPPER,"Unwrought, in bars, blocks or slabs, cakes or ingots",united states of america,Tons,import,1894,31456.0,1307121.0,consensus,A,A,1,1
COPPER,"Unwrought, in bars, blocks or slabs, cakes or ingots",chile,Tons,import,1894,13672.0,531508.0,consensus,A,C,1,3
COPPER,"Unwrought, in bars, blocks or slabs, cakes or ingots",argentine republic,Tons,import,1894,80.0,3233.0,consensus,A,A,1,1
COPPER,"Unwrought, in bars, blocks or slabs, cakes or ingots",other foreign countries,Tons,import,1894,34.0,4675.0,consensus,A,B,1,2
COPPER,"Unwrought, in bars, blocks or slabs, cakes or ingots",hong kong,Tons,import,1894,50.0,2050.0,consensus,A,A,1,1
COTTON,Raw,denmark,,import,1894,9130.0,16520.0,consensus,A,A,1,1
COTTON,Raw,germany,,import,1894,3487.0,7311.0,consensus,A,A,1,1
COTTON,Raw,holland,,import,1894,2231.0,4475.0,consensus,A,A,1,1
COTTON,Raw,belgium,,import,1894,5666.0,11960.0,consensus,A,A,1,1
COTTON,Raw,france,,import,1894,4278.0,8001.0,consensus,A,B,1,2
COTTON,Raw,china,,import,1894,53834.0,93195.0,consensus,A,A,1,1
COTTON,Raw,peru,,import,1894,62613.0,152803.0,consensus,A,A,1,1
COTTON,Raw,chile,,import,1894,3969.0,8870.0,consensus,A,A,1,1
COTTON,Raw,other foreign countries,,import,1894,1347.0,2454.0,consensus,A,B,1,2
COTTON,Raw,australasia,,import,1894,929.0,2231.0,consensus,A,B,1,2
COTTON,Raw,british west india islands,,import,1894,4214.0,9058.0,consensus,A,B,1,2
COTTON,Raw,other british possessions,,import,1894,608.0,1321.0,consensus,A,C,1,3
COTTON,Yarn,germany,Lbs,import,1894,6111464.0,305715.0,consensus,A,A,1,1
COTTON,Yarn,holland,Lbs,import,1894,835337.0,47261.0,consensus,A,B,1,2
COTTON,Yarn,belgium,Lbs,import,1894,212077.0,10471.0,consensus,A,A,1,1
COTTON,Yarn,france,Lbs,import,1894,162805.0,12007.0,consensus,A,A,1,1
DRUGS,Opium,holland,Lbs,import,1894,3080.0,1540.0,consensus,A,A,1,1
DRUGS,Opium,france,Lbs,import,1894,12552.0,6291.0,consensus,A,A,1,1
DRUGS,Opium,persia,Lbs,import,1894,44008.0,22312.0,consensus,A,A,1,1
"CHEMICAL MANUFACTURES AND PRODUCTS, UNENUMERATED",Cochineal,canary islands,Cwts,import,1894,4485.0,26183.0,consensus,A,A,1,1
"CHEMICAL MANUFACTURES AND PRODUCTS, UNENUMERATED",Cochineal,other foreign countries,Cwts,import,1894,86.0,556.0,consensus,A,A,1,1
"DYE STUFFS, AND SUBSTANCES USED IN TANNING",Cutch and Gambier,germany,Tons,import,1894,204.0,4611.0,consensus,A,A,1,1
"DYE STUFFS, AND SUBSTANCES USED IN TANNING",Cutch and Gambier,china,Tons,import,1894,184.0,4814.0,consensus,A,B,1,2
"DYE STUFFS, AND SUBSTANCES USED IN TANNING",Cutch and Gambier,british east indies,Tons,import,1894,26895.0,563435.0,consensus,A,A,1,1
DYE WOODS,Logwood,germany,Tons,import,1894,562.0,4666.0,consensus,A,A,1,1
DYE WOODS,Logwood,spain,Tons,import,1894,450.0,4500.0,consensus,A,A,1,1
DYE WOODS,Logwood,united states of america,Tons,import,1894,219.0,1746.0,consensus,A,A,1,1
DYE WOODS,Logwood,danish west india islands,Tons,import,1894,378.0,3300.0,consensus,A,C,1,3
DYE WOODS,Logwood,mexico,Tons,import,1894,9915.0,71291.0,consensus,A,C,1,3
DYE WOODS,Logwood,other foreign countries,Tons,import,1894,145.0,1880.0,consensus,A,C,1,3
DYE WOODS,Logwood,british west india islands,Tons,import,1894,33713.0,215510.0,consensus,A,A,1,1
FEATHERS AND DOWN,Ornamental,holland,Lbs,import,1894,101996.0,52375.0,consensus,A,A,1,1
FEATHERS AND DOWN,Ornamental,belgium,Lbs,import,1894,4197.0,4989.0,consensus,A,B,1,2
GLASS,"Window and German Sheet, including Shades and Cylinders",germany,Cwts,import,1894,90621.0,86507.0,consensus,A,A,1,1
GLASS,"Window and German Sheet, including Shades and Cylinders",holland,Cwts,import,1894,259118.0,126213.0,consensus,A,B,1,2
GLASS,"Window and German Sheet, including Shades and Cylinders",belgium,Cwts,import,1894,761112.0,360214.0,consensus,A,A,1,1
GLASS,"Window and German Sheet, including Shades and Cylinders",france,Cwts,import,1894,3769.0,2705.0,consensus,A,A,1,1
GLASS,"Window and German Sheet, including Shades and Cylinders",other foreign countries,Cwts,import,1894,135.0,301.0,consensus,A,B,1,2
GOLD,Leaves of,holland,No,import,1894,321500.0,654.0,consensus,A,A,1,1
GOLD,Leaves of,belgium,No,import,1894,79638000.0,153931.0,consensus,A,A,1,1
GUM,Arabic,holland,Cwts,import,1894,714.0,1607.0,consensus,A,A,1,1
GUM,Arabic,france,Cwts,import,1894,9955.0,28744.0,consensus,A,A,1,1
GUM,Arabic,italy,Cwts,import,1894,177.0,1696.0,consensus,A,B,1,2
GUM,Arabic,austrian territories,Cwts,import,1894,3152.0,19307.0,consensus,A,A,1,1
GUM,Arabic,egypt,Cwts,import,1894,4817.0,20345.0,consensus,A,A,1,1
GUM,Arabic,morocco,Cwts,import,1894,766.0,1714.0,consensus,A,A,1,1
GUM,Arabic,persia,Cwts,import,1894,2952.0,6273.0,consensus,A,A,1,1
GUM,Arabic,other foreign countries,Cwts,import,1894,642.0,834.0,consensus,A,A,1,1
HATS OR BONNETS,Of Straw,holland,Lbs,import,1894,394977.0,56698.0,consensus,A,A,1,1
HATS OR BONNETS,Of Straw,france,Lbs,import,1894,135377.0,24410.0,consensus,A,A,1,1
HAY,,norway,,import,1894,2969.0,15748.0,consensus,A,A,1,1
HAY,,denmark,,import,1894,5042.0,22904.0,consensus,A,A,1,1
HAY,,germany,,import,1894,1899.0,9073.0,consensus,A,A,1,1
HAY,,holland,,import,1894,13540.0,62639.0,consensus,A,A,1,1
HAY,,algeria,,import,1894,3951.0,14498.0,consensus,A,A,1,1
HAY,,argentine republic,,import,1894,805.0,3638.0,consensus,A,B,1,2
HAY,,other foreign countries,,import,1894,822.0,2380.0,consensus,A,A,1,1
HAY,,other british possessions,,import,1894,49.0,255.0,consensus,A,A,1,1
ISINGLASS,,denmark,Cwts,import,1894,217.0,1129.0,consensus,A,A,1,1
ISINGLASS,,china,Cwts,import,1894,121.0,1420.0,consensus,A,B,1,2
ISINGLASS,,japan,Cwts,import,1894,131.0,845.0,consensus,A,A,1,1
ISINGLASS,,brazil,Cwts,import,1894,1362.0,16977.0,consensus,A,A,1,1
IVORY,Vegetable,germany,Cwts,import,1894,3235.0,1481.0,consensus,A,A,1,1
IVORY,Vegetable,republic of colombia,Cwts,import,1894,14527.0,5935.0,consensus,A,A,1,1
IVORY,Vegetable,ecuador,Cwts,import,1894,4346.0,2231.0,consensus,A,A,1,1
IVORY,Vegetable,british west india islands,Cwts,import,1894,9940.0,4280.0,consensus,A,A,1,1
LARD,,denmark,Cwts,import,1894,905.0,2318.0,consensus,A,A,1,1
LARD,,holland,Cwts,import,1894,4309.0,9948.0,consensus,A,A,1,1
LARD,,belgium,Cwts,import,1894,1037.0,2040.0,consensus,A,A,1,1
LARD,,australasia,Cwts,import,1894,349.0,672.0,consensus,A,A,1,1
LARD,,canada,Cwts,import,1894,18664.0,35584.0,consensus,A,A,1,1
LARD,Imitation Lard (including all   kinds of Artificial or Imitation   Lard),united states of america,Cwts,import,1894,46461.0,75072.0,consensus,A,A,1,1
LARD,Imitation Lard (including all   kinds of Artificial or Imitation   Lard),canada,Cwts,import,1894,200.0,360.0,consensus,A,A,1,1
LEAD,Ore of,holland,Tons,import,1894,438.0,2355.0,consensus,A,A,1,1
LEAD,Ore of,france,Tons,import,1894,227.0,1126.0,consensus,A,A,1,1
LEAD,Ore of,spain,Tons,import,1894,1984.0,8840.0,consensus,A,B,1,2
LEAD,Ore of,republic of colombia,Tons,import,1894,1076.0,4916.0,consensus,A,A,1,1
LEAD,Ore of,peru,Tons,import,1894,1267.0,6375.0,consensus,A,A,1,1
LEAD,Ore of,chile,Tons,import,1894,1977.0,9722.0,consensus,A,A,1,1
METAL,"Leaf, not Gold",holland,Packets,import,1894,95348.0,8207.0,consensus,A,A,1,1
METAL,"Leaf, not Gold",belgium,Packets,import,1894,10980.0,553.0,consensus,A,A,1,1
METAL,"Leaf, not Gold",other foreign countries,Packets,import,1894,1560.0,235.0,consensus,A,A,1,1
NUTS AND KERNELS,Commonly used for expressing oil therefrom,germany,Tons,import,1894,178.0,3260.0,consensus,A,B,1,2
NUTS AND KERNELS,Commonly used for expressing oil therefrom,holland,Tons,import,1894,647.0,8871.0,consensus,A,A,1,1
NUTS AND KERNELS,Commonly used for expressing oil therefrom,france,Tons,import,1894,1134.0,6635.0,consensus,A,A,1,1
NUTS AND KERNELS,Commonly used for expressing oil therefrom,spain,Tons,import,1894,363.0,5475.0,consensus,A,A,1,1
OIL,Turpentine,russia,Cwts,import,1894,10275.0,8280.0,consensus,A,B,1,2
OIL,Turpentine,france,Cwts,import,1894,1491.0,1825.0,consensus,A,B,1,2
OIL SEED CAKE,Linseed Cake,sweden,Tons,import,1894,1849.0,12287.0,consensus,A,B,1,2
OIL SEED CAKE,Linseed Cake,norway,Tons,import,1894,543.0,3284.0,consensus,A,A,1,1
OIL SEED CAKE,Linseed Cake,germany,Tons,import,1894,34774.0,247955.0,consensus,A,A,1,1
OIL SEED CAKE,Linseed Cake,belgium,Tons,import,1894,932.0,4265.0,consensus,A,A,1,1
OIL SEED CAKE,Linseed Cake,portugal,Tons,import,1894,346.0,2130.0,consensus,A,A,1,1
OIL SEED CAKE,Linseed Cake,spain,Tons,import,1894,3073.0,20319.0,consensus,A,B,1,2
OIL SEED CAKE,Linseed Cake,italy,Tons,import,1894,224.0,1397.0,consensus,A,A,1,1
OIL SEED CAKE,Linseed Cake,roumania,Tons,import,1894,176.0,1075.0,consensus,A,B,1,2
OIL SEED CAKE,Linseed Cake,united states of america,Tons,import,1894,72571.0,468793.0,consensus,A,B,1,2
OIL SEED CAKE,Linseed Cake,chile,Tons,import,1894,155.0,1088.0,consensus,A,A,1,1
OIL SEED CAKE,Linseed Cake,uruguay,Tons,import,1894,235.0,1391.0,consensus,A,B,1,2
OIL SEED CAKE,Linseed Cake,argentine republic,Tons,import,1894,1802.0,11288.0,consensus,A,A,1,1
PLUMBAGO,,germany,Tons,import,1894,2104.0,17168.0,consensus,A,A,1,1
PLUMBAGO,,holland,Tons,import,1894,694.0,9863.0,consensus,A,B,1,2
PLUMBAGO,,italy,Tons,import,1894,364.0,1859.0,consensus,A,A,1,1
PLUMBAGO,,united states of america,Tons,import,1894,2706.0,91640.0,consensus,A,A,1,1
PLUMBAGO,,other foreign countries,Tons,import,1894,105.0,1368.0,consensus,A,B,1,2
PLUMBAGO,,british east indies,Tons,import,1894,8162.0,89048.0,consensus,A,A,1,1
PORK,Salted (not Hams),sweden,Cwts,import,1894,1791.0,1949.0,consensus,A,A,1,1
PORK,Salted (not Hams),france,Cwts,import,1894,538.0,1466.0,consensus,A,B,1,2
PORK,Salted (not Hams),united states of america,Cwts,import,1894,150186.0,236878.0,consensus,A,B,1,2
PORK,Salted (not Hams),canada,Cwts,import,1894,7702.0,10253.0,consensus,A,A,1,1
FISH,Fresh,denmark,Cwts,import,1894,2015.0,5078.0,consensus,A,A,1,1
FISH,Fresh,holland,Cwts,import,1894,65.0,316474.0,consensus,A,A,1,1
FISH,Fresh,belgium,Cwts,import,1894,30585.0,77036.0,consensus,A,A,1,1
FISH,Fresh,france,Cwts,import,1894,8679.0,26223.0,consensus,A,A,1,1
POTATOES,,germany,Cwts,import,1894,92427.0,22629.0,consensus,A,B,1,2
POTATOES,,holland,Cwts,import,1894,271141.0,71560.0,consensus,A,A,1,1
POTATOES,,belgium,Cwts,import,1894,95336.0,17535.0,consensus,A,A,1,1
POTATOES,,france,Cwts,import,1894,895983.0,283154.0,consensus,A,C,1,3
POTATOES,,portugal,Cwts,import,1894,97521.0,35133.0,consensus,A,A,1,1
POTATOES,,spain,Cwts,import,1894,14934.0,5123.0,consensus,A,A,1,1
POTATOES,,canary islands,Cwts,import,1894,58742.0,37668.0,consensus,A,A,1,1
POTATOES,,channel islands,Cwts,import,1894,1139542.0,540539.0,consensus,A,A,1,1
POTATOES,,malta,Cwts,import,1894,23436.0,12003.0,consensus,A,A,1,1
POTATOES,,other british possessions,Cwts,import,1894,343.0,84.0,consensus,A,A,1,1
ROSIN,,france,Cwts,import,1894,31261.0,11953.0,consensus,A,A,1,1
ROSIN,,united states of america,Cwts,import,1894,1420431.0,318063.0,consensus,A,A,1,1
ROSIN,,other foreign countries,Cwts,import,1894,2797.0,1470.0,consensus,A,A,1,1
SALTPETRE (NITRATE OF POTASH),,holland,Cwts,import,1894,36237.0,35374.0,consensus,A,A,1,1
SALTPETRE (NITRATE OF POTASH),,belgium,Cwts,import,1894,12855.0,12006.0,consensus,A,A,1,1
SALTPETRE (NITRATE OF POTASH),,other foreign countries,Cwts,import,1894,3.0,3.0,consensus,A,A,1,1
SALTPETRE (NITRATE OF POTASH),,british east indies,Cwts,import,1894,133059.0,112709.0,consensus,A,A,1,1
COTTON,,egypt,Tons,import,1894,314756.0,1832725.0,consensus,A,A,1,1
COTTON,,united states of america,Tons,import,1894,3400.0,18099.0,consensus,A,B,1,2
COTTON,Flax or Linseed,germany,Quarters,import,1894,17534.0,34132.0,consensus,A,A,1,1
COTTON,Flax or Linseed,belgium,Quarters,import,1894,10890.0,21290.0,consensus,A,B,1,2
COTTON,Flax or Linseed,france,Quarters,import,1894,13243.0,24861.0,consensus,A,A,1,1
COTTON,Flax or Linseed,italy,Quarters,import,1894,1267.0,2783.0,consensus,A,B,1,2
COTTON,Flax or Linseed,roumania,Quarters,import,1894,3322.0,7234.0,consensus,A,B,1,2
COTTON,Flax or Linseed,united states of america,Quarters,import,1894,2364.0,5228.0,consensus,A,B,1,2
COTTON,Flax or Linseed,argentine republic,Quarters,import,1894,292210.0,539753.0,consensus,A,A,1,1
COTTON,Rape,holland,Quarters,import,1894,1469.0,3419.0,consensus,A,B,1,2
COTTON,Rape,france,Quarters,import,1894,1487.0,2476.0,consensus,A,B,1,2
COTTON,Rape,other foreign countries,Quarters,import,1894,119.0,231.0,consensus,A,B,1,2
COTTON,Rape,british east indies,Quarters,import,1894,78853.0,115818.0,consensus,A,B,1,2
COTTON,"Garden, unenumerated",germany,Lbs,import,1894,690446.0,28848.0,consensus,A,C,1,3
COTTON,"Garden, unenumerated",holland,Lbs,import,1894,216836.0,9655.0,consensus,A,A,1,1
COTTON,"Garden, unenumerated",belgium,Lbs,import,1894,10820.0,3137.0,consensus,A,A,1,1
COTTON,"Garden, unenumerated",france,Lbs,import,1894,2248064.0,76915.0,consensus,A,A,1,1
COTTON,"Garden, unenumerated",united states of america,Lbs,import,1894,159643.0,2346.0,consensus,A,A,1,1
COTTON,"Garden, unenumerated",australasia,Lbs,import,1894,51675.0,1888.0,consensus,A,A,1,1
COTTON,Tares and Lentils,russia,Bushels,import,1894,147763.0,24312.0,consensus,A,A,1,1
COTTON,Tares and Lentils,sweden,Bushels,import,1894,19968.0,5594.0,consensus,A,A,1,1
COTTON,Tares and Lentils,germany,Bushels,import,1894,186745.0,43413.0,consensus,A,A,1,1
COTTON,,british east indies,,import,1894,87238.0,126133.0,consensus,A,A,1,1
SUGAR,"Other Sorts, including Candy",russia,Cwts,import,1894,112455.0,88616.0,consensus,A,A,1,1
SUGAR,"Other Sorts, including Candy",belgium,Cwts,import,1894,245923.0,197284.0,consensus,A,A,1,1
SUGAR,"Other Sorts, including Candy",united states of america,Cwts,import,1894,15015.0,21820.0,consensus,A,A,1,1
SUGAR,Unrefined : Beetroot,denmark,Cwts,import,1894,66439.0,34274.0,consensus,A,A,1,1
SUGAR,Unrefined : Beetroot,germany,Cwts,import,1894,5384085.0,3039678.0,consensus,A,B,1,2
SUGAR,Unrefined : Beetroot,holland,Cwts,import,1894,151621.0,80324.0,consensus,A,A,1,1
SUGAR,Unrefined : Beetroot,belgium,Cwts,import,1894,710963.0,375872.0,consensus,A,A,1,1
SUGAR,Unrefined : Beetroot,france,Cwts,import,1894,1053704.0,607131.0,consensus,A,A,1,1
SUGAR,Unrefined : Beetroot,austrian territories,Cwts,import,1894,68116.0,37611.0,consensus,A,A,1,1
WAX,,germany,Cwts,import,1894,11222.0,25230.0,consensus,A,A,1,1
WAX,,france,Cwts,import,1894,1804.0,7554.0,consensus,A,A,1,1
WAX,,spain,Cwts,import,1894,610.0,4193.0,consensus,A,A,1,1
WAX,,italy,Cwts,import,1894,902.0,4958.0,consensus,A,A,1,1
WAX,,morocco,Cwts,import,1894,2374.0,12564.0,consensus,A,A,1,1
WAX,,madagascar,Cwts,import,1894,2064.0,12577.0,consensus,A,A,1,1
WAX,,japan,Cwts,import,1894,4365.0,7638.0,consensus,A,A,1,1
WAX,,chile,Cwts,import,1894,825.0,5415.0,consensus,A,A,1,1
WAX,,brazil,Cwts,import,1894,2823.0,9238.0,consensus,A,A,1,1
WAX,,british west india islands,Cwts,import,1894,1097.0,6581.0,consensus,A,A,1,1
WOOD AND TIMBER,Hewn : Fir,russia,Loads,import,1894,372091.0,550155.0,consensus,A,A,1,1
WOOD AND TIMBER,Hewn : Fir,sweden,Loads,import,1894,449627.0,585478.0,consensus,A,A,1,1
WOOD AND TIMBER,Hewn : Fir,norway,Loads,import,1894,272850.0,343919.0,consensus,A,A,1,1
WOOD AND TIMBER,Hewn : Fir,germany,Loads,import,1894,203560.0,381132.0,consensus,A,A,1,1
WOOD AND TIMBER,Hewn : Fir,france,Loads,import,1894,675865.0,513466.0,consensus,A,A,1,1
WOOD AND TIMBER,Hewn : Fir,spain,Loads,import,1894,47853.0,35628.0,consensus,A,A,1,1
WOOD AND TIMBER,Hewn : Fir,australasia,Loads,import,1894,214.0,1238.0,consensus,A,A,1,1
WOOD AND TIMBER,Hewn : Fir,canada,Loads,import,1894,69488.0,350261.0,consensus,A,A,1,1
WOOD AND TIMBER,"Hewn, Oak",austrian territories,Loads,import,1894,5188.0,55385.0,consensus,A,A,1,1
WOOD AND TIMBER,"Hewn, Oak",united states of america,Loads,import,1894,53095.0,315073.0,consensus,A,A,1,1
WOOD AND TIMBER,"Hewn, Oak",other british possessions,Loads,import,1894,4.0,20.0,consensus,A,A,1,1
WOOD AND TIMBER,"Hewn, Unenumerated",russia,Loads,import,1894,11681.0,22354.0,consensus,A,A,1,1
WOOD AND TIMBER,"Hewn, Unenumerated",sweden,Loads,import,1894,3765.0,5638.0,consensus,A,A,1,1
WOOD AND TIMBER,"Hewn, Unenumerated",germany,Loads,import,1894,3414.0,7673.0,consensus,A,A,1,1
WOOD AND TIMBER,"Hewn, Unenumerated",france,Loads,import,1894,545.0,2014.0,consensus,A,A,1,1
WOOD AND TIMBER,"Hewn, Unenumerated",united states of america,Loads,import,1894,8444.0,40435.0,consensus,A,A,1,1
WOOD AND TIMBER,"Hewn, Unenumerated",other foreign countries,Loads,import,1894,129.0,546.0,consensus,A,A,1,1
WOOD AND TIMBER,"Hewn, Unenumerated",canada,Loads,import,1894,26757.0,101030.0,consensus,A,C,1,3
WOOD AND TIMBER,"Hewn, Unenumerated",british guiana,Loads,import,1894,4210.0,24756.0,consensus,A,A,1,1
WOOD AND TIMBER,"Hewn, Unenumerated",other british possessions,Loads,import,1894,7.0,35.0,consensus,A,A,1,1
WOOL,Goats' Wool or Hair,russia,Lbs,import,1894,11284.0,1324.0,consensus,A,A,1,1
WOOL,Goats' Wool or Hair,belgium,Lbs,import,1894,144006.0,3732.0,consensus,A,A,1,1
WOOL,Goats' Wool or Hair,france,Lbs,import,1894,198992.0,2965.0,consensus,A,A,1,1
WOOL,Goats' Wool or Hair,china,Lbs,import,1894,862261.0,23351.0,consensus,A,A,1,1
WOOL,"Other Kinds, and Flocks",germany,Lbs,import,1894,297668.0,8955.0,consensus,A,A,1,1
WOOL,"Other Kinds, and Flocks",belgium,Lbs,import,1894,496218.0,34817.0,consensus,A,A,1,1
WOOL,"Other Kinds, and Flocks",france,Lbs,import,1894,732689.0,41631.0,consensus,A,A,1,1
WOOL,"Other Kinds, and Flocks",china,Lbs,import,1894,92546.0,2659.0,consensus,A,A,1,1
WOOL,"Other Kinds, and Flocks",united states of america,Lbs,import,1894,100591.0,2010.0,consensus,A,A,1,1
WOOLLEN YARN,Unenumerated,germany,Lbs,import,1894,31770.0,1365.0,consensus,A,C,1,3
WOOLLEN YARN,Unenumerated,holland,Lbs,import,1894,476.0,52.0,consensus,A,A,1,1
WOOLLEN YARN,Unenumerated,france,Lbs,import,1894,6301.0,767.0,consensus,A,A,1,1
YEAST,,denmark,Cwts,import,1894,3205.0,7706.0,consensus,A,A,1,1
YEAST,,holland,Cwts,import,1894,115573.0,248497.0,consensus,A,A,1,1
YEAST,,france,Cwts,import,1894,48753.0,184426.0,consensus,A,A,1,1
YEAST,,other foreign countries,Cwts,import,1894,152.0,360.0,consensus,A,A,1,1
YEAST,,canada,Cwts,import,1894,407.0,1110.0,consensus,A,A,1,1
ZINC,"Crude, in Cakes",holland,Tons,import,1894,17591.0,275152.0,consensus,A,B,1,2
ZINC,"Crude, in Cakes",belgium,Tons,import,1894,13892.0,221791.0,consensus,A,C,1,3
ZINC,"Crude, in Cakes",france,Tons,import,1894,887.0,13705.0,consensus,A,A,1,1
ZINC,"Crude, in Cakes",united states of america,Tons,import,1894,3019.0,36291.0,consensus,A,A,1,1
ALKALI,,germany,Cwts,import,1895,40384.0,36457.0,consensus,A,A,1,1
ALKALI,,holland,Cwts,import,1895,69309.0,26600.0,consensus,A,A,1,1
ALKALI,,belgium,Cwts,import,1895,26167.0,6259.0,consensus,A,A,1,1
ALKALI,,france,Cwts,import,1895,34827.0,31085.0,consensus,A,A,1,1
ALKALI,,united states of america,Cwts,import,1895,2572.0,2509.0,consensus,A,A,1,1
ALKALI,,other foreign countries,Cwts,import,1895,2538.0,1678.0,consensus,A,B,1,2
ALKALI,,canada,Cwts,import,1895,8317.0,9998.0,consensus,A,A,1,1
"ANIMALS, LIVING",Oxen and Bulls,united states of america,No,import,1895,276307.0,4915834.0,consensus,A,A,1,1
"ANIMALS, LIVING",Oxen and Bulls,other foreign countries,No,import,1895,162.0,2445.0,consensus,A,A,1,1
"ANIMALS, LIVING",Oxen and Bulls,canada,No,import,1895,95747.0,1589934.0,consensus,A,B,1,2
"ANIMALS, LIVING",Cows,united states of america,No,import,1895,31.0,511.0,consensus,A,A,1,1
"ANIMALS, LIVING",Cows,argentine republic,No,import,1895,54.0,756.0,consensus,A,A,1,1
"ANIMALS, LIVING",Cows,channel islands,No,import,1895,1440.0,25183.0,consensus,A,A,1,1
"ANIMALS, LIVING",Cows,canada,No,import,1895,234.0,3338.0,consensus,A,A,1,1
"ANIMALS, LIVING",Cows,other british possessions,No,import,1895,105.0,1155.0,consensus,A,A,1,1
"ANIMALS, LIVING",Calves,united states of america,No,import,1895,195.0,535.0,consensus,A,A,1,1
"ANIMALS, LIVING",Calves,channel islands,No,import,1895,137.0,596.0,consensus,A,B,1,2
"ANIMALS, LIVING",Calves,canada,No,import,1895,12.0,32.0,consensus,A,A,1,1
"ANIMALS, LIVING",Sheep and Lambs,norway,No,import,1895,20649.0,30978.0,consensus,A,A,1,1
"ANIMALS, LIVING",Sheep and Lambs,denmark,No,import,1895,65046.0,81656.0,consensus,A,A,1,1
"ANIMALS, LIVING",Sheep and Lambs,united states of america,No,import,1895,453250.0,769864.0,consensus,A,A,1,1
