article_group,article,country,unit,flow,year,quantity,value,source,q_tier,v_tier,q_rank,v_rank
IVORY,"Teeth, Elephants', Sea-cow, Sea-horse, or     Sea-morse",british india bombay and scinde,Cwts,import,1882,172.0,8392.0,consensus,B,B,2,2
IVORY,"Teeth, Elephants', Sea-cow, Sea-horse, or     Sea-morse",other countries,Cwts,import,1882,2347.0,128439.0,consensus,B,C,2,3
IVORY,Vegetable,germany,Cwts,import,1882,13727.0,10424.0,consensus,B,B,2,2
IVORY,Vegetable,united states of colombia,Cwts,import,1882,12169.0,9621.0,consensus,B,B,2,2
IVORY,Vegetable,ecuador,Cwts,import,1882,2804.0,1978.0,consensus,B,B,2,2
IVORY,Vegetable,brazil,Cwts,import,1882,2988.0,1845.0,consensus,B,B,2,2
IVORY,Vegetable,other countries,Cwts,import,1882,2872.0,1545.0,consensus,B,B,2,2
JUTE,,british india bengal,Cwts,import,1882,5924528.0,4306151.0,consensus,B,B,2,2
JUTE,,other countries,Cwts,import,1882,13314.0,9766.0,consensus,B,B,2,2
JUTE,Yarn,france,Lbs,import,1882,1276417.0,39881.0,consensus,B,B,2,2
JUTE,Yarn,other countries,Lbs,import,1882,131652.0,4764.0,consensus,B,B,2,2
IVORY,LARD,germany,Cwts,import,1882,3103.0,10136.0,consensus,B,B,2,2
IVORY,LARD,united states of america,Cwts,import,1882,612337.0,1702338.0,consensus,B,B,2,2
IVORY,LARD,canada,Cwts,import,1882,49119.0,146127.0,consensus,B,B,2,2
IVORY,LARD,other countries,Cwts,import,1882,2694.0,7759.0,consensus,B,B,2,2
LEAD,Ore of,france,Tons,import,1882,1941.0,18481.0,consensus,B,B,2,2
LEAD,Ore of,spain,Tons,import,1882,3176.0,30233.0,consensus,B,B,2,2
LEAD,Ore of,italy,Tons,import,1882,5997.0,58176.0,consensus,B,B,2,2
LEAD,Ore of,peru,Tons,import,1882,1067.0,10968.0,consensus,B,B,2,2
LEAD,Ore of,australasia,Tons,import,1882,1079.0,9413.0,consensus,B,B,2,2
LEAD,Ore of,other countries,Tons,import,1882,1775.0,15490.0,consensus,B,B,2,2
LEAD,Pig or Sheet,germany,Tons,import,1882,3041.0,44352.0,consensus,B,C,2,3
LEAD,Pig or Sheet,holland,Tons,import,1882,2049.0,42452.0,consensus,B,B,2,2
LEAD,Pig or Sheet,spain,Tons,import,1882,71236.0,1025444.0,consensus,B,C,2,3
LEAD,Pig or Sheet,greece,Tons,import,1882,8513.0,123774.0,consensus,B,B,2,2
LEAD,Pig or Sheet,algeria,Tons,import,1882,708.0,10620.0,consensus,B,B,2,2
LEAD,Pig or Sheet,other countries,Tons,import,1882,1406.0,20357.0,consensus,B,B,2,2
LEAD,Manufactures,germany,Cwts,import,1882,3090.0,4162.0,consensus,B,B,2,2
LEAD,Manufactures,holland,Cwts,import,1882,2302.0,3345.0,consensus,B,B,2,2
LEAD,Manufactures,france,Cwts,import,1882,1577.0,4754.0,consensus,B,B,2,2
LEAD,Manufactures,other countries,Cwts,import,1882,1127.0,1766.0,consensus,B,B,2,2
"LEATHER, UNDRESSED",,germany,Lbs,import,1882,120105.0,8781.0,consensus,B,C,2,3
"LEATHER, UNDRESSED",,holland,Lbs,import,1882,439735.0,25980.0,consensus,B,C,2,3
"LEATHER, UNDRESSED",,belgium,Lbs,import,1882,202149.0,10772.0,consensus,B,C,2,3
"LEATHER, UNDRESSED",,france,Lbs,import,1882,151055.0,9801.0,consensus,B,C,2,3
"LEATHER, UNDRESSED",,china,Lbs,import,1882,227243.0,10959.0,consensus,B,C,2,3
"LEATHER, UNDRESSED",,united states of america,Lbs,import,1882,21804919.0,976530.0,consensus,B,C,2,3
"LEATHER, UNDRESSED",,mauritius,Lbs,import,1882,100043.0,10320.0,consensus,B,C,2,3
"LEATHER, UNDRESSED",,british india bombay and scinde,Lbs,import,1882,3604307.0,247819.0,consensus,B,C,2,3
"LEATHER, UNDRESSED",,madras,Lbs,import,1882,15494770.0,1175794.0,consensus,B,C,2,3
"LEATHER, UNDRESSED",,bengal,Lbs,import,1882,1914533.0,122444.0,consensus,B,C,2,3
"LEATHER, UNDRESSED",,straits settlements,Lbs,import,1882,3494145.0,128458.0,consensus,B,C,2,3
"LEATHER, UNDRESSED",,australasia,Lbs,import,1882,12064274.0,595417.0,consensus,B,C,2,3
"LEATHER, UNDRESSED",,canada,Lbs,import,1882,283410.0,13380.0,consensus,B,C,2,3
"LEATHER, UNDRESSED",,other countries,Lbs,import,1882,420926.0,26915.0,consensus,B,C,2,3
"LEATHER, UNDRESSED",Dressed,germany,Lbs,import,1882,1043220.0,269165.0,consensus,B,B,2,2
"LEATHER, UNDRESSED",Dressed,holland,Lbs,import,1882,1037071.0,180974.0,consensus,B,B,2,2
"LEATHER, UNDRESSED",Dressed,belgium,Lbs,import,1882,198766.0,33805.0,consensus,B,B,2,2
"LEATHER, UNDRESSED",Dressed,france,Lbs,import,1882,5259770.0,781995.0,consensus,B,B,2,2
"LEATHER, UNDRESSED",Dressed,united states of america,Lbs,import,1882,5577568.0,398963.0,consensus,B,B,2,2
"LEATHER, UNDRESSED",Dressed,british east indies,Lbs,import,1882,454734.0,42086.0,consensus,B,B,2,2
"LEATHER, UNDRESSED",Dressed,canada,Lbs,import,1882,627119.0,45477.0,consensus,B,B,2,2
LACE AND ARTICLES THEREOF,"Varnished, Japanned, or Enamelled",russia,Lbs,import,1882,26442.0,5965.0,consensus,B,B,2,2
LACE AND ARTICLES THEREOF,"Varnished, Japanned, or Enamelled",germany,Lbs,import,1882,55928.0,13110.0,consensus,B,B,2,2
LACE AND ARTICLES THEREOF,"Varnished, Japanned, or Enamelled",holland,Lbs,import,1882,273496.0,70377.0,consensus,B,B,2,2
LACE AND ARTICLES THEREOF,"Varnished, Japanned, or Enamelled",france,Lbs,import,1882,93705.0,33288.0,consensus,B,B,2,2
LACE AND ARTICLES THEREOF,"Varnished, Japanned, or Enamelled",united states of america,Lbs,import,1882,124824.0,24756.0,consensus,B,B,2,2
LACE AND ARTICLES THEREOF,"Varnished, Japanned, or Enamelled",other countries,Lbs,import,1882,8541.0,1528.0,consensus,B,C,2,3
JUTE,Boots and Shoes,germany,Dozen Pairs,import,1882,25244.0,69801.0,consensus,B,B,2,2
JUTE,Boots and Shoes,holland,Dozen Pairs,import,1882,28075.0,103350.0,consensus,B,B,2,2
JUTE,Boots and Shoes,belgium,Dozen Pairs,import,1882,9566.0,25358.0,consensus,B,B,2,2
JUTE,Boots and Shoes,france,Dozen Pairs,import,1882,43689.0,229642.0,consensus,B,B,2,2
JUTE,Boots and Shoes,other countries,Dozen Pairs,import,1882,3385.0,9149.0,consensus,B,B,2,2
"LEATHER, UNDRESSED",Gloves,denmark,Dozen Pairs,import,1882,15710.0,12614.0,consensus,B,B,2,2
"LEATHER, UNDRESSED",Gloves,germany,Dozen Pairs,import,1882,11446.0,11738.0,consensus,B,B,2,2
"LEATHER, UNDRESSED",Gloves,holland,Dozen Pairs,import,1882,226309.0,241773.0,consensus,B,B,2,2
"LEATHER, UNDRESSED",Gloves,belgium,Dozen Pairs,import,1882,199955.0,228879.0,consensus,B,B,2,2
"LEATHER, UNDRESSED",Gloves,france,Dozen Pairs,import,1882,1161406.0,1432139.0,consensus,B,B,2,2
"LEATHER, UNDRESSED",Gloves,other countries,Dozen Pairs,import,1882,482.0,469.0,consensus,B,B,2,2
LINEN,YARN,germany,Lbs,import,1882,79131.0,4038.0,consensus,B,B,2,2
LINEN,YARN,holland,Lbs,import,1882,126626.0,5724.0,consensus,B,B,2,2
LINEN,YARN,belgium,Lbs,import,1882,4687274.0,209210.0,consensus,B,B,2,2
LINEN,YARN,france,Lbs,import,1882,35436.0,2125.0,consensus,B,B,2,2
LINEN,YARN,other countries,Lbs,import,1882,7280.0,125.0,consensus,B,B,2,2
LIQUORICE,,france,Cwts,import,1882,4456.0,9330.0,consensus,B,B,2,2
LIQUORICE,,italy,Cwts,import,1882,12298.0,45616.0,consensus,B,B,2,2
LIQUORICE,,turkey,Cwts,import,1882,15312.0,31843.0,consensus,B,B,2,2
LIQUORICE,,other countries,Cwts,import,1882,1206.0,2550.0,consensus,B,B,2,2
MALT,,denmark,Qrs,import,1882,49.0,112.0,consensus,B,B,2,2
MALT,,germany,Qrs,import,1882,1454.0,3136.0,consensus,B,B,2,2
"MANGANESE, ORE OF",,portugal,Tons,import,1882,13493.0,47152.0,consensus,B,B,2,2
"MANGANESE, ORE OF",,spain,Tons,import,1882,5468.0,17119.0,consensus,B,B,2,2
"MANGANESE, ORE OF",,italy,Tons,import,1882,1255.0,6275.0,consensus,B,B,2,2
"MANGANESE, ORE OF",,turkey,Tons,import,1882,1205.0,5803.0,consensus,B,B,2,2
"MANGANESE, ORE OF",,united states of america,Tons,import,1882,1948.0,8723.0,consensus,B,B,2,2
"MANGANESE, ORE OF",,australasia,Tons,import,1882,1349.0,5134.0,consensus,B,B,2,2
"MANGANESE, ORE OF",,canada,Tons,import,1882,1188.0,4414.0,consensus,B,B,2,2
"MANGANESE, ORE OF",,other countries,Tons,import,1882,3860.0,7647.0,consensus,B,B,2,2
MANURES,Bones for Manure,russia,Tons,import,1882,10861.0,72360.0,consensus,B,C,2,3
MANURES,Bones for Manure,denmark,Tons,import,1882,1608.0,10000.0,consensus,B,C,2,3
MANURES,Bones for Manure,holland,Tons,import,1882,2548.0,15668.0,consensus,B,C,2,3
MANURES,Bones for Manure,belgium,Tons,import,1882,2035.0,12077.0,consensus,B,C,2,3
MANURES,Bones for Manure,france,Tons,import,1882,2092.0,13239.0,consensus,B,C,2,3
MANURES,Bones for Manure,italy,Tons,import,1882,2229.0,13226.0,consensus,B,C,2,3
MANURES,Bones for Manure,turkey,Tons,import,1882,4329.0,28169.0,consensus,B,C,2,3
MANURES,Bones for Manure,egypt,Tons,import,1882,1372.0,9408.0,consensus,B,C,2,3
MANURES,Bones for Manure,morocco,Tons,import,1882,3973.0,27000.0,consensus,B,C,2,3
MANURES,Bones for Manure,brazil,Tons,import,1882,1536.0,10223.0,consensus,B,C,2,3
MANURES,Bones for Manure,uruguay,Tons,import,1882,4310.0,20765.0,consensus,B,C,2,3
MANURES,Bones for Manure,argentine republic,Tons,import,1882,7686.0,49871.0,consensus,B,C,2,3
MANURES,Bones for Manure,british east indies,Tons,import,1882,4921.0,32577.0,consensus,B,C,2,3
MANURES,Bones for Manure,other countries,Tons,import,1882,4700.0,29460.0,consensus,B,C,2,3
MANURES,Guano,france,Tons,import,1882,1371.0,12002.0,consensus,B,B,2,2
MANURES,Guano,peru,Tons,import,1882,26277.0,231078.0,consensus,B,B,2,2
MANURES,Guano,bolivia,Tons,import,1882,5911.0,38477.0,consensus,B,B,2,2
MANURES,Guano,uruguay,Tons,import,1882,1158.0,10372.0,consensus,B,B,2,2
MANURES,Guano,british possessions in south africa,Tons,import,1882,4069.0,56565.0,consensus,B,B,2,2
MANURES,Guano,other countries,Tons,import,1882,4070.0,29658.0,consensus,B,B,2,2
MANURES,,phosphate of lime and rock,Tons,import,1882,18248.0,45820.0,consensus,B,B,2,2
MANURES,,belgium,Tons,import,1882,9764.0,29561.0,consensus,B,B,2,2
MANURES,,france,Tons,import,1882,42878.0,139190.0,consensus,B,B,2,2
MANURES,,portugal,Tons,import,1882,106197.0,288774.0,consensus,B,B,2,2
MANURES,,united states of america,Tons,import,1882,4952.0,27654.0,consensus,B,B,2,2
MANURES,,dutch west india islands,Tons,import,1882,8187.0,39851.0,consensus,B,B,2,2
MANURES,,canada,Tons,import,1882,6699.0,33888.0,consensus,B,B,2,2
MANURES,,british west india islands,Tons,import,1882,2503.0,8460.0,consensus,B,B,2,2
MANURES,Unenumerated,germany,Tons,import,1882,49680.0,113432.0,consensus,B,B,2,2
MANURES,Unenumerated,belgium,Tons,import,1882,8581.0,22148.0,consensus,B,B,2,2
MANURES,Unenumerated,france,Tons,import,1882,27268.0,29854.0,consensus,B,B,2,2
MANURES,Unenumerated,portugal,Tons,import,1882,12796.0,40095.0,consensus,B,B,2,2
MANURES,Unenumerated,united states of america,Tons,import,1882,15668.0,43879.0,consensus,B,B,2,2
MANURES,Unenumerated,canada,Tons,import,1882,4077.0,19190.0,consensus,B,B,2,2
MANURES,Unenumerated,other countries,Tons,import,1882,3826.0,21836.0,consensus,B,B,2,2
"MEAT, UNENUMERATED",Salted or Fresh,germany,Cwts,import,1882,1864.0,5506.0,consensus,B,B,2,2
"MEAT, UNENUMERATED",Salted or Fresh,holland,Cwts,import,1882,2447.0,7309.0,consensus,B,B,2,2
"MEAT, UNENUMERATED",Salted or Fresh,france,Cwts,import,1882,5362.0,20976.0,consensus,B,B,2,2
"MEAT, UNENUMERATED",Salted or Fresh,other countries,Cwts,import,1882,1799.0,3839.0,consensus,B,B,2,2
"MEAT, UNENUMERATED","Preserved, otherwise than by Salting",germany,Cwts,import,1882,2928.0,10630.0,consensus,B,B,2,2
"MEAT, UNENUMERATED","Preserved, otherwise than by Salting",belgium,Cwts,import,1882,10547.0,171392.0,consensus,B,B,2,2
"MEAT, UNENUMERATED","Preserved, otherwise than by Salting",france,Cwts,import,1882,3050.0,14714.0,consensus,B,B,2,2
"MEAT, UNENUMERATED","Preserved, otherwise than by Salting",united states of america,Cwts,import,1882,318099.0,860283.0,consensus,B,B,2,2
"MEAT, UNENUMERATED","Preserved, otherwise than by Salting",uruguay,Cwts,import,1882,17898.0,85320.0,consensus,B,B,2,2
"MEAT, UNENUMERATED","Preserved, otherwise than by Salting",argentine republic,Cwts,import,1882,10320.0,61830.0,consensus,B,B,2,2
"MEAT, UNENUMERATED","Preserved, otherwise than by Salting",australasia,Cwts,import,1882,161843.0,403843.0,consensus,B,B,2,2
"MEAT, UNENUMERATED","Preserved, otherwise than by Salting",canada,Cwts,import,1882,26309.0,69834.0,consensus,B,B,2,2
"MEAT, UNENUMERATED","Leaf, not Gold",holland,,import,1882,344647.0,14127.0,consensus,B,B,2,2
"MEAT, UNENUMERATED","Leaf, not Gold",other countries,,import,1882,34752.0,2077.0,consensus,B,B,2,2
"MEAT, UNENUMERATED","Old, fit only to be re-manufactured",germany,Tons,import,1882,768.0,22651.0,consensus,B,B,2,2
"MEAT, UNENUMERATED","Old, fit only to be re-manufactured",holland,Tons,import,1882,302.0,11100.0,consensus,B,B,2,2
"MEAT, UNENUMERATED","Old, fit only to be re-manufactured",other countries,Tons,import,1882,425.0,10812.0,consensus,B,B,2,2
"MUTTON, FRESH",,holland,Cwts,import,1882,123083.0,456361.0,consensus,B,C,2,3
"MUTTON, FRESH",,united states of america,Cwts,import,1882,29062.0,82921.0,consensus,B,C,2,3
"MUTTON, FRESH",,australasia,Cwts,import,1882,37293.0,94940.0,consensus,B,C,2,3
"MUTTON, FRESH",,other countries,Cwts,import,1882,417.0,1124.0,consensus,B,C,2,3
"NAPHTHA, WOOD; NOT POTABLE",,germany,Gallons,import,1882,18892.0,2780.0,consensus,B,B,2,2
"NAPHTHA, WOOD; NOT POTABLE",,holland,Gallons,import,1882,46795.0,7019.0,consensus,B,B,2,2
"NAPHTHA, WOOD; NOT POTABLE",,other countries,Gallons,import,1882,5283.0,1126.0,consensus,B,B,2,2
"NITRE, CUBIC (NITRATE OF SODA)",,peru,,import,1882,1482522.0,976006.0,consensus,B,B,2,2
"NITRE, CUBIC (NITRATE OF SODA)",,bolivia,,import,1882,305660.0,211585.0,consensus,B,B,2,2
"NITRE, CUBIC (NITRATE OF SODA)",,chile,,import,1882,117169.0,75370.0,consensus,B,B,2,2
"NITRE, CUBIC (NITRATE OF SODA)",,other countries,,import,1882,9787.0,7391.0,consensus,B,B,2,2
NUTS AND KERNELS,Commonly used for expressing Oil therefrom,west coast of africa foreign,Tons,import,1882,24943.0,290325.0,consensus,B,B,2,2
NUTS AND KERNELS,Commonly used for expressing Oil therefrom,french possessions in india,Tons,import,1882,1765.0,21180.0,consensus,B,B,2,2
NUTS AND KERNELS,Commonly used for expressing Oil therefrom,islands in the pacific except fiji,Tons,import,1882,4403.0,66145.0,consensus,B,B,2,2
NUTS AND KERNELS,Commonly used for expressing Oil therefrom,west africa settlements,Tons,import,1882,6979.0,80015.0,consensus,B,B,2,2
NUTS AND KERNELS,Commonly used for expressing Oil therefrom,the gold coast,Tons,import,1882,9963.0,113969.0,consensus,B,B,2,2
NUTS AND KERNELS,Commonly used for expressing Oil therefrom,british east indies,Tons,import,1882,3008.0,44618.0,consensus,B,B,2,2
NUTS AND KERNELS,Commonly used for expressing Oil therefrom,australasia,Tons,import,1882,5991.0,97474.0,consensus,B,B,2,2
NUTS AND KERNELS,Commonly used for expressing Oil therefrom,other countries,Tons,import,1882,910.0,12702.0,consensus,B,C,2,3
OIL,"Fish, Train, or Blubber",norway,Tons,import,1882,3027.0,82636.0,consensus,B,C,2,3
OIL,"Fish, Train, or Blubber",japan,Tons,import,1882,617.0,11386.0,consensus,B,C,2,3
OIL,"Fish, Train, or Blubber",whale fisheries northern,Tons,import,1882,2309.0,67656.0,consensus,B,C,2,3
OIL,"Fish, Train, or Blubber",canada,Tons,import,1882,7130.0,224336.0,consensus,B,C,2,3
OIL,"Fish, Train, or Blubber",other countries,Tons,import,1882,1220.0,34432.0,consensus,B,C,2,3
OIL,Sperm or Head Matter,portugal and azores,Tons,import,1882,187.0,12690.0,consensus,B,C,2,3
OIL,Sperm or Head Matter,united states of america,Tons,import,1882,1119.0,74714.0,consensus,B,C,2,3
OIL,Sperm or Head Matter,australasia,Tons,import,1882,318.0,22647.0,consensus,B,C,2,3
OIL,Sperm or Head Matter,other countries,Tons,import,1882,18.0,1246.0,consensus,B,C,2,3
OIL,Animal,france,Cwts,import,1882,8321.0,18264.0,consensus,B,B,2,2
OIL,Animal,united states of america,Cwts,import,1882,38824.0,111600.0,consensus,B,B,2,2
OIL,Animal,australasia,Cwts,import,1882,13032.0,15097.0,consensus,B,B,2,2
OIL,Animal,other countries,Cwts,import,1882,7700.0,12656.0,consensus,B,B,2,2
OIL,Castor,france,Cwts,import,1882,7270.0,11939.0,consensus,B,B,2,2
OIL,Castor,british india bombay and scinde,Cwts,import,1882,9897.0,15962.0,consensus,B,B,2,2
OIL,Castor,madras,Cwts,import,1882,7627.0,12772.0,consensus,B,B,2,2
OIL,Castor,bengal,Cwts,import,1882,136899.0,218828.0,consensus,B,B,2,2
OIL,Castor,other countries,Cwts,import,1882,2277.0,5030.0,consensus,B,B,2,2
OIL,Coco-nut,mauritius,Cwts,import,1882,10220.0,14095.0,consensus,B,B,2,2
OIL,Coco-nut,madras,Cwts,import,1882,54496.0,95787.0,consensus,B,B,2,2
OIL,Coco-nut,ceylon,Cwts,import,1882,65254.0,94135.0,consensus,B,B,2,2
OIL,Coco-nut,other countries,Cwts,import,1882,3812.0,6037.0,consensus,B,B,2,2
OIL,Olive,france,Tuns,import,1882,370.0,16332.0,consensus,B,B,2,2
OIL,Olive,portugal,Tuns,import,1882,234.0,9752.0,consensus,B,B,2,2
OIL,Olive,spain,Tuns,import,1882,2115.0,82336.0,consensus,B,B,2,2
OIL,Olive,italy,Tuns,import,1882,15087.0,624663.0,consensus,B,B,2,2
OIL,Olive,austrian territories,Tuns,import,1882,243.0,10070.0,consensus,B,B,2,2
OIL,Olive,greece,Tuns,import,1882,444.0,18028.0,consensus,B,B,2,2
OIL,Olive,turkey,Tuns,import,1882,3312.0,125610.0,consensus,B,B,2,2
OIL,Olive,tunis,Tuns,import,1882,880.0,31109.0,consensus,B,B,2,2
OIL,Olive,malta,Tuns,import,1882,631.0,23831.0,consensus,B,B,2,2
OIL,Olive,other countries,Tuns,import,1882,134.0,5423.0,consensus,B,B,2,2
OIL,Palm,germany,Cwts,import,1882,11809.0,18846.0,consensus,B,B,2,2
OIL,Palm,west coast of africa not particularly designated,Cwts,import,1882,668290.0,924971.0,consensus,B,B,2,2
OIL,Palm,french possessions in western africa,Cwts,import,1882,8124.0,12149.0,consensus,B,B,2,2
OIL,Palm,united states of america,Cwts,import,1882,15404.0,22971.0,consensus,B,B,2,2
OIL,Palm,west africa settlements,Cwts,import,1882,13115.0,20367.0,consensus,B,B,2,2
OIL,Palm,the gold coast,Cwts,import,1882,145991.0,223462.0,consensus,B,B,2,2
OIL,Palm,other countries,Cwts,import,1882,11139.0,18200.0,consensus,B,B,2,2
OIL,Seed,germany,Tuns,import,1882,6803.0,210611.0,consensus,B,B,2,2
OIL,Seed,holland,Tuns,import,1882,1025.0,32501.0,consensus,B,B,2,2
OIL,Seed,belgium,Tuns,import,1882,1178.0,37936.0,consensus,B,B,2,2
OIL,Seed,france,Tuns,import,1882,4129.0,151922.0,consensus,B,C,2,3
OIL,Seed,portugal,Tuns,import,1882,727.0,23964.0,consensus,B,B,2,2
OIL,Seed,united states of america,Tuns,import,1882,429.0,14060.0,consensus,B,B,2,2
OIL,Seed,other countries,Tuns,import,1882,216.0,6513.0,consensus,B,B,2,2
OIL,Turpentine,france,Cwts,import,1882,5971.0,12281.0,consensus,B,B,2,2
OIL,Turpentine,united states of america,Cwts,import,1882,346670.0,618350.0,consensus,B,B,2,2
OIL,Turpentine,other countries,Cwts,import,1882,5453.0,9468.0,consensus,B,B,2,2
OIL,"Chemical, Essential, or Perfumed",germany,Lbs,import,1882,24561.0,11476.0,consensus,B,B,2,2
OIL,"Chemical, Essential, or Perfumed",france,Lbs,import,1882,118956.0,48355.0,consensus,B,B,2,2
OIL,"Chemical, Essential, or Perfumed",italy,Lbs,import,1882,209938.0,79809.0,consensus,B,B,2,2
OIL,"Chemical, Essential, or Perfumed",china,Lbs,import,1882,22447.0,6413.0,consensus,B,B,2,2
OIL,"Chemical, Essential, or Perfumed",turkey,Lbs,import,1882,2094.0,4658.0,consensus,B,C,2,3
OIL,"Chemical, Essential, or Perfumed",united states of america,Lbs,import,1882,21341.0,10923.0,consensus,B,B,2,2
OIL,"Chemical, Essential, or Perfumed",british east indies,Lbs,import,1882,205388.0,31448.0,consensus,B,B,2,2
OIL,"Chemical, Essential, or Perfumed",other countries,Lbs,import,1882,55053.0,18346.0,consensus,B,B,2,2
OIL SEED CAKE,,russia,Tons,import,1882,19695.0,158872.0,consensus,B,B,2,2
OIL SEED CAKE,,sweden,Tons,import,1882,2173.0,17564.0,consensus,B,B,2,2
OIL SEED CAKE,,norway,Tons,import,1882,3050.0,24574.0,consensus,B,B,2,2
OIL SEED CAKE,,germany,Tons,import,1882,1569.0,19562.0,consensus,B,C,2,3
OIL SEED CAKE,,france,Tons,import,1882,3919.0,21485.0,consensus,B,B,2,2
OIL SEED CAKE,,united states of america,Tons,import,1882,155625.0,1193695.0,consensus,B,B,2,2
OIL SEED CAKE,,british east indies,Tons,import,1882,1126.0,8047.0,consensus,B,B,2,2
OIL SEED CAKE,,other countries,Tons,import,1882,3270.0,23559.0,consensus,B,B,2,2
"ONIONS, RAW",,germany,Bushels,import,1882,342786.0,48235.0,consensus,B,B,2,2
"ONIONS, RAW",,holland,Bushels,import,1882,1005400.0,157238.0,consensus,B,B,2,2
"ONIONS, RAW",,belgium,Bushels,import,1882,388739.0,45146.0,consensus,B,B,2,2
"ONIONS, RAW",,france,Bushels,import,1882,655990.0,80237.0,consensus,B,B,2,2
"ONIONS, RAW",,portugal,Bushels,import,1882,399013.0,107789.0,consensus,B,B,2,2
"ONIONS, RAW",,spain,Bushels,import,1882,84763.0,26488.0,consensus,B,B,2,2
"ONIONS, RAW",,egypt,Bushels,import,1882,149405.0,40401.0,consensus,B,B,2,2
"ONIONS, RAW",,malta,Bushels,import,1882,59917.0,14793.0,consensus,B,B,2,2
"ONIONS, RAW",,other countries,Bushels,import,1882,28441.0,7454.0,consensus,B,B,2,2
"ONIONS, RAW","Oil, Unenumerated",russia,Tons,import,1882,2.0,14634.0,consensus,B,B,2,2
"ONIONS, RAW","Oil, Unenumerated",norway,Tons,import,1882,641.0,9128.0,consensus,B,B,2,2
"ONIONS, RAW","Oil, Unenumerated",belgium,Tons,import,1882,32.0,10476.0,consensus,B,B,2,2
"ONIONS, RAW","Oil, Unenumerated",portugal,Tons,import,1882,1074.0,14293.0,consensus,B,B,2,2
"ONIONS, RAW","Oil, Unenumerated",spain,Tons,import,1882,1053.0,8743.0,consensus,B,B,2,2
"ONIONS, RAW","Oil, Unenumerated",turkey,Tons,import,1882,874.0,9808.0,consensus,B,B,2,2
"ONIONS, RAW","Oil, Unenumerated",japan,Tons,import,1882,369.0,7863.0,consensus,B,B,2,2
"ONIONS, RAW","Oil, Unenumerated",british east indies,Tons,import,1882,1647.0,30935.0,consensus,B,C,2,3
"ONIONS, RAW","Oil, Unenumerated",australasia,Tons,import,1882,2549.0,37658.0,consensus,B,C,2,3
"ONIONS, RAW","Oil, Unenumerated",other countries,Tons,import,1882,2268.0,25137.0,consensus,B,C,2,3
PAPER,For Printing or Writing,sweden,Cwts,import,1882,48833.0,64369.0,consensus,B,B,2,2
PAPER,For Printing or Writing,germany,Cwts,import,1882,59422.0,93046.0,consensus,B,B,2,2
PAPER,For Printing or Writing,holland,Cwts,import,1882,6428.0,10806.0,consensus,B,B,2,2
PAPER,For Printing or Writing,belgium,Cwts,import,1882,53558.0,100962.0,consensus,B,B,2,2
PAPER,For Printing or Writing,france,Cwts,import,1882,8423.0,34122.0,consensus,B,B,2,2
PAPER,For Printing or Writing,austrian territories,Cwts,import,1882,9614.0,23570.0,consensus,B,B,2,2
PAPER,For Printing or Writing,other countries,Cwts,import,1882,1833.0,5053.0,consensus,B,B,2,2
PAPER,Hangings,sweden,Cwts,import,1882,6077.0,5572.0,consensus,B,B,2,2
PAPER,Hangings,france,Cwts,import,1882,4431.0,30952.0,consensus,B,C,2,3
PAPER,Hangings,other countries,Cwts,import,1882,1727.0,3837.0,consensus,B,B,2,2
PAPER,Unenumerated,sweden,Cwts,import,1882,72716.0,77041.0,consensus,B,B,2,2
PAPER,Unenumerated,norway,Cwts,import,1882,19593.0,18496.0,consensus,B,B,2,2
PAPER,Unenumerated,germany,Cwts,import,1882,102103.0,172080.0,consensus,B,B,2,2
PAPER,Unenumerated,holland,Cwts,import,1882,43454.0,82946.0,consensus,B,B,2,2
PAPER,Unenumerated,belgium,Cwts,import,1882,37507.0,69346.0,consensus,B,B,2,2
PAPER,Unenumerated,france,Cwts,import,1882,17943.0,80638.0,consensus,B,B,2,2
PAPER,Unenumerated,united states of america,Cwts,import,1882,7220.0,27897.0,consensus,B,B,2,2
PAPER,Unenumerated,other countries,Cwts,import,1882,6954.0,22692.0,consensus,B,B,2,2
PAPER,Millboard and Pasteboard,sweden,Cwts,import,1882,16664.0,12898.0,consensus,B,B,2,2
PAPER,Millboard and Pasteboard,germany,Cwts,import,1882,234414.0,121160.0,consensus,B,B,2,2
PAPER,Millboard and Pasteboard,holland,Cwts,import,1882,285634.0,141330.0,consensus,B,B,2,2
PAPER,Millboard and Pasteboard,belgium,Cwts,import,1882,51722.0,34695.0,consensus,B,B,2,2
PAPER,Millboard and Pasteboard,other countries,Cwts,import,1882,11063.0,9758.0,consensus,B,B,2,2
PARAFFINE,,germany,Cwts,import,1882,13040.0,32021.0,consensus,B,B,2,2
PARAFFINE,,united states of america,Cwts,import,1882,105605.0,177640.0,consensus,B,B,2,2
PARAFFINE,,other countries,Cwts,import,1882,1203.0,1960.0,consensus,B,B,2,2
"PERFUMERY, AND ARTICLES USED IN THE MANUFACTURE THEREOF",,holland,Lbs,import,1882,414076.0,14332.0,consensus,B,B,2,2
"PERFUMERY, AND ARTICLES USED IN THE MANUFACTURE THEREOF",,france,Lbs,import,1882,339244.0,27787.0,consensus,B,B,2,2
"PERFUMERY, AND ARTICLES USED IN THE MANUFACTURE THEREOF",,china,Lbs,import,1882,408.0,10728.0,consensus,B,B,2,2
