commodity,unit,year,Canada,Newfoundland,United States,Sweden,Norway,Sweden & Norway,Russia,Germany,France,Netherlands,Belgium,Denmark,Portugal,Spain,Italy,Austria-Hungary,Argentina,Australasia,Bermuda,Brazil,British East Indies,British Guiana,British Honduras,British India & Burma,British West Indies,British West Indies And Guiana,Cape of Good Hope,Central America,Ceylon,Chile,China,Colombia,Costa Rica,Cuba & Puerto Rico,Danish West Indies,Dutch Guiana,East Africa,Egypt,Falkland Islands,French West Africa,Gibraltar,Gold Coast,Greece,Haiti & Santo Domingo,Honduras,Java,Madagascar,Madeira,Malta,Mauritius,Mexico,Morocco,Nicaragua,Niger Protectorate,Other British possessions,Other foreign countries,Peru,Philippines,Romania,Scinde,Siam,Spanish West Indies,Turkey,Uruguay,Venezuela,West Africa (unspecified)
wood-sawn-unenumerated,loads,1896,B,,B,B,B,,B,B,C,B,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,B,,,,,,,,,,
wood-staves,loads,1873,B,,B,,B,,B,B,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,,
wood-staves,loads,1874,C,,C,C,C,,C,C,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,
wood-staves,loads,1877,B,,B,B,B,,B,B,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,,
wood-staves,loads,1879,B,,B,B,B,,B,B,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,,
wood-staves,loads,1880,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wood-staves,loads,1881,B,,B,B,B,,B,B,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,,
wood-staves,loads,1882,B,,B,B,B,,B,B,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,,
wood-staves,loads,1883,B,,B,B,B,,B,B,B,B,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,B,,,,,,,,,,
wood-staves,loads,1884,B,,B,B,C,,B,B,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,,
wood-staves,loads,1885,B,,B,B,B,,B,B,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,B,,,,,,,,,,
wood-staves,loads,1886,B,,C,B,B,,B,B,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,,
wood-staves,loads,1887,B,,B,B,B,,B,B,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,,
wood-staves,loads,1888,C,,C,C,C,,,C,C,,,,,,,C,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,
wood-staves,loads,1889,B,,B,B,B,,B,B,B,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,,
wood-staves,loads,1890,B,,B,B,B,,B,B,B,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,B,,,,,,,,,,
wood-staves,loads,1891,B,,B,B,B,,B,B,B,B,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,,
wood-staves,loads,1893,B,,B,B,B,,B,B,B,B,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,B,,,,,,,,,,
wood-staves,loads,1894,B,,B,B,B,,B,B,B,B,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,B,,,,,,,,,,
wood-staves,loads,1895,B,,B,B,B,,B,B,B,B,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,,
wood-unenumerated,tons,1873,,,,,,,,,C,,,,,,C,,,,,C,,,C,,C,,,C,,,,,,,,C,,,,,,,,C,,,,,,,C,,,,,,,,,,,,C,,,C
wood-unenumerated,tons,1886,C,,C,,,,C,C,C,C,,,,,C,,,C,,C,,,,C,C,,,C,,,,,,,,,,,,,,,,C,,,,,,C,C,,,,C,C,,C,,,,C,C,,C,C
wood-unenumerated,tons,1888,B,,B,,,,B,B,B,B,,,,,B,B,,B,,B,,,,B,B,,,,,,,,,,,,,,,,,,,B,,,,,,,,,,,B,B,,,,,,B,C,,B,B
wood-unenumerated,tons,1890,B,,B,,,,B,B,B,B,,,,,B,B,B,B,,B,B,,,,B,,,B,,,,B,,,,,,,,,,,,B,,,B,,,,B,,,,B,B,,,,,,B,B,,B,B
wood-unenumerated,tons,1891,B,,B,,B,,B,B,B,B,,,,,B,,B,,,B,,,,B,C,,,B,,,,,,,,,,,,,,,,B,,,B,,,,B,,,,B,B,,,,,,B,B,,B,B
wood-unenumerated,tons,1893,A,,C,,,,C,A,C,B,B,,,,A,,B,,,A,,B,A,C,C,,,,,,A,B,A,,,,,,,,,,,C,,,,,,,B,,A,C,C,C,,,,,,C,C,,A,C
wood-unenumerated,tons,1894,B,,B,,,,B,A,A,A,A,,,,B,,A,,,A,,A,A,,C,,,,,,,A,,,,,,,,B,,,B,B,,,,,,,A,,,,A,B,,,,,,B,B,,A,
wood-unenumerated,tons,1895,A,,C,,,,C,A,A,A,A,,,,A,,A,,,A,,A,A,,A,,C,,,,,A,,,,,,,,,,,,C,,,,,,,A,,,C,A,C,,,,,,C,C,,A,C
wood-unenumerated,tons,1896,A,,,,,,,A,A,A,A,,,,A,,B,C,,A,,A,A,B,A,,B,,B,,,A,,,,,,,,,,,,,,,,,,,A,,B,B,A,A,,,,,,,A,,A,
wood-unenumerated,tons,1897,A,,,,,,,A,A,A,A,,,,C,,A,,,A,,A,A,,A,,,,,,,A,,,,,,,,,,,A,,,,,,,,A,,,,A,A,,,,,,,A,,A,
wood-unenumerated,tons,1898,A,,,,,,,A,A,A,A,,,,A,,B,,,A,,A,A,,A,,,,,,,A,,,,,,,,,,,,,,,,,,,A,,,,C,A,,,,,,,A,,A,
wood-unenumerated,tons,1899,B,,,,,,,C,C,B,B,,,,B,,B,,,B,,B,B,,B,,,,,,,B,,,,,,,,,,,B,,,,,,,,B,,,,B,C,,,,,,,B,,,
