gbp,verdict,measure,group,article,year,unit,winner,tier,favours,origin_sum,n_origins,origin_ratio,spread_pct,n_readings,candidates,commodity
161288,,value,dye woods,unenumerated,1879,GBP,161288,B,,0,0,0.0,0.0,6,"161,288 [5: as_1879/ch,as_1880/ch,as_1880/inf,as_1881/ch,as_1883/ch] | 161,286 [1: as_1882/ch]",
160940,,value,,horns and hoofs of cattle,1872,GBP,160940,A,,0,0,0.0,0.02,10,"160,940 [8: as_1873/ch,as_1873/inf,as_1874/ch,as_1874/inf,as_1875/ch,as_1875/inf,as_1876/ch,as_1876/inf] | 160,910 [2: as_1872/ch,as_1872/inf]",
160920,,value,,stationery,1890,GBP,160920,A,,0,0,0.0,0.01,6,"160,920 [5: as_1893/ch,as_1893/inf,as_1894/ch,as_1894/inf,tn_1895/ch] | 160,929 [1: tn_1895/inf]",
160458,,value,dyeing or tanning stuffs,shumach,1881,GBP,160458,B,,0,0,0.0,37.39,6,"160,458 [5: as_1881/ch,as_1882/ch,as_1883/ch,as_1883/inf,as_1885/ch] | 100,458 [1: as_1882/inf]",
159701,origins-confirm-winner,quantity,,gum arabic,1890,Cwts.,52810,A,,52810,17,1.0,15.25,10,"52,810 [9: as_1890/ch,as_1890/inf,as_1891/ch,as_1891/inf,as_1892/inf,as_1893/ch,as_1893/inf,as_1894/ch,tn_1895/ch] | 62,310 [1: tn_1895/inf]",Gum — Arabic
159701,,value,gum,arabic,1890,GBP,159701,B,,0,0,0.0,11.13,4,"159,701 [2: as_1891/ch,as_1891/inf] | 159,704 [1: as_1893/ch] | 179,704 [1: as_1894/inf]",
159045,,value,oil,turpentine,1868,GBP,159045,C,,0,0,0.0,0.02,2,"159,045 [1: as_1872/ch] | 159,015 [1: as_1872/inf]",
158975,,quantity,oil,animal,1881,Cuts,67893,A,,0,0,0.0,0.01,6,"67,893 [5: as_1882/ch,as_1883/ch,as_1883/inf,as_1884/ch,as_1884/inf] | 67,903 [1: as_1882/inf]",AMBIGUOUS
158971,,value,,horns and hoofs,1890,GBP,158971,A,,0,0,0.0,96.63,13,"158,971 [12: as_1890/ch,as_1890/inf,as_1891/ch,as_1891/inf,as_1892/ch,as_1892/inf,as_1893/ch,as_1893/inf,as_1894/ch,as_1894/inf,tn_1895/ch,tn_1895/inf] | 5,360 [1: as_1892/ch]",
158900,,value,fruit,almonds of all kinds,1869,GBP,158900,C,,0,0,0.0,0.03,2,"158,900 [1: as_1872/ch] | 158,952 [1: as_1873/ch]",
158830,origins-confirm-winner,quantity,,wax,1872,Cuts,27752,A,,27752,12,1.0,41.92,10,"27,752 [7: as_1872/ch,as_1873/ch,as_1873/inf,as_1874/inf,as_1875/ch,as_1875/inf,as_1876/ch] | 47,752 [1: as_1872/inf] | 27,732 [1: as_1874/ch] | 27,762 [1: as_1876/inf]",Wax
158672,,value,,cotton seed cake,1898,GBP,158672,C,,0,0,0.0,79.28,2,"158,672 [1: tn_1901/ch] | 765,799 [1: tn_1901/inf]",
158482,,value,,poultry and game including rabbits,1870,GBP,158482,A,,0,0,0.0,0.19,6,"158,482 [5: as_1872/ch,as_1872/inf,as_1873/ch,as_1873/inf,as_1874/ch] | 158,182 [1: as_1874/inf]",
158480,,quantity,,animal,1891,Tons,82506,A,,0,0,0.0,87.66,9,"82,506 [7: as_1892/inf,as_1894/ch,as_1894/inf,as_1895/ch,as_1895/inf,tn_1895/ch,tn_1895/inf] | 23,011 [1: as_1891/ch] | 186,469 [1: as_1891/inf]",AMBIGUOUS
158480,,value,,animal,1891,GBP,158480,A,,0,0,0.0,0.0,10,"158,480 [9: as_1891/ch,as_1891/inf,as_1892/ch,as_1892/inf,as_1893/ch,as_1894/ch,as_1894/inf,as_1895/inf,tn_1895/ch] | 158,486 [1: as_1895/ch]",
158463,,quantity,,china and porcelain ware,1868,Cuts.,18863,B,,0,0,0.0,10.6,4,"18,863 [3: as_1872/ch,as_1872/inf,tn_1871/ch] | 16,863 [1: tn_1871/inf]",China And Porcelain Ware
158429,,quantity,animals living,books,1871,Cuts.,14507,A,,0,0,0.0,20.68,8,"14,507 [7: as_1872/ch,as_1872/inf,as_1873/ch,as_1873/inf,as_1874/ch,as_1875/ch,as_1875/inf] | 11,507 [1: as_1874/inf]",Books
158382,origins-confirm-winner,quantity,,alkali,1872,Cuts.,88416,A,,88416,6,1.0,33.93,10,"88,416 [8: as_1872/ch,as_1872/inf,as_1873/ch,as_1873/inf,as_1875/ch,as_1875/inf,as_1876/ch,as_1876/inf] | 58,416 [2: as_1874/ch,as_1874/inf]",Alkali
158382,,value,chemical manufactures and products other than drugs dye stuffs and manures,alkali,1872,GBP,158382,A,,0,0,0.0,12.63,10,"158,382 [9: as_1872/ch,as_1872/inf,as_1873/ch,as_1873/inf,as_1874/ch,as_1875/ch,as_1875/inf,as_1876/ch,as_1876/inf] | 138,382 [1: as_1874/inf]",
158083,,value,fruit,figs and fig cake,1893,GBP,158083,B,,0,0,0.0,2.53,11,"158,083 [3: as_1893/ch,as_1895/ch,as_1895/inf] | 155,083 [2: as_1894/ch,tn_1895/ch] | 159,083 [2: as_1894/inf,tn_1895/inf] | 155,053 [2: as_1896/ch,as_1896/inf] | 158,983 [2: as_1897/ch,as_1897/inf]",
157919,,value,chemical manufactures and products other than drugs dye stuffs and manures,brimstone,1886,GBP,157919,A,,0,0,0.0,75.19,8,"157,919 [7: as_1886/ch,as_1886/inf,as_1887/ch,as_1887/inf,as_1888/ch,as_1888/inf,as_1889/ch] | 636,396 [1: as_1890/ch]",
157746,,value,skins and furs,goat undressed,1878,GBP,157746,C,,0,0,0.0,5.96,2,"157,746 [1: as_1882/ch] | 167,746 [1: as_1882/inf]",
157746,,value,metals,steel unwrought,1896,GBP,157746,A,,0,0,0.0,0.02,7,"157,746 [6: as_1896/ch,as_1897/ch,as_1897/inf,as_1899/ch,as_1899/inf,tn_1901/ch] | 157,716 [1: as_1896/inf]",
157270,,value,,china or porcelain and earthenware,1887,GBP,537626,A,,0,0,0.0,0.12,8,"537,626 [7: as_1887/ch,as_1887/inf,as_1888/ch,as_1888/inf,as_1890/ch,as_1891/ch,as_1891/inf] | 537,000 [1: as_1889/ch]",
157188,,value,chemical manufactures and products other than drugs dye stuffs and manures,brimstone,1887,GBP,157188,A,,0,0,0.0,76.23,8,"157,188 [7: as_1887/ch,as_1887/inf,as_1888/ch,as_1888/inf,as_1889/ch,as_1891/ch,as_1891/inf] | 661,158 [1: as_1890/ch]",
157048,origins-confirm-winner,quantity,animals living,china porcelain and earthenware,1886,Ccts.,157013,B,,157043,10,1.0002,0.02,7,"157,043 [5: as_1886/ch,as_1886/inf,as_1887/ch,as_1888/ch,as_1890/inf] | 157,013 [2: as_1889/ch,as_1889/inf]","China, Or Porcelain, And Earthenware"
156751,,value,oils,castor,1899,GBP,156751,B,,0,0,0.0,24.69,4,"156,751 [3: as_1899/ch,as_1899/inf,tn_1901/inf] | 118,052 [1: tn_1901/ch]",
156720,,value,dyeing or tanning stuffs,shumach,1887,GBP,156720,A,,0,0,0.0,91.68,7,"156,720 [6: as_1887/ch,as_1888/ch,as_1888/inf,as_1889/ch,as_1891/ch,as_1891/inf] | 13,038 [1: as_1890/ch]",
156720,,quantity,dyeing or tanning stuffs,shumach,1887,Tons,13038,B,,0,0,0.0,0.34,5,"13,038 [4: as_1888/ch,as_1889/ch,as_1891/ch,as_1891/inf] | 13,083 [1: as_1887/ch]",AMBIGUOUS
156707,,value,,plumbago,1892,GBP,156707,A,,0,0,0.0,93.47,13,"156,707 [9: as_1892/ch,as_1892/inf,as_1893/ch,as_1893/inf,as_1895/ch,as_1895/inf,as_1896/ch,as_1896/inf,tn_1895/inf] | 156,787 [2: as_1894/ch,tn_1895/ch] | 10,243 [2: as_1892/ch,as_1894/inf]",
156500,,value,,gutta percha,1887,GBP,156500,A,,0,0,0.0,84.58,9,"156,500 [8: as_1887/ch,as_1888/inf,as_1889/ch,as_1889/inf,as_1890/ch,as_1890/inf,as_1891/ch,as_1891/inf] | 24,133 [1: as_1888/ch]",
156273,,quantity,spirits,sweetened or mixed tested,1896,Proof Gallons,83920,A,,0,0,0.0,61.85,9,"83,920 [7: as_1897/ch,as_1898/ch,as_1898/inf,as_1899/ch,as_1899/inf,tn_1899/ch,tn_1899/inf] | 33,920 [1: as_1897/inf] | 88,920 [1: tn_1901/ch]","Sweetened Or Mixed, Tested"
156273,,value,spirits,sweetened or mixed tested,1896,GBP,156273,A,,0,0,0.0,0.0,9,"156,273 [7: as_1897/ch,as_1897/inf,as_1898/ch,as_1899/ch,as_1899/inf,tn_1899/ch,tn_1901/ch] | 156,274 [1: as_1898/inf] | 156,278 [1: tn_1901/inf]",
156172,,value,spices,ginger,1885,GBP,156172,A,,0,0,0.0,47.0,9,"156,172 [8: as_1885/ch,as_1885/inf,as_1886/ch,as_1887/ch,as_1887/inf,as_1888/ch,as_1889/ch,as_1889/inf] | 82,775 [1: as_1888/inf]",
156013,origins-confirm-winner,quantity,,gold leaves,1892,Number,83005300,C,,83005300,4,1.0,36.14,2,"83,005,300 [1: as_1896/ch] | 53,005,300 [1: as_1896/inf]",Gold — Leaves Of
156004,,value,preserved otherwise than by salting,mutton,1899,GBP,156004,B,,0,0,0.0,44.04,4,"156,004 [3: as_1899/ch,tn_1901/ch,tn_1901/inf] | 87,295 [1: as_1899/inf]",
155949,,value,,horns and hoofs of cattle,1874,GBP,155949,A,,0,0,0.0,6.03,10,"155,949 [9: as_1874/ch,as_1874/inf,as_1875/ch,as_1875/inf,as_1876/ch,as_1876/inf,as_1877/ch,as_1878/ch,as_1878/inf] | 165,949 [1: as_1877/inf]",
155531,,value,spices,ginger,1894,GBP,185531,A,,0,0,0.0,26.95,12,"185,531 [10: as_1894/inf,as_1895/ch,as_1895/inf,as_1897/ch,as_1897/inf,as_1898/ch,as_1898/inf,tn_1895/inf,tn_1899/ch,tn_1899/inf] | 135,531 [2: as_1894/ch,tn_1895/ch]",
155531,,value,,spices ginger,1894,GBP,155531,C,,0,0,0.0,12.86,2,"155,531 [1: as_1896/ch] | 135,531 [1: as_1896/inf]",
155450,origins-confirm-winner,quantity,sugar,molasses,1883,Cuts.,372683,A,,372683,16,1.0,26.83,9,"372,683 [7: as_1883/ch,as_1883/inf,as_1885/ch,as_1885/inf,as_1886/ch,as_1886/inf,as_1887/ch] | 272,683 [2: as_1884/ch,as_1884/inf]",Sugar — Molasses
155240,,value,,feathers for beds,1883,GBP,155240,A,,0,0,0.0,0.02,9,"155,240 [7: as_1883/ch,as_1884/ch,as_1884/inf,as_1886/ch,as_1886/inf,as_1887/ch,as_1887/inf] | 155,210 [2: as_1885/ch,as_1885/inf]",
154564,,value,hair,horse,1887,GBP,154564,A,,0,0,0.0,6.08,8,"154,564 [7: as_1887/ch,as_1888/ch,as_1888/inf,as_1889/ch,as_1890/inf,as_1891/ch,as_1891/inf] | 164,564 [1: as_1890/ch]",
153870,,quantity,,boots and shoes,1874,Pairs,536904,A,,0,0,0.0,91.67,6,"536,904 [5: as_1874/ch,as_1874/inf,as_1875/ch,as_1877/ch,as_1877/inf] | 44,742 [1: as_1878/ch]",AMBIGUOUS
153870,,quantity,,leather manufactures boots and shoes,1874,Pairs,536904,C,,0,0,0.0,91.67,2,"536,904 [1: as_1875/inf] | 44,742 [1: as_1878/inf]",AMBIGUOUS
153762,,value,,wax,1894,GBP,153762,A,,0,0,0.0,74.65,14,"153,762 [11: as_1894/ch,as_1895/ch,as_1895/inf,as_1896/ch,as_1896/inf,as_1897/ch,as_1897/inf,as_1898/ch,tn_1895/ch,tn_1895/inf,tn_1899/ch] | 38,973 [3: as_1894/inf,as_1898/inf,tn_1899/inf]",
153736,,quantity,hair,horse,1882,Cuts,22818,A,,0,0,0.0,0.13,10,"22,848 [5: as_1882/ch,as_1884/ch,as_1884/inf,as_1886/ch,as_1886/inf] | 22,818 [5: as_1882/inf,as_1883/ch,as_1883/inf,as_1885/ch,as_1885/inf]",Horse Hair
153736,,value,hair,horse,1882,GBP,153736,B,,0,0,0.0,6.11,8,"153,736 [6: as_1882/ch,as_1883/ch,as_1884/inf,as_1885/ch,as_1885/inf,as_1886/ch] | 163,736 [1: as_1882/inf] | 153,735 [1: as_1884/ch]",
153190,,value,gums,kowrie,1871,GBP,153190,C,,0,0,0.0,1.29,2,"153,190 [1: as_1874/ch] | 155,190 [1: as_1874/inf]",
153119,,quantity,,gum arabic,1894,Cuts.,53124,A,,0,0,0.0,0.01,12,"53,124 [10: as_1894/ch,as_1896/inf,as_1897/ch,as_1897/inf,as_1898/ch,as_1898/inf,tn_1895/ch,tn_1895/inf,tn_1899/ch,tn_1899/inf] | 53,121 [2: as_1895/ch,as_1895/inf]",AMBIGUOUS
153119,,value,,gum arabic,1894,GBP,135119,A,,0,0,0.0,12.89,8,"135,119 [7: as_1896/inf,as_1897/ch,as_1897/inf,as_1898/ch,as_1898/inf,tn_1899/ch,tn_1899/inf] | 155,119 [1: as_1896/ch]",
153041,,value,chemical manufactures and products other than drugs dye stuffs and manures,alkali,1870,GBP,153041,B,,0,0,0.0,0.02,6,"153,041 [3: as_1872/ch,as_1872/inf,as_1874/ch] | 153,011 [3: as_1873/ch,as_1873/inf,as_1874/inf]",
152814,,value,hair,horse,1881,GBP,152814,A,,0,0,0.0,0.02,9,"152,814 [6: as_1881/inf,as_1882/inf,as_1884/ch,as_1884/inf,as_1885/ch,as_1885/inf] | 152,844 [3: as_1881/ch,as_1882/ch,as_1883/ch]",
152593,,value,sugar,glucose liquid,1874,GBP,152593,A,,0,0,0.0,6.15,7,"152,593 [6: as_1874/ch,as_1874/inf,as_1875/ch,as_1875/inf,as_1876/ch,as_1877/ch] | 162,593 [1: as_1876/inf]",
152371,,value,spirits,unenumerated not sweetened,1870,GBP,152371,A,,0,0,0.0,13.13,6,"152,371 [5: as_1872/ch,as_1872/inf,as_1873/ch,as_1873/inf,as_1874/ch] | 132,371 [1: as_1874/inf]",
152351,,value,,ore of,1899,GBP,152351,B,,0,0,0.0,99.81,3,"152,351 [2: as_1899/ch,as_1899/inf] | 290 [1: as_1899/ch]",
152126,,value,spirits,unenumerated not sweetened,1886,GBP,152126,A,,0,0,0.0,93.23,8,"152,126 [6: as_1886/ch,as_1887/ch,as_1887/inf,as_1889/ch,as_1889/inf,as_1890/ch] | 2,245,653 [2: as_1888/ch,as_1888/inf]",
152126,,quantity,spirits,unenumerated not sweetened,1886,Proof Gallons.,2245653,A,,0,0,0.0,1.34,7,"2,245,653 [5: as_1886/ch,as_1886/inf,as_1887/ch,as_1890/ch,as_1890/inf] | 2,215,653 [2: as_1889/ch,as_1889/inf]","Unenumerated, Not Sweetened"
151851,,value,spirits,sweetened and perfumed of all kinds,1882,GBP,151851,A,,0,0,0.0,0.01,9,"151,851 [8: as_1882/ch,as_1883/ch,as_1883/inf,as_1884/ch,as_1884/inf,as_1885/ch,as_1885/inf,as_1886/ch] | 151,831 [1: as_1882/inf]",
151809,,quantity,,horns and hoofs of cattle,1879,Tons,4640,B,,0,0,0.0,0.65,5,"4,610 [3: as_1879/ch,as_1881/ch,as_1881/inf] | 4,640 [2: as_1880/ch,as_1880/inf]",AMBIGUOUS
151581,,value,,pickles and vegetables preserved in salt or vinegar,1898,GBP,151581,A,,0,0,0.0,93.21,8,"151,581 [6: as_1898/ch,as_1898/inf,as_1899/inf,tn_1899/ch,tn_1899/inf,tn_1901/inf] | 2,231,243 [1: as_1899/ch] | 151,531 [1: tn_1901/ch]",
151260,,value,manures,unenumerated,1895,GBP,151260,B,,0,0,0.0,51.43,5,"151,260 [3: as_1898/ch,as_1899/ch,tn_1899/ch] | 73,472 [1: as_1899/inf] | 151,269 [1: as_1897/ch]",
151222,origins-confirm-winner,quantity,cotton,yarn,1874,Lbs.,1524187,B,,1521187,5,0.998,66.41,16,"1,524,187 [7: as_1875/ch,as_1876/ch,as_1876/inf,as_1877/ch,as_1877/inf,as_1878/ch,as_1878/inf] | 4,528,512 [6: as_1874/ch,as_1875/ch,as_1876/ch,as_1877/ch,as_1878/ch,as_1878/inf] | 1,521,187 [2: as_1874/ch,as_1874/inf] | 1,524,137 [1: as_1875/inf]",Yarn
151222,,value,,yarn,1874,GBP,151222,A,,0,0,0.0,26.53,10,"151,222 [7: as_1874/ch,as_1874/inf,as_1875/ch,as_1875/inf,as_1876/ch,as_1877/ch,as_1878/ch] | 111,101 [3: as_1876/inf,as_1877/inf,as_1878/inf]",
151132,,quantity,,of straw,1894,Lbs.,683384,A,,0,0,0.0,0.73,7,"683,384 [4: as_1894/ch,as_1894/inf,tn_1895/ch,tn_1895/inf] | 688,384 [3: as_1895/ch,as_1895/inf,as_1897/ch]",Straw
151132,,value,hats and bonnets,of straw,1894,GBP,110898,A,,0,0,0.0,0.45,7,"110,898 [5: as_1894/inf,as_1895/ch,as_1895/inf,as_1897/ch,as_1897/inf] | 110,396 [2: as_1894/ch,tn_1895/ch]",
150983,,value,,manganese ore of,1873,GBP,150983,A,,0,0,0.0,0.26,10,"150,983 [9: as_1873/ch,as_1873/inf,as_1874/ch,as_1874/inf,as_1875/ch,as_1875/inf,as_1876/inf,as_1877/ch,as_1877/inf] | 150,583 [1: as_1876/ch]",
150437,,value,,china and porcelain ware,1870,GBP,150437,B,,0,0,0.0,0.2,5,"150,437 [4: as_1872/ch,as_1873/ch,as_1873/inf,as_1874/inf] | 150,137 [1: as_1872/inf]",
150261,,value,,manufactured,1870,GBP,150261,B,,0,0,0.0,0.01,4,"150,261 [3: as_1873/ch,as_1874/ch,as_1874/inf] | 150,251 [1: as_1872/ch]",
149677,,value,tobacco,other sorts,1893,GBP,149677,C,,0,0,0.0,6.01,2,"149,677 [1: as_1897/ch] | 140,677 [1: as_1897/inf]",
149634,,value,paper making materials,other materials,1896,GBP,149634,A,,0,0,0.0,6.01,9,"149,634 [8: as_1897/ch,as_1897/inf,as_1898/ch,as_1898/inf,as_1899/ch,tn_1899/ch,tn_1901/ch,tn_1901/inf] | 140,634 [1: tn_1899/inf]",
149634,,quantity,paper making materials,mechanical,1897,”,20326,B,,0,0,0.0,0.97,3,"20,326 [2: as_1898/inf,tn_1899/inf] | 20,526 [1: as_1899/inf]",AMBIGUOUS
149253,,value,,wax,1885,GBP,149253,A,,0,0,0.0,74.34,11,"149,253 [10: as_1885/ch,as_1885/inf,as_1886/ch,as_1886/inf,as_1887/ch,as_1887/inf,as_1888/ch,as_1888/inf,as_1889/ch,as_1889/inf] | 38,295 [1: as_1888/inf]",
149189,,value,,books,1872,GBP,149189,A,,0,0,0.0,20.11,10,"149,189 [9: as_1872/ch,as_1872/inf,as_1873/ch,as_1873/inf,as_1874/ch,as_1875/ch,as_1875/inf,as_1876/ch,as_1876/inf] | 119,189 [1: as_1874/inf]",
149089,,value,fruit,figs,1874,GBP,149089,B,,0,0,0.0,0.02,5,"149,089 [4: as_1874/ch,as_1876/ch,as_1877/ch,as_1878/ch] | 149,059 [1: as_1875/ch]",
149083,,value,,drugs bark peruvian,1893,GBP,149983,B,,0,0,0.0,0.02,8,"149,983 [6: as_1893/ch,as_1894/inf,as_1895/ch,as_1896/ch,as_1896/inf,tn_1895/inf] | 149,953 [2: as_1894/ch,tn_1895/ch]",
148830,origins-confirm-winner,quantity,dyeing or tanning stuffs,madder,1874,Cwts.,65355,A,,65355,3,1.0,0.76,10,"65,355 [8: as_1874/ch,as_1875/ch,as_1875/inf,as_1876/ch,as_1876/inf,as_1877/ch,as_1878/ch,as_1878/inf] | 65,365 [1: as_1874/inf] | 65,855 [1: as_1877/inf]",Madder
148734,,value,pitch and tar,tar,1883,GBP,148734,B,,0,0,0.0,1.35,7,"148,734 [5: as_1883/ch,as_1885/ch,as_1885/inf,as_1886/ch,as_1887/ch] | 146,794 [1: as_1884/ch] | 146,731 [1: as_1884/inf]",
148374,,value,,horns and hoofs,1888,GBP,148374,A,,0,0,0.0,96.68,11,"148,374 [9: as_1888/ch,as_1888/inf,as_1889/ch,as_1890/ch,as_1890/inf,as_1891/ch,as_1891/inf,as_1892/ch,as_1892/inf] | 4,921 [2: as_1888/ch,as_1892/ch]",
148117,,value,,whalebone whalefins,1888,GBP,148117,A,,0,0,0.0,97.09,9,"148,117 [8: as_1888/inf,as_1889/ch,as_1889/inf,as_1890/ch,as_1891/ch,as_1891/inf,as_1892/ch,as_1892/inf] | 4,306 [1: as_1888/ch]",
148116,,quantity,corn grain and meal,other kinds of meal and flour,1877,Cwts.,220033,A,,0,0,0.0,24.14,9,"220,033 [8: as_1877/ch,as_1877/inf,as_1878/ch,as_1878/inf,as_1879/ch,as_1880/ch,as_1880/inf,as_1881/ch] | 290,033 [1: as_1881/inf]",Other Kinds Of Meal And Flour
148116,,value,corn grain and meal,other kinds of meal and flour,1877,GBP,148116,B,,0,0,0.0,20.25,6,"148,116 [5: as_1877/ch,as_1878/ch,as_1880/ch,as_1880/inf,as_1881/ch] | 118,116 [1: as_1879/ch]",
147890,,value,,zinc ore of,1895,GBP,147890,A,,0,0,0.0,74.65,8,"147,890 [6: as_1897/ch,as_1897/inf,as_1898/ch,as_1899/ch,as_1899/inf,tn_1899/ch] | 37,496 [2: as_1898/inf,tn_1899/inf]",
147781,origins-confirm-winner,quantity,animals living,brimstone,1892,Cuts.,521589,A,,521589,2,1.0,0.01,11,"521,589 [8: as_1892/ch,as_1892/inf,as_1893/ch,as_1893/inf,as_1895/inf,as_1896/ch,as_1896/inf,tn_1895/inf] | 521,559 [2: as_1894/ch,tn_1895/ch] | 521,539 [1: as_1895/ch]",Brimstone
147372,,quantity,spirits,unenumerated not sweetened,1869,Proof Gallons,1943740,A,,0,0,0.0,1.54,6,"1,943,740 [4: as_1873/ch,as_1873/inf,tn_1871/ch,tn_1871/inf] | 1,913,740 [2: as_1872/ch,as_1872/inf]","Unenumerated, Not Sweetened"
147283,,value,,ore of,1897,GBP,147283,A,,0,0,0.0,99.28,9,"147,283 [8: as_1897/ch,as_1897/inf,as_1898/ch,as_1898/inf,as_1899/ch,as_1899/inf,tn_1899/ch,tn_1899/inf] | 1,057 [1: as_1899/ch]",
147268,,value,sugar,molasses,1884,GBP,147268,A,,0,0,0.0,64.26,9,"147,268 [7: as_1884/ch,as_1884/inf,as_1885/ch,as_1885/inf,as_1886/ch,as_1887/ch,as_1887/inf] | 412,094 [2: as_1888/ch,as_1888/inf]",
147042,,value,dyeing or tanning stuffs,bark,1885,GBP,147042,A,,0,0,0.0,0.02,7,"147,042 [5: as_1886/ch,as_1886/inf,as_1887/ch,as_1888/ch,as_1888/inf] | 147,012 [2: as_1885/ch,as_1889/ch]",
146876,,value,pitch and tar,tar,1877,GBP,146876,A,,0,0,0.0,0.04,10,"146,876 [8: as_1878/ch,as_1878/inf,as_1879/ch,as_1879/inf,as_1880/ch,as_1880/inf,as_1881/ch,as_1881/inf] | 146,816 [2: as_1877/ch,as_1877/inf]",
146731,,quantity,leather manufactures,boots and shoes,1873,Pairs,483648,C,,0,0,0.0,2.03,2,"483,648 [1: as_1876/ch] | 493,648 [1: as_1876/inf]",AMBIGUOUS
146553,,value,seeds,unenumerated for expressing oil therefrom,1888,GBP,146553,B,,0,0,0.0,40.63,8,"246,844 [6: as_1888/ch,as_1889/ch,as_1889/inf,as_1890/ch,as_1891/ch,as_1892/ch] | 146,553 [2: as_1888/ch,as_1888/inf]",
146345,,value,hair,cow ox bull or elk,1890,GBP,146345,B,,0,0,0.0,0.34,10,"146,345 [7: as_1890/ch,as_1891/ch,as_1892/ch,as_1892/inf,as_1893/ch,as_1894/ch,tn_1895/ch] | 146,845 [2: as_1891/inf,as_1894/inf] | 146,545 [1: as_1890/inf]",
145665,,value,dyeing or tanning stuffs,shumach,1880,GBP,145665,B,,0,0,0.0,1.41,6,"145,665 [4: as_1880/ch,as_1881/ch,as_1883/ch,as_1883/inf] | 145,663 [1: as_1882/ch] | 143,605 [1: as_1882/inf]",
145591,,value,,beads of all sorts,1886,GBP,145591,A,,0,0,0.0,92.44,9,"145,591 [8: as_1886/ch,as_1886/inf,as_1887/ch,as_1887/inf,as_1888/ch,as_1888/inf,as_1889/ch,as_1890/ch] | 1,924,999 [1: as_1890/ch]",
145591,origins-confirm-winner,quantity,animals living,beads of all sorts,1886,Lbs.,1924999,A,,1924909,9,1.0,99.93,7,"1,924,999 [6: as_1886/ch,as_1886/inf,as_1887/ch,as_1889/ch,as_1889/inf,as_1890/inf] | 1,399 [1: as_1888/ch]",Beads Of All Sorts
145332,,quantity,,waste of raw and yarn,1897,Lbs.,20966005,B,,0,0,0.0,0.29,6,"20,966,005 [5: as_1897/ch,as_1897/inf,as_1898/ch,as_1899/inf,tn_1899/ch] | 20,906,005 [1: as_1899/ch]",AMBIGUOUS
145332,,value,cotton,waste of raw and yarn,1897,GBP,145332,A,,0,0,0.0,99.31,8,"145,332 [6: as_1897/ch,as_1897/inf,as_1898/ch,as_1899/ch,as_1899/inf,tn_1899/ch] | 20,966,005 [2: as_1898/inf,tn_1899/inf]",
144694,,value,,feathers for beds,1882,GBP,144694,A,,0,0,0.0,2.07,9,"144,694 [7: as_1882/ch,as_1882/inf,as_1883/ch,as_1884/ch,as_1885/ch,as_1886/ch,as_1886/inf] | 141,694 [2: as_1884/inf,as_1885/inf]",
144146,,value,spices,cinnamon,1871,GBP,144146,A,,0,0,0.0,0.02,8,"144,146 [7: as_1872/ch,as_1872/inf,as_1873/ch,as_1873/inf,as_1874/ch,as_1875/ch,as_1875/inf] | 144,116 [1: as_1874/inf]",
144146,,quantity,spices,cinnamon,1871,Lbs.,1584638,A,,0,0,0.0,0.19,8,"1,584,638 [6: as_1873/ch,as_1873/inf,as_1874/ch,as_1874/inf,as_1875/ch,as_1875/inf] | 1,581,638 [2: as_1872/ch,as_1872/inf]",Spices — Cinnamon
144080,,value,spices,ginger,1899,GBP,144080,B,,0,0,0.0,0.01,3,"144,080 [2: as_1899/ch,tn_1901/ch] | 144,090 [1: as_1899/inf]",
143796,,value,wood and timber,staves,1888,GBP,143796,B,,0,0,0.0,75.61,7,"589,677 [5: as_1889/ch,as_1889/inf,as_1890/ch,as_1891/ch,as_1892/ch] | 143,796 [2: as_1888/ch,as_1888/inf]",
143741,,quantity,,alkali,1871,Cuts.,99985,A,,0,0,0.0,0.05,8,"99,985 [7: as_1872/ch,as_1872/inf,as_1873/ch,as_1873/inf,as_1874/inf,as_1875/ch,as_1875/inf] | 99,935 [1: as_1874/ch]",Alkali
143243,,quantity,hair,manufactures of hair and of goats wool,1893,Value £,143243,A,,0,0,0.0,0.02,8,"143,243 [6: as_1894/ch,as_1894/inf,as_1895/ch,as_1895/inf,tn_1895/ch,tn_1895/inf] | 143,213 [2: as_1893/ch,as_1893/inf]","Manufactures Of Hair, And Of Goats' Wool"
142962,,value,dye woods,logwood,1880,GBP,142962,B,,0,0,0.0,67.73,6,"442,962 [4: as_1881/ch,as_1882/ch,as_1883/ch,as_1884/ch] | 142,962 [2: as_1880/ch,as_1880/inf]",
142428,,value,,wax,1870,GBP,142428,A,,0,0,0.0,0.21,6,"142,428 [4: as_1872/ch,as_1872/inf,as_1873/ch,as_1873/inf] | 142,128 [2: as_1874/ch,as_1874/inf]",
142399,,quantity,corn grain and meal,other kinds of meal and flour,1876,Cwts.,224875,A,,0,0,0.0,1.33,9,"224,875 [7: as_1876/ch,as_1876/inf,as_1877/ch,as_1877/inf,as_1878/ch,as_1878/inf,as_1879/ch] | 221,875 [2: as_1880/ch,as_1880/inf]",Other Kinds Of Meal And Flour
142399,,value,corn grain and meal,other kinds of meal and flour,1876,GBP,142399,B,,0,0,0.0,0.05,6,"142,399 [5: as_1876/ch,as_1878/ch,as_1879/ch,as_1880/ch,as_1880/inf] | 142,329 [1: as_1877/ch]",
