gbp,verdict,measure,group,article,year,unit,winner,tier,favours,origin_sum,n_origins,origin_ratio,spread_pct,n_readings,candidates,commodity
1202281,origins-confirm-winner,quantity,,pyrites of iron or copper,1881,Tons,542378,A,,542378,6,1.0,20.24,10,"542,378 [8: as_1881/ch,as_1882/ch,as_1883/ch,as_1883/inf,as_1884/ch,as_1884/inf,as_1885/ch,as_1885/inf] | 512,378 [1: as_1881/inf] | 642,378 [1: as_1882/inf]",Pyrites Of Iron Or Copper
1201066,,value,skins and furs,skins goat undressed,1895,GBP,1201066,B,,0,0,0.0,0.0,4,"1,201,066 [2: as_1897/ch,as_1897/inf] | 1,201,086 [1: as_1896/ch] | 1,201,056 [1: as_1896/inf]",
1201042,,value,manures,guano,1872,GBP,1201042,A,,0,0,0.0,0.0,10,"1,201,042 [9: as_1872/ch,as_1873/ch,as_1873/inf,as_1874/ch,as_1874/inf,as_1875/ch,as_1875/inf,as_1876/ch,as_1876/inf] | 1,201,012 [1: as_1872/inf]",
1200328,,value,vegetables raw,potatoes,1897,GBP,1200328,A,,0,0,0.0,69.39,9,"1,200,328 [8: as_1897/ch,as_1897/inf,as_1898/ch,as_1898/inf,as_1899/inf,tn_1899/ch,tn_1899/inf,tn_1901/ch] | 3,921,205 [1: as_1899/ch]",
1198935,,quantity,oil,olive,1883,Tons,31053,B,,0,0,0.0,0.03,6,"31,053 [4: as_1883/inf,as_1884/inf,as_1886/ch,as_1886/inf] | 31,063 [2: as_1883/ch,as_1884/ch]",AMBIGUOUS
1197660,,value,,goods unmanufactured unenumerated,1896,GBP,1197650,A,,0,0,0.0,0.0,8,"1,197,650 [4: as_1898/ch,as_1898/inf,tn_1899/ch,tn_1899/inf] | 1,197,660 [3: as_1897/ch,as_1899/ch,as_1899/inf] | 1,197,669 [1: as_1897/inf]",
1196824,,value,vegetables raw,potatoes,1891,GBP,1196824,A,,0,0,0.0,62.53,12,"1,196,824 [7: as_1891/ch,as_1891/inf,as_1892/ch,as_1892/inf,as_1893/inf,as_1895/ch,as_1895/inf] | 1,196,524 [3: as_1894/ch,tn_1895/ch,tn_1895/inf] | 1,196,324 [1: as_1893/ch] | 3,192,836 [1: as_1894/inf]",
1195226,,quantity,animals living,caoutchouc,1868,Cuts.,145584,B,,0,0,0.0,0.01,4,"145,584 [3: as_1872/ch,tn_1871/ch,tn_1871/inf] | 145,564 [1: as_1872/inf]",Caoutchouc
1195132,,value,animals living,sheep and lambs,1889,GBP,1195132,B,,0,0,0.0,43.27,6,"1,195,132 [5: as_1889/ch,as_1891/ch,as_1891/inf,as_1892/ch,as_1893/ch] | 677,958 [1: as_1890/ch]",
1195066,,value,spirits,brandy,1895,GBP,1195066,A,,0,0,0.0,5.93,10,"1,195,066 [5: as_1895/ch,as_1895/inf,as_1897/inf,as_1899/ch,as_1899/inf] | 1,195,036 [2: as_1898/ch,tn_1899/ch] | 1,165,096 [1: as_1898/inf] | 1,125,046 [1: tn_1899/inf] | 1,195,966 [1: as_1897/ch]",
1192141,,quantity,,gloves,1869,Pairs,11004372,A,,0,0,0.0,0.03,6,"11,004,372 [4: as_1873/ch,as_1873/inf,tn_1871/ch,tn_1871/inf] | 11,001,372 [2: as_1872/ch,as_1872/inf]",Gloves
1191607,,quantity,tobacco,manufactured cigars and snuff,1875,Lbs.,3344607,A,,0,0,0.0,0.9,10,"3,344,607 [8: as_1875/ch,as_1875/inf,as_1877/ch,as_1877/inf,as_1878/ch,as_1878/inf,as_1879/ch,as_1879/inf] | 3,314,607 [2: as_1876/ch,as_1876/inf]","Manufactured, Cigars And Snuff"
1190370,,value,,crude in cakes,1897,GBP,1190370,A,,0,0,0.0,94.13,10,"1,190,370 [8: as_1897/ch,as_1897/inf,as_1898/ch,as_1899/ch,as_1899/inf,tn_1899/ch,tn_1901/ch,tn_1901/inf] | 69,884 [2: as_1898/inf,tn_1899/inf]",
1188054,origins-confirm-winner,quantity,,hops,1875,Cwts.,256444,A,,256444,6,1.0,0.13,9,"256,444 [6: as_1876/ch,as_1876/inf,as_1877/ch,as_1878/ch,as_1878/inf,as_1879/ch] | 256,144 [1: as_1875/ch] | 256,114 [1: as_1875/inf] | 256,441 [1: as_1877/inf]",Hops
1188054,,value,,hops,1875,GBP,1188054,A,,0,0,0.0,0.34,10,"1,188,054 [7: as_1875/ch,as_1875/inf,as_1876/ch,as_1876/inf,as_1877/ch,as_1879/ch,as_1879/inf] | 1,189,054 [2: as_1877/inf,as_1878/inf] | 1,185,054 [1: as_1878/ch]",
1187303,,value,,apples raw,1897,GBP,1187303,A,,0,0,0.0,71.73,7,"1,187,303 [6: as_1897/ch,as_1897/inf,as_1898/ch,as_1898/inf,tn_1899/ch,tn_1899/inf] | 4,199,971 [1: as_1899/ch]",
1186705,origins-confirm-winner,quantity,,palm,1891,Tons,1018420,A,,1018429,14,1.0,97.74,9,"1,018,420 [7: as_1892/inf,as_1894/ch,as_1894/inf,as_1895/ch,as_1895/inf,tn_1895/ch,tn_1895/inf] | 270,671 [1: as_1891/ch] | 23,011 [1: as_1891/inf]",Oil — Palm
1186705,,value,,palm,1891,GBP,1186705,A,,0,0,0.0,4.21,10,"1,186,705 [8: as_1891/ch,as_1891/inf,as_1892/ch,as_1892/inf,as_1893/ch,as_1894/inf,as_1895/ch,as_1895/inf] | 1,136,705 [2: as_1894/ch,tn_1895/ch]",
1184603,,value,tobacco,manufactured cigars and snuff,1878,GBP,1184603,B,,0,0,0.0,0.25,7,"1,184,603 [6: as_1878/ch,as_1879/ch,as_1880/ch,as_1881/ch,as_1882/ch,as_1882/inf] | 1,181,603 [1: as_1880/inf]",
1183439,,value,metals,musical instruments,1897,GBP,1183439,A,,0,0,0.0,0.0,10,"1,183,439 [9: as_1897/ch,as_1898/ch,as_1898/inf,as_1899/ch,as_1899/inf,tn_1899/ch,tn_1899/inf,tn_1901/ch,tn_1901/inf] | 1,183,432 [1: as_1897/inf]",
1183301,,value,,drugs bark peruvian,1880,GBP,1183301,B,,0,0,0.0,0.01,5,"1,183,361 [3: as_1883/ch,as_1884/ch,as_1884/inf] | 1,183,301 [2: as_1882/ch,as_1882/inf]",
1182945,,quantity,tobacco,manufactured cigars,1898,Lbs.,2475082,A,,0,0,0.0,0.0,8,"2,475,082 [4: as_1898/ch,as_1898/inf,tn_1899/ch,tn_1899/inf] | 2,475,083 [4: as_1899/ch,as_1899/inf,tn_1901/ch,tn_1901/inf]","Manufactured, Cigars"
1182945,,value,tobacco,manufactured cigars,1898,GBP,1182945,A,,0,0,0.0,95.71,8,"1,182,945 [7: as_1898/ch,as_1898/inf,as_1899/ch,as_1899/inf,tn_1899/ch,tn_1901/ch,tn_1901/inf] | 50,751 [1: tn_1899/inf]",
1180448,,quantity,,gloves,1870,Pairs,10896432,A,,0,0,0.0,0.0,8,"10,896,432 [7: as_1872/ch,as_1872/inf,as_1873/ch,as_1873/inf,as_1874/ch,as_1874/inf,tn_1871/ch] | 10,896,132 [1: tn_1871/inf]",Gloves
1179255,,value,,pyrites of iron or copper,1888,GBP,1179255,A,,0,0,0.0,47.51,11,"1,179,255 [9: as_1888/ch,as_1888/inf,as_1889/ch,as_1890/ch,as_1890/inf,as_1891/ch,as_1891/inf,as_1892/ch,as_1892/inf] | 618,943 [2: as_1888/ch,as_1888/inf]",
1179172,,value,,woollen yarn,1871,GBP,1179172,A,,0,0,0.0,0.76,8,"1,179,172 [7: as_1872/ch,as_1872/inf,as_1873/ch,as_1873/inf,as_1874/ch,as_1875/ch,as_1875/inf] | 1,170,172 [1: as_1874/inf]",
1170606,origins-confirm-winner,quantity,,cubic nitre,1883,Cwts,2051825,A,,2051825,8,1.0,0.01,10,"2,051,825 [9: as_1883/ch,as_1883/inf,as_1884/ch,as_1884/inf,as_1885/ch,as_1886/ch,as_1886/inf,as_1887/ch,as_1887/inf] | 2,051,525 [1: as_1885/inf]","Nitre, Cubic (Nitrate Of Soda)"
1170352,,value,,milk condensed,1896,GBP,1170352,A,,0,0,0.0,47.76,12,"1,170,352 [11: as_1896/ch,as_1896/inf,as_1897/ch,as_1897/inf,as_1898/ch,as_1898/inf,as_1899/ch,tn_1899/ch,tn_1899/inf,tn_1901/ch,tn_1901/inf] | 611,335 [1: as_1899/inf]",
1169922,,value,vegetables raw,potatoes,1895,GBP,1169922,A,,0,0,0.0,68.87,12,"1,169,922 [11: as_1895/ch,as_1895/inf,as_1896/ch,as_1896/inf,as_1897/ch,as_1897/inf,as_1898/ch,as_1898/inf,as_1899/inf,tn_1899/ch,tn_1899/inf] | 3,758,156 [1: as_1899/ch]",
1169777,origins-confirm-winner,quantity,,preserved otherwise than by salting,1886,Cwts.,431992,A,,431992,14,1.0,0.21,9,"431,992 [8: as_1886/ch,as_1886/inf,as_1887/ch,as_1887/inf,as_1888/inf,as_1889/ch,as_1889/inf,as_1890/inf] | 431,092 [1: as_1890/ch]","Preserved, Otherwise Than By Salting"
1169777,,value,,preserved otherwise than by salting,1886,GBP,1169777,B,,0,0,0.0,63.07,7,"1,169,777 [6: as_1886/ch,as_1887/ch,as_1888/inf,as_1889/ch,as_1890/ch,as_1890/inf] | 431,992 [1: as_1888/ch]",
1169490,origins-confirm-winner,quantity,,palm,1892,Cuts.,1058580,A,,1055580,11,0.9972,1.85,9,"1,058,580 [7: as_1892/inf,as_1894/inf,as_1895/ch,as_1895/inf,as_1896/ch,as_1896/inf,tn_1895/inf] | 1,078,580 [2: as_1894/ch,tn_1895/ch]",Oil — Palm
1167562,,value,fruit,oranges and lemons,1881,GBP,1167562,B,,0,0,0.0,20.44,6,"1,167,562 [3: as_1884/ch,as_1884/inf,as_1885/ch] | 1,467,562 [3: as_1881/ch,as_1882/ch,as_1883/ch]",
1166905,,quantity,fruit,currants,1869,Cuts.,944489,B,,0,0,0.0,3.18,4,"944,489 [3: as_1872/ch,as_1873/ch,as_1873/inf] | 914,489 [1: as_1872/inf]",AMBIGUOUS
1166800,,value,manures,nitrate of soda cubic nitre,1894,GBP,1166800,A,,0,0,0.0,0.01,9,"1,166,800 [8: as_1894/ch,as_1894/inf,as_1895/ch,as_1895/inf,as_1896/ch,as_1896/inf,tn_1895/ch,tn_1899/ch] | 1,166,869 [1: as_1897/ch]",
1166800,,quantity,manures,nitrate of soda cubic nitre,1894,Tons,125300,A,,0,0,0.0,0.07,11,"125,300 [10: as_1894/ch,as_1895/ch,as_1895/inf,as_1896/ch,as_1896/inf,as_1897/inf,as_1898/ch,as_1898/inf,tn_1895/ch,tn_1899/ch] | 125,390 [1: as_1897/ch]","Nitre, Cubic (Nitrate Of Soda)"
1166318,,value,fruit,unenumerated raw,1887,GBP,1166318,B,,0,0,0.0,52.94,5,"1,166,318 [4: as_1889/ch,as_1890/ch,as_1891/ch,as_1891/inf] | 2,478,101 [1: as_1890/ch]",
1166318,origins-confirm-winner,quantity,fruit,unenumerated raw,1887,Bushels,2478101,B,,2471077,12,0.9972,12.11,5,"2,478,101 [4: as_1889/ch,as_1890/inf,as_1891/ch,as_1891/inf] | 2,178,101 [1: as_1889/inf]",Fruit — Unenumerated : Raw
1165948,,value,metals,in bars,1884,GBP,1165948,B,,0,0,0.0,90.1,8,"1,165,948 [6: as_1884/ch,as_1885/ch,as_1885/inf,as_1886/ch,as_1887/ch,as_1888/inf] | 1,165,945 [1: as_1884/inf] | 115,486 [1: as_1888/ch]",
1165488,origins-confirm-winner,quantity,tobacco,unmanufactured,1879,Lbs,38801220,B,,38829220,14,1.0007,0.15,3,"38,801,220 [2: as_1882/ch,as_1882/inf] | 38,861,220 [1: as_1883/ch]",Tobacco — Unmanufactured
1165488,,value,tobacco,unmanufactured,1879,GBP,1165488,B,,0,0,0.0,0.03,4,"1,165,488 [3: as_1882/ch,as_1882/inf,as_1883/ch] | 1,165,188 [1: as_1883/inf]",
1164667,,value,,pyrites of iron or copper,1899,GBP,1164667,C,,0,0,0.0,39.8,3,"1,164,667 [1: as_1899/ch] | 1,164,607 [1: as_1899/inf] | 701,174 [1: as_1899/ch]",
1164491,,value,preserved otherwise than by salting,beef,1895,GBP,1164491,B,,0,0,0.0,59.58,6,"1,164,491 [5: as_1897/ch,as_1898/ch,as_1898/inf,as_1899/ch,tn_1899/ch] | 470,739 [1: as_1899/inf]",
1164247,,quantity,,pyrites of iron copper or sulphur,1871,Tons,454542,A,,0,0,0.0,0.01,6,"454,542 [5: as_1872/inf,as_1873/ch,as_1873/inf,as_1874/ch,as_1874/inf] | 454,512 [1: as_1872/ch]","Pyrites Of Iron, Copper, Or Sulphur"
1164247,,value,,pyrites of iron copper or sulphur,1871,GBP,1164247,A,,0,0,0.0,0.0,6,"1,164,247 [5: as_1872/ch,as_1873/ch,as_1873/inf,as_1874/ch,as_1874/inf] | 1,164,217 [1: as_1872/inf]",
1163296,,quantity,fruit,oranges and lemons,1874,Bushels,2405054,A,,2044991,5,0.8503,0.0,9,"2,405,054 [7: as_1875/ch,as_1876/ch,as_1876/inf,as_1877/ch,as_1877/inf,as_1878/ch,as_1878/inf] | 2,405,051 [1: as_1875/inf] | 2,405,034 [1: as_1874/ch]",Fruit — Oranges And Lemons
1163019,,value,fruit,oranges and lemons,1880,GBP,1163019,B,,0,0,0.0,20.51,7,"1,463,019 [5: as_1881/ch,as_1882/ch,as_1883/ch,as_1884/ch,as_1884/inf] | 1,163,019 [2: as_1880/ch,as_1880/inf]",
1163019,,quantity,fruit,oranges and lemons,1880,Bushels,3658799,A,,3598799,7,0.9836,0.27,10,"3,658,799 [8: as_1880/ch,as_1880/inf,as_1881/ch,as_1881/inf,as_1882/inf,as_1883/ch,as_1883/inf,as_1884/inf] | 3,658,790 [1: as_1882/ch] | 3,668,799 [1: as_1884/ch]",Fruit — Oranges And Lemons
1162851,,value,metals,iron ore,1878,GBP,1162851,A,,0,0,0.0,0.01,6,"1,162,851 [5: as_1880/ch,as_1880/inf,as_1881/ch,as_1881/inf,as_1882/ch] | 1,162,951 [1: as_1882/inf]",
1162810,,value,,oil seed cake linseed cake,1896,GBP,1162840,A,,0,0,0.0,81.03,9,"1,162,840 [8: as_1898/ch,as_1898/inf,as_1899/ch,as_1899/inf,tn_1899/ch,tn_1899/inf,tn_1901/ch,tn_1901/inf] | 220,602 [1: tn_1901/ch]",
1161788,,value,,other farinaceous substances,1892,GBP,1161788,A,,0,0,0.0,0.0,8,"1,161,788 [6: as_1892/ch,as_1892/inf,as_1893/ch,as_1893/inf,as_1894/inf,tn_1895/inf] | 1,161,738 [2: as_1894/ch,tn_1895/ch]",
1161788,,quantity,,other farinaceous substances,1892,Value £,1161788,B,,0,0,0.0,0.86,6,"1,161,788 [5: as_1892/ch,as_1893/inf,as_1894/ch,tn_1895/ch,tn_1895/inf] | 1,151,788 [1: as_1893/ch]",AMBIGUOUS
1159646,,value,paper and pasteboard,of all kinds except hangings,1880,GBP,1159646,A,,0,0,0.0,0.0,9,"1,159,646 [5: as_1880/ch,as_1880/inf,as_1881/ch,as_1881/inf,as_1883/ch] | 1,159,616 [4: as_1882/ch,as_1882/inf,as_1884/ch,as_1884/inf]",
1156158,,value,sugar,refined and candy,1868,GBP,1156158,C,,0,0,0.0,0.0,2,"1,156,158 [1: as_1872/ch] | 1,156,188 [1: as_1872/inf]",
1154578,,value,metals,tin in blocks ingots bars or slabs and regulus,1872,GBP,1154578,A,,0,0,0.0,0.26,10,"1,154,578 [7: as_1873/ch,as_1873/inf,as_1874/ch,as_1875/ch,as_1875/inf,as_1876/ch,as_1876/inf] | 1,151,578 [3: as_1872/ch,as_1872/inf,as_1874/inf]",
1154287,,quantity,,other farinaceous substances,1890,Value £,1154287,A,,0,0,0.0,0.03,10,"1,154,287 [8: as_1891/ch,as_1891/inf,as_1892/ch,as_1893/ch,as_1893/inf,as_1894/ch,tn_1895/ch,tn_1895/inf] | 1,154,577 [2: as_1890/ch,as_1890/inf]",Other Farinaceous Substances
1154287,,value,,other farinaceous substances,1890,GBP,1154287,A,,0,0,0.0,0.26,11,"1,154,287 [5: as_1890/ch,as_1890/inf,as_1891/ch,as_1892/ch,as_1892/inf] | 1,151,287 [5: as_1893/ch,as_1894/ch,as_1894/inf,tn_1895/ch,tn_1895/inf] | 1,151,257 [1: as_1893/inf]",
1154270,origins-confirm-winner,quantity,fruit,oranges and lemons,1872,Bushels,2385160,A,,2385160,6,1.0,0.0,9,"2,385,160 [8: as_1872/ch,as_1872/inf,as_1873/ch,as_1873/inf,as_1875/ch,as_1875/inf,as_1876/ch,as_1876/inf] | 2,385,163 [1: as_1874/ch]",Fruit — Oranges And Lemons
1154269,,quantity,skins and furs,skins sheep and lamb,1874,Number,10188309,A,,0,0,0.0,0.03,10,"10,188,309 [8: as_1875/ch,as_1875/inf,as_1876/ch,as_1876/inf,as_1877/ch,as_1877/inf,as_1878/ch,as_1878/inf] | 10,185,309 [1: as_1874/ch] | 10,185,909 [1: as_1874/inf]",Skins And Furs — Skins : Sheep And Lamb
1154269,,value,skins and furs,skins sheep and lamb,1874,GBP,1154269,A,,0,0,0.0,0.26,8,"1,154,269 [6: as_1875/ch,as_1875/inf,as_1876/ch,as_1876/inf,as_1877/ch,as_1878/ch] | 1,151,269 [2: as_1874/ch,as_1874/inf]",
1152549,origins-confirm-winner,quantity,tobacco,unmanufactured,1882,Lbs,36075370,A,,36069370,9,0.9998,0.0,8,"36,075,370 [7: as_1882/ch,as_1882/inf,as_1883/ch,as_1884/ch,as_1884/inf,as_1885/ch,as_1886/ch] | 36,075,870 [1: as_1885/inf]",Tobacco — Unmanufactured
1152549,,value,tobacco,unmanufactured,1882,GBP,1152549,A,,0,0,0.0,0.0,9,"1,152,549 [7: as_1882/ch,as_1882/inf,as_1883/ch,as_1883/inf,as_1885/ch,as_1885/inf,as_1886/ch] | 1,152,519 [2: as_1884/ch,as_1884/inf]",
1151373,,quantity,animals living,sheep and lambs,1870,Number,669905,B,,0,0,0.0,0.09,5,"669,905 [4: as_1872/ch,as_1873/ch,as_1873/inf,as_1874/ch] | 669,305 [1: as_1874/inf]","Animals, Living — Sheep And Lambs"
1149234,,quantity,spirits,brandy,1898,Proof Gallons,2514789,B,,0,0,0.0,0.0,6,"2,514,789 [4: as_1898/ch,as_1899/ch,as_1899/inf,tn_1899/ch] | 2,514,780 [2: as_1898/inf,tn_1899/inf]",AMBIGUOUS
1149234,,value,spirits,brandy,1898,GBP,1149234,B,,0,0,0.0,0.05,6,"1,149,234 [3: as_1898/ch,tn_1899/ch,tn_1899/inf] | 1,149,334 [2: as_1899/ch,as_1899/inf] | 1,149,834 [1: as_1898/inf]",
1148542,,quantity,metals,tin in blocks ingots bars or slabs and regulus,1876,Cwts.,304551,A,,0,0,0.0,0.99,8,"304,551 [7: as_1876/ch,as_1876/inf,as_1877/ch,as_1878/ch,as_1878/inf,as_1879/ch,as_1880/ch] | 301,551 [1: as_1880/inf]",AMBIGUOUS
1147439,,value,fruit,unenumerated raw,1889,GBP,1147439,B,,0,0,0.0,48.71,7,"1,147,439 [5: as_1889/ch,as_1890/ch,as_1891/ch,as_1891/inf,as_1893/ch] | 2,178,836 [1: as_1890/ch] | 1,117,452 [1: as_1892/ch]",
1145905,,value,,silver ore of,1898,GBP,1145905,A,,0,0,0.0,0.0,6,"1,145,905 [5: as_1898/ch,as_1898/inf,as_1899/inf,tn_1899/ch,tn_1899/inf] | 1,145,903 [1: as_1899/ch]",
1145545,,value,hair,goats hair or wool,1886,GBP,1145545,B,,0,0,0.0,94.13,8,"1,145,545 [7: as_1886/ch,as_1887/ch,as_1888/ch,as_1888/inf,as_1889/ch,as_1890/ch,as_1890/inf] | 19,527,200 [1: as_1888/ch]",
1145422,,quantity,skins and furs,goat,1879,Number,10124169,A,,0,0,0.0,0.03,6,"10,124,169 [4: as_1880/ch,as_1880/inf,as_1881/ch,as_1881/inf] | 10,121,169 [2: as_1879/ch,as_1879/inf]",Goat
1145422,,value,skins and furs,goat,1879,GBP,1145422,B,,0,0,0.0,0.03,4,"1,145,422 [3: as_1880/ch,as_1880/inf,as_1881/ch] | 1,145,122 [1: as_1879/ch]",
1145150,,value,tobacco,manufactured cigars and snuff,1872,GBP,1145150,A,,0,0,0.0,2.8,10,"1,145,150 [7: as_1872/ch,as_1872/inf,as_1873/ch,as_1873/inf,as_1875/ch,as_1875/inf,as_1876/ch] | 1,115,150 [1: as_1874/ch] | 1,113,150 [1: as_1874/inf] | 1,145,160 [1: as_1876/inf]",
1145150,,quantity,tobacco,manufactured cigars and snuff,1872,Lbs.,3667585,B,,0,0,0.0,16.36,10,"3,667,585 [5: as_1872/ch,as_1873/ch,as_1875/ch,as_1875/inf,as_1876/ch] | 3,667,565 [1: as_1873/inf] | 3,667,365 [1: as_1874/ch] | 3,607,355 [1: as_1874/inf] | 3,607,585 [1: as_1872/inf] | 3,067,585 [1: as_1876/inf]","Manufactured, Cigars And Snuff"
1143965,,quantity,metals,tin in blocks ingots bars or slabs,1879,Cwts.,335266,A,,0,0,0.0,0.02,6,"335,266 [5: as_1881/ch,as_1881/inf,as_1882/ch,as_1883/ch,as_1883/inf] | 335,206 [1: as_1882/inf]",AMBIGUOUS
1143965,,value,metals,tin in blocks ingots bars or slabs,1879,GBP,1143965,B,,0,0,0.0,0.01,5,"1,143,965 [3: as_1881/ch,as_1881/inf,as_1883/ch] | 1,143,905 [2: as_1882/ch,as_1882/inf]",
1141294,,quantity,,hops,1893,Cwts,204392,A,,0,0,0.0,1.47,10,"204,392 [8: as_1893/inf,as_1894/inf,as_1895/ch,as_1896/ch,as_1896/inf,as_1897/ch,as_1897/inf,tn_1895/inf] | 201,392 [2: as_1893/ch,as_1895/inf]",AMBIGUOUS
1141294,,value,,hops,1893,GBP,1141294,A,,0,0,0.0,0.0,12,"1,141,294 [9: as_1894/ch,as_1894/inf,as_1895/ch,as_1895/inf,as_1896/ch,as_1896/inf,as_1897/ch,tn_1895/ch,tn_1895/inf] | 1,141,291 [3: as_1893/ch,as_1893/inf,as_1897/inf]",
1140390,,value,,farinaceous substances and manufactures thereof unenumerated,1895,GBP,1140390,A,,0,0,0.0,0.0,8,"1,140,390 [6: as_1897/ch,as_1898/ch,as_1898/inf,as_1899/ch,tn_1899/ch,tn_1899/inf] | 1,140,350 [1: as_1897/inf] | 1,140,380 [1: as_1899/inf]",
1139335,,value,,chemical manufactures and products,1880,GBP,1139335,A,,0,0,0.0,92.26,10,"1,139,335 [9: as_1880/ch,as_1880/inf,as_1881/ch,as_1881/inf,as_1882/ch,as_1882/inf,as_1883/ch,as_1883/inf,as_1884/ch] | 88,129 [1: as_1884/inf]",
1139250,,value,feathers,ornamental,1896,GBP,1139250,A,,0,0,0.0,2.34,13,"1,139,250 [12: as_1896/ch,as_1896/inf,as_1897/ch,as_1897/inf,as_1898/ch,as_1898/inf,as_1899/ch,as_1899/inf,tn_1899/ch,tn_1899/inf,tn_1901/ch,tn_1901/inf] | 1,166,512 [1: as_1899/ch]",
1138943,,value,paper and pasteboard,of all kinds except hangings,1881,GBP,1138943,B,,0,0,0.0,0.18,9,"1,138,943 [4: as_1881/ch,as_1882/ch,as_1882/inf,as_1883/ch] | 1,138,913 [2: as_1881/inf,as_1884/ch] | 1,138,043 [2: as_1885/ch,as_1885/inf] | 1,136,913 [1: as_1884/inf]",
1133634,origins-confirm-winner,quantity,,sheep and lambs,1896,Cuts.,769592,B,,771007,10,1.0018,0.01,7,"769,592 [5: as_1896/ch,as_1896/inf,as_1897/ch,as_1899/ch,tn_1901/ch] | 769,552 [2: as_1898/ch,tn_1899/ch]","Animals, Living — Sheep And Lambs"
1131700,,quantity,,cubic nitre,1871,Cuts,1451520,B,,0,0,0.0,20.69,8,"1,451,520 [4: as_1873/inf,as_1874/ch,as_1875/ch,as_1875/inf] | 1,151,520 [2: as_1872/ch,as_1874/inf] | 1,151,320 [1: as_1872/inf] | 1,451,620 [1: as_1873/ch]","Nitre, Cubic (Nitrate Of Soda)"
1131585,,value,,caoutchouc,1869,GBP,1131585,C,,0,0,0.0,0.26,2,"1,131,585 [1: as_1872/ch] | 1,134,585 [1: as_1873/ch]",
1130528,,value,,copper ore of,1899,GBP,1130528,B,,0,0,0.0,0.79,4,"1,130,528 [3: as_1899/ch,as_1899/inf,tn_1901/inf] | 1,139,528 [1: tn_1901/ch]",
1130288,,value,tobacco,manufactured cigars and snuff,1880,GBP,1130288,A,,0,0,0.0,0.89,9,"1,130,288 [6: as_1880/ch,as_1880/inf,as_1882/ch,as_1882/inf,as_1883/ch,as_1883/inf] | 1,120,288 [1: as_1884/ch] | 1,120,268 [1: as_1884/inf] | 1,130,258 [1: as_1881/ch]",
1129496,,value,,woollen yarn for fancy purposes including berlin wool and zephyr yarn,1897,GBP,1129496,B,,0,0,0.0,82.33,4,"1,129,496 [3: as_1898/inf,as_1899/inf,tn_1899/inf] | 199,557 [1: as_1899/inf]",
1127539,,value,corn grain meal and flour,beans not kidney or french,1893,GBP,1127539,C,,0,0,0.0,0.0,2,"1,127,539 [1: as_1897/ch] | 1,127,559 [1: as_1897/inf]",
1126853,,value,,eggs,1869,GBP,1126853,B,,0,0,0.0,0.0,4,"1,126,853 [3: as_1872/ch,as_1873/ch,as_1873/inf] | 1,126,863 [1: as_1872/inf]",
1126247,,value,,pyrites of iron or copper,1891,GBP,1126247,A,,0,0,0.0,45.28,12,"1,126,247 [11: as_1891/ch,as_1891/inf,as_1892/ch,as_1892/inf,as_1893/ch,as_1893/inf,as_1894/ch,as_1895/ch,as_1895/inf,tn_1895/ch,tn_1895/inf] | 616,227 [1: as_1894/inf]",
1124248,origins-confirm-winner,quantity,fruit,oranges and lemons,1873,Bushels,2308208,A,,2290871,5,0.9925,2.53,9,"2,308,208 [7: as_1873/ch,as_1873/inf,as_1874/ch,as_1876/ch,as_1876/inf,as_1877/ch,as_1877/inf] | 2,368,208 [2: as_1875/ch,as_1875/inf]",Fruit — Oranges And Lemons
1124248,,value,fruit,oranges and lemons,1873,GBP,1124248,B,,0,0,0.0,0.88,5,"1,124,248 [3: as_1874/ch,as_1875/ch,as_1876/ch] | 1,124,218 [1: as_1873/ch] | 1,134,248 [1: as_1877/ch]",
1123967,,value,,painters colours and pigments unenumerated,1898,GBP,1123967,A,,0,0,0.0,0.0,8,"1,123,967 [7: as_1898/ch,as_1898/inf,as_1899/inf,tn_1899/ch,tn_1899/inf,tn_1901/ch,tn_1901/inf] | 1,123,957 [1: as_1899/ch]",
1123874,,value,,unenumerated,1883,GBP,1123874,B,,0,0,0.0,77.95,7,"1,123,874 [6: as_1883/ch,as_1884/ch,as_1884/inf,as_1885/ch,as_1886/ch,as_1887/ch] | 247,778 [1: as_1885/inf]",
1123874,,quantity,,unenumerated,1883,Value £,247778,B,,0,0,0.0,77.95,6,"247,778 [3: as_1885/ch,as_1885/inf,as_1887/inf] | 1,123,874 [3: as_1883/inf,as_1884/inf,as_1886/inf]",AMBIGUOUS
1123516,,value,,drugs bark peruvian,1883,GBP,1123516,B,,0,0,0.0,21.07,7,"1,423,516 [5: as_1883/ch,as_1885/ch,as_1886/ch,as_1886/inf,as_1887/ch] | 1,123,516 [2: as_1884/ch,as_1884/inf]",
1115032,origins-confirm-winner,quantity,,cubic nitre,1885,Cwts.,2247785,A,,2247785,4,1.0,1.33,8,"2,247,785 [7: as_1885/ch,as_1886/ch,as_1886/inf,as_1887/ch,as_1887/inf,as_1889/ch,as_1889/inf] | 2,217,785 [1: as_1885/inf]","Nitre, Cubic (Nitrate Of Soda)"
1115032,,value,,cubic nitre,1885,GBP,1115032,A,,0,0,0.0,50.39,10,"1,115,032 [8: as_1885/ch,as_1885/inf,as_1886/ch,as_1886/inf,as_1887/ch,as_1887/inf,as_1889/ch,as_1889/inf] | 2,247,785 [2: as_1888/ch,as_1888/inf]",
