commodity,year,origin,qty,year_qty,outside_share,n_outside,gbp
Caoutchouc — Eastern Coast Of Africa,1899,Brazil,169836,213961,1.0,18,3594620
Caoutchouc — Eastern Coast Of Africa,1899,United States Of America,18656,213961,1.0,18,3594620
Caoutchouc — Eastern Coast Of Africa,1899,Peru,9830,213961,1.0,18,3594620
Caoutchouc — Eastern Coast Of Africa,1899,Uruguay,4380,213961,1.0,18,3594620
Caoutchouc — Eastern Coast Of Africa,1899,Republic Of Colombia,2952,213961,1.0,18,3594620
Caoutchouc — Eastern Coast Of Africa,1899,Zanzibar And Pemba,2458,213961,1.0,18,3594620
Caoutchouc — Eastern Coast Of Africa,1899,Portuguese Possessions,1810,213961,1.0,18,3594620
Caoutchouc — Eastern Coast Of Africa,1899,Madagascar,816,213961,1.0,18,3594620
Caoutchouc — Eastern Coast Of Africa,1899,Ecuador,604,213961,1.0,18,3594620
Caoutchouc — Eastern Coast Of Africa,1899,British West India Islands,420,213961,1.0,18,3594620
Caoutchouc — Eastern Coast Of Africa,1899,Chile,349,213961,1.0,18,3594620
Caoutchouc — Eastern Coast Of Africa,1899,Other Foreign Countries,317,213961,1.0,18,3594620
Caoutchouc — Eastern Coast Of Africa,1899,Australasia,309,213961,1.0,18,3594620
Caoutchouc — Eastern Coast Of Africa,1899,Aden And Dependencies,208,213961,1.0,18,3594620
Caoutchouc — Eastern Coast Of Africa,1899,Other British Possessions,208,213961,1.0,18,3594620
Caoutchouc — Eastern Coast Of Africa,1899,Venezuela,157,213961,1.0,18,3594620
Caoutchouc — Eastern Coast Of Africa,1899,Nicaragua,100,213961,1.0,18,3594620
Caoutchouc — Eastern Coast Of Africa,1899,Mauritius And Dependencies,5,213961,1.0,18,3594620
"Cotton Manufactures — Piece Goods Of Mixed Materials, Cotton Predominating",1885,British Possessions,45700,45700,1.0,1,3557159
China And Porcelain Ware,1882,Australasia,10670,17411,0.61,1,3129080
Candles Of All Sorts,1875,British West India Islands And Britishguiana,1150310,5176560,0.63,8,3057148
Candles Of All Sorts,1875,Australia,1067766,5176560,0.63,8,3057148
Candles Of All Sorts,1875,Canada,268484,5176560,0.63,8,3057148
Candles Of All Sorts,1875,United States Of Colombia,196852,5176560,0.63,8,3057148
Candles Of All Sorts,1875,Central America,188740,5176560,0.63,8,3057148
Candles Of All Sorts,1875,Bengal And Burmah,149287,5176560,0.63,8,3057148
Candles Of All Sorts,1875,Bombay,138467,5176560,0.63,8,3057148
Candles Of All Sorts,1875,Madras,117450,5176560,0.63,8,3057148
Sago And Sago Flour,1890,British East Indies,549057,1106075,0.5,6,3032962
Sago And Sago Flour,1890,China,5004,1106075,0.5,6,3032962
Sago And Sago Flour,1890,Java,1970,1106075,0.5,6,3032962
Sago And Sago Flour,1890,Other Foreign Countries,987,1106075,0.5,6,3032962
Sago And Sago Flour,1890,Bombay,501,1106075,0.5,6,3032962
Sago And Sago Flour,1890,Other British Possessions,11,1106075,0.5,6,3032962
"Tobacco — White, Total Of",1894,Spain,2192478,4822537,0.98,13,2981141
"Tobacco — White, Total Of",1894,France,1541626,4822537,0.98,13,2981141
"Tobacco — White, Total Of",1894,Holland,422173,4822537,0.98,13,2981141
"Tobacco — White, Total Of",1894,Italy,294944,4822537,0.98,13,2981141
"Tobacco — White, Total Of",1894,Germany,98497,4822537,0.98,13,2981141
"Tobacco — White, Total Of",1894,Madeira,94594,4822537,0.98,13,2981141
"Tobacco — White, Total Of",1894,Canary Islands,27988,4822537,0.98,13,2981141
"Tobacco — White, Total Of",1894,United States Of America,18451,4822537,0.98,13,2981141
"Tobacco — White, Total Of",1894,Portugal,15263,4822537,0.98,13,2981141
"Tobacco — White, Total Of",1894,Belgium,14035,4822537,0.98,13,2981141
"Tobacco — White, Total Of",1894,Other Foreign Countries,5956,4822537,0.98,13,2981141
"Tobacco — White, Total Of",1894,Turkey,2378,4822537,0.98,13,2981141
"Tobacco — White, Total Of",1894,Other Colonies,290,4822537,0.98,13,2981141
Whalebone (Whalefins) — Whale Fisheries,1888,Germany,440768,1592637,1.0,11,2608319
Whalebone (Whalefins) — Whale Fisheries,1888,Fir,310522,1592637,1.0,11,2608319
Whalebone (Whalefins) — Whale Fisheries,1888,Russia,277021,1592637,1.0,11,2608319
Whalebone (Whalefins) — Whale Fisheries,1888,Norway,219987,1592637,1.0,11,2608319
Whalebone (Whalefins) — Whale Fisheries,1888,Sweden,205014,1592637,1.0,11,2608319
Whalebone (Whalefins) — Whale Fisheries,1888,Spain,60066,1592637,1.0,11,2608319
Whalebone (Whalefins) — Whale Fisheries,1888,Austrian Territories,38130,1592637,1.0,11,2608319
Whalebone (Whalefins) — Whale Fisheries,1888,France,34736,1592637,1.0,11,2608319
Whalebone (Whalefins) — Whale Fisheries,1888,Oak,5347,1592637,1.0,11,2608319
Whalebone (Whalefins) — Whale Fisheries,1888,United States Of America,694,1592637,1.0,11,2608319
Whalebone (Whalefins) — Whale Fisheries,1888,West Africa Settlements,3,1592637,1.0,11,2608319
Glass — Common Bottles,1887,"British West India Islands, And British Guiana",50686,61671,1.0,2,2606714
Glass — Common Bottles,1887,Other British Possessions,10985,61671,1.0,2,2606714
"Fruit — Unenumerated, Sweetened, Or Mixed (Tested)",1896,China,31115707,32823613,1.0,5,2467527
"Fruit — Unenumerated, Sweetened, Or Mixed (Tested)",1896,Java,980084,32823613,1.0,5,2467527
"Fruit — Unenumerated, Sweetened, Or Mixed (Tested)",1896,Macao,497091,32823613,1.0,5,2467527
"Fruit — Unenumerated, Sweetened, Or Mixed (Tested)",1896,Japan,143863,32823613,1.0,5,2467527
"Fruit — Unenumerated, Sweetened, Or Mixed (Tested)",1896,Other Foreign Possessions,1771,32823613,1.0,5,2467527
"Cotton Manufactures — Dye Stuffs, Unenumerated",1872,Ecuador,53878,277912,0.53,6,2372760
"Cotton Manufactures — Dye Stuffs, Unenumerated",1872,British India,35639,277912,0.53,6,2372760
"Cotton Manufactures — Dye Stuffs, Unenumerated",1872,Dutch West India Islands,23860,277912,0.53,6,2372760
"Cotton Manufactures — Dye Stuffs, Unenumerated",1872,East Coast Of Africa Native States,15939,277912,0.53,6,2372760
"Cotton Manufactures — Dye Stuffs, Unenumerated",1872,Egypt,11688,277912,0.53,6,2372760
"Cotton Manufactures — Dye Stuffs, Unenumerated",1872,Portugal Azores And Madeira,7632,277912,0.53,6,2372760
"Skins And Furs — Foreign, Dressed In The United Kingdom",1878,Germany,2251113,2601874,0.87,1,2344494
"Wood And Timber — Furniture, Hardwoods, And Veneers : Unenumerated",1876,Hayti And St. Domingo,8664,40435,0.55,4,2239610
"Wood And Timber — Furniture, Hardwoods, And Veneers : Unenumerated",1876,West Coast Of Africa (Foreign,6450,40435,0.55,4,2239610
"Wood And Timber — Furniture, Hardwoods, And Veneers : Unenumerated",1876,British West Indies And Guiana,4461,40435,0.55,4,2239610
"Wood And Timber — Furniture, Hardwoods, And Veneers : Unenumerated",1876,British Honduras,2699,40435,0.55,4,2239610
Myrabolams,1880,Bombay And Seinde,238151,368361,0.65,1,2160705
"Oils — Fish, Train Or Blubber",1884,Canada,6353,16032,0.56,5,1839979
"Oils — Fish, Train Or Blubber",1884,Whale Fisheries Northern,2185,16032,0.56,5,1839979
"Oils — Fish, Train Or Blubber",1884,Channel Islands,222,16032,0.56,5,1839979
"Oils — Fish, Train Or Blubber",1884,Other Countries,183,16032,0.56,5,1839979
"Oils — Fish, Train Or Blubber",1884,Brazil,112,16032,0.56,5,1839979
Gum,1885,British East India,119000,238242,0.5,2,1468450
Gum,1885,Portuguese,187,238242,0.5,2,1468450
Gum,1894,And Pemba,2123,3226,1.0,2,1468450
Gum,1894,Aden,1103,3226,1.0,2,1468450
Snuff,1883,Portugal,3082066,4913507,0.98,19,1388816
Snuff,1883,Spain,1309002,4913507,0.98,19,1388816
Snuff,1883,Italy,175568,4913507,0.98,19,1388816
Snuff,1883,Madecira,81975,4913507,0.98,19,1388816
Snuff,1883,Australasia,37534,4913507,0.98,19,1388816
Snuff,1883,Turkey,29477,4913507,0.98,19,1388816
Snuff,1883,Egypt,20758,4913507,0.98,19,1388816
Snuff,1883,British Possessions In South Africa,18716,4913507,0.98,19,1388816
Snuff,1883,Germany,11352,4913507,0.98,19,1388816
Snuff,1883,Malta,9386,4913507,0.98,19,1388816
Snuff,1883,Austrian Territories,9136,4913507,0.98,19,1388816
Snuff,1883,France,7658,4913507,0.98,19,1388816
Snuff,1883,Algeria,4479,4913507,0.98,19,1388816
Snuff,1883,Spanish West India Islands,2884,4913507,0.98,19,1388816
Snuff,1883,Russia,2405,4913507,0.98,19,1388816
Snuff,1883,British East Indies,1774,4913507,0.98,19,1388816
Snuff,1883,Gibraltar,1187,4913507,0.98,19,1388816
Snuff,1883,Madeira,1176,4913507,0.98,19,1388816
Snuff,1883,Canary Islands,2,4913507,0.98,19,1388816
Snuff,1890,Foreign Countries,3558,4680,1.0,2,1388816
Snuff,1890,British Possessions,1122,4680,1.0,2,1388816
Cavendish Or Negrohead,1873,Australia,470858,1433414,0.74,5,1314301
Cavendish Or Negrohead,1873,Malta And Gozo,272388,1433414,0.74,5,1314301
Cavendish Or Negrohead,1873,British India,147118,1433414,0.74,5,1314301
Cavendish Or Negrohead,1873,British Possessions In South Africa,92082,1433414,0.74,5,1314301
Cavendish Or Negrohead,1873,Mauritius,79446,1433414,0.74,5,1314301
Cavendish Or Negrohead,1884,British West India Islands,1243720,1400531,0.93,2,1314301
Cavendish Or Negrohead,1884,British North America United States Of America,61910,1400531,0.93,2,1314301
Gunpowder,1881,Western Africa (Foreign,4316000,14362700,0.88,15,1279494
Gunpowder,1881,Australasia,4291800,14362700,0.88,15,1279494
Gunpowder,1881,Brazil,975400,14362700,0.88,15,1279494
Gunpowder,1881,Chili,657500,14362700,0.88,15,1279494
Gunpowder,1881,Greece,395600,14362700,0.88,15,1279494
Gunpowder,1881,Western Africa (British,393200,14362700,0.88,15,1279494
Gunpowder,1881,United States Of Colombia,258900,14362700,0.88,15,1279494
Gunpowder,1881,British West India Islands And British Guiana,257000,14362700,0.88,15,1279494
Gunpowder,1881,Malta,207100,14362700,0.88,15,1279494
Gunpowder,1881,Argentine Republic,187300,14362700,0.88,15,1279494
Gunpowder,1881,Hong Kong,184700,14362700,0.88,15,1279494
Gunpowder,1881,Ceylon,167200,14362700,0.88,15,1279494
Gunpowder,1881,British Possessions In South Africa,166400,14362700,0.88,15,1279494
Gunpowder,1881,Bombay,128400,14362700,0.88,15,1279494
Gunpowder,1881,Straits Settlements,109100,14362700,0.88,15,1279494
"Ivory — Teeth, Elephants', &C.",1888,United States Of Colombia,39954,70536,0.92,9,1259799
"Ivory — Teeth, Elephants', &C.",1888,Ecuador,19437,70536,0.92,9,1259799
"Ivory — Teeth, Elephants', &C.",1888,Germany,2316,70536,0.92,9,1259799
"Ivory — Teeth, Elephants', &C.",1888,Brazil,1525,70536,0.92,9,1259799
"Ivory — Teeth, Elephants', &C.",1888,France,724,70536,0.92,9,1259799
"Ivory — Teeth, Elephants', &C.",1888,Other Foreign Countries,392,70536,0.92,9,1259799
"Ivory — Teeth, Elephants', &C.",1888,British Possessions In South,181,70536,0.92,9,1259799
"Ivory — Teeth, Elephants', &C.",1888,The Gold Coast Including,175,70536,0.92,9,1259799
"Ivory — Teeth, Elephants', &C.",1888,Hong Kong,89,70536,0.92,9,1259799
"Ivory — Teeth, Elephants', &C.",1892,The Protectorates Of Zanzibar And Pemba,2989,6060,0.71,3,1259799
"Ivory — Teeth, Elephants', &C.",1892,Bombay,1276,6060,0.71,3,1259799
"Ivory — Teeth, Elephants', &C.",1892,Other British East In Dian Possessions,9,6060,0.71,3,1259799
"Arms, Ammunition, And Military Stores — Cannon And Mortars",1878,Greece,4857,8616,0.56,1,1232356
"Arms, Ammunition, And Military Stores — Cannon And Mortars",1879,Australia,2015,10549,0.7,4,1232356
"Arms, Ammunition, And Military Stores — Cannon And Mortars",1879,Sweden And Norway,1918,10549,0.7,4,1232356
"Arms, Ammunition, And Military Stores — Cannon And Mortars",1879,Morocco,1739,10549,0.7,4,1232356
"Arms, Ammunition, And Military Stores — Cannon And Mortars",1879,Chili (Exclusive Of Hong Kong,1660,10549,0.7,4,1232356
Cotton — Eastern Coast Of Africa,1899,British East Indies,226214,248424,0.91,1,1074503
Cutch,1881,Germany,1134,4106,0.91,5,1001438
Cutch,1881,United States Of America,1029,4106,0.91,5,1001438
Cutch,1881,France,904,4106,0.91,5,1001438
Cutch,1881,Holland,447,4106,0.91,5,1001438
Cutch,1881,Belgium,220,4106,0.91,5,1001438
"Carriages, Carts, &C — Railway Waggons, Trucks, &C. (Not Of Iron)For Ballast, Minerals, Or Merchandize",1872,Egypt,190,1741,0.52,8,968670
"Carriages, Carts, &C — Railway Waggons, Trucks, &C. (Not Of Iron)For Ballast, Minerals, Or Merchandize",1872,Canada,180,1741,0.52,8,968670
"Carriages, Carts, &C — Railway Waggons, Trucks, &C. (Not Of Iron)For Ballast, Minerals, Or Merchandize",1872,Sweden,169,1741,0.52,8,968670
"Carriages, Carts, &C — Railway Waggons, Trucks, &C. (Not Of Iron)For Ballast, Minerals, Or Merchandize",1872,Belgium,142,1741,0.52,8,968670
"Carriages, Carts, &C — Railway Waggons, Trucks, &C. (Not Of Iron)For Ballast, Minerals, Or Merchandize",1872,Mexico,104,1741,0.52,8,968670
"Carriages, Carts, &C — Railway Waggons, Trucks, &C. (Not Of Iron)For Ballast, Minerals, Or Merchandize",1872,New Zealand,54,1741,0.52,8,968670
"Carriages, Carts, &C — Railway Waggons, Trucks, &C. (Not Of Iron)For Ballast, Minerals, Or Merchandize",1872,Hong Kong,50,1741,0.52,8,968670
"Carriages, Carts, &C — Railway Waggons, Trucks, &C. (Not Of Iron)For Ballast, Minerals, Or Merchandize",1872,Japan,24,1741,0.52,8,968670
"Cards, Playing — Geneva",1872,Spanish West India Islands,922284,3431356,0.89,31,891908
"Cards, Playing — Geneva",1872,Germany,620901,3431356,0.89,31,891908
"Cards, Playing — Geneva",1872,France,596408,3431356,0.89,31,891908
"Cards, Playing — Geneva",1872,Brazil,333482,3431356,0.89,31,891908
"Cards, Playing — Geneva",1872,British Guiana,147977,3431356,0.89,31,891908
"Cards, Playing — Geneva",1872,Mauritius,135289,3431356,0.89,31,891908
"Cards, Playing — Geneva",1872,Philippine Islands,63594,3431356,0.89,31,891908
"Cards, Playing — Geneva",1872,Bengal And Burmah,62070,3431356,0.89,31,891908
"Cards, Playing — Geneva",1872,Peru,29021,3431356,0.89,31,891908
"Cards, Playing — Geneva",1872,Dutch Guiana,27665,3431356,0.89,31,891908
"Cards, Playing — Geneva",1872,Java,15573,3431356,0.89,31,891908
"Cards, Playing — Geneva",1872,Egypt,15499,3431356,0.89,31,891908
"Cards, Playing — Geneva",1872,British Possessions In South Africa,14421,3431356,0.89,31,891908
"Cards, Playing — Geneva",1872,British Honduras,11264,3431356,0.89,31,891908
"Cards, Playing — Geneva",1872,China,9998,3431356,0.89,31,891908
"Cards, Playing — Geneva",1872,Siam,9016,3431356,0.89,31,891908
"Cards, Playing — Geneva",1872,Straits Settlements,8879,3431356,0.89,31,891908
"Cards, Playing — Geneva",1872,Madras,6885,3431356,0.89,31,891908
"Cards, Playing — Geneva",1872,Other Countries,5861,3431356,0.89,31,891908
"Cards, Playing — Geneva",1872,New Granada,4388,3431356,0.89,31,891908
"Cards, Playing — Geneva",1872,Denmark,3634,3431356,0.89,31,891908
"Cards, Playing — Geneva",1872,United States Of America,3167,3431356,0.89,31,891908
"Cards, Playing — Geneva",1872,Austrian Territories,2254,3431356,0.89,31,891908
"Cards, Playing — Geneva",1872,Central America,2105,3431356,0.89,31,891908
"Cards, Playing — Geneva",1872,British West India Islands,1506,3431356,0.89,31,891908
"Cards, Playing — Geneva",1872,British India,842,3431356,0.89,31,891908
"Cards, Playing — Geneva",1872,Bombay,831,3431356,0.89,31,891908
"Cards, Playing — Geneva",1872,Channel Islands,798,3431356,0.89,31,891908
"Cards, Playing — Geneva",1872,"Portugal, Azores, And Madeira",763,3431356,0.89,31,891908
"Cards, Playing — Geneva",1872,Asiatic Turkey,735,3431356,0.89,31,891908
"Cards, Playing — Geneva",1872,Russia,570,3431356,0.89,31,891908
Woollen Yarn — Unenumerated,1872,All Countries,12883,12883,1.0,1,848738
"Fruit — Nuts, Used As Fruit",1883,United States Of America,30996,51580,0.91,3,833684
"Fruit — Nuts, Used As Fruit",1883,Other Countries,10533,51580,0.91,3,833684
"Fruit — Nuts, Used As Fruit",1883,Belgium,5168,51580,0.91,3,833684
Hemp — Dressed,1876,British East Indies,65247,194248,0.56,3,820279
Hemp — Dressed,1876,Mexico,26619,194248,0.56,3,820279
Hemp — Dressed,1876,United States Of America,16060,194248,0.56,3,820279
"Metal — Old (Other Than Iron Or Copper), Fit Only For Re-Manufacture",1880,Italy,7379,11849,0.9,2,746485
"Metal — Old (Other Than Iron Or Copper), Fit Only For Re-Manufacture",1880,Canada,3250,11849,0.9,2,746485
"Brass, Bronze, And Metal, Bronze And Lacquered",1883,Italy,3375,7145,0.67,2,698565
"Brass, Bronze, And Metal, Bronze And Lacquered",1883,Greece,1441,7145,0.67,2,698565
"Brass, Bronze, And Metal, Bronze And Lacquered",1884,Spain,3934,5284,0.74,1,698565
"Plums, French, And Pruneloes",1886,British Possessions,598,676,0.88,1,619064
"Feathers And Down — For Beds, In Beds Or Otherwise",1877,Other Countries,1296,1296,1.0,1,595772
Whalefins,1876,Wine See Page 70,1799,2853,0.63,1,591849
"Fruit — Plums, Dried Or Preserved",1883,Turkey,1024,1811,0.57,1,527076
"Arms, Ammunition, And Military Stores — Shot Of Iron, Including Shells",1877,China (Except Hong Kong,15929,31235,0.51,1,447072
"Arms, Ammunition, And Military Stores — Shot Of Iron, Including Shells",1880,Argentine Republic,7139,29536,0.69,4,447072
"Arms, Ammunition, And Military Stores — Shot Of Iron, Including Shells",1880,United States Of America (Pacific),5831,29536,0.69,4,447072
"Arms, Ammunition, And Military Stores — Shot Of Iron, Including Shells",1880,United States Of America,5831,29536,0.69,4,447072
"Arms, Ammunition, And Military Stores — Shot Of Iron, Including Shells",1880,British Possessions In South Africa,1442,29536,0.69,4,447072
Cotton Manufactures — Muslins,1872,United States Of America,12250,23261,0.53,1,251507
Cotton Manufactures — Muslins,1881,All Countries,890,890,1.0,1,251507
Bark — Of Other Sorts,1881,From All Countries,7194,7194,1.0,1,190535
Beer And Ale,1887,Egypt,13075,28594,1.0,5,187843
Beer And Ale,1887,France,10649,28594,1.0,5,187843
Beer And Ale,1887,Turkey,1940,28594,1.0,5,187843
Beer And Ale,1887,China,1612,28594,1.0,5,187843
Beer And Ale,1887,Japan,1318,28594,1.0,5,187843
Beer And Ale,1888,United States Of Colombia,6972,13945,1.0,3,187843
Beer And Ale,1888,Argentine Republic,4866,13945,1.0,3,187843
Beer And Ale,1888,Brazil,2107,13945,1.0,3,187843
"Fish, Fresh And Cured — Cod And Ling",1881,Spain,29775,46679,0.84,2,171574
"Fish, Fresh And Cured — Cod And Ling",1881,Australasia,9565,46679,0.84,2,171574
"Gunstocks In The Rough, Of Wood",1880,All Countries,4707,4707,1.0,1,166666
Metal,1895,Australasia,928,2857,0.67,5,158605
Metal,1895,New South Wales,600,2857,0.67,5,158605
Metal,1895,Victoria,310,2857,0.67,5,158605
Metal,1895,Chile,51,2857,0.67,5,158605
Metal,1895,Other British Possessions,18,2857,0.67,5,158605
"Arms, Ammunition, And Military Stores — Revolvers",1886,British Possessions,3570,3570,1.0,1,71149
"Arms, Ammunition, And Military Stores — Revolvers",1887,Other British Possessions,1635,1635,1.0,1,71149
Chicory — Roasted Or Ground In Bond,1883,British Possessions In Southafrica,417464,775549,0.54,1,66909
Corn And Grain — Rye Meal,1878,Germany,55453,56322,1.0,2,62817
Corn And Grain — Rye Meal,1878,Other Countries,869,56322,1.0,2,62817
Beads — Unenumerated,1879,Other Countries,100584,100584,1.0,1,52026
"Seeds — Unenumerated, Commonly Used For Expressing Oil Therefrom",1879,Bombay And Scinde Madras,4128,4128,1.0,1,37089
"Dye Stuffs, And Substances Used In Tanning — Safflower",1884,Bengal And Burmah,1776,1794,1.0,2,29418
"Dye Stuffs, And Substances Used In Tanning — Safflower",1884,Turkey,18,1794,1.0,2,29418
"Skins, And Furs — Eastern Coast Of Africa",1898,British East Indies,236055,376379,1.0,5,24907
"Skins, And Furs — Eastern Coast Of Africa",1898,Spain,73229,376379,1.0,5,24907
"Skins, And Furs — Eastern Coast Of Africa",1898,Persia,31500,376379,1.0,5,24907
"Skins, And Furs — Eastern Coast Of Africa",1898,Germany,23900,376379,1.0,5,24907
"Skins, And Furs — Eastern Coast Of Africa",1898,France,10131,376379,1.0,5,24907
"Skins, And Furs — Skins In Any Way Dressed (Not Leather)",1898,Germany,22424,44443,0.66,5,14559
"Skins, And Furs — Skins In Any Way Dressed (Not Leather)",1898,France,6517,44443,0.66,5,14559
"Skins, And Furs — Skins In Any Way Dressed (Not Leather)",1898,Spain,415,44443,0.66,5,14559
"Skins, And Furs — Skins In Any Way Dressed (Not Leather)",1898,Belgium,47,44443,0.66,5,14559
"Skins, And Furs — Skins In Any Way Dressed (Not Leather)",1898,British East Indies,46,44443,0.66,5,14559
"Kiln-Dried, Roasted, Or Ground",1891,Channel Islands,16471,40255,0.71,3,12855
"Kiln-Dried, Roasted, Or Ground",1891,Chile,11358,40255,0.71,3,12855
"Kiln-Dried, Roasted, Or Ground",1891,Other British Possessions,683,40255,0.71,3,12855
Sulphuric,1894,Foreign Countries,3739,3739,1.0,1,8136
Maps And Charts,1881,Other Countries,7627,13262,1.0,2,5881
Maps And Charts,1881,United States Of America,5635,13262,1.0,2,5881
"Dye Stuffs (Other Than Dye Woods), And Substances Used In Tanning Or Dyeing — Safflower",1896,Bengal,413,1072,0.5,2,4883
"Dye Stuffs (Other Than Dye Woods), And Substances Used In Tanning Or Dyeing — Safflower",1896,Madras,123,1072,0.5,2,4883
Umbrellas And Parasols,1872,Bombay And Scindebengal And Burmah,1205174702,1297257476,0.96,2,0
Umbrellas And Parasols,1872,United States Of America (Atlantic & Pacific),45939100,1297257476,0.96,2,0
"Arms, Ammunition, And Military Stores — Parts Of Fire-Arms",1872,Turkey Proper,22590,28829,0.78,1,0
Telegraphic Wires And Apparatus,1876,Bombay And Scindebengal And Burmah,7749366134,7750004938,1.0,1,0
"Arms, Ammunition, And Military Stores — Parts Of Fire-Arms",1880,Chili,20166,40707,0.63,3,0
"Arms, Ammunition, And Military Stores — Parts Of Fire-Arms",1880,Belgium,2802,40707,0.63,3,0
"Arms, Ammunition, And Military Stores — Parts Of Fire-Arms",1880,United States Of America (Pacific),2782,40707,0.63,3,0
"Specimens, Illustrative Of Naturalscience",1881,All Countries,10271,10271,1.0,1,0
"Pictures, Drawings, And Photographs",1881,Australasia,9431,9431,1.0,1,0
"Arms, Ammunition, And Military Stores — Parts Of Fire-Arms",1881,Argentine Republic,6376,8176,0.78,1,0
"Silk Manufactures — Velvet, Plain Or Figured",1881,Australasia,6004,9800,0.61,1,0
"Silk Manufactures — Velvet, Plain Or Figured",1884,Holland,851919,867750,0.98,1,0
Plated And Gilt Wares,1885,British East Indies,21368,21368,1.0,1,0
At Certain Ports,1894,Islands,306,9070,0.65,21,0
At Certain Ports,1894,Africa,305,9070,0.65,21,0
At Certain Ports,1894,Fernande Po,305,9070,0.65,21,0
At Certain Ports,1894,Macao,300,9070,0.65,21,0
At Certain Ports,1894,Portugal,294,9070,0.65,21,0
At Certain Ports,1894,Guiana,293,9070,0.65,21,0
At Certain Ports,1894,North America,292,9070,0.65,21,0
At Certain Ports,1894,Bourbon (Reunion,290,9070,0.65,21,0
At Certain Ports,1894,West Africa,289,9070,0.65,21,0
At Certain Ports,1894,Algeria,288,9070,0.65,21,0
At Certain Ports,1894,France,282,9070,0.65,21,0
At Certain Ports,1894,Belgium,277,9070,0.65,21,0
At Certain Ports,1894,Indian Seas,274,9070,0.65,21,0
At Certain Ports,1894,Java,273,9070,0.65,21,0
At Certain Ports,1894,Holland,268,9070,0.65,21,0
At Certain Ports,1894,Germany,262,9070,0.65,21,0
At Certain Ports,1894,Denmark,259,9070,0.65,21,0
At Certain Ports,1894,Norway,257,9070,0.65,21,0
At Certain Ports,1894,Sweden,254,9070,0.65,21,0
At Certain Ports,1894,Russia (Southern Ports),253,9070,0.65,21,0
At Certain Ports,1894,Russia,253,9070,0.65,21,0
