commodity,gbp,bucket,partner,partner_gbp,partner_bucket,unit,holds,shared_tokens,origin_years_shared,own_origin_years,own_anchor_years,merged_checked_years,ratio_median,ratio_range,pct_near_1,anchor_conflicts,verdict
"Oil — Seed Oil, Of All Kinds",5089349,KEEP,"Oil :Train Or Blubber, And Spermaceti",861788,EMPTY,Tun,anchor,oil,0,1872-1879,none,8,0.995,0.62-1.35,0.5,0,partial
Feathers And Down — Ornamental,4968713,KEEP,Ornamental,250631,EMPTY,Lb,anchor,ornamental,0,1891-1898,none,7,0.521,0.5-48.82,0.0,0,rejects
Feathers And Down — Ornamental,4968713,KEEP,Feathers: For Beds Cwts. Ornamental,0,EMPTY,Lb,anchor,feathers ornamental,0,1891-1898,none,4,0.0,0.0-0.0,0.0,0,rejects
Cotton Manufactures — Unenumerated,4961454,REVIEW,Cotton — Raw,1264418293,KEEP,Cwt,anchor,cotton,5,1895-1899,none,5,1.797,1.76-1.85,0.0,0,rejects
Meat — Other Sorts,4960186,FOLD?,"Meat, Unenumerated — Salted Or Fresh",7761677,KEEP,Cwt,anchor,meat,7,1893-1899,none,7,1.978,1.55-2.23,0.0,0,rejects
Meat — Other Sorts,4960186,FOLD?,Meat (Except Poultry And Game) — Salted,0,EMPTY,Cwt,anchor,meat,0,1893-1899,none,4,1.36,0.96-1.54,0.25,0,rejects
Meat — Other Sorts,4960186,FOLD?,"Meat (Except Poultry And Game) — Pork, Fresh",0,EMPTY,Cwt,anchor,meat,0,1893-1899,none,4,0.773,0.36-0.8,0.0,0,partial
Meat — Other Sorts,4960186,FOLD?,Meat (Except Poultry And Game) — Salted (Other Than Bacon And Hams),0,EMPTY,Cwt,anchor,meat,0,1893-1899,none,4,1.016,0.85-1.13,0.5,0,partial
Meat — Other Sorts,4960186,FOLD?,"Meat (Except Poultry And Game) — Unenumerated, Salted Or Fresh",0,EMPTY,Cwt,anchor,meat,0,1893-1899,none,4,0.736,0.52-0.85,0.0,0,rejects
Rags And Other Materials For Making Paper — Pulp Of Rags And Wood,4817499,KEEP,Rags And Other Materials For Making Paper — Linen And Cotton,6627064,KEEP,Ton,anchor,making materials paper rags,12,1872-1886,none,15,2.314,0.56-4.37,0.0,0,rejects
Rags And Other Materials For Making Paper — Pulp Of Rags And Wood,4817499,KEEP,"Rags, Woollen, Applicable To Other Uses Than Manure, Torn Up Or Not",10544268,KEEP,Ton,anchor,rags,10,1872-1886,none,11,2.291,1.53-4.0,0.0,0,rejects
Rags And Other Materials For Making Paper — Pulp Of Rags And Wood,4817499,KEEP,"Rags, And Other Materials For Making Paper — Rags, Woollen, Applicable To Other Uses Than Manure",4130429,KEEP,Ton,anchor,making materials paper rags,1,1872-1886,none,8,0.528,0.36-0.83,0.0,0,rejects
Rags And Other Materials For Making Paper — Pulp Of Rags And Wood,4817499,KEEP,"Esparto, And Other Materials",2107750,EMPTY,Ton,anchor,materials,0,1872-1886,none,15,0.149,0.07-0.38,0.0,0,rejects
"Manures — Bones Of Animals, And Fish For Manure Only",4815274,KEEP,Manures — Guano,18126315,KEEP,Ton,anchor,manures,9,1872-1880,none,9,1.654,1.11-1.85,0.0,0,rejects
"Manures — Bones Of Animals, And Fish For Manure Only",4815274,KEEP,"Rags, Woollen, Applicable To Other Uses Than Manure, Torn Up Or Not",10544268,KEEP,Ton,anchor,manure,5,1872-1880,none,5,3.675,2.89-4.13,0.0,0,rejects
"Manures — Bones Of Animals, And Fish For Manure Only",4815274,KEEP,Bones Of All Kinds (Except Whalefins),430442,EMPTY,Ton,anchor,bones,0,1872-1880,none,9,0.89,0.87-0.95,0.44,0,partial
Cheese — Wheat,4743377,KEEP,Cheese,137512663,KEEP,Cwt,anchor,cheese,1,1899-1899,none,1,8.233,8.23-8.23,0.0,0,rejects
Cheese — Wheat,4743377,KEEP,Wheat,18760505,EMPTY,Cwt,anchor,wheat,0,1899-1899,none,1,0.26,0.26-0.26,0.0,0,rejects
Cheese — Wheat,4743377,KEEP,Imitation Cheese,148,EMPTY,Cwt,anchor,cheese,0,1899-1899,none,1,3018.793,3018.79-3018.79,0.0,0,rejects
Beef — Fresh Or Slightly Salted,4684177,KEEP,"Beef, Salted And Fresh",550663,EMPTY,Cwt,anchor,beef fresh salted,0,1872-1879,none,8,0.417,0.13-0.7,0.0,0,rejects
Beef — Fresh Or Slightly Salted,4684177,KEEP,"Meat, Salted Or Fresh",119423,EMPTY,Cwt,anchor,fresh salted,0,1872-1879,none,8,1.861,0.24-3.71,0.0,0,rejects
Beef — Fresh Or Slightly Salted,4684177,KEEP,"Pork, Salted And Fresh",382221,EMPTY,Cwt,anchor,fresh salted,0,1872-1879,none,8,0.455,0.11-1.54,0.0,0,rejects
Oil — Train Or Blubber,4664445,FOLD?,"Oil :Train Or Blubber, And Spermaceti",861788,EMPTY,Tun,anchor,blubber oil train,0,1872-1881,none,9,0.807,0.12-0.89,0.0,0,partial
"Cheese — China Or Porcelain, And Earthen- Ware",4637387,DUPE-FAM,Cheese,137512663,KEEP,Cwt,anchor,cheese,7,1886-1896,none,7,1.117,1.09-1.43,0.29,0,partial
"Cheese — China Or Porcelain, And Earthen- Ware",4637387,DUPE-FAM,"China, Or Porcelain, And Earthenware",10946141,REVIEW,Cwt,anchor,china porcelain,6,1886-1896,none,7,1.997,1.0-2.0,0.14,0,rejects
"Cheese — China Or Porcelain, And Earthen- Ware",4637387,DUPE-FAM,Imitation Cheese,148,EMPTY,Cwt,anchor,cheese,0,1886-1896,none,3,1703.059,768.9-3482.21,0.0,0,rejects
"Books, Bound And Unbound, In- Cluding Maps And Charts",4621447,REVIEW,Books,1715939,KEEP,Cwt,anchor,books,0,1893-1898,none,4,85.02,67.39-86.0,0.0,0,rejects
"Books, Bound And Unbound, In- Cluding Maps And Charts",4621447,REVIEW,"Books, Printed, Bound And Unbound, Including Maps And Charts",283748,EMPTY,Cwt,anchor,books bound charts maps unbound,0,1893-1898,none,4,76.669,63.79-85.02,0.0,0,rejects
"Stones, Marble, Rough Hewn, Or Manufactured (Other Than Works Of Art)",4599683,FOLD?,"Rags, Woollen, Applicable To Other Uses Than Manure, Torn Up Or Not",10544268,KEEP,Ton,anchor,than,1,1895-1899,none,5,22.264,15.27-28.55,0.0,0,rejects
"Stones, Marble, Rough Hewn, Or Manufactured (Other Than Works Of Art)",4599683,FOLD?,"Old, Fit Only To Be Re-Manufactured",1232617,REVIEW,Ton,anchor,manufactured,5,1895-1899,none,5,179.33,143.65-226.6,0.0,0,rejects
"Stones, Marble, Rough Hewn, Or Manufactured (Other Than Works Of Art)",4599683,FOLD?,Wrought Or Manufactured,301953,EMPTY,Ton,anchor,manufactured,0,1895-1899,none,4,219.472,204.25-225.54,0.0,0,rejects
"Stones, Marble, Rough Hewn, Or Manufactured (Other Than Works Of Art)",4599683,FOLD?,Manufactures Of Iron And Steel — Wrought Or Manufactured,0,EMPTY,Ton,anchor,manufactured,0,1895-1899,none,1,222.161,222.16-222.16,0.0,0,rejects
"Stones, Marble, Rough Hewn, Or Manufactured (Other Than Works Of Art)",4599683,FOLD?,"Asphalt, Or Bitumen (Other Than Painters' Colours Or Drugs)",78958,EMPTY,Ton,anchor,than,0,1895-1899,none,4,18.849,15.3-23.73,0.0,0,rejects
"Wool — Goats' Wool, Mohair",4598141,KEEP,Wool — Other Goats' Wool Or Hair,10979859,KEEP,?,anchor,goats wool,4,1896-1899,none,4,26.591,9.99-34.76,0.0,0,rejects
"Wool — Goats' Wool, Mohair",4598141,KEEP,Wool And Zephyr Yarn,0,EMPTY,?,anchor,wool,0,1896-1899,none,4,2.062,1.34-2.15,0.0,0,rejects
Flax — Tow Or Codilla Of,4542750,KEEP,"Flax, Dressed Or Undressed",57400776,KEEP,Cwt,anchor,flax,8,1873-1891,none,2,0.148,0.12-0.15,0.0,0,rejects
Flax — Tow Or Codilla Of,4542750,KEEP,"Flax, Dressed And Undressed, And Tow",307865,DUPE-FAM,Cwt,anchor,flax tow,0,1873-1891,none,10,0.174,0.12-2.45,0.0,0,rejects
Flax — Tow Or Codilla Of,4542750,KEEP,"Hemp, Dressed And Undressed, And Tow",2210760,EMPTY,Cwt,anchor,tow,0,1873-1891,none,10,0.257,0.22-2.31,0.0,0,rejects
"Fruit — Preserved Without Sugar, Unenumerated",4495099,REVIEW,"Preserved Without Sugar, Other Than Dried",3779434,REVIEW,Lb,anchor,preserved sugar without,3,1872-1895,none,1,2.523,2.52-2.52,0.0,0,rejects
"Fruit — Preserved Without Sugar, Unenumerated",4495099,REVIEW,Sugar: Refined And Candy - Cuts,4263373,EMPTY,Lb,anchor,sugar,0,1872-1895,none,4,3.259,3.07-3.91,0.0,0,rejects
Fish (Including Turtle) — Shell Fish Of All Sorts,4489204,NAME-ART?,"Lac, Seed, Shell, Stick, And Dye",23754989,KEEP,Cwt,anchor,shell,10,1890-1899,none,10,5.462,4.08-6.76,0.0,0,rejects
Fish (Including Turtle) — Shell Fish Of All Sorts,4489204,NAME-ART?,"Glass — Window And German Sheet, Including Shades And Cylinders",10413119,KEEP,Cwt,anchor,including,10,1890-1899,none,6,1.274,1.21-1.34,0.0,0,partial
Fish (Including Turtle) — Shell Fish Of All Sorts,4489204,NAME-ART?,Fish,1174134,DUPE-FAM,Cwt,anchor,fish,0,1890-1899,none,4,0.207,0.14-0.23,0.0,0,rejects
Fish (Including Turtle) — Shell Fish Of All Sorts,4489204,NAME-ART?,"Fish — Fresh (Not Of British Taking), Other Sorts",1957487,REVIEW,Cwt,anchor,fish,5,1890-1899,none,1,1.119,1.12-1.12,0.0,0,partial
Fish (Including Turtle) — Shell Fish Of All Sorts,4489204,NAME-ART?,"Fish — Fresh, Other Sorts",726617,DUPE-FAM,Cwt,anchor,fish,2,1890-1899,none,6,1.396,1.33-2.86,0.0,0,rejects
Fish (Including Turtle) — Shell Fish Of All Sorts,4489204,NAME-ART?,Butter — Margarine (Including All Kinds Of Artificial Or Imitation Butter),23332772,KEEP,Cwt,anchor,including,7,1890-1899,none,5,1.355,0.98-1.74,0.2,0,rejects
Fish (Including Turtle) — Shell Fish Of All Sorts,4489204,NAME-ART?,"Eggs — Shell Fish, Oysters For Food",226650,DUPE-FAM,Cwt,anchor,fish shell,0,1890-1899,none,5,1.518,1.3-1.82,0.0,0,rejects
Fish (Including Turtle) — Shell Fish Of All Sorts,4489204,NAME-ART?,Shell Fish : Oysters,392165,REVIEW,Cwt,anchor,fish shell,2,1890-1899,none,6,1.816,1.0-2.52,0.33,0,rejects
Fish (Including Turtle) — Shell Fish Of All Sorts,4489204,NAME-ART?,"Fish, Of All Sorts",2811455,EMPTY,Cwt,anchor,fish,0,1890-1899,none,7,0.146,0.13-0.23,0.0,0,rejects
Fish (Including Turtle) — Shell Fish Of All Sorts,4489204,NAME-ART?,"Fish : Fresh, Herrings",114934,EMPTY,Cwt,anchor,fish,0,1890-1899,none,5,0.437,0.34-0.61,0.0,0,rejects
Fish (Including Turtle) — Shell Fish Of All Sorts,4489204,NAME-ART?,Other Sorts Of Shell Fish,50174,EMPTY,Cwt,anchor,fish shell,0,1890-1899,none,7,2.529,2.06-3.11,0.0,0,rejects
Fish (Including Turtle) — Shell Fish Of All Sorts,4489204,NAME-ART?,Margarine (Including All Kinds Of Imitation Butter),2557170,EMPTY,Cwt,anchor,including,0,1890-1899,none,7,0.346,0.24-0.39,0.0,0,rejects
Fish (Including Turtle) — Shell Fish Of All Sorts,4489204,NAME-ART?,"Books, Printed, Bound And Unbound, Including Maps And Charts",283748,EMPTY,Cwt,anchor,including,0,1890-1899,none,5,7.226,6.44-8.26,0.0,0,rejects
Fish (Including Turtle) — Shell Fish Of All Sorts,4489204,NAME-ART?,Wax (Including Ozokerit And Earth Wax),194630,EMPTY,Cwt,anchor,including,0,1890-1899,none,4,7.6,5.45-7.74,0.0,0,rejects
Fish (Including Turtle) — Shell Fish Of All Sorts,4489204,NAME-ART?,Whalebone (Including Finners),130013,EMPTY,Cwt,anchor,including,0,1890-1899,none,4,89.789,73.57-142.93,0.0,0,rejects
Fish (Including Turtle) — Shell Fish Of All Sorts,4489204,NAME-ART?,Paper Of All Kinds (Including Straw-Boards And Wood Pulp Boards),0,EMPTY,Cwt,anchor,including,0,1890-1899,none,5,0.108,0.1-0.19,0.0,0,rejects
Fish (Including Turtle) — Shell Fish Of All Sorts,4489204,NAME-ART?,"Iac, Seed, Shell, Stick And Dye",0,EMPTY,Cwt,anchor,shell,0,1890-1899,none,5,2.81,1.82-3.66,0.0,0,rejects
"Flowers, Artificial — Almonds",4329079,KEEP,Butter — Margarine (Including All Kinds Of Artificial Or Imitation Butter),23332772,KEEP,Cwt,anchor,artificial,1,1872-1893,none,1,1.535,1.54-1.54,0.0,0,rejects
"Wine — White, In Casks",4323801,KEEP,Wine — Total Of All Kinds,597496362,KEEP,Gallon,anchor,wine,5,1889-1893,none,5,1.207,1.2-1.23,0.0,0,partial
"Wine — White, In Casks",4323801,KEEP,Wine — Red,56297450,KEEP,Gallon,anchor,wine,5,1889-1893,none,1,1.398,1.4-1.4,0.0,0,rejects
"Wine — White, In Casks",4323801,KEEP,Wine — White,77056561,KEEP,Gallon,anchor,white wine,5,1889-1893,none,1,2.703,2.7-2.7,0.0,0,rejects
"Mutton, Fresh — From Australasia",4312562,DUPE-FAM,Preserved Otherwise Than By Salting — Mutton,1898491,KEEP,?,anchor,mutton,1,1886-1894,none,2,0.112,0.06-0.11,0.0,0,rejects
"Mutton, Fresh — From Australasia",4312562,DUPE-FAM,"Fresh, Herrings",116379,EMPTY,?,anchor,fresh,0,1886-1894,none,1,0.007,0.01-0.01,0.0,0,rejects
"Meat. Unenumerated — Preserved, Otherwise Than By Salting : Beef",4229664,KEEP,"Meat, Unenumerated — Salted Or Fresh",7761677,KEEP,Cwt,anchor,meat,4,1890-1893,none,4,5.828,1.87-6.25,0.0,0,rejects
"Meat. Unenumerated — Preserved, Otherwise Than By Salting : Beef",4229664,KEEP,"Preserved, Otherwise Than By Salting",23130049,KEEP,Cwt,anchor,otherwise preserved salting than,0,1890-1893,none,4,0.742,0.22-0.78,0.0,0,rejects
"Meat. Unenumerated — Preserved, Otherwise Than By Salting : Beef",4229664,KEEP,"Rags, Woollen, Applicable To Other Uses Than Manure, Torn Up Or Not",10544268,KEEP,Cwt,anchor,than,0,1890-1893,none,2,24.82,3.86-24.82,0.0,0,rejects
"Meat. Unenumerated — Preserved, Otherwise Than By Salting : Beef",4229664,KEEP,Fruits And Vegetables Preserved In Sugar,2087185,REVIEW,Cwt,anchor,preserved,1,1890-1893,none,2,5.857,1.4-5.86,0.0,0,rejects
"Meat. Unenumerated — Preserved, Otherwise Than By Salting : Beef",4229664,KEEP,Beef — Salted,16153,REVIEW,Cwt,anchor,beef,1,1890-1893,none,2,2.274,0.67-2.27,0.0,0,rejects
"Meat. Unenumerated — Preserved, Otherwise Than By Salting : Beef",4229664,KEEP,"Beef, Salted And Fresh",550663,EMPTY,Cwt,anchor,beef,0,1890-1893,none,4,0.256,0.06-0.27,0.0,0,rejects
"Meat. Unenumerated — Preserved, Otherwise Than By Salting : Beef",4229664,KEEP,Dried Or Preserved,12749,EMPTY,Cwt,anchor,preserved,0,1890-1893,none,1,4.706,4.71-4.71,0.0,0,rejects
"Meat. Unenumerated — Preserved, Otherwise Than By Salting : Beef",4229664,KEEP,Beef,0,EMPTY,Cwt,anchor,beef,0,1890-1893,none,1,0.33,0.33-0.33,0.0,0,rejects
"Glass — Window Glass (Not Being Plate Glass), And German Sheet Glass, Including Shades And Cylinders",4222867,KEEP,Glass,3336334,REVIEW,Cwt,anchor,glass,1,1872-1881,none,5,0.563,0.53-0.58,0.0,0,rejects
"Glass — Window Glass (Not Being Plate Glass), And German Sheet Glass, Including Shades And Cylinders",4222867,KEEP,"Glass, Of All Kinds",920020,EMPTY,Cwt,anchor,glass,0,1872-1881,none,10,0.563,0.52-0.62,0.0,0,rejects
Oil — Oil Seed Cakes,4142151,KEEP,Oil — Olive,21697796,KEEP,Ton,anchor,oil,0,1872-1874,none,3,5.59,3.93-6.75,0.0,0,rejects
Oil — Oil Seed Cakes,4142151,KEEP,"Seed, Of All Kinds",629654,EMPTY,Ton,anchor,seed,0,1872-1874,none,3,7.855,6.69-8.61,0.0,0,rejects
Oil — Oil Seed Cakes,4142151,KEEP,For Expressing Oil Therefrom,374505,EMPTY,Ton,anchor,oil,0,1872-1874,none,3,5.823,4.82-8.09,0.0,0,rejects
Oil — Oil Seed Cakes,4142151,KEEP,Nuts And Kernels :For Expressing Oil Therefrom,342723,EMPTY,Ton,anchor,oil,0,1872-1874,none,3,5.823,4.82-8.09,0.0,0,rejects
"Rags, And Other Materials For Making Paper — Rags, Woollen, Applicable To Other Uses Than Manure",4130429,KEEP,Rags And Other Materials For Making Paper — Linen And Cotton,6627064,KEEP,Ton,anchor,making materials paper rags,5,1886-1895,1868-1879,10,1.738,0.48-2.13,0.0,11,rejects
"Rags, And Other Materials For Making Paper — Rags, Woollen, Applicable To Other Uses Than Manure",4130429,KEEP,"Paper-Making Materials — Esparto, And Other Vegetable Fibres",30357824,KEEP,Ton,anchor,making materials paper,6,1886-1895,1868-1879,9,4.537,1.2-5.58,0.0,0,rejects
"Rags, And Other Materials For Making Paper — Rags, Woollen, Applicable To Other Uses Than Manure",4130429,KEEP,Rags And Other Materials For Making Paper — Pulp Of Rags And Wood,4817499,KEEP,Ton,origins,making materials paper rags,1,1886-1895,1868-1879,8,0.528,0.36-0.83,0.0,0,rejects
"Rags, And Other Materials For Making Paper — Rags, Woollen, Applicable To Other Uses Than Manure",4130429,KEEP,"Stationery Other Than Paper — Stones, Marble, Slate, And Other Sorts Of Stone, Rough, Hewn, Or Manufactured",2395788,KEEP,Ton,origins,paper than,0,1886-1895,1868-1879,5,3.046,1.58-11.37,0.0,0,rejects
"Rags, And Other Materials For Making Paper — Rags, Woollen, Applicable To Other Uses Than Manure",4130429,KEEP,"Quicksilver, Metallic — Linens And Cotton Rags",287100,DUPE-FAM,Ton,origins,rags,0,1886-1895,1868-1879,1,0.655,0.65-0.65,0.0,0,rejects
"Rags, And Other Materials For Making Paper — Rags, Woollen, Applicable To Other Uses Than Manure",4130429,KEEP,Paper-Making Materials — Pulp Of Wood,12021749,KEEP,Ton,anchor,making materials paper,5,1886-1895,1868-1879,1,1.127,1.13-1.13,0.0,0,partial
"Rags, And Other Materials For Making Paper — Rags, Woollen, Applicable To Other Uses Than Manure",4130429,KEEP,Paper-Making Materials — Linen And Cotton Rags,809585,KEEP,Ton,anchor,making materials paper rags,1,1886-1895,1868-1879,3,1.128,0.74-2.48,0.0,0,partial
"Rags, And Other Materials For Making Paper — Rags, Woollen, Applicable To Other Uses Than Manure",4130429,KEEP,"Paper-Making Materials — Pulp Of Wood, Chemical",2661603,KEEP,Ton,anchor,making materials paper,0,1886-1895,1868-1879,1,0.127,0.13-0.13,0.0,0,rejects
"Rags, And Other Materials For Making Paper — Rags, Woollen, Applicable To Other Uses Than Manure",4130429,KEEP,"Esparto, And Other Materials",2107750,EMPTY,Ton,anchor,materials,0,1886-1895,1868-1879,6,0.091,0.07-0.1,0.0,12,rejects
"Rags, And Other Materials For Making Paper — Rags, Woollen, Applicable To Other Uses Than Manure",4130429,KEEP,"Esparto, And All Other Materials",0,EMPTY,Ton,anchor,materials,0,1886-1895,1868-1879,1,0.074,0.07-0.07,0.0,0,rejects
"Rags, And Other Materials For Making Paper — Rags, Woollen, Applicable To Other Uses Than Manure",4130429,KEEP,Other Materials,7896,EMPTY,Ton,anchor,materials,0,1886-1895,1868-1879,1,1.501,1.5-1.5,0.0,3,rejects
"Rags, And Other Materials For Making Paper — Rags, Woollen, Applicable To Other Uses Than Manure",4130429,KEEP,"Bones, Applicable To Manufacturing Purposes",68566,EMPTY,Ton,anchor,applicable,0,1886-1895,1868-1879,1,3.189,3.19-3.19,0.0,0,rejects
"Rags, And Other Materials For Making Paper — Rags, Woollen, Applicable To Other Uses Than Manure",4130429,KEEP,Unenumerated Vegetable Substances Applic-Able To The Same Uses As Hemp Or Flax - },0,EMPTY,Ton,anchor,uses,0,1886-1895,1868-1879,1,3.918,3.92-3.92,0.0,0,rejects
Rosin — Sago And Sago Flour,4047255,KEEP,Rosin,13075444,KEEP,Cwt,anchor,rosin,10,1875-1894,none,10,1.668,1.35-2.93,0.0,0,rejects
Rosin — Sago And Sago Flour,4047255,KEEP,"Sago, And Flour Or Meal Thereof",3111542,KEEP,Cwt,anchor,flour sago,1,1875-1894,none,1,3.969,3.97-3.97,0.0,0,rejects
Rosin — Sago And Sago Flour,4047255,KEEP,Sago,235834,EMPTY,Cwt,anchor,sago,0,1875-1894,none,10,1.994,1.0-2.0,0.3,0,rejects
Rosin — Sago And Sago Flour,4047255,KEEP,Other Kinds Of Meal And Flour,0,EMPTY,Cwt,anchor,flour,0,1875-1894,none,10,1.333,0.53-4.34,0.3,0,rejects
"Dye Stuffs, And Substances Used In Tanning — Unenumerated",4033508,REVIEW,"Lac, Seed, Shell, Stick, And Dye",23754989,KEEP,Cwt,anchor,dye,13,1880-1894,none,13,4.182,2.27-4.7,0.0,0,rejects
"Dye Stuffs, And Substances Used In Tanning — Unenumerated",4033508,REVIEW,"Dyeing Or Tanning Stuffs — Cochineal, Granilla, And Dust",343885,EMPTY,Cwt,anchor,stuffs tanning,0,1880-1894,none,13,19.38,5.91-59.37,0.0,0,rejects
"Dye Stuffs, And Substances Used In Tanning — Unenumerated",4033508,REVIEW,Dyeing Or Tanning Stuffs — Madder Root And Munjeet,15683,EMPTY,Cwt,anchor,stuffs tanning,0,1880-1894,none,1,16.704,16.7-16.7,0.0,0,rejects
"Dye Stuffs, And Substances Used In Tanning — Unenumerated",4033508,REVIEW,"Dyeing Or Tanning Stuffs — Madder, Madder Root, Garanoine, And Munjeet",21395,EMPTY,Cwt,anchor,stuffs tanning,0,1880-1894,none,10,17.628,9.87-37.17,0.0,0,rejects
"Dye Stuffs, And Substances Used In Tanning — Unenumerated",4033508,REVIEW,"Iac, Seed, Shell, Stick And Dye",0,EMPTY,Cwt,anchor,dye,0,1880-1894,none,1,2.335,2.34-2.34,0.0,0,rejects
"Dye Stuffs, And Substances Used In Tanning — Unenumerated",4033508,REVIEW,"Other Farinaceous Substances, Unenumerated - Value £",0,EMPTY,Cwt,anchor,substances,0,1880-1894,none,4,0.22,0.12-0.22,0.0,0,rejects
"Dye Stuffs (Other Than Dye Woods), And Substances Used In Tanning Or Dyeing — Valonia",4003272,REVIEW,Dye Woods — Logwood,21269545,KEEP,Ton,anchor,dye woods,4,1895-1899,none,5,153.685,3.56-223.38,0.0,0,rejects
"Dye Stuffs (Other Than Dye Woods), And Substances Used In Tanning Or Dyeing — Valonia",4003272,REVIEW,Dye Woods — Unenumerated,3908895,KEEP,Ton,anchor,dye woods,3,1895-1899,none,5,15.558,10.22-21.89,0.0,0,rejects
"Dye Stuffs (Other Than Dye Woods), And Substances Used In Tanning Or Dyeing — Valonia",4003272,REVIEW,Valonia,1154874,KEEP,Ton,anchor,valonia,0,1895-1899,none,5,5.055,3.88-9.75,0.0,0,rejects
"Dye Stuffs (Other Than Dye Woods), And Substances Used In Tanning Or Dyeing — Valonia",4003272,REVIEW,"Rags, Woollen, Applicable To Other Uses Than Manure, Torn Up Or Not",10544268,KEEP,Ton,anchor,than,1,1895-1899,none,5,5.499,3.46-9.23,0.0,0,rejects
"Dye Stuffs (Other Than Dye Woods), And Substances Used In Tanning Or Dyeing — Valonia",4003272,REVIEW,"Hemp — Unenumerated Vegetable Substances, Applicable To The Same Uses As Flax Or Hemp",1355538,REVIEW,Ton,anchor,substances,2,1895-1899,none,5,28.46,19.5-38.81,0.0,0,rejects
"Dye Stuffs (Other Than Dye Woods), And Substances Used In Tanning Or Dyeing — Valonia",4003272,REVIEW,"Stones, Marble, And Slate : Rough, Hewn Or Manufactured : (Other Than Works Of Art)",8639675,KEEP,Ton,anchor,than,1,1895-1899,none,5,0.246,0.13-1.6,0.0,0,rejects
"Dye Stuffs (Other Than Dye Woods), And Substances Used In Tanning Or Dyeing — Valonia",4003272,REVIEW,Furniture Woods And Hardwoods — Unenumerated,450066,EMPTY,Ton,anchor,woods,0,1895-1899,none,2,3.52,1.21-3.52,0.0,0,rejects
"Dye Stuffs (Other Than Dye Woods), And Substances Used In Tanning Or Dyeing — Valonia",4003272,REVIEW,Wood And Timber — Furniture Woods: Mahogany,521859,EMPTY,Ton,anchor,woods,0,1895-1899,none,5,2.803,1.57-9.96,0.0,0,rejects
"Dye Stuffs (Other Than Dye Woods), And Substances Used In Tanning Or Dyeing — Valonia",4003272,REVIEW,Unenumerated Vegetable Substances Applic-Able To The Same Uses As Hemp Or Flax - },0,EMPTY,Ton,anchor,substances,0,1895-1899,none,3,25.738,19.5-36.16,0.0,0,rejects
"Dye Stuffs (Other Than Dye Woods), And Substances Used In Tanning Or Dyeing — Valonia",4003272,REVIEW,"Asphalt, Or Bitumen (Other Than Painters' Colours Or Drugs)",78958,EMPTY,Ton,anchor,than,0,1895-1899,none,4,4.776,2.05-5.8,0.0,0,rejects
"Dye Stuffs, And Substances Used In Tanning — Myrobalans",3929118,REVIEW,"Lac, Seed, Shell, Stick, And Dye",23754989,KEEP,Cwt,anchor,dye,10,1883-1894,none,10,10.229,5.3-18.13,0.0,0,rejects
"Dye Stuffs, And Substances Used In Tanning — Myrobalans",3929118,REVIEW,"Dyeing Or Tanning Stuffs — Cochineal, Granilla, And Dust",343885,EMPTY,Cwt,anchor,stuffs tanning,0,1883-1894,none,10,129.362,23.13-401.93,0.0,0,rejects
"Dye Stuffs, And Substances Used In Tanning — Myrobalans",3929118,REVIEW,Myrobalans,179007,EMPTY,Cwt,anchor,myrobalans,0,1883-1894,none,7,1.996,1.0-2.0,0.14,0,rejects
