flow,measure,group,article,year,values
import,value,,"Lac. Seed, Shell, Stick, and Dye . . . . . """,1884,"112,479"
import,value,,"Lac. Seed, Shell, Stick, and Dye . . . . . """,1885,"119,511"
import,value,,"Lac. Seed, Shell, Stick, and Dye . . . . . """,1886,"107,261"
import,value,,"Lac. Seed, Shell, Stick, and Dye . . . . . """,1887,"110,778"
import,value,,"Lac. Seed, Shell, Stick, and Dye . . . . . """,1888,"103,138|103,183"
import,value,,Laco - - - - -,1885,"1,032,311"
import,value,,Laco - - - - -,1886,"1,310,639"
import,value,,Laco - - - - -,1887,"1,012,536"
import,value,,Laco - - - - -,1888,"814,576"
import,value,,Laco - - - - -,1889,"1,032,619"
import,value,,Lard . . . . . Cuts.,1888,"885,036"
import,value,,Lard . . . . . Cuts.,1889,"1,192,651"
import,value,,Lard . . . . . Cuts.,1890,"1,273,236"
import,value,,Lard . . . . . Cuts.,1891,"1,051,284"
import,value,,Lard . . . . . Cuts.,1892,"1,239,051"
import,value,,Lard . . . . . Cwtts.,1884,"699,827"
import,value,,Lard . . . . . Cwtts.,1885,"871,210"
import,value,,Lard . . . . . Cwtts.,1886,"895,463"
import,value,,Lard . . . . . Cwtts.,1887,"907,634"
import,value,,Lard . . . . . Cwtts.,1888,"885,036"
import,value,,"Lead, Pig or Sheet - - - - -",1894,"1,514,735"
import,value,,Leather Manufactures :  Boots and Shoes . . . . . Dozen Pairs,1888,"129,980"
import,value,,Leather Manufactures :  Boots and Shoes . . . . . Dozen Pairs,1889,"100,195"
import,value,,Leather Manufactures :  Boots and Shoes . . . . . Dozen Pairs,1890,"99,613"
import,value,,Leather Manufactures :  Boots and Shoes . . . . . Dozen Pairs,1891,"102,082"
import,value,,Leather Manufactures :  Boots and Shoes . . . . . Dozen Pairs,1892,"118,386"
import,value,,Leather Manufactures :Boots and Shoes · · · · ·,1887,"433,019"
import,value,,Leather Manufactures :Boots and Shoes · · · · ·,1888,"389,826"
import,value,,Leather Manufactures :Boots and Shoes · · · · ·,1889,"350,856"
import,value,,Leather Manufactures :Boots and Shoes · · · · ·,1890,"333,011"
import,value,,Leather Manufactures :Boots and Shoes · · · · ·,1891,"322,746"
import,value,,Lemons - - - - -,1893,"334,904|334,901"
import,value,,Linen Yarn . . . . . Lbs.,1884,"4,675,750"
import,value,,Linen Yarn . . . . . Lbs.,1885,"5,892,025"
import,value,,Linen Yarn . . . . . Lbs.,1886,"12,424,610"
import,value,,Linen Yarn . . . . . Lbs.,1887,"14,161,645|555,701"
import,value,,Linen and Cotton Rags - - - - -,1889,"426,322"
import,value,,"Linen, Yarn . . . . . Lbs.",1889,"19,637,817|769,398"
import,value,,"Linen, Yarn . . . . . Lbs.",1890,"17,365,236|681,607"
import,value,,"Linen, Yarn . . . . . Lbs.",1891,"19,130,076|758,749"
import,value,,Liquorice . . . . . Cuts.,1888,"34,831"
import,value,,Liquorice . . . . . Cuts.,1889,"29,501"
import,value,,Liquorice . . . . . Cuts.,1890,"27,447"
import,value,,Liquorice . . . . . Cuts.,1891,"29,324"
import,value,,Liquorice . . . . . Cuts.,1892,"31,119"
import,value,,Liquorice . . . . . Cwtts.,1884,"21,182"
import,value,,Liquorice . . . . . Cwtts.,1885,"23,825"
import,value,,Liquorice . . . . . Cwtts.,1886,"27,019"
import,value,,Liquorice . . . . . Cwtts.,1887,"26,378"
import,value,,Liquorice . . . . . Cwtts.,1888,"34,831"
import,value,,"Madder, Mulder Root, Garancine, and Munjeet - - - - -",1893,"11,039"
import,value,,"Madder, Mulder Root, Garancine, and Munjeet - - - - -",1894,"12,563"
import,value,,"Madder, Mulder Root, Garancine, and Munjeet - - - - -",1895,"8,110"
import,value,,"Madder, Mulder Root, Garancine, and Munjeet - - - - -",1896,"7,684"
import,value,,"Madder, Mulder Root, Garancine, and Munjeet - - - - -",1897,"4,911"
import,value,,Manufactures . . . . . Cuts.,1888,"361,485"
import,value,,Manufactures . . . . . Cuts.,1889,"384,070"
import,value,,Manufactures . . . . . Cuts.,1890,"350,852"
import,value,,Manufactures . . . . . Cuts.,1891,"403,163"
import,value,,Manufactures . . . . . Cuts.,1892,"378,161"
import,value,,Manufactures of India and China,1881,"26,406"
import,value,,Manufactures of India and China - - - - -,1868,"46,773"
import,value,,"Manufactures, of all other sorts - - - - -",1893,"10,344,070"
import,value,,Manufactures: Piece Goods - - - - -,1896,"1,049,748"
import,value,,"Manures :  Phosphate of Lime and Rock . . . . . """,1888,"257,886|544,919"
import,value,,"Manures :  Phosphate of Lime and Rock . . . . . """,1889,"703,704|304,953"
import,value,,"Manures :  Phosphate of Lime and Rock . . . . . """,1890,"849,452|343,501"
import,value,,"Manures :  Phosphate of Lime and Rock . . . . . """,1891,"628,395|256,772"
import,value,,"Manures :  Phosphate of Lime and Rock . . . . . """,1892,"314,130"
import,value,,Manures : Bones for Manure - - - - -,1889,"308,212"
import,value,,Manures :Phosphate of Lime and Rock · · · · ·,1887,"614,088"
import,value,,Mares - - - - -,1893,"60,865"
import,value,,Mares - - - - -,1900,"549,774"
import,value,,Margarine (including all kinds of Imitation Butter) - - - - -,1893,"3,655,344"
import,value,,Margarine - - - - -,1889,"3,655,061"
import,value,,"Meat : Unenumerated, Salted or Fresh . . . . . Cwtts.",1884,"18,472"
import,value,,"Meat : Unenumerated, Salted or Fresh . . . . . Cwtts.",1885,"27,776"
import,value,,"Meat : Unenumerated, Salted or Fresh . . . . . Cwtts.",1886,"41,528"
import,value,,"Meat : Unenumerated, Salted or Fresh . . . . . Cwtts.",1887,"43,680"
import,value,,"Meat : Unenumerated, Salted or Fresh . . . . . Cwtts.",1888,"56,998"
import,value,,"Meat, Unenumerated ; Salted or Fresh . . . . . Cuts.",1888,"56,998"
import,value,,"Meat, Unenumerated ; Salted or Fresh . . . . . Cuts.",1889,"82,862"
import,value,,"Meat, Unenumerated ; Salted or Fresh . . . . . Cuts.",1890,"103,878"
import,value,,"Meat, Unenumerated ; Salted or Fresh . . . . . Cuts.",1891,"113,357"
import,value,,"Meat, Unenumerated ; Salted or Fresh . . . . . Cuts.",1892,"150,573"
import,value,,"Meat, Unenumerated, Salted or Fresh - - - - -",1899,"883,349"
import,value,,"Metal, unenumerated, Unwrought",1900,"178,699"
import,value,,"Metals :  Copper, Ore and Regulus . . . . . Tons",1888,"4,975,790|230,319"
import,value,,"Metals :  Copper, Ore and Regulus . . . . . Tons",1889,"4,234,619|250,567"
import,value,,"Metals :  Copper, Ore and Regulus . . . . . Tons",1890,"3,910,968|215,935"
import,value,,"Metals :  Copper, Ore and Regulus . . . . . Tons",1891,"4,034,415|212,327"
import,value,,"Metals :  Copper, Ore and Regulus . . . . . Tons",1892,"226,087"
import,value,,Metals :Copper : Ore and Regulus · · · · ·,1887,"2,501,198"
import,value,,"Methylc Alcohol, not purified so as to be potable . . . . .",1894,"33,735"
import,value,,"Methylc Alcohol, not purified so as to be potable . . . . .",1895,"25,809"
import,value,,"Methylc Alcohol, not purified so as to be potable . . . . .",1896,"32,328"
import,value,,"Methylc Alcohol, not purified so as to be potable . . . . .",1897,"32,555"
import,value,,"Methylc Alcohol, not purified so as to be potable . . . . .",1898,"47,462"
import,value,,Methylc Alcohols not purified so as to be potable,1896,"32,328"
import,value,,Methylc Alcohols not purified so as to be potable,1897,"32,555"
import,value,,Methylc Alcohols not purified so as to be potable,1898,"47,462"
import,value,,Methylc Alcohols not purified so as to be potable,1899,"59,985"
import,value,,Methylc Alcohols not purified so as to be potable,1900,"43,455"
import,value,,"Methylic Alcohol, not purified so as to be potable - -",1900,"43,455"
import,value,,Mica and Talc - - - - -,1895,"48,271"
import,value,,Mica and Talc - - - - -,1896,"104,085"
import,value,,Mica and Talc - - - - -,1897,"114,119"
import,value,,Mica and Talc - - - - -,1898,"83,819"
import,value,,Mica and Talc - - - - -,1899,"140,376"
import,value,,Mica and Tale,1895,"18,094"
import,value,,Mica and Tale,1896,"34,509"
import,value,,Mica and Tale,1897,"33,141"
import,value,,Mica and Tale,1898,"27,519"
import,value,,Mica and Tale,1899,"118,609"
import,value,,"Milk and Cream, Fresh, or Preserved, other than Condensed",1895,"19,991"
import,value,,"Milk and Cream, Fresh, or Preserved, other than Condensed",1896,"5,489"
import,value,,"Milk and Cream, Fresh, or Preserved, other than Condensed",1897,"9,848"
import,value,,"Milk and Cream, Fresh, or Preserved, other than Condensed",1898,"11,293"
import,value,,"Milk and Cream, Fresh, or Preserved, other than Condensed",1899,"16,068"
import,value,,"Milk, Condensed . . . . . Cut.",1888,"352,332"
import,value,,"Milk, Condensed . . . . . Cut.",1889,"339,892"
import,value,,"Milk, Condensed . . . . . Cut.",1890,"407,426"
import,value,,"Milk, Condensed . . . . . Cut.",1891,"444,666"
import,value,,"Milk, Condensed . . . . . Cut.",1892,"481,374"
import,value,,Moss Litter - - - - -,1893,"116,098"
import,value,,"Mum, Spruce or Black Beer, Berlin White Beer,and other similar preparations - - - - -",1893,"10,060"
import,value,,"Mum, Spruce or Black Beer, Berlin White Beer,and other similar preparations - - - - -",1894,"10,065"
import,value,,"Mum, Spruce or Black Beer, Berlin White Beer,and other similar preparations - - - - -",1895,"9,963"
import,value,,"Mum, Spruce or Black Beer, Berlin White Beer,and other similar preparations - - - - -",1896,"10,104"
import,value,,"Mum, Spruce or Black Beer, Berlin White Beer,and other similar preparations - - - - -",1897,"9,598"
import,value,,Musical Instruments - - - - -,1868,"266,740"
import,value,,Musical Instruments - - - - -,1869,"253,402|253,102"
import,value,,"Muskets, Rifles, Carbines, Fowling Pieces, or Guns ofany other sort not enumerated, and parts thereof; andPistols - - - - -",1893,"80,716"
import,value,,"Muskets, Rifles, Carbines, Fowling Pieces, or Guns ofany other sort not enumerated, and parts thereof; andPistols - - - - -",1894,"95,240"
import,value,,"Muskets, Rifles, Carbines, Fowling Pieces, or Guns ofany other sort not enumerated, and parts thereof; andPistols - - - - -",1898,"73,843"
import,value,,"Muskets, Rifles, Carbines, Fowling Pieces, or Guns ofany other sort not enumerated, and parts thereof; andPistols - - - - -",1899,"66,446"
import,value,,"Mutton, Fresh . . . . . .. Preserved (see Meat, Preserved).",1894,"4,341,227"
import,value,,"Mutton, Fresh . . . . . .. Preserved (see Meat, Preserved).",1895,"4,595,678"
import,value,,"Mutton, Fresh . . . . . .. Preserved (see Meat, Preserved).",1896,"4,718,546"
import,value,,"Mutton, Fresh . . . . . .. Preserved (see Meat, Preserved).",1897,"4,827,868"
import,value,,"Mutton, Fresh . . . . . .. Preserved (see Meat, Preserved).",1898,"4,902,179"
import,value,,"Mutton, Fresh . . . . . Cuts.",1888,"988,010"
import,value,,"Mutton, Fresh . . . . . Cuts.",1889,"1,225,058"
import,value,,"Mutton, Fresh . . . . . Cuts.",1890,"1,656,419"
import,value,,"Mutton, Fresh . . . . . Cuts.",1891,"1,662,994"
import,value,,"Mutton, Fresh . . . . . Cuts.",1892,"1,699,966"
import,value,,"Mutton, Fresh . . . . . Cwtts.",1884,"503,194"
import,value,,"Mutton, Fresh . . . . . Cwtts.",1885,"572,868"
import,value,,"Mutton, Fresh . . . . . Cwtts.",1886,"653,447"
import,value,,"Mutton, Fresh . . . . . Cwtts.",1887,"783,114"
import,value,,"Mutton, Fresh . . . . . Cwtts.",1888,"988,010"
import,value,,Nitrate of Soda (Chile Nitre) . . . . .,1894,"1,166,800"
import,value,,Nitrate of Soda (Chile Nitre) . . . . .,1895,"998,897"
import,value,,Nitrate of Soda (Chile Nitre) . . . . .,1896,"836,552"
import,value,,Nitrate of Soda (Chile Nitre) . . . . .,1897,"797,445"
import,value,,Nitrate of Soda (Chile Nitre) . . . . .,1898,"972,801"
import,value,,Nitrate of Soda (Cubic Nitre) - - - - -,1889,"1,102,583"
import,value,,Nuts and Kernels,1882,"637,346"
import,value,,Nuts and Kernels :  For expressing Oil therefrom . . . . . Tons,1888,"62,932|713,061"
import,value,,Nuts and Kernels :  For expressing Oil therefrom . . . . . Tons,1889,"61,857|684,635"
import,value,,Nuts and Kernels :  For expressing Oil therefrom . . . . . Tons,1890,"603,569|47,526"
import,value,,Nuts and Kernels :  For expressing Oil therefrom . . . . . Tons,1891,"62,930|827,270"
import,value,,Nuts and Kernels :  For expressing Oil therefrom . . . . . Tons,1892,"55,492"
import,value,,Nuts and Kernels :For expressing Oil therefrom · · · · ·,1887,"624,348"
import,value,,"Nuts, For expressing Oil therefrom - - - - -",1897,"590,778"
import,value,,Of Silk - - - - -,1893,"207,340"
import,value,,"Of other Sorts (including ""Nuts, for Fruit"") - - - - -",1895,"654,445|651,445"
import,value,,Of other Sorts - - - - -,1870,"333,899"
import,value,,Of other Sorts - - - - -,1891,"355,276|299,100|108,596"
import,value,,Of other Sorts - - - - -,1892,"281,056|303,674|302,674|118,378"
import,value,,"Of other Sorts . . . . . """,1884,"98,232"
import,value,,"Of other Sorts . . . . . """,1885,"104,889"
import,value,,"Of other Sorts . . . . . """,1886,"88,317"
import,value,,"Of other Sorts . . . . . """,1887,"101,835"
import,value,,"Of other Sorts . . . . . """,1889,"123,610|241,966"
import,value,,"Of other Sorts . . . . . """,1890,"100,332|201,052"
import,value,,"Oil :  Train or Blubber, and Sperm . . . . . Tons",1888,"323,680|16,871"
import,value,,"Oil :  Train or Blubber, and Sperm . . . . . Tons",1889,"440,360|20,956"
import,value,,"Oil :  Train or Blubber, and Sperm . . . . . Tons",1890,"419,401|20,307"
import,value,,"Oil :  Train or Blubber, and Sperm . . . . . Tons",1891,"454,704|21,969"
import,value,,"Oil :Train or Blubber, and Sperm · · · · ·",1887,"373,275"
import,value,,"Oil, Fish : Train, or Blubber",1900,"389,712"
import,value,,"Old broken, and old broken Steel - - - - -",1893,"34,554"
import,value,,Olive - - - - -,1885,"981,348"
import,value,,Onion Raw - - - - -,1877,"435,786"
import,value,,Onion Raw - - - - -,1878,"444,084"
import,value,,Onion Raw - - - - -,1879,"450,019"
import,value,,Onion Raw - - - - -,1880,"534,357"
import,value,,Onion Raw - - - - -,1881,"567,662"
import,value,,Onions - - - - -,1877,"435,786"
import,value,,Onions - - - - -,1878,"414,084"
import,value,,Onions - - - - -,1879,"450,019"
import,value,,Onions - - - - -,1880,"534,357"
import,value,,Onions - - - - -,1881,"567,662"
import,value,,Oranges . . . . . - Bushels,1899,"8,553,713"
import,value,,Ore of (including Chrome) - - - - -,1893,"2,792,028"
import,value,,Ore of (including Chrome) - - - - -,1897,"4,456,004"
import,value,,"Ores, unenumerated",1900,"382,701"
import,value,,Other kinds - - - - -,1893,"121,260|1,937,700"
import,value,,Other kinds of,1878,"1,402,112"
import,value,,Other kinds of - - - - -,1895,"2,147,951"
import,value,,Other sorts - - - - -,1893,"301,960"
import,value,,Other sorts of Shell Fish - - - - -,1893,"455,447"
import,value,,Oxen and Bulls - - - - -,1893,"6,213,447"
import,value,,Oxen and Bulls - - - - -,1900,"8,919,399"
import,value,,Palm - - - - -,1885,"1,217,816"
import,value,,Palm . . . . . Cuts.,1888,"953,799"
import,value,,Palm . . . . . Cuts.,1889,"1,031,440"
import,value,,Palm . . . . . Cuts.,1890,"873,923"
import,value,,Palm . . . . . Cuts.,1891,"1,018,420"
import,value,,Palm . . . . . Cuts.,1892,"1,058,580"
import,value,,Paper and Pasteboard :  Of all Kinds (except Hangings) . . . . . Cuts.,1888,"1,925,770"
import,value,,Paper and Pasteboard :  Of all Kinds (except Hangings) . . . . . Cuts.,1889,"2,109,942"
import,value,,Paper and Pasteboard :  Of all Kinds (except Hangings) . . . . . Cuts.,1890,"2,261,319"
import,value,,Paper and Pasteboard :  Of all Kinds (except Hangings) . . . . . Cuts.,1891,"2,591,756"
import,value,,Paper and Pasteboard :  Of all Kinds (except Hangings) . . . . . Cuts.,1892,"2,886,672"
import,value,,Paper and Pasteboard :Of all Kinds (except Hangings) · · · · ·,1887,"1,572,578"
import,value,,Paper and Pasteboard :Of all Kinds (except Hangings) · · · · ·,1888,"1,770,439"
import,value,,Paper and Pasteboard :Of all Kinds (except Hangings) · · · · ·,1889,"1,857,743"
import,value,,Paper and Pasteboard :Of all Kinds (except Hangings) · · · · ·,1890,"1,918,037"
import,value,,Paper and Pasteboard :Of all Kinds (except Hangings) · · · · ·,1891,"2,123,811"
import,value,,Paper of all Kinds (including Strawboards and Wood Pulp Boards),1896,"3,133,438"
import,value,,Paraffine . . . . . Gallons,1884,"175,203"
import,value,,Paraffine . . . . . Gallons,1885,"232,667|414,020"
import,value,,Parcel Post,1887,"270,514|276,514"
import,value,,Pean . . . . .,1895,"693,828"
import,value,,Pean . . . . .,1896,"852,634"
import,value,,Pean . . . . .,1897,"771,055"
import,value,,Pean . . . . .,1898,"680,789"
import,value,,Pean . . . . .,1899,"898,951"
import,value,,Pears (see Fruit).,1898,"809,032"
import,value,,"Pears, Raw . . . . . - „",1899,"571,832"
import,value,,Peralpine - - - - -,1889,"374,887"
import,value,,Peralpine - - - - -,1890,"636,600"
import,value,,Peralpine - - - - -,1891,"865,034"
import,value,,Peralpine - - - - -,1892,"749,701"
import,value,,Peralpine - - - - -,1893,"813,937"
import,value,,"Perfumery, and Articles used in the manufacture thereof - - - - -",1895,"139,386"
import,value,,Peruvian,1881,"1,514,501"
import,value,,"Petroleum, Illuminating . . . . . Gallons",1895,"3,368,904|177,146,628"
import,value,,"Petroleum, Illuminating „ Lubricating",1895,"3,368,904"
import,value,,"Petroleum, Illuminating „ Lubricating",1896,"3,732,056"
import,value,,"Petroleum, Illuminating „ Lubricating",1897,"3,335,271"
import,value,,"Petroleum, Illuminating „ Lubricating",1898,"3,733,632"
import,value,,"Pickles and Vegetables, preserved in Salt or Vinegar",1900,"176,948"
import,value,,Pig and Puddled - - - - -,1894,"209,739|299,739"
import,value,,Pig and Puddled - - - - -,1897,"517,656|517,686"
import,value,,Pitch - - - - -,1900,"47,839"
import,value,,Pitch . . . . . Cuts.,1895,"138,844"
import,value,,Pitch . . . . . Cuts.,1896,"127,386"
import,value,,Pitch . . . . . Cuts.,1897,"133,775"
import,value,,Pitch . . . . . Cuts.,1898,"128,860"
import,value,,Pitch . . . . . Cuts.,1899,"128,676"
import,value,,Pitch and Tar :  Pitch . . . . . Cuts.,1888,"69,065"
import,value,,Pitch and Tar :  Pitch . . . . . Cuts.,1889,"100,796"
import,value,,Pitch and Tar :  Pitch . . . . . Cuts.,1890,"82,837"
import,value,,Pitch and Tar :  Pitch . . . . . Cuts.,1891,"91,305"
import,value,,Pitch and Tar :  Pitch . . . . . Cuts.,1892,"96,251"
import,value,,Pitch and Tar : Pitch,1894,"8,107,271,356"
import,value,,Pitch and Tar :Pitch,1892,"2,669,480,412|2,689,480,412"
import,value,,Pitch and Tar :Pitch · · · · ·,1887,"19,465"
import,value,,Pitch and Tar :Pitch · · · · ·,1888,"18,752"
import,value,,Pitch and Tar :Pitch · · · · ·,1889,"2,689,399,849|26,893"
import,value,,Pitch and Tar :Pitch · · · · ·,1890,"26,578|26,578,129,821|26,578,120,821"
import,value,,"Plaiting of Straw, and other Materials for making Hats or Bonnets - - - - -",1896,"911,629"
import,value,,"Plaiting of Straw, and other Materials for making Hats or Bonnets - - - - -",1897,"874,857"
import,value,,"Plaiting of Straw, and other Materials for making Hats or Bonnets - - - - -",1898,"767,307"
import,value,,"Plaiting of Straw, and other Materials for making Hats or Bonnets - - - - -",1899,"724,239"
import,value,,"Plaiting of Straw, and other Materials for making Hats or Bonnets - - - - -",1900,"643,337"
import,value,,"Plants, Shrubs, Trees, and Flower Roots - - - - -",1900,"445,763"
import,value,,"Plate Glass (see Glass Plate).„ Of Gold„ Of Silver, Gilt or ungilt",1895,"11,222,359"
import,value,,"Plate Glass (see Glass Plate).„ Of Gold„ Of Silver, Gilt or ungilt",1896,"4,021,268"
import,value,,"Plate Glass (see Glass Plate).„ Of Gold„ Of Silver, Gilt or ungilt",1897,"24,122,576"
import,value,,"Plate Glass (see Glass Plate).„ Of Gold„ Of Silver, Gilt or ungilt",1899,"93,032,292"
import,value,,"Platinum, wrought or unwrought . . . . . Ozs. Troy",1895,"60,529"
import,value,,"Platinum, wrought or unwrought . . . . . Ozs. Troy",1896,"56,201"
import,value,,"Platinum, wrought or unwrought . . . . . Ozs. Troy",1897,"72,564"
import,value,,"Platinum, wrought or unwrought . . . . . Ozs. Troy",1898,"108,957"
import,value,,"Platinum, wrought or unwrought . . . . . Ozs. Troy",1899,"173,752"
import,value,,Playing Cards (see Cards).Plumbago,1899,"461,587"
import,value,,Plumbago - - - - -,1900,"346,761"
import,value,,Plumkago,1882,"139,090"
import,value,,Plumkago,1883,"139,238"
import,value,,Plumkago,1884,"112,385"
import,value,,Plumkago,1885,"126,279"
import,value,,Plumkago,1886,"99,901"
import,value,,Plums „ . . . . . - „,1899,"558,273"
import,value,,"Plums, French, and Prunelloc - - - - -",1893,"68,539"
import,value,,"Plums, French, and Prunelloc - - - - -",1894,"71,968"
import,value,,"Plums, French, and Prunelloc - - - - -",1895,"53,601"
import,value,,"Plums, French, and Prunelloc - - - - -",1896,"76,970"
import,value,,"Plums, French, and Prunelloc - - - - -",1897,"39,863"
import,value,,"Plums, French, and Prunelloces . . . . .",1895,"53,601"
import,value,,"Plums, French, and Prunelloces . . . . .",1896,"76,970"
import,value,,"Plums, French, and Prunelloces . . . . .",1897,"39,863"
import,value,,"Plums, French, and Prunelloces . . . . .",1898,"97,582"
import,value,,"Plums, French, and Prunelloces . . . . .",1899,"50,762"
import,value,,"Plums, French, and Prunelloces . . . . . Cuts.",1895,"21,454"
import,value,,"Plums, French, and Prunelloces . . . . . Cuts.",1896,"32,783"
import,value,,"Plums, French, and Prunelloces . . . . . Cuts.",1897,"12,336"
import,value,,"Plums, French, and Prunelloces . . . . . Cuts.",1898,"54,013"
import,value,,"Plums, French, and Prunelloces . . . . . Cuts.",1899,"17,098"
import,value,,"Plums, French, and Prunellocs - - - - -",1893,"63,539"
import,value,,"Plums, French, and Prunellocs - - - - -",1894,"71,368"
import,value,,"Plums, French, and Prunellocs - - - - -",1895,"53,601"
import,value,,"Plums, French, and Prunellocs - - - - -",1896,"76,970"
import,value,,"Plums, French, and Prunellocs - - - - -",1897,"39,863"
import,value,,"Plums, French, and Prunellocs„ Dried or Preserved„ Raw (see Fruit).",1895,"5,360,134,371"
import,value,,"Plums, French, and Prunellocs„ Dried or Preserved„ Raw (see Fruit).",1896,"7,697,039,861"
import,value,,"Plums, French, and Prunellocs„ Dried or Preserved„ Raw (see Fruit).",1897,"3,986,392,105"
import,value,,"Plums, French, and Prunellocs„ Dried or Preserved„ Raw (see Fruit).",1898,"9,758,259,049"
import,value,,"Plums, French, and Prunellocs„ Dried or Preserved„ Raw (see Fruit).",1899,"5,076,291,765"
import,value,,"Plums, Raw - - - - -",1892,"199,854"
import,value,,"Pork, Salted (not Hams) . . . . . """,1899,"284,720"
import,value,,"Pork, Salted and Fresh . . . . . Cuts.",1884,"337,525"
import,value,,"Pork, Salted and Fresh . . . . . Cuts.",1885,"383,636"
import,value,,"Pork, Salted and Fresh . . . . . Cuts.",1886,"371,696"
import,value,,"Pork, Salted and Fresh . . . . . Cuts.",1887,"424,983"
import,value,,"Pork, Salted and Fresh . . . . . Cuts.",1888,"489,353"
import,value,,Potatoes - - - - -,1868,"483,616"
import,value,,"Potatoes . . . . . """,1899,"5,159,011|1,577,726"
import,value,,"Poultry and Game, alive or dead - - - - -",1900,"1,010,369"
import,value,,"Precious Stones, unset  - - - - -",1900,"28,331"
import,value,,"Preserved without Sugar, other than dried . . . . . - Lbs.",1895,"45,856,313"
import,value,,"Preserved without Sugar, other than dried . . . . . - Lbs.",1896,"62,986,516"
import,value,,"Preserved without Sugar, other than dried . . . . . - Lbs.",1897,"65,816,306"
import,value,,"Preserved without Sugar, other than dried . . . . . - Lbs.",1898,"75,850,332"
import,value,,"Preserved without Sugar, other than dried . . . . . - Lbs.",1899,"93,549,823"
import,value,,"Prints, Engravings, and Photographs - - - - -",1900,"372,785"
import,value,,Prunes . . . . . Cuts.,1895,"21,130"
import,value,,Prunes . . . . . Cuts.,1896,"24,062"
import,value,,Prunes . . . . . Cuts.,1897,"21,062"
import,value,,Prunes . . . . . Cuts.,1898,"24,190"
import,value,,Prunes . . . . . Cuts.,1899,"22,863"
import,value,,Pyrites of Iron or Copper . . . . .,1899,"1,164,667|701,174"
import,value,,"Pyrites of Iron, Copper, or Sulphur",1873,"1,301,272|1,301,972"
import,value,,Rabbits (dead) . . . . . Cuts.,1895,"120,279"
import,value,,Rabbits (dead) . . . . . Cuts.,1896,"170,873"
import,value,,Rabbits (dead) . . . . . Cuts.,1897,"276,458"
import,value,,Rabbits (dead) . . . . . Cuts.,1898,"314,398"
import,value,,Rabbits (dead) . . . . . Cuts.,1899,"377,311"
import,value,,Rabbits . . . . . Cuts.,1886,"104,322"
import,value,,Rabbits . . . . . Cuts.,1887,"117,168"
import,value,,Rabbits . . . . . Cuts.,1888,"99,890"
import,value,,Raisins - - - - -,1892,"994,125|991,125"
import,value,,Raw - - - - -,1893,"1,463,981"
import,value,,Raw or Kiln-dried - - - - -,1893,"59,826"
import,value,,Raw or Kiln-dried - - - - -,1894,"64,249"
import,value,,Raw or Kiln-dried - - - - -,1895,"53,434"
import,value,,Raw or Kiln-dried - - - - -,1896,"46,239"
import,value,,Raw or Kiln-dried - - - - -,1897,"41,597"
import,value,,Regulus and Precipitate - - - - -,1893,"2,382,940"
import,value,,Resin - - - - -,1895,"346,798"
import,value,,Resin - - - - -,1896,"419,563"
import,value,,Resin - - - - -,1897,"407,771"
import,value,,Rice . . . . . Cuts.,1884,"6,579,458"
import,value,,Rice . . . . . Cuts.,1885,"5,588,650"
import,value,,Rice . . . . . Cuts.,1886,"6,557,213"
import,value,,Rice . . . . . Cuts.,1887,"5,019,512"
import,value,,Rice . . . . . Cuts.,1888,"6,189,644"
import,value,,"Rifles, Carbines, Fowling Pieces, Muskets, Pistols, or Guns of any other sorts unenumerated, and parts thereof - - - - -",1896,"85,136"
import,value,,"Rifles, Carbines, Fowling Pieces, Muskets, Pistols, or Guns of any other sorts unenumerated, and parts thereof - - - - -",1897,"91,855"
import,value,,"Rifles, Carbines, Fowling Pieces, Muskets, Pistols, or Guns of any other sorts unenumerated, and parts thereof - - - - -",1898,"73,843"
import,value,,"Rifles, Carbines, Fowling Pieces, Muskets, Pistols, or Guns of any other sorts unenumerated, and parts thereof - - - - -",1899,"66,446"
import,value,,"Rifles, Carbines, Fowling Pieces, Muskets, Pistols, or Guns of any other sorts unenumerated, and parts thereof - - - - -",1900,"99,089"
import,value,,Roasted or Ground - - - - -,1893,"2,053"
import,value,,"Rockets, and other combustibles for purposes of war, Ex-plosives, Percussion Caps, and Ammunition unenu-merated - - - - -",1893,"97,606"
import,value,,"Rockets, and other combustibles for purposes of war, Ex-plosives, Percussion Caps, and Ammunition unenu-merated - - - - -",1894,"90,534"
import,value,,"Rockets, and other combustibles for purposes of war, Ex-plosives, Percussion Caps, and Ammunition unenu-merated - - - - -",1895,"98,600"
import,value,,"Rockets, and other combustibles for purposes of war, Ex-plosives, Percussion Caps, and Ammunition unenu-merated - - - - -",1896,"120,895"
import,value,,"Rockets, and other combustibles for purposes of war, Ex-plosives, Percussion Caps, and Ammunition unenu-merated - - - - -",1897,"169,627"
import,value,,"Rockets, and other combustibles for purposes of war, Explosives, Percussion Caps, and Ammunition unenumerated - - - - -",1899,"118,529"
import,value,,"Rockets, and other combustibles for purposes of war, Explosives, Percussion Caps, and Ammunition unenumerated - - - - -",1900,"257,338"
import,value,,"Rockets, and other combustibles for purposes of war,Explosives, Percussion Caps, and Ammunitionunenumerated - - - - -",1895,"98,600"
import,value,,"Rockets, and other combustibles for purposes of war,Explosives, Percussion Caps, and Ammunitionunenumerated - - - - -",1896,"120,895"
