flow,measure,group,article,year,values
import,value,,"Rockets, and other combustibles for purposes of war,Explosives, Percussion Caps, and Ammunitionunenumerated - - - - -",1897,"169,027"
import,value,,"Rockets, and other combustibles for purposes of war,Explosives, Percussion Caps, and Ammunitionunenumerated - - - - -",1898,"160,389"
import,value,,"Rockets, and other combustibles for purposes of war,Explosives, Percussion Caps, and Ammunitionunenumerated - - - - -",1899,"118,529"
import,value,,Rosin,1870,"373,018|373,918|378,918"
import,value,,Rosin - - - - -,1900,"461,064"
import,value,,Safflower,1884,"7,109"
import,value,,Safflower,1885,"2,907"
import,value,,Saltpeetre,1894,"265,564"
import,value,,Saltpeetre - - - - -,1889,"291,021"
import,value,,Saltpeetre - - - - -,1890,"232,669|282,669"
import,value,,Saltpeetre - - - - -,1893,"213,873|218,873"
import,value,,Saltpetre . . . . . Cuts.,1884,"333,708"
import,value,,Saltpetre . . . . . Cuts.,1885,"324,737"
import,value,,Saltpetre . . . . . Cuts.,1886,"270,876"
import,value,,Saltpetre . . . . . Cuts.,1887,"301,048"
import,value,,Saltpetre . . . . . Cuts.,1888,"351,052"
import,value,,"Sauces or Condiments, unenumerated (including Table Salt) -",1896,"55,809"
import,value,,"Sauces or Condiments, unenumerated (including Table Salt) -",1897,"66,214"
import,value,,"Sauces or Condiments, unenumerated (including Table Salt) -",1898,"74,613"
import,value,,"Sauces or Condiments, unenumerated (including Table Salt) -",1899,"68,455"
import,value,,"Sauces or Condiments, unenumerated (including Table Salt) -",1900,"69,860"
import,value,,Sauterne - - - - -,1893,"63,885"
import,value,,Sauterne - - - - -,1896,"67,952|157,825|157,855"
import,value,,Seed - - - - -,1885,"368,130"
import,value,,"Seeds, Clover and Grass - - - - -",1900,"508,913"
import,value,,Sheep and Lambs - - - - -,1900,"610,125"
import,value,,"Shells, of all kinds - - - - -",1900,"540,569"
import,value,,"Shot, large and small - - - - -",1893,"10,509"
import,value,,"Shot, large and small - - - - -",1900,"29,501"
import,value,,"Silk, Knobs, or Husks of Silk, and Waste - - - - -",1897,"460,095"
import,value,,"Silk, Knobs, or Husks of Silk, and Waste - - - - -",1898,"545,486"
import,value,,"Silk, Raw",1868,"8,741,045"
import,value,,"Silver, Ore of - - - - -",1899,"1,052,500"
import,value,,"Slates, for roofing purposes",1896,"188,356"
import,value,,"Slates, for roofing purposes",1898,"329,201"
import,value,,Spices : Ginger - - - - -,1894,"155,531"
import,value,,"Spirits, Brandy",1897,"1,375,864"
import,value,,"Spirits, Brandy",1898,"1,149,334"
import,value,,"Spirits, Brandy",1899,"1,140,277"
import,value,,"Spirits, Brandy",1900,"663,061"
import,value,,"Stationery, other than Paper, including Ink",1893,"166,094"
import,value,,"Staves, of all dimensions - - - - -",1895,"594,615"
import,value,,"Staves, of all dimensions - - - - -",1896,"656,246"
import,value,,"Staves, of all dimensions - - - - -",1897,"569,572"
import,value,,"Staves, of all dimensions - - - - -",1898,"646,075"
import,value,,"Staves, of all dimensions - - - - -",1899,"659,312"
import,value,,Stems,1894,"751,248"
import,value,,Stems,1895,"1,047,259"
import,value,,Stems,1896,"1,698,245"
import,value,,Stems,1897,"1,471,562"
import,value,,Stems,1898,"1,182,945"
import,value,,"Stones, &amp;c. . . . . Tons",1884,"369,891|546,277"
import,value,,Straw . . . . . Lbs.,1884,"302,816"
import,value,,Straw . . . . . Lbs.,1885,"397,756"
import,value,,Straw . . . . . Lbs.,1886,"250,581"
import,value,,Straw . . . . . Lbs.,1887,"219,276"
import,value,,Straw . . . . . Lbs.,1888,"303,537"
import,value,,Straw Plaiting for Hats or Bonnets - - - - -,1895,"749,421"
import,value,,Straw Plaiting for Hats or Bonnets - - - - -,1896,"911,629"
import,value,,"Straw Plaiting, for making Hats or Bonnets",1899,"724,239"
import,value,,Straw Platting for Hats or Bonnets - - - - -,1896,"911,629"
import,value,,"Straw Platting, for making Hats or Bonnets",1897,"874,857"
import,value,,Strawboard and Millboard - - - - -,1893,"448,121"
import,value,,Sugar : Refined and Candy - - - - -,1895,"9,409,558"
import,value,,Sugar : Refined and Candy . . . . . Unrefined . . . . . Molasses . . . . . Glucose . . . . .,1890,"81,405,110"
import,value,,Sulphuric - - - - -,1893,"1,098"
import,value,,"Sweetened or Mixed, Texted - - - - -",1894,"11,615"
import,value,,"Sweetened or Mixed, Texted - - - - -",1895,"126,722"
import,value,,"Sweetened or Mixed, Texted - - - - -",1896,"156,274"
import,value,,"Sweetened or Mixed, Texted - - - - -",1897,"186,026"
import,value,,"Sweetened or Mixed, Texted - - - - -",1898,"191,602"
import,value,,"Swords, Cutlasses, Matchets, Bayonets - - - - -",1893,"2,982"
import,value,,"Swords, Cutlasses, Matchets, Bayonets - - - - -",1899,"3,152"
import,value,,"Swords, Cutlasses, Matchets, and Bayonets - - - - -",1896,"3,408"
import,value,,"Swords, Cutlasses, Matchets, and Bayonets - - - - -",1897,"4,396"
import,value,,"Swords, Cutlasses, Matchets, and Bayonets - - - - -",1898,"6,043"
import,value,,"Swords, Cutlasses, Matchets, and Bayonets - - - - -",1899,"3,152"
import,value,,"Swords, Cutlasses, Matchets, and Bayonets - - - - -",1900,"10,505"
import,value,,TOTAL,1868,"294,693,608|39,432,624"
import,value,,TOTAL OF IMPORTS - - - - -,1896,"441,803,904"
import,value,,"Teeth, Elephants', Sea Cow, and Sea Horse",1868,"337,103"
import,value,,"Tin, in Blocks, Ingots, Bars, or Slabs . . . . . Cuts.",1888,"560,990"
import,value,,"Tin, in Blocks, Ingots, Bars, or Slabs . . . . . Cuts.",1889,"601,849"
import,value,,"Tin, in Blocks, Ingots, Bars, or Slabs . . . . . Cuts.",1890,"510,769"
import,value,,"Tin, in Blocks, Ingots, Bars, or Slabs . . . . . Cuts.",1891,"561,141"
import,value,,"Tin, in Blocks, Ingots, Bars, or Slabs . . . . . Cuts.",1892,"589,365"
import,value,,"Tin, in Blocks, Irons Bars, or Slabs - - - -",1884,"2,123,799"
import,value,,"Tin, in Blocks, Irons Bars, or Slabs - - - -",1885,"2,181,891"
import,value,,"Tin, in Blocks, Irons Bars, or Slabs - - - -",1886,"2,318,070"
import,value,,"Tin, in Blocks, Irons Bars, or Slabs - - - -",1887,"2,868,261"
import,value,,"Tin, in Blocks, Irons Bars, or Slabs - - - -",1888,"3,520,342"
import,value,,"Tobacco : Unmanufactured . . . . . Manufactured, Cigars and Snuff . . . . .",1888,"1,465"
import,value,,Tow - - - - -,1893,"200,434"
import,value,,"Train or Blubber, and Sperim - - - - -",1889,"440,360"
import,value,,"Train or Blubber, and Sperim - - - - -",1890,"419,401"
import,value,,"Train or Blubber, and Sperim - - - - -",1891,"454,701"
import,value,,"Train or Blubber, and Sperim - - - - -",1892,"415,181"
import,value,,"Train or Blubber, and Sperim - - - - -",1893,"389,861"
import,value,,Trân or Blubber and Spermaceti,1874,"751,359"
import,value,,Trân or Blubber and Spermaceti,1875,"917,701"
import,value,,Trân or Blubber and Spermaceti,1876,"735,621"
import,value,,Trân or Blubber and Spermaceti,1877,"754,812"
import,value,,Trân or Blubber and Spermaceti,1878,"810,891"
import,value,,Turpentine - - - - -,1880,"378,838"
import,value,,Turpentine - - - - -,1885,"387,927"
import,value,,Turpentine . . . . . Cuts.,1888,"359,070"
import,value,,Turpentine . . . . . Cuts.,1889,"408,074"
import,value,,Turpentine . . . . . Cuts.,1890,"421,453"
import,value,,Turpentine . . . . . Cuts.,1891,"422,530"
import,value,,Turpentine . . . . . Cuts.,1892,"516,597"
import,value,,Unenumerated - - - - -,1900,"37,599"
import,value,,"Unenumerated, including Medicinal Preparations not liableto Duty . . . . .",1899,"1,078,537"
import,value,,"Unenumerated, viz. : Raw . . . . . - Cwt.",1899,"2,247,785"
import,value,,Valonia,1879,"542,949"
import,value,,Valonia,1884,"521,621"
import,value,,Valonia,1885,"465,112"
import,value,,"Watches, Complete - - - - -",1900,"1,339,949"
import,value,,Wax . . . . . Cuts.,1884,"28,258"
import,value,,Wax . . . . . Cuts.,1885,"36,295"
import,value,,Wax . . . . . Cuts.,1886,"30,826"
import,value,,Wax . . . . . Cuts.,1887,"26,488"
import,value,,Wax . . . . . Cuts.,1888,"26,659"
import,value,,Whalebone (Whalefin) - - - - -,1891,"4,772"
import,value,,Whalebone (Whalefin) - - - - -,1892,"4,739"
import,value,,Whalebone (Whalefin) - - - - -,1893,"4,708"
import,value,,Whalebone (Whalefin) - - - - -,1894,"3,143"
import,value,,Whalebone (Whalefin) . . . . .,1889,"177,179"
import,value,,Whalebone (Whalefin) . . . . .,1890,"4,994|163,455"
import,value,,"Whalebone (Whalefin) . . . . . """,1884,"4,414"
import,value,,"Whalebone (Whalefin) . . . . . """,1885,"3,801"
import,value,,"Whalebone (Whalefin) . . . . . """,1886,"170,388|5,518"
import,value,,"Whalebone (Whalefin) . . . . . """,1887,"130,504|4,142"
import,value,,"Whalebone (Whalefin) . . . . . """,1888,"4,306|148,117"
import,value,,Whalebone (including Finners) - - - - -,1900,"59,446"
import,value,,Whalebone - - - - -,1899,"80,292"
import,value,,Whalefin,1868,"67,876"
import,value,,Whalefin,1869,"34,958"
import,value,,Whalefin,1870,"79,482|79,162"
import,value,,Whalefin,1872,"51,538|51,558"
import,value,,Whalefin - - - - -,1873,"61,618|64,618"
import,value,,Whalefin - - - - -,1875,"42,240"
import,value,,Whalefin - - - - -,1876,"47,144"
import,value,,Whalefin - - - - -,1877,"82,987"
import,value,,Whalefins,1868,"67,876"
import,value,,"Window and German Sheet, including Shades and Cylinders - - - - -",1897,"605,766"
import,value,,Wood Pulp Boards - - - - -,1895,"83,912"
import,value,,Wood Pulp Boards - - - - -,1896,"81,580"
import,value,,Wood Pulp Boards - - - - -,1897,"133,489"
import,value,,Wood and Timber : Hewn : Fir . . . . .,1895,"2,726,302"
import,value,,Wood and Timber : Hewn : Fir . . . . .,1896,"3,026,595"
import,value,,Wood and Timber : Hewn : Fir . . . . .,1897,"3,584,949"
import,value,,Wood and Timber : Hewn : Fir . . . . .,1898,"2,978,329"
import,value,,Wood and Timber : Hewn : Fir . . . . .,1899,"3,401,023"
import,value,,"Wool : Alpaca, Vicuña, and Llama . . . . .",1897,"247,620"
import,value,,"Wool : Alpaca, Vicuña, and Llama . . . . .",1898,"224,000"
import,value,,"Wool : Alpaca, Vicuña, and Llama . . . . .",1899,"260,061"
import,value,,Woollen Manufactures : Of Goats' Wool or Hair . . . . .,1895,"126,562"
import,value,,Woollen Manufactures : Of Goats' Wool or Hair . . . . .,1896,"111,927"
import,value,,Woollen Manufactures : Of Goats' Wool or Hair . . . . .,1897,"93,249"
import,value,,Woollen Manufactures : Of Goats' Wool or Hair . . . . .,1898,"88,348"
import,value,,Woollen Manufactures : Of Goats' Wool or Hair . . . . .,1899,"104,448"
import,value,,Woollen Yarn,1877,"1,753,718"
import,value,,"Woollen Yarn, For Fancy purposes, including Berlin Wool and Zephyr Yarn . . . . . Lbs.",1899,"185,480|1,045,268"
import,value,,"Woollen Yarn; For Fancy purposes, including Berlin Wool and",1895,"216,435"
import,value,,"Woollen Yarn; For Fancy purposes, including Berlin Wool and",1896,"221,149"
import,value,,"Woollen Yarn; For Fancy purposes, including Berlin Wool and",1897,"199,557"
import,value,,"Woollen Yarn; For Fancy purposes, including Berlin Wool and",1898,"187,328"
import,value,,"Woollen Yarn; For Fancy purposes, including Berlin Wool and",1899,"185,480"
import,value,,"Woollen, Yarn",1878,"1,582,706"
import,value,,Wrought - - - - -,1895,"281,751"
import,value,,Yarn - - - - -,1868,"129,829"
import,value,,Yarn - - - - -,1869,"109,056|109,050"
import,value,,Yeast . . . . . Cuts.,1884,"282,516"
import,value,,Yeast . . . . . Cuts.,1885,"293,238"
import,value,,Yeast . . . . . Cuts.,1886,"296,682"
import,value,,Yeast . . . . . Cuts.,1887,"284,962"
import,value,,Yeast . . . . . Cuts.,1888,"269,234"
import,value,,"Zinc : Crude, in Cases - - - - - -",1884,"700,154"
import,value,,"Zinc : Crude, in Cases - - - - - -",1885,"848,187"
import,value,,"Zinc : Crude, in Cases - - - - - -",1886,"774,938"
import,value,,"Zinc : Crude, in Cases - - - - - -",1887,"859,689"
import,value,,"Zinc : Crude, in Cases - - - - - -",1888,"1,047,174"
import,value,,and Cylinders,1899,"107,229"
import,value,,"of Europe, &amp;c.",1881,"2,475,882"
import,value,,— All other Kinds - - - - -,1891,"2,764,721"
import,value,,— Cubic Nitro . . . . .,1886,"745,940"
import,value,,— Cubic Nitro . . . . .,1887,"833,721"
import,value,,— Cubic Nitro . . . . .,1888,"984,894"
import,value,,— Cubic Nitro . . . . .,1889,"1,102,583"
import,value,,— Cubic Nitro . . . . .,1890,"903,632"
import,value,,— Manufactured - - - - -,1868,"138,683"
import,value,,— Manufactures of - - - - -,1868,"66,199"
import,value,,— Ornamental - - - - -,1868,"180,695"
import,value,,— Peruvian - - - - -,1868,"150,814"
import,value,,"— of Europe, &amp;c. - - - - -",1868,"1,238,994"
import,value,,” Shell Fish : Oysters for food - - - - -,1895,"224,918"
import,value,,” ” Mechanical - - - - - - -,1895,"265,118"
import,value,,” ” Mechanical - - - - - - -,1896,"181,713"
import,value,,” ” Mechanical - - - - - - -,1897,"149,634"
import,value,,„ Castor . . . . . „,1900,"53,335"
import,value,,„ Cherrish or Negrohead - - - - - -,1894,"627|40,507"
import,value,,„ Cherrish or Negrohead - - - - - -,1895,"800|45,830"
import,value,,„ Cherrish or Negrohead - - - - - -,1896,"6|44,631"
import,value,,„ Cherrish or Negrohead - - - - - -,1897,"44,960|541"
import,value,,„ Cherrish or Negrohead - - - - - -,1898,"1,805|50,751"
import,value,,„ Coco Nut . . . . . „,1900,"552,743"
import,value,,„ Cotton - - - - -,1900,"2,624,450"
import,value,,„ Flax or Linseed - - - - -,1900,"4,162,146"
import,value,,„ For Weaving . . . . . „,1899,"19,608,143"
import,value,,„ Fresh - - - - -,1899,"7,345,264"
import,value,,"„ Garden, unenumerated - - - - -",1900,"64,944"
import,value,,„ Imported in Bottles : Still . . . . .,1895,"434,990"
import,value,,„ Imported in Bottles : Still . . . . .,1896,"536,801"
import,value,,„ Imported in Bottles : Still . . . . .,1897,"563,028"
import,value,,„ Imported in Bottles : Still . . . . .,1898,"493,066"
import,value,,„ Imported in Bottles : Still . . . . .,1899,"380,770"
import,value,,"„ Lac, Seed, Shell, Stick and Dye . . . . . - „",1899,"108,758"
import,value,,„ Oak . . . . .,1895,"630,799"
import,value,,„ Oak . . . . .,1896,"862,011"
import,value,,„ Oak . . . . .,1897,"1,020,771"
import,value,,„ Oak . . . . .,1898,"947,589"
import,value,,„ Oak . . . . .,1899,"959,949"
import,value,,„ Of Gold - - - - -,1900,975
import,value,,"„ Of Silver, Gilt or ungilt - - - - -",1900,"33,703"
import,value,,„ Other Goats' Wool or Hair . . . . . „,1896,"45,296|2,156,233"
import,value,,„ Other Goats' Wool or Hair . . . . . „,1897,"3,259,056|45,296"
import,value,,„ Other Goats' Wool or Hair . . . . . „,1898,"46,088|3,664,005"
import,value,,„ Other Goats' Wool or Hair . . . . . „,1899,"2,422,995"
import,value,,"„ Other Plate, whether silvered or not . . . . . - „",1899,"246,254|283,599"
import,value,,"„ Plate, Fluted, rolled or rough - - - - -",1900,"354,789"
import,value,,„ Puddled - - - - -,1896,"570,412"
import,value,,„ Puddled - - - - -,1897,"539,669"
import,value,,„ Puddled - - - - -,1898,"556,549"
import,value,,„ Puddled - - - - -,1899,"577,358"
import,value,,„ Rape - - - - -,1900,"246,620"
import,value,,„ Spun Silk Yarn . . . . .,1899,"21,741"
import,value,,„ Tares and Lentils - - - - -,1900,"72,752"
import,value,,„ Teak . . . . .,1895,"574,882"
import,value,,„ Teak . . . . .,1896,"705,224"
import,value,,„ Teak . . . . .,1897,"867,083"
import,value,,„ Teak . . . . .,1898,"693,629"
import,value,,„ Teak . . . . .,1899,"654,304"
import,value,,"„ Unenumerated, For expressing Oil therefrom - - - - -",1900,"387,138"
import,value,,„ „ Carpets and Rugs - - -,1894,"3,595,940"
import,value,,„ „ Cotton-seed Cake . . . . . „,1896,"89,727"
import,value,,„ „ Cotton-seed Cake . . . . . „,1897,"111,822"
import,value,,„ „ Cotton-seed Cake . . . . . „,1898,"158,672"
import,value,,„ „ Cotton-seed Cake . . . . . „,1899,"194,105"
import,value,,„ „ Cotton-seed Cake . . . . . „,1900,"187,697"
import,value,,„ „ Not Tested,1899,"21,636"
import,value,,„ „ Not Texted - - - - -,1894,"17,975"
import,value,,„ „ Not Texted - - - - -,1895,"20,373"
import,value,,„ „ Not Texted - - - - -,1896,"23,731"
import,value,,„ „ Not Texted - - - - -,1897,"23,019"
import,value,,„ „ Not Texted - - - - -,1898,"21,555"
import,value,,„ „ Other Goats' Wool or Hair - - -,1894,"31,012"
import,value,,„ „ Other Goats' Wool or Hair - - -,1895,"45,296"
import,value,,„ „ Other Sorts . . . . . „,1900,"19,773"
import,value,,„ „ Saumur - - - -,1894,"63,877"
import,value,"""    Manufactures of Iron and Steel",Unenumerated,1896,"4,073,030"
import,value,"""    Manufactures of Iron and Steel",Unenumerated,1897,"2,654,821"
import,value,"""    Manufactures of Iron and Steel",Unenumerated,1898,"2,969,067"
import,value,"""    Manufactures of Iron and Steel",Unenumerated,1899,"3,273,520"
import,value,"""    Manufactures of Iron and Steel",Unenumerated,1900,"3,572,332"
