volume,label,raw,parsed_as,col,of,last_column
as_1897,"“ Turkey, European","739,03",73903,4,4,1
as_1897,“ “ Asiatic,"32,54",3254,4,4,1
as_1897,“ Other Foreign Countries,"5,28",528,4,4,1
as_1897,Total from Foreign Countries,"748,55",74855,4,4,1
as_1897,“ Cape of Good Hope,"571,67",57167,4,4,1
as_1897,“ Natal,"61,53",6153,4,4,1
as_1897,Total from British Possessions,"631,97",63197,4,4,1
as_1897,TOTAL,"1,581,14",158114,4,4,1
as_1897,""" Brazil","1,03",103,6,6,1
as_1897,""" Other Foreign Countries","2,10",210,8,9,0
as_1897,""" Other Foreign Countries","4,03",403,9,9,1
as_1897,Total from British Possessions,"20,47745",2047745,10,10,1
as_1897,From Germany - - - - -,"1,25",125,10,10,1
as_1897,„ Holland - - - - -,"36,56",3656,10,10,1
as_1897,„ Belgium - - - - -,"12,62",1262,9,9,1
as_1897,„ United States of America - - - - -,"2,45",245,10,10,1
as_1897,From Channel Islands - - - - -,"1,66",166,10,10,1
as_1897,Total from British Possessions - - - - -,"1,87",187,10,10,1
as_1897,„ Holland - - - - -,"1,14",114,9,9,1
as_1897,„ Belgium - - - - -,"119,57",11957,10,10,1
as_1897,„ Java - - - - -,"32,59",3259,10,10,1
as_1897,„ China - - - - -,"51,23",5123,10,10,1
as_1897,Bombay and Scinde - - - - -,"1,64",164,8,8,1
as_1897,Germany - - - - -,"2,23",223,10,10,1
as_1897,Belgium - - - - -,"1,72",172,10,10,1
as_1897,France - - - - -,"7,44",744,10,10,1
as_1897,Turkey - - - - -,"6,24",624,10,10,1
as_1897,Egypt - - - - -,"53,54",5354,10,10,1
as_1897,United States of America - - - - -,"90,24",9024,10,10,1
as_1897,Holland,"19,28",1928,10,10,1
as_1897,Belgium,"7,20",720,10,10,1
as_1897,France,"1,021,59",102159,10,10,1
as_1897,Portugal,"1,143,92",114392,10,10,1
as_1897,Spain,"333,02",33302,10,10,1
as_1897,Canary Islands,"3,11",311,10,10,1
as_1897,Italy,"21,58",2158,10,10,1
as_1897,Turkey,"1,52",152,10,10,1
as_1897,United States of America : On the Atlantic,"12,35",1235,10,10,1
as_1897,""" "" "" On the Pacific","9,71",971,10,10,1
as_1897,Other Foreign Countries,"4,92",492,10,10,1
as_1897,Total from Foreign Countries,"2,573,27",257327,10,10,1
as_1897,From Channel Islands,"2,14",214,10,10,1
as_1897,British Possessions in South Africa,"2,22",222,10,10,1
as_1897,South Australia,"24,92",2492,10,10,1
as_1897,Victoria,"43,48",4348,10,10,1
as_1897,New South Wales,"1,73",173,10,10,1
as_1897,Other British Possessions,"1,49",149,10,10,1
as_1897,Holland,"229,51",22951,10,10,1
as_1897,Belgium,"11,57",1157,10,10,1
as_1897,France,"2,729,34",272934,10,10,1
as_1897,Portugal,"3,12",312,10,10,1
as_1897,Madeira,"37,51",3751,10,10,1
as_1897,Spain,"508,77",50877,10,10,1
as_1897,Canary Islands,"5,18",518,10,10,1
as_1897,Italy,"52,85",5285,10,10,1
as_1897,United States of America : On the Atlantic,"3,48",348,10,10,1
as_1897,""" "" "" On the Pacific","3,14",314,9,9,1
as_1897,Other Foreign Countries,"2,21",221,10,10,1
as_1897,Total from Foreign Countries,"3,721,32",372132,10,10,1
as_1897,1893,"163,13",16313,12,12,1
as_1897,1894,"153,63",15363,11,11,1
as_1897,1895,"155,23",15523,12,12,1
as_1897,1896,"150,53",15053,12,12,1
as_1897,1897,"142,23",14223,11,11,1
as_1897,"Beans - "" ""","7,43",743,6,6,1
as_1897,Germany - - - - -,"39,94",3994,10,10,1
as_1897,Holland - - - - -,"25,52",2552,10,10,1
as_1897,Belgium - - - - -,"13,32",1332,10,10,1
as_1897,France - - - - -,"20,14",2014,10,10,1
as_1897,Portugal - - - - -,"12,05",1205,10,10,1
as_1897,Spain - - - - -,"169,22",16922,10,10,1
as_1897,Italy - - - - -,"67,43",6743,10,10,1
as_1897,Austrian Territories - - - - -,"19,25",1925,10,10,1
as_1897,Greece - - - - -,"8,27",827,10,10,1
as_1897,Roumania - - - - -,"8,24",824,10,10,1
as_1897,European - - - - -,"2,52",252,10,10,1
as_1897,Asiatic - - - - -,"7,40",740,10,10,1
as_1897,Egypt - - - - -,"6,25",625,10,10,1
as_1897,Tunis - - - - -,"1,28",128,8,8,1
as_1897,Java - - - - -,"2,25",225,10,10,1
as_1897,"Spanish, Philippine Islands - - - - -","4,54",454,10,10,1
as_1897,China - - - - -,"1,02",102,8,8,1
as_1897,Japan - - - - -,"65,63",6563,10,10,1
as_1897,On the Atlantic - - - - -,"419,23",41923,10,10,1
as_1897,On the Pacific - - - - -,"24,83",2483,10,10,1
as_1897,Spanish West India Islands - - - - -,"3,19",319,10,10,1
as_1897,Hayti and San Domingo - - - - -,"1,96",196,8,8,1
as_1897,Mexico - - - - -,"23,28",2328,10,10,1
as_1897,""" United States of America - - - - -","2,22",222,3,5,0
as_1897,""" Canada - - - - -","1,29",129,5,5,1
as_1897,""" Other British Possessions - - - - -","1,35",135,1,1,1
as_1897,Total to British Possessions - -,"5,43",543,8,8,1
as_1897,TOTAL - - - -,"141,71",14171,10,10,1
as_1897,Total to Foreign Countries - -,"1,55",155,7,7,1
as_1897,TOTAL - - - -,"1,50",150,7,7,1
as_1897,Northern Ports - - - - -,"1,53",153,2,2,1
as_1897,""" Germany - - - - -","5,57",557,10,10,1
as_1897,""" Holland - - - - -","1,16",116,5,5,1
as_1897,""" Belgium - - - - -","4,24",424,10,10,1
as_1897,""" France - - - - -","9,50",950,10,10,1
as_1897,""" United States of America - - - - -","5,40",540,10,10,1
as_1897,Asiatic . . . . .,"4,62",462,5,5,1
as_1897,Cyprus . . . . .,"2,79",279,5,5,1
as_1897,„ Egypt . . . . .,"50,21",5021,5,5,1
as_1897,„ Morocco . . . . .,"1,22",122,5,5,1
as_1897,French Possessions . . . . .,"3,74",374,4,4,1
as_1897,Portuguese Possessions . . . . .,"4,52",452,5,5,1
as_1897,German Possessions . . . . .,"3,40",340,3,3,1
as_1897,Compo Free State . . . . .,"3,12",312,5,5,1
as_1897,„ East Africa : Portuguese Possessions . . . . .,"61,29",6129,5,5,1
as_1897,„ Malaccabar . . . . .,"1,12",112,4,4,1
as_1897,Java . . . . .,"3,54",354,5,5,1
as_1897,"Spanish, Philippine Islands . . . . .","1,23",123,5,5,1
as_1897,„ China . . . . .,"12,36",1236,5,5,1
as_1897,„ Japan . . . . .,"3,40",340,5,5,1
as_1897,„ Islands in the Pacific . . . . .,"4,27",427,5,5,1
as_1897,On the Atlantic . . . . .,"23,13",2313,5,5,1
as_1897,On the Pacific . . . . .,"1,23",123,5,5,1
as_1897,„ Danish West India Islands . . . . .,"2,52",252,5,5,1
as_1897,„ Dutch Guiana . . . . .,"2,25",225,5,5,1
as_1897,„ Mexico . . . . .,"6,25",625,5,5,1
as_1897,„ Guatemala . . . . .,"2,43",243,5,5,1
as_1897,„ San Salvador . . . . .,"2,54",254,5,5,1
as_1897,„ Nicaragua . . . . .,"1,23",123,5,5,1
as_1897,„ Costa Rica . . . . .,"7,24",724,5,5,1
as_1897,„ Republic of Colombia . . . . .,"13,23",1323,5,5,1
as_1897,„ Venezuela . . . . .,"2,14",214,5,5,1
as_1897,„ Ecuador . . . . .,"1,59",159,4,4,1
as_1897,„ Peru . . . . .,"4,22",422,5,5,1
as_1897,„ Chile . . . . .,"31,55",3155,5,5,1
as_1897,„ Brazil . . . . .,"25,83",2583,5,5,1
as_1897,„ Uruguay . . . . .,"3,70",370,5,5,1
as_1897,„ Argentine Republic . . . . .,"12,14",1214,5,5,1
as_1897,„ Other Foreign Countries . . . . .,"1,12",112,1,1,1
as_1897,Total to Foreign Countries . . . . .,"726,25",72625,5,5,1
as_1897,„ Portugal.,"357,5",3575,3,10,0
as_1897,Northern Ports - - - - -,"2,0912",20912,5,5,1
as_1897,Total to British Possessions . . . . .,"1,20,034",120034,2,5,0
as_1897,TOTAL . . . . .,"1,20,013",120013,2,5,0
as_1897,Ceylon . . . . .,"54,5",545,6,10,0
as_1897,European - - - - -,"15,47",1547,2,2,1
as_1897,Total to Foreign Countries - - - - -,"174,85",17485,5,5,1
as_1897,Cape of Good Hope . . . . .,"57,96",5796,3,5,0
as_1897,To Gibraltar,"10,53",1053,1,1,1
as_1897,Cape of Good Hope - - - - -,"3,12",312,5,5,1
as_1897,Natal - - - - -,"1,12",112,1,1,1
as_1897,Bombay - - - - -,"5,53",553,7,7,1
as_1897,Bengal - - - - -,"5,93",593,5,5,1
as_1897,Straits Settlements - - - - -,"2,73",273,5,5,1
as_1897,""" Hong Kong - - - - -","7,63",763,5,5,1
as_1897,South Australia - - - - -,"2,7",27,3,3,1
as_1897,Victoria - - - - -,"1,53",153,3,3,1
as_1897,New South Wales - - - - -,"3,62",362,3,3,1
as_1897,Queensland - - - - -,"2,51",251,3,3,1
as_1897,New Zealand - - - - -,"2,55",255,4,4,1
as_1897,Total to British Possessions - - - - -,"41,77",4177,10,10,1
as_1897,TOTAL - - - - -,"116,94",11694,10,10,1
as_1897,""" Belgium - - - - -","1,73",173,3,3,1
as_1897,""" San Salvador - - - - -","17,64",1764,7,7,1
as_1897,Total to Foreign Countries,"1,51,656",151656,8,10,0
as_1897,",, Other Foreign Countries . . . . .","8,19",819,6,6,1
as_1897,On the Pacific - - - - -,"2,59",259,6,6,1
as_1897,„ Mexico - - - - -,"2,45",245,5,5,1
as_1897,„ Brazil - - - - -,"14,95",1495,7,7,1
as_1897,„ Argentine Republic - - - - -,"6,28",628,5,5,1
as_1897,„ Other Foreign Countries - - - - -,"5,98",598,5,5,1
as_1897,Total to Foreign Countries - - - - -,"1,147,42",114742,10,10,1
as_1897,Cape of Good Hope - - - - -,"55,46",5546,10,10,1
as_1897,Natal - - - - -,"21,99",2199,6,6,1
as_1897,Bombay - - - - -,"27,79",2779,10,10,1
as_1897,Madras - - - - -,"12,37",1237,5,5,1
as_1897,Bengal - - - - -,"51,88",5188,10,10,1
as_1897,British Burmah - - - - -,"2,99",299,5,5,1
as_1897,Straits Settlements - - - - -,"11,16",1116,7,7,1
as_1897,Ceylon - - - - -,"7,84",784,6,6,1
as_1897,„ Hong Kong - - - - -,"9,26",926,7,7,1
as_1897,""" Germany - - - - -","23,92",2392,10,10,1
as_1897,""" Holland - - - - -","2,68",268,10,10,1
as_1897,""" Brazil - - - - -","27,96",2796,10,10,1
as_1897,TOTAL - - - - -,"52,92",5292,10,10,1
as_1897,Total to Foreign Countries - - - - -,"1,839,21",183921,10,10,1
as_1897,""" Denmark (including Iceland and Greenland) - - - - -","3,23",323,5,5,1
as_1897,""" France - - - - -","2,27",227,10,10,1
as_1897,""" China - - - - -","1,22",122,10,10,1
as_1897,""" Brazil - - - - -","4,4",44,5,5,1
as_1897,Total to Foreign Countries - - - - -,"27,27",2727,10,10,1
as_1897,TOTAL - - - - -,"29,50",2950,10,10,1
as_1897,""" Possessions in Indian Seas : But 1, Java - - - - -","1,71",171,5,5,1
as_1897,""" Argentine Republic - - - - -","1,11",111,4,4,1
as_1897,Total to Foreign Countries - - - - -,"13,17",1317,10,10,1
as_1897,To Channel Islands - - - - -,"4,92",492,5,5,1
as_1897,Cape of Good Hope - - - - -,"23,58",2358,10,10,1
as_1897,Natal - - - - -,"4,51",451,5,5,1
as_1897,Bombay - - - - -,"11,12",1112,7,7,1
as_1897,Madras - - - - -,"2,65",265,5,5,1
as_1897,Bengal - - - - -,"12,25",1225,10,10,1
as_1897,Straits Settlements - - - - -,"1,23",123,4,4,1
as_1897,""" Hong Kong - - - - -","1,12",112,5,5,1
as_1897,West Australia - - - - -,"1,21",121,4,4,1
as_1897,South Australia - - - - -,"2,11",211,5,5,1
as_1897,Victoria - - - - -,"20,25",2025,10,10,1
as_1897,New South Wales - - - - -,"11,36",1136,8,8,1
as_1897,Queensland - - - - -,"1,23",123,5,5,1
as_1897,New Zealand - - - - -,"21,25",2125,10,10,1
as_1897,""" Canada - - - - -","9,26",926,8,8,1
as_1897,""" British West India Islands - - - - -","12,23",1223,10,10,1
as_1897,""" "" Guiana - - - - -","1,59",159,5,5,1
as_1897,""" Other British Possessions - - - - -","2,21",221,5,5,1
as_1897,Total to British Possessions - - -,"167,12",16712,10,10,1
as_1897,TOTAL - - - - -,"1,20,279",120279,10,10,1
as_1897,To Sweden - - - - -,"1,23",123,3,3,1
as_1897,""" Norway - - - - -","2,23",223,5,5,1
as_1897,""" Denmark (including Iceland and Greenland) - - - - -","1,31",131,6,6,1
as_1897,""" Germany - - - - -","8,23",823,10,10,1
as_1897,""" Holland - - - - -","37,23",3723,10,10,1
as_1897,""" Belgium - - - - -","1,38",138,10,10,1
as_1897,""" France - - - - -","2,21",221,10,10,1
as_1897,""" Egypt - - - - -","1,49",149,10,10,1
as_1897,""" East Africa: Portuguese Possessions - - - - -","17,29",1729,10,10,1
as_1897,""" China - - - - -","2,02",202,5,5,1
as_1897,""" Republic of Colombia - - - - -","9,44",944,10,10,1
as_1897,""" Peru - - - - -","5,27",527,6,6,1
as_1897,""" Chile - - - - -","27,29",2729,10,10,1
as_1897,""" Brazil - - - - -","111,73",11173,10,10,1
as_1897,""" Argentine Republic - - - - -","11,21",1121,10,10,1
as_1897,""" Other Foreign Countries - - - - -","14,71",1471,10,10,1
as_1897,Total to Foreign Countries - - -,"20,43",2043,10,10,1
as_1897,To Channel Islands - - - - -,"31,21",3121,10,10,1
as_1897,""" Gibraltar - - - - -","2,72",272,9,9,1
as_1897,Sierra Leone - - - - -,"2,25",225,5,5,1
as_1897,The Gold Coast - - - - -,"1,74",174,5,5,1
as_1897,Lagos - - - - -,"1,19",119,3,3,1
as_1897,""" Austrian Territories - - - - -","4,20",420,5,5,1
as_1897,""" British West India Islands - - - - -","4,69",469,5,5,1
as_1897,""" "" Guinea - - - - -","1,43",143,5,5,1
as_1897,""" Other British Possessions - - - - -","6,62",662,5,5,1
as_1897,West Australia - - - - -,"1,52",152,3,3,1
as_1897,South Australia - - - - -,"3,69",369,10,10,1
as_1897,Victoria - - - - -,"21,65",2165,10,10,1
as_1897,New South Wales - - - - -,"12,59",1259,10,10,1
as_1897,New Zealand - - - - -,"14,12",1412,10,10,1
as_1897,Canada - - - - -,"1,22",122,5,5,1
as_1897,Newfoundland - - - - -,"3,15",315,10,10,1
as_1897,Other British Possessions - - - - -,"2,22",222,10,10,1
as_1897,Total to British Possessions - - - - -,"102,32",10232,10,10,1
as_1897,TOTAL - - - - -,"174,65",17465,10,10,1
as_1897,To France - - - - -,"1,56",156,5,5,1
as_1897,Other Foreign Countries - - - - -,"6,24",624,10,10,1
as_1897,Total to Foreign Countries - - - - -,"7,80",780,10,10,1
as_1897,To South Africa: Cape of Good Hope - - - - -,"1,7",17,3,10,0
as_1897,To South Africa: Cape of Good Hope - - - - -,"4,24",424,10,10,1
as_1897,British East India - - - - -,"3,52",352,10,10,1
as_1897,Australasia - - - - -,"22,13",2213,10,10,1
as_1897,Other British Possessions - - - - -,"3,11",311,10,10,1
as_1897,Total to British Possessions - - - - -,"39,06",3906,10,10,1
as_1897,TOTAL - - - - -,"51,19",5119,10,10,1
as_1897,To Russia - - - - -,"2,24",224,3,3,1
as_1897,Sweden - - - - -,"2,53",253,8,8,1
as_1897,Norway - - - - -,"1,25",125,7,7,1
as_1897,Denmark (including Iceland and Greenland) - - - - -,"4,13",413,9,9,1
as_1897,Germany - - - - -,"13,35",1335,10,10,1
as_1897,Holland - - - - -,"3,02",302,10,10,1
as_1897,Belgium - - - - -,"8,72",872,10,10,1
as_1897,France - - - - -,"22,22",2222,10,10,1
as_1897,Spain - - - - -,"1,74",174,10,10,1
as_1897,United States of America - - - - -,"34,75",3475,10,10,1
as_1897,Mexico - - - - -,"1,92",192,5,5,1
as_1897,Chile - - - - -,"2,22",222,8,8,1
as_1897,Brazil - - - - -,"2,26",226,10,10,1
as_1897,Argentine Republic - - - - -,"2,92",292,9,9,1
as_1897,Other Foreign Countries - - - - -,"14,54",1454,10,10,1
as_1897,Total to Foreign Countries - - - - -,"142,42",14242,10,10,1
as_1897,To Channel Islands - - - - -,"5,27",527,10,10,1
as_1897,Cape of Good Hope - - - - -,"25,14",2514,10,10,1
as_1897,Natal - - - - -,"7,23",723,10,10,1
as_1897,British East Indies - - - - -,"12,69",1269,10,10,1
as_1897,Total to British Possessions . . . . .,"292,45",29245,6,10,0
as_1897,To Sweden - - - - -,"1,50",150,5,5,1
as_1897,""" Norway - - - - -","2,02",202,5,5,1
as_1897,""" Denmark (including Iceland and Greenland) - - - - -","6,03",603,5,5,1
as_1897,""" Germany - - - - -","18,27",1827,5,5,1
as_1897,""" Holland - - - - -","4,50",450,5,5,1
as_1897,""" Belgium - - - - -","7,59",759,5,5,1
as_1897,""" France - - - - -","52,22",5222,5,5,1
as_1897,""" Spain - - - - -","1,25",125,5,5,1
as_1897,""" Austrian Territories - - - - -","2,22",222,5,5,1
as_1897,""" Egypt - - - - -","2,25",225,5,5,1
as_1897,""" United States of America - - - - -","11,12",1112,5,5,1
as_1897,""" Chile - - - - -","4,28",428,5,5,1
as_1897,""" Brazil - - - - -","2,63",263,5,5,1
as_1897,""" Argentine Republic - - - - -","4,22",422,5,5,1
as_1897,""" Other Foreign Countries - - - - -","20,22",2022,5,5,1
as_1897,Total to Foreign Countries - - - - -,"149,22",14922,5,5,1
as_1897,To Channel Islands - - - - -,"6,56",656,5,5,1
as_1897,Cape of Good Hope - - - - -,"21,12",2112,5,5,1
as_1897,Natal - - - - -,"11,27",1127,5,5,1
as_1897,""" British East Indies - - - - -","22,22",2222,5,5,1
as_1897,West Australia - - - - -,"2,22",222,5,5,1
as_1897,South Australia - - - - -,"7,22",722,5,5,1
as_1897,Victoria - - - - -,"21,22",2122,5,5,1
as_1897,New South Wales - - - - -,"27,22",2722,5,5,1
as_1897,Queensland - - - - -,"3,22",322,5,5,1
as_1897,Tasmania - - - - -,"1,22",122,3,3,1
as_1897,New Zealand - - - - -,"22,22",2222,5,5,1
as_1897,""" Canada - - - - -","4,22",422,5,5,1
as_1897,""" British West India Islands - - - - -","2,22",222,5,5,1
as_1897,""" Other British Possessions - - - - -","4,22",422,5,5,1
as_1897,Total to British Possessions - - - - -,"212,22",21222,5,5,1
as_1897,TOTAL - - - - -,"324,22",32422,5,5,1
as_1897,"To Spain, Canary Islands - - - - -","4,22",422,10,10,1
as_1897,""" Other Foreign Countries - - - - -","21,22",2122,10,10,1
as_1897,Total to Foreign Countries - - - - -,"5,22",522,10,10,1
as_1897,To Channel Islands - - - - -,"1,22",122,10,10,1
as_1897,Gibraltar - - - - -,"4,22",422,10,10,1
as_1897,Malta and Gozo - - - - -,"7,22",722,10,10,1
as_1897,Cape of Good Hope - - - - -,"12,22",1222,10,10,1
as_1897,Natal - - - - -,"2,22",222,8,8,1
as_1897,""" British West India Islands - - - - -","2,22",222,10,10,1
as_1897,""" Other British Possessions - - - - -","1,22",122,9,9,1
as_1897,Total to British Possessions - - - - -,"27,22",2722,10,10,1
as_1897,TOTAL - - - - -,"67,22",6722,10,10,1
as_1897,Cape of Good Hope . . . . .,"62,35",6235,5,5,1
as_1897,Natal . . . . .,"31,32",3132,5,5,1
as_1897,East Africa : Other Territories under British Influence.,"4,57",457,4,4,1
as_1897,Mauritius and Dependencies . . . . .,"3,32",332,5,5,1
as_1897,Aden and Dependencies . . . . .,"2,13",213,3,3,1
as_1897,British Burma . . . . .,"7,40",740,5,5,1
as_1897,Straits Settlements . . . . .,"3,95",395,5,5,1
as_1897,Ceylon . . . . .,"4,45",445,5,5,1
as_1897,Hong Kong . . . . .,"2,63",263,5,5,1
as_1897,West Australia . . . . .,"11,80",1180,5,5,1
as_1897,South Australia . . . . .,"18,55",1855,5,5,1
as_1897,Victoria . . . . .,"23,83",2383,5,5,1
as_1897,New South Wales . . . . .,"24,86",2486,5,5,1
as_1897,Queensland . . . . .,"11,25",1125,5,5,1
as_1897,Tasmania . . . . .,"1,10",110,5,5,1
as_1897,New Zealand . . . . .,"23,25",2325,5,5,1
as_1897,Canada . . . . .,"14,00",1400,5,5,1
as_1897,Newfoundland . . . . .,"2,42",242,5,5,1
as_1897,Bermudas . . . . .,"1,72",172,4,4,1
as_1897,British West India Islands . . . . .,"16,22",1622,5,5,1
as_1897,Honduras . . . . .,"1,73",173,3,3,1
as_1897,Guiana . . . . .,"4,29",429,5,5,1
as_1897,Falkland Islands . . . . .,"1,22",122,4,4,1
as_1897,Other British Possessions . . . . .,"3,57",357,5,5,1
as_1897,Total to British Possessions . . . . .,"41,75",4175,5,5,1
as_1897,TOTAL . . . . .,"64,28",6428,5,5,1
as_1897,To Germany . . . . .,"21,25",2125,10,10,1
as_1897,Holland . . . . .,"12,42",1242,10,10,1
as_1897,Belgium . . . . .,"11,92",1192,10,10,1
as_1897,France . . . . .,"37,32",3732,10,10,1
as_1897,United States of America . . . . .,"46,58",4658,10,10,1
as_1897,Other Foreign Countries . . . . .,"8,25",825,9,9,1
as_1897,Total to Foreign Countries . . . . .,"222,58",22258,10,10,1
as_1897,To British East Indies . . . . .,"2,43",243,7,7,1
as_1897,Canada . . . . .,"4,74",474,5,5,1
as_1897,Total to British Possessions . . . . .,"7,27",727,10,10,1
as_1897,TOTAL . . . . .,"229,75",22975,10,10,1
as_1897,„ France . . . . .,"2,1504",21504,8,10,0
as_1897,„ Other Foreign Countries . . . . .,"11,0214",110214,2,10,0
as_1897,Total to Foreign Countries . . . . .,"2,0759",20759,6,10,0
as_1897,""" Canada - - - - -","15,59",1559,10,10,1
as_1897,""" United States of America - - - - -","224,23",22423,10,10,1
as_1897,Total to Foreign Countries - - - - -,"225,65",22565,10,10,1
as_1897,TOTAL - - - - -,"226,72",22672,10,10,1
as_1897,„ Mexico . . . . .,"2,51",251,7,10,0
as_1897,Biscuit and Bread . . . . . Cuts.,"11,33",1133,4,4,1
as_1897,Piece Goods . . . . . Yards,"92,32",9232,7,7,1
as_1897,Oil and Floor Cloth . . . . . Yards,"15,55",1555,7,7,1
as_1897,"Wool, Sheep and Lambs' . . . . . lbs.","12,49",1249,6,6,1
as_1897,""" Nails . . . . . "" ""","1,00",100,8,8,1
as_1897,""" Combed or Carded, and Tops . . . . . "" ""","11,10",1110,7,7,1
as_1897,"Woollen and Worsted Yarn . . . . . "" ""","19,36",1936,8,8,1
as_1897,"Yarn, Alpaca, and other Sorts . . . . . "" ""","1,50",150,7,7,1
as_1897,"Worsted Coatings and Stuffs . . . . . "" ""","22,50",2250,7,7,1
as_1897,"Flannels and Carpets . . . . . "" ""","5,00",500,7,7,1
as_1897,Parcel Post . . . . . Number of Parcels,"11,52",1152,4,4,1
as_1897,""" Holland - - - - -","8,51",851,8,10,0
as_1897,""" Germany - - - - -","1,25",125,5,5,1
as_1897,""" Holland - - - - -","1,75",175,6,9,0
as_1897,""" Holland - - - - -","3,11",311,9,9,1
as_1897,""" Belgium - - - - -","2,23",223,7,7,1
as_1897,""" Italy - - - - -","1,92",192,10,10,1
as_1897,""" United States of America - - - - -","1,32",132,6,6,1
as_1897,""" Other Foreign Countries - - - - -","4,21",421,10,10,1
as_1897,Total to Foreign Countries - - - - -,"14,42",1442,10,10,1
as_1897,To Cape of Good Hope - - - - -,"2,73",273,6,6,1
as_1897,""" British East Indies - - - - -","3,72",372,7,7,1
as_1897,""" Australasia - - - - -","1,32",132,1,1,1
as_1897,""" Canada - - - - -","1,85",185,4,4,1
as_1897,""" Other British Possessions - - - - -","1,22",122,5,5,1
as_1897,Total to British Possessions - - - - -,"11,24",1124,10,10,1
as_1897,TOTAL - - - - -,"22,73",2273,10,10,1
as_1897,""" Germany - - - - -","27,27",2727,10,10,1
as_1897,""" Belgium - - - - -","14,27",1427,8,8,1
as_1897,""" United States of America : On the Atlantic - - - - -","2,42",242,10,10,1
as_1897,Total to Foreign Countries - - - - -,"62,65",6265,10,10,1
as_1897,TOTAL - - - - -,"62,73",6273,10,10,1
as_1897,Other Foreign Countries - - - - -,"27,47",2747,4,5,0
as_1897,Other Foreign Countries - - - - -,"7,25",725,5,5,1
as_1897,Sweden - - - - -,"14,12",1412,10,10,1
as_1897,Germany - - - - -,"2,28",228,7,7,1
as_1897,Holland - - - - -,"21,33",2133,10,10,1
as_1897,Belgium - - - - -,"2,24",224,10,10,1
as_1897,France - - - - -,"15,57",1557,10,10,1
as_1897,Italy - - - - -,"7,24",724,10,10,1
as_1897,United States of America :,"1,52",152,7,7,1
as_1897,On the Atlantic - - - - -,"12,23",1223,10,10,1
as_1897,Other Foreign Countries - - - - -,"4,42",442,10,10,1
as_1897,Total to Foreign Countries - - - - -,"55,95",5595,10,10,1
as_1897,To Australasia - - - - -,"2,77",277,5,5,1
as_1897,Total to British Possessions - - - - -,"2,82",282,6,6,1
as_1897,TOTAL - - - - -,"58,78",5878,10,10,1
as_1897,Sweden - - - - -,"6,57",657,10,10,1
as_1897,Germany - - - - -,"2,61",261,5,5,1
as_1897,Holland - - - - -,"37,63",3763,10,10,1
as_1897,TOTAL - - - - -,"5,73",573,10,10,1
as_1897,„ Other Foreign Countries,"4,25",425,5,5,1
as_1897,""" France - - - - -","2,72",272,3,3,1
as_1897,TOTAL - - - - -,"3,12",312,10,10,1
as_1897,""" Sweden - - - - -","31,25",3125,10,10,1
as_1897,""" Norway - - - - -","12,48",1248,9,9,1
as_1897,""" Germany - - - - -","129,70",12970,10,10,1
as_1897,""" Holland - - - - -","94,12",9412,10,10,1
as_1897,""" Belgium - - - - -","161,12",16112,10,10,1
as_1897,""" France - - - - -","529,12",52912,10,10,1
as_1897,""" Spain - - - - -","64,15",6415,10,10,1
as_1897,""" Italy - - - - -","5,59",559,6,6,1
as_1897,On the Atlantic - - - - -,"85,12",8512,10,10,1
as_1897,""" Mexico - - - - -","17,25",1725,6,6,1
as_1897,""" Uruguay - - - - -","6,22",622,5,5,1
as_1897,""" Argentine Republic - - - - -","22,73",2273,6,6,1
as_1897,""" Other Foreign Countries - - - - -","1,62",162,5,5,1
as_1897,Total to Foreign Countries - - - - -,"1,229,22",122922,10,10,1
as_1897,To British Possessions - - - - -,"1,22",122,3,3,1
as_1897,On the Atlantic - - - - -,"1,22",122,8,8,1
as_1897,Total to Foreign Countries - - - - -,"2,25",225,9,9,1
as_1897,TOTAL - - - - -,"2,29",229,9,9,1
as_1897,To Sweden - - - - -,"3,22",322,1,1,1
as_1897,""" Denmark - - - - -","4,12",412,1,1,1
as_1897,""" Germany - - - - -","4,17",417,1,1,1
as_1897,""" Holland - - - - -","17,20",1720,1,1,1
as_1897,""" Belgium - - - - -","21,55",2155,1,1,1
as_1897,""" France - - - - -","4,02",402,1,1,1
as_1897,""" Canary Islands - - - - -","1,12",112,1,1,1
as_1897,""" Austrian Territories - - - - -","1,22",122,1,1,1
as_1897,""" Greece - - - - -","1,22",122,1,1,1
as_1897,""" Bulgaria - - - - -","1,67",167,1,1,1
as_1897,""" Roumania - - - - -","12,26",1226,1,1,1
as_1897,""" Turkey - - - - -","61,23",6123,1,1,1
as_1897,""" Egypt - - - - -","5,52",552,1,1,1
as_1897,""" Tunis - - - - -","7,22",722,1,1,1
as_1897,""" United States of America - - - - -","87,03",8703,1,1,1
as_1897,""" Spanish West India Islands - - - - -","6,14",614,1,1,1
as_1897,""" Danish West India Islands - - - - -","1,22",122,1,1,1
as_1897,Other Foreign Countries . . . . .,"3,42",342,8,9,0
as_1897,Austrian Territories,"110,53",11053,8,10,0
as_1897,„ Australasia - - - - -,"4,77",477,4,5,0
as_1897,""" Natal - - - - -","1,72",172,6,7,0
as_1897,Total to Foreign Countries - - - - -,"62,81",6281,10,10,1
as_1897,„ Norway - - - - -,"3,73",373,5,5,1
as_1897,„ Denmark - - - - -,"1,23",123,9,9,1
as_1897,„ Germany - - - - -,"64,56",6456,10,10,1
