commodity,year,naive,country,n_gold_rows,n_pipe_rows,gold_q,pipe_q,q_bucket,q_story,gold_v,pipe_v,v_bucket,v_story
Tallow And Stearine,1890,1,Belgium,1,1,26094.0,26094.0,exact01,equal,43621.0,43621.0,exact01,equal
Tallow And Stearine,1890,1,Bermuda,1,1,1008.0,1008.0,exact01,equal,1067.0,1067.0,exact01,equal
Tallow And Stearine,1890,1,British East Indies,1,1,8822.0,8822.0,exact01,equal,11276.0,11276.0,exact01,equal
Tallow And Stearine,1890,1,Canada,1,1,3172.0,3172.0,exact01,equal,4868.0,4868.0,exact01,equal
Tallow And Stearine,1890,1,Falkland Islands,1,1,3522.0,3522.0,exact01,equal,5380.0,5380.0,exact01,equal
Tallow And Stearine,1890,1,France,1,1,36947.0,36947.0,exact01,equal,53703.0,53703.0,exact01,equal
Tallow And Stearine,1890,1,Germany,1,1,44373.0,44373.0,exact01,equal,55619.0,55619.0,exact01,equal
Tallow And Stearine,1890,1,Mexico,1,1,5630.0,5630.0,exact01,equal,7240.0,7240.0,exact01,equal
Tallow And Stearine,1890,1,Netherlands,1,1,12619.0,12619.0,exact01,equal,20156.0,20156.0,exact01,equal
Tallow And Stearine,1890,1,Russia,1,1,5766.0,5766.0,exact01,equal,9971.0,9971.0,exact01,equal
Tallow And Stearine,1890,1,United States Of America,1,1,588221.0,588221.0,exact01,equal,717383.0,717383.0,exact01,equal
Tallow And Stearine,1890,1,Uruguay,1,1,12712.0,12712.0,exact01,equal,15975.0,15975.0,exact01,equal
Tallow And Stearine,1890,1,§RESIDUAL,1,1,3031.0,3031.0,exact01,equal,3475.0,3475.0,exact01,equal
Tallow And Stearine,1891,0,Argentina,1,1,65202.0,65202.0,exact01,equal,92160.0,92160.0,exact01,equal
Tallow And Stearine,1891,0,Belgium,1,1,38239.0,38239.0,exact01,equal,67033.0,67033.0,exact01,equal
Tallow And Stearine,1891,0,Canada,1,1,2799.0,2799.0,exact01,equal,3706.0,3706.0,exact01,equal
Tallow And Stearine,1891,0,Falkland Islands,1,1,4892.0,4892.0,exact01,equal,6322.0,6322.0,exact01,equal
Tallow And Stearine,1891,0,France,1,1,37526.0,37526.0,exact01,equal,55863.0,55863.0,exact01,equal
Tallow And Stearine,1891,0,Germany,1,1,9481.0,9481.0,exact01,equal,11716.0,11716.0,exact01,equal
Tallow And Stearine,1891,0,Netherlands,1,1,18088.0,18088.0,exact01,equal,30043.0,30043.0,exact01,equal
Tallow And Stearine,1891,0,New South Wales,1,1,242858.0,242858.0,exact01,equal,305831.0,305831.0,exact01,equal
Tallow And Stearine,1891,0,New Zealand,1,1,198557.0,195557.0,within5,one_digit[2] 8->5,254061.0,254061.0,exact01,equal
Tallow And Stearine,1891,0,Queensland,1,1,90279.0,90279.0,exact01,equal,113330.0,113330.0,exact01,equal
Tallow And Stearine,1891,0,Russia,1,1,4518.0,4518.0,exact01,equal,8588.0,8588.0,exact01,equal
Tallow And Stearine,1891,0,South Australia,1,1,12567.0,12567.0,exact01,equal,15296.0,15296.0,exact01,equal
Tallow And Stearine,1891,0,Straits Settlements,1,1,9418.0,9418.0,exact01,equal,11913.0,11913.0,exact01,equal
Tallow And Stearine,1891,0,Tasmania,1,1,1572.0,1572.0,exact01,equal,1959.0,1959.0,exact01,equal
Tallow And Stearine,1891,0,United States Of America,1,1,490085.0,490085.0,exact01,equal,606598.0,606598.0,exact01,equal
Tallow And Stearine,1891,0,Uruguay,1,1,36636.0,36636.0,exact01,equal,57039.0,57039.0,exact01,equal
Tallow And Stearine,1891,0,Victoria,1,1,107192.0,107192.0,exact01,equal,129267.0,129267.0,exact01,equal
Tallow And Stearine,1891,0,§RESIDUAL,1,1,1292.0,1292.0,exact01,equal,1543.0,1543.0,exact01,equal
Tallow And Stearine,1892,1,Argentina,1,1,28762.0,28762.0,exact01,equal,38771.0,38771.0,exact01,equal
Tallow And Stearine,1892,1,Belgium,1,1,32201.0,32201.0,exact01,equal,30475.0,50475.0,off,one_digit[0] 3->5
Tallow And Stearine,1892,1,British East Indies,1,1,7055.0,7055.0,exact01,equal,9260.0,9260.0,exact01,equal
Tallow And Stearine,1892,1,Falkland Islands,1,1,4629.0,4629.0,exact01,equal,5510.0,5510.0,exact01,equal
Tallow And Stearine,1892,1,France,1,1,43994.0,43994.0,exact01,equal,69260.0,69260.0,exact01,equal
Tallow And Stearine,1892,1,Germany,1,1,8307.0,8207.0,within5,one_digit[1] 3->2,9226.0,9226.0,exact01,equal
Tallow And Stearine,1892,1,Morocco,1,1,7520.0,7520.0,exact01,equal,9776.0,9776.0,exact01,equal
Tallow And Stearine,1892,1,Netherlands,1,1,11129.0,11129.0,exact01,equal,18684.0,18684.0,exact01,equal
Tallow And Stearine,1892,1,New South Wales,1,1,316265.0,316265.0,exact01,equal,394459.0,394459.0,exact01,equal
Tallow And Stearine,1892,1,New Zealand,1,1,152099.0,152099.0,exact01,equal,191987.0,191987.0,exact01,equal
Tallow And Stearine,1892,1,Queensland,1,1,116140.0,116140.0,exact01,equal,148705.0,148705.0,exact01,equal
Tallow And Stearine,1892,1,Russia,1,1,3052.0,3052.0,exact01,equal,6581.0,6581.0,exact01,equal
Tallow And Stearine,1892,1,South Australia,1,1,17822.0,17822.0,exact01,equal,21895.0,21895.0,exact01,equal
Tallow And Stearine,1892,1,Tasmania,1,1,2377.0,2377.0,exact01,equal,2898.0,2898.0,exact01,equal
Tallow And Stearine,1892,1,United States Of America,1,1,472182.0,472182.0,exact01,equal,582486.0,582486.0,exact01,equal
Tallow And Stearine,1892,1,Uruguay,1,1,22410.0,22410.0,exact01,equal,29369.0,29369.0,exact01,equal
Tallow And Stearine,1892,1,Victoria,1,1,128022.0,128022.0,exact01,equal,156415.0,156415.0,exact01,equal
Tallow And Stearine,1892,1,§RESIDUAL,1,1,1713.0,1713.0,exact01,equal,2209.0,2211.0,exact01,2_digits
Tallow And Stearine,1893,1,Argentina,1,1,51618.0,51618.0,exact01,equal,80296.0,80296.0,exact01,equal
Tallow And Stearine,1893,1,Belgium,1,1,35210.0,35210.0,exact01,equal,58040.0,58040.0,exact01,equal
Tallow And Stearine,1893,1,Canada,1,1,1868.0,1868.0,exact01,equal,2511.0,2511.0,exact01,equal
Tallow And Stearine,1893,1,Falkland Islands,1,1,6069.0,6069.0,exact01,equal,9056.0,9056.0,exact01,equal
Tallow And Stearine,1893,1,France,1,1,32787.0,32787.0,exact01,equal,54913.0,54913.0,exact01,equal
Tallow And Stearine,1893,1,Germany,1,1,34493.0,34493.0,exact01,equal,29623.0,29623.0,exact01,equal
Tallow And Stearine,1893,1,Netherlands,1,1,15267.0,15267.0,exact01,equal,27227.0,27227.0,exact01,equal
Tallow And Stearine,1893,1,New South Wales,1,1,566287.0,566287.0,exact01,equal,787283.0,787283.0,exact01,equal
Tallow And Stearine,1893,1,New Zealand,1,1,174725.0,174725.0,exact01,equal,246239.0,246239.0,exact01,equal
Tallow And Stearine,1893,1,Queensland,1,1,153700.0,153700.0,exact01,equal,215692.0,215692.0,exact01,equal
Tallow And Stearine,1893,1,Russia,1,1,2638.0,2638.0,exact01,equal,6022.0,6022.0,exact01,equal
Tallow And Stearine,1893,1,South Australia,1,1,4505.0,4505.0,exact01,equal,6034.0,6034.0,exact01,equal
Tallow And Stearine,1893,1,Straits Settlements,1,1,5801.0,5801.0,exact01,equal,8524.0,8524.0,exact01,equal
Tallow And Stearine,1893,1,Tasmania,1,1,1143.0,1143.0,exact01,equal,1563.0,1563.0,exact01,equal
Tallow And Stearine,1893,1,United States Of America,1,1,312412.0,312412.0,exact01,equal,409050.0,409050.0,exact01,equal
Tallow And Stearine,1893,1,Uruguay,1,1,9310.0,9310.0,exact01,equal,13528.0,13528.0,exact01,equal
Tallow And Stearine,1893,1,Victoria,1,1,148659.0,148659.0,exact01,equal,201664.0,201664.0,exact01,equal
Tallow And Stearine,1893,1,§RESIDUAL,1,1,2905.0,2905.0,exact01,equal,4142.0,4142.0,exact01,equal
Tallow And Stearine,1894,1,Argentina,1,1,69129.0,69129.0,exact01,equal,91265.0,91265.0,exact01,equal
Tallow And Stearine,1894,1,Belgium,1,1,32016.0,32016.0,exact01,equal,46575.0,46575.0,exact01,equal
Tallow And Stearine,1894,1,British East Indies,1,1,1773.0,1773.0,exact01,equal,2270.0,2270.0,exact01,equal
Tallow And Stearine,1894,1,Canada,1,1,1357.0,1357.0,exact01,equal,1344.0,1344.0,exact01,equal
Tallow And Stearine,1894,1,China,1,1,17221.0,17221.0,exact01,equal,21977.0,21977.0,exact01,equal
Tallow And Stearine,1894,1,Falkland Islands,1,1,4554.0,4554.0,exact01,equal,6361.0,6361.0,exact01,equal
Tallow And Stearine,1894,1,France,1,1,35290.0,35290.0,exact01,equal,60926.0,60926.0,exact01,equal
Tallow And Stearine,1894,1,Germany,1,1,40498.0,40498.0,exact01,equal,13393.0,43393.0,off,one_digit[0] 1->4
Tallow And Stearine,1894,1,Netherlands,1,1,14851.0,14851.0,exact01,equal,23746.0,23746.0,exact01,equal
Tallow And Stearine,1894,1,New South Wales,1,1,853559.0,853559.0,exact01,equal,1099.0,1099507.0,off,magnitude
Tallow And Stearine,1894,1,New Zealand,1,1,198348.0,198348.0,exact01,equal,249933.0,249933.0,exact01,equal
Tallow And Stearine,1894,1,Queensland,1,1,135973.0,135973.0,exact01,equal,165755.0,165755.0,exact01,equal
Tallow And Stearine,1894,1,South Australia,1,1,29098.0,29098.0,exact01,equal,35047.0,35047.0,exact01,equal
Tallow And Stearine,1894,1,Tasmania,1,1,475.0,475.0,exact01,equal,638.0,638.0,exact01,equal
Tallow And Stearine,1894,1,United States Of America,1,1,181879.0,181879.0,exact01,equal,218796.0,218796.0,exact01,equal
Tallow And Stearine,1894,1,Uruguay,1,1,10400.0,10400.0,exact01,equal,13690.0,13690.0,exact01,equal
Tallow And Stearine,1894,1,Victoria,1,1,207344.0,207344.0,exact01,equal,257196.0,257196.0,exact01,equal
Tallow And Stearine,1894,1,§RESIDUAL,1,1,3822.0,3822.0,exact01,equal,6354.0,6354.0,exact01,equal
Tallow And Stearine,1895,1,Argentina,1,1,102789.0,102789.0,exact01,equal,117608.0,117608.0,exact01,equal
Tallow And Stearine,1895,1,Belgium,1,1,30406.0,30406.0,exact01,equal,45533.0,45533.0,exact01,equal
Tallow And Stearine,1895,1,British East Indies,1,1,2517.0,2517.0,exact01,equal,3005.0,3005.0,exact01,equal
Tallow And Stearine,1895,1,Canada,1,1,3407.0,3407.0,exact01,equal,2713.0,2713.0,exact01,equal
Tallow And Stearine,1895,1,China,1,1,15274.0,15274.0,exact01,equal,18047.0,18047.0,exact01,equal
Tallow And Stearine,1895,1,Falkland Islands,1,1,4806.0,4806.0,exact01,equal,6300.0,6300.0,exact01,equal
Tallow And Stearine,1895,1,France,1,1,46360.0,46360.0,exact01,equal,72101.0,72101.0,exact01,equal
Tallow And Stearine,1895,1,Germany,1,1,10476.0,10476.0,exact01,equal,8484.0,8484.0,exact01,equal
Tallow And Stearine,1895,1,Netherlands,1,1,15644.0,15644.0,exact01,equal,26662.0,26662.0,exact01,equal
Tallow And Stearine,1895,1,New South Wales,1,1,1046021.0,1046021.0,exact01,equal,1241624.0,1241624.0,exact01,equal
Tallow And Stearine,1895,1,New Zealand,1,1,265823.0,265823.0,exact01,equal,316429.0,316429.0,exact01,equal
Tallow And Stearine,1895,1,Queensland,1,1,188715.0,188715.0,exact01,equal,227354.0,227351.0,exact01,one_digit[5] 4->1
Tallow And Stearine,1895,1,Russia,1,1,3532.0,3532.0,exact01,equal,7079.0,7079.0,exact01,equal
Tallow And Stearine,1895,1,South Australia,1,1,35810.0,35810.0,exact01,equal,41818.0,41818.0,exact01,equal
Tallow And Stearine,1895,1,Tasmania,1,1,820.0,820.0,exact01,equal,1056.0,1056.0,exact01,equal
Tallow And Stearine,1895,1,United States Of America,1,1,104009.0,104009.0,exact01,equal,102888.0,102888.0,exact01,equal
Tallow And Stearine,1895,1,Uruguay,1,1,30651.0,30651.0,exact01,equal,35204.0,35204.0,exact01,equal
Tallow And Stearine,1895,1,Victoria,1,1,267040.0,267040.0,exact01,equal,298917.0,298917.0,exact01,equal
Tallow And Stearine,1895,1,§RESIDUAL,1,1,1803.0,1719.0,within5,3_digits,2349.0,2249.0,within5,one_digit[1] 3->2
Tallow And Stearine,1896,0,Argentina,1,1,129987.0,129987.0,exact01,equal,140589.0,140589.0,exact01,equal
Tallow And Stearine,1896,0,Belgium,1,1,30056.0,30056.0,exact01,equal,38451.0,38451.0,exact01,equal
Tallow And Stearine,1896,0,British East Indies,1,1,7235.0,7235.0,exact01,equal,8901.0,8901.0,exact01,equal
Tallow And Stearine,1896,0,Canada,1,1,4754.0,4754.0,exact01,equal,4992.0,4992.0,exact01,equal
Tallow And Stearine,1896,0,Chile,1,1,3949.0,3949.0,exact01,equal,4235.0,4235.0,exact01,equal
Tallow And Stearine,1896,0,China,1,1,13695.0,13695.0,exact01,equal,16424.0,16424.0,exact01,equal
Tallow And Stearine,1896,0,Falkland Islands,1,1,7386.0,7386.0,exact01,equal,7437.0,7437.0,exact01,equal
Tallow And Stearine,1896,0,France,1,1,48303.0,48303.0,exact01,equal,62622.0,62622.0,exact01,equal
Tallow And Stearine,1896,0,Germany,1,1,7586.0,7586.0,exact01,equal,7894.0,7894.0,exact01,equal
Tallow And Stearine,1896,0,Netherlands,1,1,16249.0,16249.0,exact01,equal,26169.0,26169.0,exact01,equal
Tallow And Stearine,1896,0,New South Wales,1,1,664982.0,664982.0,exact01,equal,722467.0,722467.0,exact01,equal
Tallow And Stearine,1896,0,New Zealand,1,1,194817.0,194817.0,exact01,equal,200712.0,200712.0,exact01,equal
Tallow And Stearine,1896,0,Queensland,1,1,219816.0,219816.0,exact01,equal,245016.0,245016.0,exact01,equal
Tallow And Stearine,1896,0,Russia,1,1,2623.0,2623.0,exact01,equal,5905.0,5905.0,exact01,equal
Tallow And Stearine,1896,0,South Australia,1,1,28734.0,28734.0,exact01,equal,30099.0,30099.0,exact01,equal
Tallow And Stearine,1896,0,Turkey,1,1,3010.0,3010.0,exact01,equal,4800.0,4800.0,exact01,equal
Tallow And Stearine,1896,0,United States Of America,1,1,410514.0,410514.0,exact01,equal,387491.0,387491.0,exact01,equal
Tallow And Stearine,1896,0,Uruguay,1,1,53010.0,53010.0,exact01,equal,53814.0,53814.0,exact01,equal
Tallow And Stearine,1896,0,Victoria,1,1,200879.0,200879.0,exact01,equal,208600.0,208600.0,exact01,equal
Tallow And Stearine,1896,0,§RESIDUAL,1,1,2164.0,2164.0,exact01,equal,2034.0,2034.0,exact01,equal
Tallow And Stearine,1897,1,Argentina,1,1,167625.0,107025.0,off,2_digits,106527.0,106557.0,exact01,one_digit[4] 2->5
Tallow And Stearine,1897,1,Belgium,1,1,31931.0,31031.0,within5,one_digit[2] 9->0,35997.0,33967.0,off,2_digits
Tallow And Stearine,1897,1,British East Indies,1,1,8243.0,207.0,off,magnitude,9293.0,3819.0,off,4_digits
Tallow And Stearine,1897,1,Canada,1,1,1358.0,1358.0,exact01,equal,1054.0,1051.0,within5,one_digit[3] 4->1
Tallow And Stearine,1897,1,Chile,1,1,1316.0,1810.0,off,2_digits,1120.0,112.0,off,magnitude
Tallow And Stearine,1897,1,China,1,1,10672.0,10072.0,off,one_digit[2] 6->0,11825.0,1195.0,off,magnitude
Tallow And Stearine,1897,1,Falkland Islands,1,1,745.0,745.0,exact01,equal,713.0,713.0,exact01,equal
Tallow And Stearine,1897,1,France,1,1,50734.0,50734.0,exact01,equal,62599.0,62529.0,within5,one_digit[3] 9->2
Tallow And Stearine,1897,1,Germany,1,1,14587.0,14587.0,exact01,equal,12751.0,12571.0,within5,transposition
Tallow And Stearine,1897,1,Netherlands,1,1,16543.0,16543.0,exact01,equal,22452.0,22462.0,exact01,one_digit[3] 5->6
Tallow And Stearine,1897,1,New South Wales,1,1,695473.0,695473.0,exact01,equal,661202.0,661202.0,exact01,equal
Tallow And Stearine,1897,1,New Zealand,1,1,299874.0,299874.0,exact01,equal,285683.0,285083.0,within5,one_digit[3] 6->0
Tallow And Stearine,1897,1,Queensland,1,1,146721.0,146721.0,exact01,equal,136917.0,136917.0,exact01,equal
Tallow And Stearine,1897,1,South Australia,1,1,17617.0,17617.0,exact01,equal,16342.0,16342.0,exact01,equal
Tallow And Stearine,1897,1,United States Of America,2,3,211533.0,277241.0,off,aggregate[2g+3p],240617.0,235107.0,within5,aggregate[2g+3p]
Tallow And Stearine,1897,1,Uruguay,1,1,36113.0,36113.0,exact01,equal,35234.0,35291.0,within5,2_digits
Tallow And Stearine,1897,1,Victoria,1,1,234216.0,234216.0,exact01,equal,223987.0,223987.0,exact01,equal
Tallow And Stearine,1897,1,§RESIDUAL,1,1,5624.0,5325.0,off,2_digits,5616.0,2183.0,off,4_digits
Tallow And Stearine,1898,1,Argentina,1,1,64087.0,164037.0,off,magnitude,178452.0,178402.0,exact01,one_digit[4] 5->0
Tallow And Stearine,1898,1,Belgium,1,1,38882.0,33832.0,off,2_digits,49297.0,49297.0,exact01,equal
Tallow And Stearine,1898,1,British East Indies,1,1,1692.0,123.0,off,magnitude,0.0,5038.0,nogold,
Tallow And Stearine,1898,1,Canada,1,1,19519.0,19519.0,exact01,equal,19023.0,10023.0,off,one_digit[1] 9->0
Tallow And Stearine,1898,1,Chile,1,1,680.0,680.0,exact01,equal,711.0,711.0,exact01,equal
Tallow And Stearine,1898,1,China,1,1,6232.0,6232.0,exact01,equal,6593.0,6593.0,exact01,equal
Tallow And Stearine,1898,1,Falkland Islands,1,1,1048.0,1048.0,exact01,equal,1056.0,1056.0,exact01,equal
Tallow And Stearine,1898,1,France,1,1,78878.0,78878.0,exact01,equal,98032.0,98032.0,exact01,equal
Tallow And Stearine,1898,1,Germany,1,1,14285.0,14283.0,exact01,one_digit[4] 5->3,14477.0,14477.0,exact01,equal
Tallow And Stearine,1898,1,Netherlands,1,1,16949.0,16949.0,exact01,equal,21530.0,21530.0,exact01,equal
Tallow And Stearine,1898,1,New South Wales,1,1,503966.0,503066.0,within5,one_digit[3] 9->0,566676.0,506676.0,off,one_digit[1] 6->0
Tallow And Stearine,1898,1,New Zealand,1,1,305245.0,305245.0,exact01,equal,321480.0,321450.0,exact01,one_digit[4] 8->5
Tallow And Stearine,1898,1,Queensland,1,1,118642.0,118642.0,exact01,equal,123387.0,123387.0,exact01,equal
Tallow And Stearine,1898,1,Russia,1,1,11.0,11.0,exact01,equal,15.0,15.0,exact01,equal
Tallow And Stearine,1898,1,Turkey,1,1,200.0,200.0,exact01,equal,270.0,270.0,exact01,equal
Tallow And Stearine,1898,1,United States Of America (Atlantic),1,1,571959.0,571959.0,exact01,equal,538243.0,538243.0,exact01,equal
Tallow And Stearine,1898,1,Uruguay,1,1,42117.0,42117.0,exact01,equal,44614.0,44644.0,exact01,one_digit[3] 1->4
Tallow And Stearine,1898,1,Victoria,1,1,132268.0,132268.0,exact01,equal,135298.0,135298.0,exact01,equal
Tallow And Stearine,1898,1,§RESIDUAL,1,1,5331.0,5331.0,exact01,equal,5532.0,5532.0,exact01,equal
Tallow And Stearine,1899,1,Argentina,1,1,126560.0,126560.0,exact01,equal,153539.0,153539.0,exact01,equal
Tallow And Stearine,1899,1,Australasia,5,6,1163915.0,1164011.0,exact01,aggregate[5g+6p],1345937.0,1352074.0,within5,aggregate[5g+6p]
Tallow And Stearine,1899,1,Belgium,1,1,39175.0,39175.0,exact01,equal,56165.0,56165.0,exact01,equal
Tallow And Stearine,1899,1,British East Indies,1,2,4236.0,4266.0,within5,aggregate[1g+2p],4761.0,6571.0,off,aggregate[1g+2p]
Tallow And Stearine,1899,1,Canada,1,1,27345.0,27345.0,exact01,equal,32447.0,32447.0,exact01,equal
Tallow And Stearine,1899,1,China,1,1,2142.0,2142.0,exact01,equal,2569.0,2569.0,exact01,equal
Tallow And Stearine,1899,1,Falkland Islands,1,1,4354.0,4354.0,exact01,equal,5279.0,5279.0,exact01,equal
Tallow And Stearine,1899,1,France,1,1,79425.0,79425.0,exact01,equal,108915.0,105915.0,within5,one_digit[2] 8->5
Tallow And Stearine,1899,1,Germany,1,1,18037.0,18037.0,exact01,equal,18546.0,18546.0,exact01,equal
Tallow And Stearine,1899,1,Netherlands,1,1,23447.0,23447.0,exact01,equal,34676.0,34076.0,within5,one_digit[2] 6->0
Tallow And Stearine,1899,1,United States Of America,2,1,557191.0,539636.0,within5,aggregate[2g+1p],600128.0,610026.0,within5,aggregate[2g+1p]
Tallow And Stearine,1899,1,Uruguay,1,1,10000.0,10000.0,exact01,equal,11165.0,11163.0,exact01,one_digit[4] 5->3
Tallow And Stearine,1899,1,§RESIDUAL,1,1,5310.0,5220.0,within5,2_digits,5906.0,5806.0,within5,one_digit[1] 9->8
Rosin,1876,0,France,1,1,13851.0,13851.0,exact01,equal,6738.0,6738.0,exact01,equal
Rosin,1876,0,United States Of America,1,1,966109.0,966109.0,exact01,equal,306234.0,306234.0,exact01,equal
Rosin,1876,0,§RESIDUAL,1,1,67.0,67.0,exact01,equal,35.0,35.0,exact01,equal
Rosin,1881,0,United States Of America,1,1,1117384.0,1117384.0,exact01,equal,343382.0,343382.0,exact01,equal
Rosin,1881,0,§RESIDUAL,1,1,14059.0,14059.0,exact01,equal,6060.0,6060.0,exact01,equal
Rosin,1886,0,Canada,1,1,1404.0,1404.0,exact01,equal,428.0,428.0,exact01,equal
Rosin,1886,0,France,1,1,9291.0,9291.0,exact01,equal,3605.0,3605.0,exact01,equal
Rosin,1886,0,United States Of America,1,1,1155695.0,1155695.0,exact01,equal,287627.0,287627.0,exact01,equal
Rosin,1886,0,§RESIDUAL,1,1,2165.0,2165.0,exact01,equal,569.0,569.0,exact01,equal
Rosin,1891,0,France,1,1,38692.0,38692.0,exact01,equal,12540.0,12540.0,exact01,equal
Rosin,1891,0,United States Of America,1,1,1599707.0,1599707.0,exact01,equal,387216.0,387216.0,exact01,equal
Rosin,1891,0,§RESIDUAL,1,1,441.0,441.0,exact01,equal,183.0,183.0,exact01,equal
Rosin,1896,0,Brazil,1,1,20787.0,20787.0,exact01,equal,6845.0,6845.0,exact01,equal
Rosin,1896,0,France,1,1,29830.0,29830.0,exact01,equal,10232.0,10232.0,exact01,equal
Rosin,1896,0,United States Of America,1,1,1599903.0,1599903.0,exact01,equal,400790.0,400790.0,exact01,equal
Rosin,1896,0,§RESIDUAL,1,1,4854.0,4854.0,exact01,equal,1696.0,1696.0,exact01,equal
