shipped_as_read,total_may_be_the_error,score,column,engine,volume,year,group,article,country,unit,reads,should_be,q_read,v_read,q_fixed,v_fixed,delta,digit,n_members,printed_total,other_engine_agrees,price_improves,price_before,price_after,block_rate,candidates_in_block,unique,strong
True,False,5,q,chandra,as_1898,1894,"HORNS, tips and pieces of Horns and Hoofs",Yarn,France,,2000937,2000037,2000937,53140,2000037,53140,-900,9->0,4,2117153,True,False,0.03,0.03,0.02,1,True,True
True,False,5,v,chandra,as_1898,1898,NUTS AND KERNELS,Whale Fisheries,Canada,,4652,4052,232,4652,232,4052,-600,6->0,5,97954,True,False,20.05,17.47,20.05,1,True,True
True,True,5,q,chandra,as_1899,1898,METAL,"Unenumerated, Old, fit only to be Re-manufactured—cont.",British East Indies : Madras,Tons,4686,4086,4686,31364,4086,31364,-600,6->0,6,11021,True,False,6.69,7.68,7.0,1,True,True
True,False,5,v,chandra,as_1889,1889,MANURES,Phosphate of Lime and Rock,Portugal,Tons,7599,7509,3799,7599,3799,7509,-90,9->0,8,619327,True,False,2.0,1.98,3.37,1,True,True
True,False,5,v,chandra,as_1894,1894,Fruit,Unenumerated : Dried,British East Indies,Cwtts,1192,1102,1754,1192,1754,1102,-90,9->0,3,7214,True,False,0.68,0.63,1.81,1,True,True
True,True,5,q,chandra,as_1899,1898,EGGS,,Channel Islands,Gt. Hunds,5568,5508,5568,2049,5508,2049,-60,6->0,3,752713,True,False,0.37,0.37,0.34,1,True,True
True,False,5,v,chandra,as_1892,1892,SILK,Raw,Australasia : New South Wales,Lbs,69,60,112,69,112,60,-9,9->0,3,193308,True,False,0.62,0.54,0.62,1,True,True
True,True,5,q,chandra,as_1898,1894,LEATHER MANUFACTURES,Boots and Shoes,Holland,,22329,22320,22329,71437,22320,71437,-9,9->0,6,115080,True,False,3.2,3.2,3.2,1,True,True
True,False,5,v,chandra,as_1898,1894,"SILVER, Ore of, or Ore of which the greater part in Value is Silver",Eastern Coast of Africa,British East Indies,,1059,1050,10470,1059,10470,1050,-9,9->0,13,1139957,True,False,0.1,0.1,0.12,1,True,True
True,False,5,v,infinity,as_1899,1898,"CARDS, PLAYING",Figs and Fig Cake,France,Cwts,2810,2819,2105,2810,2105,2819,9,0->9,8,133002,True,False,1.33,1.34,1.33,1,True,True
True,False,5,v,chandra,as_1899,1899,CAOUTCHOUIC,Manufactures of,Canada,Lbs,1508,1503,33728,1508,33728,1503,-5,8->3,3,2018,True,False,0.04,0.04,0.06,1,True,True
True,True,5,q,chandra,as_1888,1888,WOOL,Goats' Wool or Hair,Russia,Lbs,547592,847592,547592,15434,847592,15434,300000,5->8,9,10524499,True,False,0.03,0.02,0.03,5,False,True
True,True,5,q,chandra,as_1885,1885,Corn and Grain,Maize or Indian Corn,Morocco,Cwts,338733,538733,338733,156921,538733,156921,200000,3->5,13,30559795,True,True,0.46,0.29,0.28,7,False,True
True,True,5,q,chandra,as_1890,1890,LEATHER,Dressed,Belgium,Lbs,397811,337811,397811,53541,337811,53541,-60000,9->3,8,29801086,True,False,0.13,0.16,0.14,4,False,True
True,True,5,q,chandra,as_1899,1899,CORDAGE,Rye,United States of America,Cwts,408400,468400,408400,134102,468400,134102,60000,0->6,6,983430,True,False,0.33,0.29,0.31,4,False,True
True,False,5,q,chandra,as_1886,1886,Eggs,,Denmark,Great Hundreds,634851,684851,634851,208073,684851,208073,50000,3->8,8,8611920,True,False,0.33,0.3,0.33,5,False,True
True,True,5,q,chandra,as_1890,1890,"SKINS, FURS, and PELTS",Furs,United States of America,Number,2033504,2083504,2033504,177377,2083504,177377,50000,3->8,10,8854983,True,False,0.09,0.09,0.09,5,False,True
True,True,5,q,chandra,as_1885,1885,"Dye Stuffs, and Substances used in Tanning",Unenumerated,United States of Colombia,Gwts,50581,80581,50581,37961,80581,37961,30000,5->8,12,235830,True,False,0.75,0.47,2.06,5,False,True
True,True,5,q,chandra,as_1887,1887,"BUTTONS AND STUDS, NOT OF METAL",,Germany,Gross,750167,780167,750167,65132,780167,65132,30000,5->8,5,3460723,True,False,0.09,0.08,0.09,4,False,True
True,True,5,v,chandra,as_1889,1889,WINE,"White, in Casks",Germany,,46916,16916,140234,46916,140234,16916,-30000,4->1,4,926299,True,False,0.33,0.12,0.33,2,False,True
True,True,5,q,chandra,as_1897,1896,GLASS,Leaves of,Holland,Number,484500,454500,484500,995,454500,995,-30000,8->5,5,70453026,True,False,0.0,0.0,0.0,5,False,True
True,True,5,q,chandra,as_1897,1896,GLASS,Leaves of,United States of America : On the Atlantic,Number,85000,55000,85000,160,55000,160,-30000,8->5,5,70453026,True,False,0.0,0.0,0.0,5,False,True
True,True,5,v,chandra,as_1894,1894,COPPER,"Unwrought, in bars, blocks or slabs, cakes or ingots",Chile,Tons,531508,551508,13672,531508,13672,551508,20000,3->5,9,2048053,True,True,38.88,40.34,40.86,6,False,True
True,False,5,q,chandra,as_1894,1894,LEATHER,Dressed,Australasia : New South Wales,Lbs,69787,60787,69787,4272,60787,4272,-9000,9->0,7,1544770,True,False,0.06,0.07,0.05,2,False,True
True,False,5,v,chandra,as_1898,1894,WINE,In Casks,Italy,,79571,70571,402836,79571,402836,70571,-9000,9->0,14,2636737,True,False,0.2,0.18,0.2,2,False,True
True,False,5,q,chandra,as_1888,1888,HAIR MANUFACTURES,Of Other Materials,Java,Number,19500,13500,19500,688,13500,688,-6000,9->3,7,4107014,True,False,0.04,0.05,0.01,4,False,True
True,False,5,v,chandra,as_1878,1878,Corn and Grain,Wheat,Spain,Cwts,33263,38263,55896,33263,55896,38263,5000,3->8,17,27433444,True,False,0.6,0.68,0.54,9,False,True
True,True,5,q,chandra,as_1887,1887,COTTON MANUFACTURES,Other than Muslins,Belgium,Yards,12893154,12898154,12893154,205722,12898154,205722,5000,3->8,7,51018143,True,False,0.02,0.02,0.02,5,False,True
True,True,5,q,chandra,as_1889,1889,SPIRITS,Rum,Germany,Proof Gallons,273660,278660,273660,16730,278660,16730,5000,3->8,4,465485,True,False,0.06,0.06,0.11,2,False,True
True,True,5,v,chandra,as_1890,1890,WOOL,"Other Kinds, and Flocks",Holland,Lbs,3169,8169,95109,3169,95109,8169,5000,3->8,7,149979,True,False,0.03,0.09,0.03,7,False,True
True,True,5,v,chandra,as_1893,1893,WOOD and TIMBER,Mahogany,Germany,Tons,28944,23944,3416,28944,3416,23944,-5000,8->3,10,331231,True,False,8.47,7.01,9.05,6,False,True
True,True,5,q,chandra,as_1894,1894,Corn and Grain,Wheat,United States of America : On the Atlantic,Cwts,15778828,15773828,15778828,4356090,15773828,4356090,-5000,8->3,13,58071243,True,False,0.28,0.28,0.27,6,False,True
True,True,5,v,chandra,as_1896,1896,SKINS and FURS,"Furs, Rabbit Skins",Victoria,Number,68920,63920,11305020,68920,11305020,63920,-5000,8->3,6,162992,True,False,0.01,0.01,0.01,3,False,True
True,True,5,q,chandra,as_1896,1896,WOOL,Sheep or Lambs',Natal,Lbs,21223250,21228250,21223250,600801,21228250,600801,5000,3->8,15,616895464,True,False,0.03,0.03,0.03,7,False,True
True,True,5,q,chandra,as_1899,1897,SUGAR,"Unrefined, Cane, and other Sorts",Danish West India Islands,Cwts,33550,38550,33550,15713,38550,15713,5000,3->8,18,3179824,True,False,0.47,0.41,0.5,11,False,True
True,True,5,v,chandra,as_1872,1872,COTTON MANUFACTURES,"DYE STUFFS, Unenumerated",Belgium,,25607,28607,1111,25607,1111,28607,3000,5->8,16,526001,True,False,23.05,25.75,2.3,11,False,True
True,False,5,v,chandra,as_1884,1884,"CHEMICAL MANUFACTURES and PRODUCTS, Unenumerated",,Japan,Cwts,25294,28294,5077,25294,5077,28294,3000,5->8,11,550600,True,False,4.98,5.57,4.98,11,False,True
True,False,5,q,chandra,as_1885,1885,"SKINS, FURS, and PELTS","Goat, Undressed",United States of America,Number,61253,64253,61253,5651,64253,5651,3000,1->4,13,960659,True,False,0.09,0.09,0.1,12,False,True
True,True,5,q,chandra,as_1887,1887,ALKALI,,Holland,Gwts,21345,24345,21345,6569,24345,6569,3000,1->4,5,48816,True,False,0.31,0.27,0.88,4,False,True
True,False,5,q,chandra,as_1891,1891,Meal and Flour,Wheat Meal or Flour,Germany,Cwts,361476,364476,361476,218413,364476,218413,3000,1->4,10,15530977,True,False,0.6,0.6,0.6,8,False,True
True,False,5,q,chandra,as_1894,1894,Eggs,,Denmark,Great Hundreds,1251914,1254914,1251914,422790,1254914,422790,3000,1->4,12,11601520,True,False,0.34,0.34,0.34,9,False,True
True,False,5,q,chandra,as_1896,1896,"HIDES, Raw, and Pieces thereof",East-Coast of Africa,New South Wales,,5137,8137,5137,13854,8137,13854,3000,5->8,14,250961,True,False,2.7,1.7,2.33,8,False,True
True,True,5,q,infinity,as_1885,1885,SUGAR,Refined; Total of,Holland,,1268522,1265522,1268522,1165899,1265522,1165899,-3000,8->5,7,5325630,True,False,0.92,0.92,0.91,4,False,True
True,False,5,q,chandra,as_1892,1892,FRUIT,Unenumerated : Preserved without     Sugar,Australasia,Lbs,75995,73995,75995,488,73995,488,-2000,5->3,5,1078665,True,True,0.01,0.01,0.01,4,False,True
True,True,5,v,chandra,as_1890,1890,METAL,Unenumerated : Unwrought,Australasia,Tons,5889,6889,162,5889,162,6889,1000,5->6,3,9755,True,False,36.35,42.52,36.35,2,False,True
True,True,5,v,chandra,as_1894,1894,Eggs,,Portugal,Great Hundreds,15233,16233,43393,15233,43393,16233,1000,5->6,12,3687069,True,False,0.35,0.37,0.34,11,False,True
True,True,5,q,chandra,as_1895,1895,WOOD and TIMBER,"Hewn, Oak",Germany,Loads,29880,28880,29880,134683,28880,134683,-1000,9->8,5,90232,True,True,4.51,4.66,4.97,3,False,True
True,False,5,q,chandra,as_1891,1891,WOOD and TIMBER,Staves,Austrian Territories,Loads,1937,1037,1937,10618,1037,10618,-900,9->0,9,127817,True,False,5.48,10.24,5.48,2,False,True
True,True,5,v,chandra,as_1888,1888,"LEATHER, Undressed",,Australasia : Victoria,Lbs,119931,119331,2777487,119931,2777487,119331,-600,9->3,16,2567249,True,False,0.04,0.04,0.05,6,False,True
True,False,5,v,chandra,as_1890,1890,"COPPER, Ore of","Unwrought, in bars, blocks, slabs, cakes, or ingots",Chile,Tons,1072666,1072066,19716,1072666,19716,1072066,-600,6->0,8,1978965,True,False,54.41,54.38,55.92,4,False,True
True,False,5,v,chandra,as_1896,1896,"CORN, GRAIN, MEAL, AND FLOUR",Beans (not Kidney or French),Turkey,Cwts,228655,228055,932660,228655,932660,228055,-600,6->0,10,828403,True,False,0.25,0.24,0.29,5,False,True
True,False,5,q,chandra,as_1898,1895,Cotton,Tares and Lentils,Sweden,Bushels,9692,9092,9692,2700,9092,2700,-600,6->0,10,473430,True,False,0.28,0.3,0.2,6,False,True
True,False,5,v,chandra,as_1886,1886,RAGS and other MATERIALS for MAKING PAPER,Linen and Cotton,Belgium,Tons,108357,108857,8730,108357,8730,108857,500,3->8,9,450109,True,False,12.41,12.47,12.0,5,False,True
True,False,5,v,chandra,as_1887,1887,COPPER,"Old, fit only to be re-manufactured",Germany,Tons,11828,11328,411,11828,411,11328,-500,8->3,8,44762,True,False,28.78,27.56,28.78,5,False,True
True,True,5,q,chandra,as_1887,1887,Corn and Grain,Pease,Russia,Cwts,247350,247850,247350,69808,247850,69808,500,3->8,7,1322587,True,False,0.28,0.28,0.3,2,False,True
True,True,5,q,chandra,as_1887,1887,FISH,Fresh (not of British taking),Norway,Owts,268390,268890,268390,153668,268890,153668,500,3->8,9,918517,True,False,0.57,0.57,1.23,6,False,True
True,True,5,q,chandra,as_1889,1889,PLATE,"Of Silver, Gilt or Ungilt",Holland,Oz. Troy,18326,18826,18326,6141,18826,6141,500,3->8,8,109852,True,False,0.34,0.33,0.44,5,False,True
True,True,5,v,chandra,as_1889,1889,CHEESE,,Other Foreign Countries,Cwts,2339,2839,990,2339,990,2839,500,3->8,8,2907754,True,False,2.36,2.87,2.47,5,False,True
True,False,5,v,chandra,as_1889,1889,"RAGS, and other MATERIALS for MAKING PAPER",Linen and Cotton,Denmark,Tons,4308,4808,357,4308,357,4808,500,3->8,12,413259,True,False,12.07,13.47,10.2,6,False,True
True,False,5,v,chandra,as_1890,1890,"RAGS, WOOLLEN, applicable to other uses than Manure",,Australasia,Tons,5379,5879,335,5379,335,5879,500,3->8,3,8088,True,False,16.06,17.55,16.06,2,False,True
True,True,5,v,chandra,as_1894,1894,DYE WOODS,Spanish Possessions,British East Indies,,5814,5314,1131,5814,1131,5314,-500,8->3,3,16106,True,False,5.14,4.7,5.21,2,False,True
True,False,5,v,chandra,as_1894,1894,PAPER-MAKING MATERIALS,Linen and Cotton Rags,Germany,Tons,45334,45834,3707,45334,3707,45834,500,3->8,8,188092,True,False,12.23,12.36,8.91,7,False,True
True,False,5,v,chandra,as_1894,1894,PAPER-MAKING MATERIALS,Linen and Cotton Rags,Holland,Tons,27394,27894,3074,27394,3074,27894,500,3->8,8,188092,True,False,8.91,9.07,8.91,7,False,True
True,True,5,v,chandra,as_1894,1894,Cotton,"Garden, unenumerated",Germany,Lbs,28848,28348,690446,28848,690446,28348,-500,8->3,7,126175,True,False,0.04,0.04,0.04,4,False,True
True,True,5,v,chandra,as_1896,1896,BEEF,Fresh,New Zealand,Cwts,41304,41804,28803,41304,28803,41804,500,3->8,5,738886,True,False,1.43,1.45,1.43,3,False,True
True,True,5,v,chandra,as_1896,1896,SKINS and FURS,"Goat, Undressed",Turkey,Number,20304,20804,224516,20304,224516,20804,500,3->8,19,451538,True,False,0.09,0.09,0.09,8,False,True
True,False,5,v,chandra,as_1897,1894,SALTPETRE (Nitrate of Potash),Rape,Germany,Quarters,12391,12891,7014,12391,7014,12891,500,3->8,7,203341,True,False,1.77,1.84,1.67,4,False,True
True,False,5,q,chandra,as_1899,1898,COFFEE,Raw,Republic of Colombia,Cwts,107387,107887,107387,402861,107887,402861,500,3->8,20,765453,True,False,3.75,3.73,3.84,11,False,True
True,True,5,v,infinity,as_1890,1890,PAPER,Unenumerated,Denmark,,17851,17351,15863,17851,15863,17351,-500,8->3,13,1070380,True,False,1.13,1.09,1.66,4,False,True
True,True,5,q,chandra,as_1885,1885,CAOUTCHouc,Manufactures of,France,Lbs,271559,271859,271559,32214,271859,32214,300,5->8,6,3131872,True,False,0.12,0.12,0.13,5,False,True
True,True,5,v,chandra,as_1885,1885,WHALEBONE (Whalefins),,Holland,Cwts,19145,19445,182,19145,182,19445,300,1->4,7,119639,True,False,105.19,106.84,54.26,6,False,True
True,False,5,q,chandra,as_1887,1887,HIDES. Raw. and Pieces thereof,Wet,Holland,Cwts,22552,22852,22552,52817,22852,52817,300,5->8,16,427088,True,False,2.34,2.31,2.41,13,False,True
True,True,5,v,chandra,as_1888,1888,"FLOWERS, Artificial","Apples, Raw",Spain,Bushels,1566,1866,6437,1566,6437,1866,300,5->8,8,753767,True,False,0.24,0.29,0.26,6,False,True
True,True,5,v,chandra,as_1888,1888,WOOL,Goats' Wool or Hair,Turkey,Lbs,413575,413875,8010060,413575,8010060,413875,300,5->8,9,473844,True,False,0.05,0.05,0.03,7,False,True
True,True,5,q,chandra,as_1893,1893,WINE,"White, in Casks",United States of America,Gallons,9561,9861,9561,1588,9861,1588,300,5->8,11,2743804,True,False,0.17,0.16,0.21,7,False,True
True,False,5,q,chandra,as_1893,1893,Corn and Grain,Pease,British East Indies : Bengal,,299549,299849,299549,85830,299849,85830,300,5->8,6,1425110,True,False,0.29,0.29,0.32,5,False,True
True,True,5,v,chandra,as_1897,1896,"COPPER, ORE OF",,Norway,Tons,12873,12573,1813,12873,1813,12573,-300,8->5,15,227510,True,False,7.1,6.93,9.83,10,False,True
True,False,5,q,chandra,as_1897,1894,MEAT,"Unenumerated, Salted or Fresh",Australasia : New South Wales,Cwts,1532,1832,1532,4959,1832,4959,300,5->8,5,11240,True,False,3.24,2.71,3.24,4,False,True
True,True,5,v,chandra,as_1897,1895,WOOD AND TIMBER,"Hewn, Fir",Canada,Loads,306803,306503,69927,306803,69927,306503,-300,8->5,3,307532,True,False,4.39,4.38,4.39,3,False,True
True,True,5,v,chandra,as_1897,1894,WOOL,"Alpaca, Vicuña, and Llama",Other Foreign Countries,,2532,2832,34856,2532,34856,2832,300,5->8,5,251318,True,False,0.07,0.08,0.05,5,False,True
True,True,5,q,chandra,as_1897,1893,"COCOA OR CHOCOLATE, GROUND, PREPARED, OR IN ANY WAY MANUFACTURED",,United States of America,Lbs,4553,4853,4553,335,4853,335,300,5->8,6,2619410,True,False,0.07,0.07,0.1,5,False,True
True,True,5,v,infinity,as_1895,1895,"ANIMALS, LIVING",Stallions,United States of America,No,34153,34453,73,34153,73,34453,300,1->4,6,56760,True,False,467.85,471.96,57.46,4,False,True
True,True,5,v,chandra,as_1888,1888,ZINC,"Manufactures, Unenumerated",France,Cwts,2508,2308,1656,2508,1656,2308,-200,5->3,5,368688,True,True,1.51,1.39,1.03,3,False,True
True,True,5,q,infinity,as_1874,1874,SPICES,Ginger (Raw),Bengal and Burmah,Cwts,8611,8811,8611,24269,8811,24269,200,6->8,6,38838,True,False,2.82,2.75,2.99,4,False,True
True,True,5,q,chandra,as_1885,1885,ALKALI,,Holland,Cwts,16943,16843,16943,5501,16843,5501,-100,9->8,5,46491,True,True,0.32,0.33,0.95,5,False,True
