volume,article_group,article,seq_start,seq_end,obs_source,target_sig,selected,admitted,drop_null_qty,drop_subtotal,drop_bad_subentry,drop_no_sig,drop_consensus_holds_triple,drop_already_added
as_1879,SPIRITS,Rum,0,0,ch,rum+spirit,0,0,0,0,0,0,0,0
as_1888,WAX,Hewn : Fir,3247,3256,inf,fir+hewn+timber+wood,10,9,0,1,0,0,0,0
as_1888,WAX,Hewn : Fir : Oak,3258,3265,inf,fir+hewn+oak+timber+wood,8,7,0,1,0,0,0,0
as_1887,FRUIT,Oranges and Lemon,1188,1205,ch,fruit+lemon+orange,18,15,0,3,0,0,0,0
as_1887,FRUIT,Oranges and Lemons,0,0,ch,fruit+lemon+orange,0,0,0,0,0,0,0,0
as_1875,FRUIT,Oranges and Lemons,0,0,ch,fruit+lemon+orange,0,0,0,0,0,0,0,0
as_1897,FLAX,Oranges,0,0,ch,fruit+orange,0,0,0,0,0,0,0,0
as_1882,"LEATHER, Undressed",Dressed,1052,1060,ch,dressed+leather,9,8,0,1,0,0,0,0
as_1884,"LEATHER, Undressed",Dressed,1403,1414,ch,dressed+leather,12,11,0,1,0,0,0,0
as_1885,"LEATHER, Undressed",Dressed,1759,1772,ch,dressed+leather,14,11,0,3,0,0,0,0
as_1887,"LEATHER, Undressed",Dressed,1808,1822,ch,dressed+leather,15,12,0,3,0,0,0,0
as_1883,"LEATHER, Undressed",Dressed,0,0,ch,dressed+leather,0,0,0,0,0,0,0,0
as_1882,LEATHER,Dressed,0,0,ch,dressed+leather,0,0,0,0,0,0,0,0
as_1872,"CHICORY, Raw or Kiln-dried",Raisins,77,83,ch,fruit+raisin,7,6,0,1,0,0,0,0
as_1872,"CARDS, PLAYING",Raisins,0,0,ch,fruit+raisin,0,0,0,0,0,0,0,0
as_1873,"CARDS, PLAYING",Raisins,92,96,ch,fruit+raisin,5,4,0,1,0,0,0,0
as_1878,COFFEE,,71,74,ch,fruit+raisin,4,4,0,0,0,0,0,0
as_1893,FRUIT,,155,158,ch,fruit+raisin,4,4,0,0,0,0,0,0
as_1899,"CARDS, PLAYING",Raisins,26538,26538,inf,fruit+raisin,1,1,0,0,0,0,0,0
as_1899,"CARDS, PLAYING",Raisins,26543,26543,inf,fruit+raisin,1,1,0,0,0,0,0,0
as_1899,"CARDS, PLAYING",Raisins,26548,26548,inf,fruit+raisin,1,1,0,0,0,0,0,0
as_1899,"CARDS, PLAYING",Raisins,26552,26552,inf,fruit+raisin,1,1,0,0,0,0,0,0
as_1899,"CARDS, PLAYING",Raisins,26557,26557,inf,fruit+raisin,1,1,0,0,0,0,0,0
as_1899,"CARDS, PLAYING",Raisins,26562,26562,inf,fruit+raisin,1,1,0,0,0,0,0,0
as_1899,"CARDS, PLAYING",Raisins,26567,26567,inf,fruit+raisin,1,1,0,0,0,0,0,0
as_1899,"CARDS, PLAYING",Raisins,26572,26572,inf,fruit+raisin,1,0,0,1,0,0,0,0
as_1899,"CARDS, PLAYING",Raisins,26576,26576,inf,fruit+raisin,1,0,0,1,0,0,0,0
as_1899,"CARDS, PLAYING",Raisins,26581,26581,inf,fruit+raisin,1,0,0,1,0,0,0,0
as_1893,COCOA,Raisins,0,0,ch,fruit+raisin,0,0,0,0,0,0,0,0
as_1893,FRUIT,Raisins,0,0,ch,fruit+raisin,0,0,0,0,0,0,0,0
as_1889,COCOA,,0,0,ch,cocoa,0,0,0,0,0,0,0,0
as_1885,Cotton,Flax or Linseed,2400,2417,inf,cotton+flax+linseed,18,17,0,1,0,0,0,0
as_1885,SEEDS,Flax or Linseed,0,0,ch,cotton+flax+linseed,0,0,0,0,0,0,0,0
as_1885,OIL,Palm,0,0,ch,oil+palm,0,0,0,0,0,0,0,0
as_1885,Fish,Palm,0,0,ch,oil+palm,0,0,0,0,0,0,0,0
as_1884,GIL,Palm,1692,1693,ch,oil+palm,2,2,0,0,0,0,0,0
as_1884,GIL,Palm,1694,1694,ch,oil+palm,1,1,0,0,0,0,0,0
as_1884,GIL,Palm,1695,1695,ch,oil+palm,1,1,0,0,0,0,0,0
as_1884,GIL,Palm,1696,1696,ch,oil+palm,1,1,0,0,0,0,0,0
as_1884,GIL,Palm,1700,1701,ch,oil+palm,2,2,0,0,0,0,0,0
as_1884,OIL,Palm,0,0,ch,oil+palm,0,0,0,0,0,0,0,0
as_1899,NUTS AND KERNELS,Coco-nut,15088,15088,ch,oil+palm,1,1,0,0,0,0,0,0
as_1899,NUTS AND KERNELS,Coco-nut,15093,15093,ch,oil+palm,1,1,0,0,0,0,0,0
as_1899,NUTS AND KERNELS,Coco-nut,15098,15098,ch,oil+palm,1,1,0,0,0,0,0,0
as_1899,NUTS AND KERNELS,Coco-nut,15103,15103,ch,oil+palm,1,1,0,0,0,0,0,0
as_1899,NUTS AND KERNELS,Coco-nut,15108,15108,ch,oil+palm,1,1,0,0,0,0,0,0
as_1899,NUTS AND KERNELS,Coco-nut,15113,15113,ch,oil+palm,1,1,0,0,0,0,0,0
as_1899,NUTS AND KERNELS,Coco-nut,15118,15118,ch,oil+palm,1,1,0,0,0,0,0,0
as_1899,NUTS AND KERNELS,Coco-nut,15123,15123,ch,oil+palm,1,1,0,0,0,0,0,0
as_1899,NUTS AND KERNELS,Coco-nut,15126,15126,ch,oil+palm,1,1,0,0,0,0,0,0
as_1899,NUTS AND KERNELS,Coco-nut,15131,15131,ch,oil+palm,1,1,0,0,0,0,0,0
as_1899,NUTS AND KERNELS,Coco-nut,15137,15137,ch,oil+palm,1,1,0,0,0,0,0,0
as_1899,NUTS AND KERNELS,Coco-nut,15147,15147,ch,oil+palm,1,1,0,0,0,0,0,0
as_1899,NUTS AND KERNELS,Coco-nut,15152,15152,ch,oil+palm,1,1,0,0,0,0,0,0
as_1899,NUTS AND KERNELS,Coco-nut,15157,15157,ch,oil+palm,1,1,0,0,0,0,0,0
as_1899,NUTS AND KERNELS,Coco-nut,15162,15162,ch,oil+palm,1,1,0,0,0,0,0,0
as_1899,NUTS AND KERNELS,Coco-nut,15167,15167,ch,oil+palm,1,1,0,0,0,0,0,0
as_1899,OIL,Palm,0,0,ch,oil+palm,0,0,0,0,0,0,0,0
as_1897,NUTS AND KERNELS,Palm,0,0,ch,oil+palm,0,0,0,0,0,0,0,0
as_1897,Beef,Palm,0,0,ch,oil+palm,0,0,0,0,0,0,0,0
as_1898,METAL,Palm,0,0,ch,oil+palm,0,0,0,0,0,0,0,0
as_1898,NUTS AND KERNELS,Coco-nut,15010,15010,ch,oil+palm,1,1,0,0,0,0,0,0
as_1898,NUTS AND KERNELS,Coco-nut,15015,15015,ch,oil+palm,1,1,0,0,0,0,0,0
as_1898,NUTS AND KERNELS,Coco-nut,15020,15020,ch,oil+palm,1,1,0,0,0,0,0,0
as_1898,NUTS AND KERNELS,Coco-nut,15025,15025,ch,oil+palm,1,1,0,0,0,0,0,0
as_1898,NUTS AND KERNELS,Coco-nut,15030,15030,ch,oil+palm,1,1,0,0,0,0,0,0
as_1898,NUTS AND KERNELS,Coco-nut,15035,15035,ch,oil+palm,1,1,0,0,0,0,0,0
as_1898,NUTS AND KERNELS,Coco-nut,15039,15039,ch,oil+palm,1,1,0,0,0,0,0,0
as_1898,NUTS AND KERNELS,Coco-nut,15044,15044,ch,oil+palm,1,1,0,0,0,0,0,0
as_1898,NUTS AND KERNELS,Coco-nut,15046,15046,ch,oil+palm,1,1,0,0,0,0,0,0
as_1898,NUTS AND KERNELS,Coco-nut,15051,15051,ch,oil+palm,1,1,0,0,0,0,0,0
as_1898,NUTS AND KERNELS,Coco-nut,15058,15058,ch,oil+palm,1,1,0,0,0,0,0,0
as_1898,NUTS AND KERNELS,Coco-nut,15068,15068,ch,oil+palm,1,1,0,0,0,0,0,0
as_1898,NUTS AND KERNELS,Coco-nut,15073,15073,ch,oil+palm,1,1,0,0,0,0,0,0
as_1898,NUTS AND KERNELS,Coco-nut,15078,15078,ch,oil+palm,1,1,0,0,0,0,0,0
as_1899,NUTS AND KERNELS,Coco-nut,15090,15090,ch,oil+palm,1,1,0,0,0,0,0,0
as_1899,NUTS AND KERNELS,Coco-nut,15095,15095,ch,oil+palm,1,1,0,0,0,0,0,0
as_1899,NUTS AND KERNELS,Coco-nut,15100,15100,ch,oil+palm,1,1,0,0,0,0,0,0
as_1899,NUTS AND KERNELS,Coco-nut,15105,15105,ch,oil+palm,1,1,0,0,0,0,0,0
as_1899,NUTS AND KERNELS,Coco-nut,15110,15110,ch,oil+palm,1,1,0,0,0,0,0,0
as_1899,NUTS AND KERNELS,Coco-nut,15115,15115,ch,oil+palm,1,1,0,0,0,0,0,0
as_1899,NUTS AND KERNELS,Coco-nut,15120,15120,ch,oil+palm,1,1,0,0,0,0,0,0
as_1899,NUTS AND KERNELS,Coco-nut,15125,15125,ch,oil+palm,1,1,0,0,0,0,0,0
as_1899,NUTS AND KERNELS,Coco-nut,15128,15128,ch,oil+palm,1,1,0,0,0,0,0,0
as_1899,NUTS AND KERNELS,Coco-nut,15133,15133,ch,oil+palm,1,1,0,0,0,0,0,0
as_1899,NUTS AND KERNELS,Coco-nut,15139,15139,ch,oil+palm,1,1,0,0,0,0,0,0
as_1899,NUTS AND KERNELS,Coco-nut,15149,15149,ch,oil+palm,1,1,0,0,0,0,0,0
as_1899,NUTS AND KERNELS,Coco-nut,15154,15154,ch,oil+palm,1,1,0,0,0,0,0,0
as_1899,NUTS AND KERNELS,Coco-nut,15159,15159,ch,oil+palm,1,1,0,0,0,0,0,0
as_1899,NUTS AND KERNELS,Coco-nut,15164,15164,ch,oil+palm,1,1,0,0,0,0,0,0
as_1899,NUTS AND KERNELS,Coco-nut,15168,15168,ch,oil+palm,1,1,0,0,0,0,0,0
as_1899,OIL,Palm,0,0,ch,oil+palm,0,0,0,0,0,0,0,0
as_1897,Beef,Palm,0,0,ch,oil+palm,0,0,0,0,0,0,0,0
as_1898,METAL,Palm,0,0,ch,oil+palm,0,0,0,0,0,0,0,0
as_1873,COTTON MANUFACTURES,"Piece Goods, Plain",660,704,ch,cotton+good+manufacture+piece+plain,45,45,0,0,0,0,0,0
as_1873,COTTON MANUFACTURES,"Piece Goods, Plain",705,705,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1873,COTTON MANUFACTURES,"Piece Goods, Plain",706,706,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1875,COTTON MANUFACTURES,"Piece Goods, Plain",534,583,ch,cotton+good+manufacture+piece+plain,50,50,0,0,0,0,0,0
as_1875,COTTON MANUFACTURES,"Piece Goods, Plain",584,584,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1877,COTTON MANUFACTURES,"Piece Goods, Plain",564,572,ch,cotton+good+manufacture+piece+plain,9,9,0,0,0,0,0,0
as_1877,COTTON MANUFACTURES,"Piece Goods, Plain",573,573,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1877,COTTON MANUFACTURES,"Piece Goods, Plain",574,574,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1877,COTTON MANUFACTURES,"Piece Goods, Plain",575,575,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1877,COTTON MANUFACTURES,"Piece Goods, Plain",576,576,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1877,COTTON MANUFACTURES,"Piece Goods, Plain",577,577,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1877,COTTON MANUFACTURES,"Piece Goods, Plain",578,578,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1877,COTTON MANUFACTURES,"Piece Goods, Plain",579,579,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1877,COTTON MANUFACTURES,"Piece Goods, Plain",580,580,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1877,COTTON MANUFACTURES,"Piece Goods, Plain",581,581,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1877,COTTON MANUFACTURES,"Piece Goods, Plain",582,582,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1877,COTTON MANUFACTURES,"Piece Goods, Plain",583,583,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1877,COTTON MANUFACTURES,"Piece Goods, Plain",584,584,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1877,COTTON MANUFACTURES,"Piece Goods, Plain",585,585,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1877,COTTON MANUFACTURES,"Piece Goods, Plain",586,586,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1877,COTTON MANUFACTURES,"Piece Goods, Plain",587,587,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1877,COTTON MANUFACTURES,"Piece Goods, Plain",588,588,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1877,COTTON MANUFACTURES,"Piece Goods, Plain",589,589,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1877,COTTON MANUFACTURES,"Piece Goods, Plain",590,590,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1877,COTTON MANUFACTURES,"Piece Goods, Plain",591,591,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1877,COTTON MANUFACTURES,"Piece Goods, Plain",592,592,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1877,COTTON MANUFACTURES,"Piece Goods, Plain",593,593,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1877,COTTON MANUFACTURES,"Piece Goods, Plain",594,594,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1877,COTTON MANUFACTURES,"Piece Goods, Plain",595,595,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1877,COTTON MANUFACTURES,"Piece Goods, Plain",596,596,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1877,COTTON MANUFACTURES,"Piece Goods, Plain",597,597,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1877,COTTON MANUFACTURES,"Piece Goods, Plain",598,598,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1877,COTTON MANUFACTURES,"Piece Goods, Plain",599,599,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1877,COTTON MANUFACTURES,"Piece Goods, Plain",600,600,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1877,COTTON MANUFACTURES,"Piece Goods, Plain",601,601,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1877,COTTON MANUFACTURES,"Piece Goods, Plain",602,602,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1877,COTTON MANUFACTURES,"Piece Goods, Plain",603,603,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1877,COTTON MANUFACTURES,"Piece Goods, Plain",604,604,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1877,COTTON MANUFACTURES,"Piece Goods, Plain",605,605,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1877,COTTON MANUFACTURES,"Piece Goods, Plain",606,606,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1877,COTTON MANUFACTURES,"Piece Goods, Plain",607,607,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1877,COTTON MANUFACTURES,"Piece Goods, Plain",608,608,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1877,COTTON MANUFACTURES,"Piece Goods, Plain",609,609,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1877,COTTON MANUFACTURES,"Piece Goods, Plain",610,610,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1878,COTTON MANUFACTURES,"Piece Goods, Plain",601,650,ch,cotton+good+manufacture+piece+plain,50,50,0,0,0,0,0,0
as_1878,COTTON MANUFACTURES,"Piece Goods, Plain",651,651,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1880,COTTON MANUFACTURES,"Piece Goods, Plain",693,744,ch,cotton+good+manufacture+piece+plain,52,52,0,0,0,0,0,0
as_1880,COTTON MANUFACTURES,"Piece Goods, Plain",745,745,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1883,COTTON MANUFACTURES,"Piece Goods, Plain",584,620,ch,cotton+good+manufacture+piece+plain,37,37,0,0,0,0,0,0
as_1883,COTTON MANUFACTURES,"Piece Goods, Plain",621,621,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1883,COTTON MANUFACTURES,"Piece Goods, Plain",622,622,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1883,COTTON MANUFACTURES,"Piece Goods, Plain",623,623,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1883,COTTON MANUFACTURES,"Piece Goods, Plain",624,624,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1883,COTTON MANUFACTURES,"Piece Goods, Plain",625,625,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1883,COTTON MANUFACTURES,"Piece Goods, Plain",626,626,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1883,COTTON MANUFACTURES,"Piece Goods, Plain",627,627,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1883,COTTON MANUFACTURES,"Piece Goods, Plain",628,628,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1883,COTTON MANUFACTURES,"Piece Goods, Plain",629,629,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1883,COTTON MANUFACTURES,"Piece Goods, Plain",630,630,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1883,COTTON MANUFACTURES,"Piece Goods, Plain",631,631,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1883,COTTON MANUFACTURES,"Piece Goods, Plain",632,632,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1883,COTTON MANUFACTURES,"Piece Goods, Plain",633,633,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1883,COTTON MANUFACTURES,"Piece Goods, Plain",634,634,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1883,COTTON MANUFACTURES,"Piece Goods, Plain",635,635,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1883,COTTON MANUFACTURES,"Piece Goods, Plain",636,636,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1883,COTTON MANUFACTURES,"Piece Goods, Plain",637,637,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1883,COTTON MANUFACTURES,"Piece Goods, Plain",638,638,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1883,COTTON MANUFACTURES,"Piece Goods, Plain",639,639,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1883,COTTON MANUFACTURES,"Piece Goods, Plain",640,640,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1885,COTTON MANUFACTURES,"Piece Goods, Plain",873,893,ch,cotton+good+manufacture+piece+plain,21,21,0,0,0,0,0,0
as_1885,COTTON MANUFACTURES,"Piece Goods, Plain",898,901,ch,cotton+good+manufacture+piece+plain,4,4,0,0,0,0,0,0
as_1885,COTTON MANUFACTURES,"Piece Goods, Plain",903,904,ch,cotton+good+manufacture+piece+plain,2,2,0,0,0,0,0,0
as_1885,COTTON MANUFACTURES,"Piece Goods, Plain",906,936,ch,cotton+good+manufacture+piece+plain,31,30,0,1,0,0,0,0
as_1885,COTTON MANUFACTURES,"Piece Goods, Plain",894,894,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1885,COTTON MANUFACTURES,"Piece Goods, Plain",895,895,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1885,COTTON MANUFACTURES,"Piece Goods, Plain",896,896,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1885,COTTON MANUFACTURES,"Piece Goods, Plain",897,897,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1885,COTTON MANUFACTURES,"Piece Goods, Plain",902,902,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1885,COTTON MANUFACTURES,"Piece Goods, Plain",905,905,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1872,COTTON MANUFACTURES,"Piece Goods, Plain",619,665,ch,cotton+good+manufacture+piece+plain,47,47,0,0,0,0,0,0
as_1872,COTTON MANUFACTURES,"Piece Goods, Plain",618,618,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1876,COTTON MANUFACTURES,"Piece Goods, Plain",478,529,ch,cotton+good+manufacture+piece+plain,52,52,0,0,0,0,0,0
as_1876,COTTON MANUFACTURES,"Piece Goods, Plain",530,530,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1882,COTTON MANUFACTURES,"Piece Goods, Plain",703,731,ch,cotton+good+manufacture+piece+plain,29,29,0,0,0,0,0,0
as_1882,COTTON MANUFACTURES,"Piece Goods, Plain",732,732,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1882,COTTON MANUFACTURES,"Piece Goods, Plain",733,756,ch,cotton+good+manufacture+piece+plain,24,24,0,0,0,0,0,0
as_1887,COTTON MANUFACTURES,"Piece Goods, Plain",961,986,ch,cotton+good+manufacture+piece+plain,26,26,0,0,0,0,0,0
as_1887,COTTON MANUFACTURES,"Piece Goods, Plain",987,987,ch,cotton+good+manufacture+piece+plain,1,1,0,0,0,0,0,0
as_1887,COTTON MANUFACTURES,"Piece Goods, Plain",988,1027,ch,cotton+good+manufacture+piece+plain,40,39,0,1,0,0,0,0
as_1886,COTTON MANUFACTURES,"Piece Goods, Plain",0,0,ch,cotton+good+manufacture+piece+plain,0,0,0,0,0,0,0,0
as_1872,SUGAR,Refined and Candy,0,0,ch,candy+refined+sugar,0,0,0,0,0,0,0,0
as_1872,"SKINS, FURS AND PELTS","Tanned, Tawed, or Dressed",0,0,ch,dressed+furs+pelt+skin+tanned+tawed,0,0,0,0,0,0,0,0
as_1873,"SPIRITS, BRITISH and IRISH",,2375,2386,ch,british+irish+spirit,12,11,0,1,0,0,0,0
as_1873,GLASS,Common Bottles,1036,1057,ch,bottle+common+glas,22,21,0,1,0,0,0,0
as_1873,GLASS,"Flint, Plain, Cut, or Ornamented (including Bottles and Phials of Flint Glass)",1011,1035,ch,cut+flint+glas+ornamented+plain,25,24,0,1,0,0,0,0
as_1874,LINEN and JUTE MANUFACTURES,Jute-Manufactures,1632,1659,ch,jute+linen+manufacture,28,27,0,1,0,0,0,0
as_1874,SUGAR,Molasses,0,0,ch,molasse+sugar,0,0,0,0,0,0,0,0
as_1874,SPIRITS,"Perfumed, in Bond",0,0,ch,bond+perfumed+spirit,0,0,0,0,0,0,0,0
as_1874,SUGAR,"Refined, and Candy",0,0,ch,candy+refined+sugar,0,0,0,0,0,0,0,0
as_1874,SPIRITS,SUCCADES AND CONFECTIONERY (including Fruits and Vegetables preserved in Sugar),0,0,ch,confectionery+spirit+succade,0,0,0,0,0,0,0,0
as_1874,SPIRITS,"Spirits, Sweetened or Mixed, Unenumerated, including Shrub",0,0,ch,including+mixed+shrub+spirit+sweetened,0,0,0,0,0,0,0,0
as_1875,PICTURES,,1723,1732,ch,picture,10,9,0,1,0,0,0,0
as_1875,"SPIRITS, BRITISH and IRISH",,1939,1949,ch,british+irish+spirit,11,10,0,1,0,0,0,0
as_1876,PICTURES,,1630,1638,ch,picture,9,8,0,1,0,0,0,0
as_1876,"COALS, CINDERS, &c.",Coals,382,417,ch,c+cinder+coal,36,35,0,1,0,0,0,0
as_1876,"COALS, CINDERS, &c.",Coke and Cinders,418,426,ch,c+cinder+coal+coke,9,8,0,1,0,0,0,0
as_1876,"COALS, CINDERS, &c.","Fuel, Manufactured",427,436,ch,c+cinder+coal+fuel+manufactured,10,9,0,1,0,0,0,0
as_1876,COTTON MANUFACTURES,"Piece Goods, Printed",531,580,ch,cotton+good+manufacture+piece+printed,50,49,0,1,0,0,0,0
as_1876,COTTON MANUFACTURES,"Piece Goods, Printed (Contd)",0,0,ch,cotton+good+manufacture+piece+printed,0,0,0,0,0,0,0,0
as_1876,"SKINS, FURS, AND PELTS","Tanned, Tawed, or Dressed",0,0,ch,dressed+furs+pelt+skin+tanned+tawed,0,0,0,0,0,0,0,0
as_1877,COTTON MANUFACTURES,"Piece Goods of Mixed Materials, Cotton predominating",660,680,ch,cotton+good+manufacture+material+mixed+piece+predominating,21,20,0,1,0,0,0,0
as_1877,COTTON,"Piece Goods of Other Countries, other than Muslins",0,0,ch,cotton+countrie+good+muslin+piece,0,0,0,0,0,0,0,0
as_1877,COTTON MANUFACTURES,"Piece Goods, Printed",611,659,ch,cotton+good+manufacture+piece+printed,49,48,0,1,0,0,0,0
as_1877,COTTON MANUFACTURES,"Piece Goods, Printed (Contd)",0,0,ch,cotton+good+manufacture+piece+printed,0,0,0,0,0,0,0,0
as_1878,SOAP,,2010,2023,ch,soap,14,13,0,1,0,0,0,0
as_1878,"SPIRITS, BRITISH and IRISH",,2024,2034,ch,british+irish+spirit,11,10,0,1,0,0,0,0
as_1878,SKINS and FURS,"Foreign, Dressed in the United Kingdom",2004,2009,ch,dressed+foreign+furs+kingdom+skin+united,6,5,0,1,0,0,0,0
as_1878,COTTON MANUFACTURES,"Piece Goods of Mixed Materials, Cotton predominating",705,725,ch,cotton+good+manufacture+material+mixed+piece+predominating,21,20,0,1,0,0,0,0
as_1878,COTTON MANUFACTURES,"Piece Goods, Printed",650,653,inf,cotton+good+manufacture+piece+printed,4,4,0,0,0,0,0,0
as_1878,COTTON MANUFACTURES,"Piece Goods, Printed",655,658,inf,cotton+good+manufacture+piece+printed,4,4,0,0,0,0,0,0
as_1878,COTTON MANUFACTURES,"Piece Goods, Printed",660,680,inf,cotton+good+manufacture+piece+printed,21,21,0,0,0,0,0,0
as_1878,COTTON MANUFACTURES,"Piece Goods, Printed",682,700,inf,cotton+good+manufacture+piece+printed,19,19,0,0,0,0,0,0
as_1878,COTTON MANUFACTURES,"Piece Goods, Printed (Contd)",0,0,ch,cotton+good+manufacture+piece+printed,0,0,0,0,0,0,0,0
as_1879,"ARMS, AMMUNITION, and MILITARY STORES",Fowling Pieces,148,158,ch,ammunition+arms+fowling+military+piece+store,11,10,0,1,0,0,0,0
as_1880,"ARMS, AMMUNITION, and MILITARY STORES",Cannon and Mortars,149,154,ch,ammunition+arms+cannon+military+mortar+store,6,5,0,1,0,0,0,0
as_1880,"ARMS, AMMUNITION, and MILITARY STORES",Fowling Pieces,171,181,ch,ammunition+arms+fowling+military+piece+store,11,10,0,1,0,0,0,0
as_1880,PAPER,"Pasteboard, Millboard, &c. (including Playing Cards)",2055,2062,ch,c+millboard+paper+pasteboard,8,7,0,1,0,0,0,0
as_1880,COTTON MANUFACTURES,"Piece Goods, Printed",768,781,inf,cotton+good+manufacture+piece+printed,14,14,0,0,0,0,0,0
as_1880,COTTON MANUFACTURES,"Piece Goods, Printed",783,804,inf,cotton+good+manufacture+piece+printed,22,22,0,0,0,0,0,0
