volume	fiscal_year	seq	offset	family	inherited	title	intertext_len	n_header_rows	n_body_rows	cells_hist	span_hist	header	first_row
oocihm.9_08052_1_1	1866-67	88	244069	imports_general	1	WINE OF ALL KINDS—In bottles.	31	1	36	[[1, 1], [9, 35]]	[[9, 36]]	 | Dozens. | $ | $ | $ | $ | $ | $ | $	Clifton ..... | 69 | 459 | 1,637 | 13 |  | 186 |  | 62
oocihm.9_08052_1_1	1866-67	89	249189	imports_general	0	P. denotes Free Ports.No. 1.—GENERAL STATEMENT OF IMPORTS.—Continued.	79	3	26	[[1, 1], [10, 25]]	[[10, 26]]	PORTS. | Total Quantity. | Total Value. | UNENUMERATED ARTICLES—IMPORTED FROM || Great Britain. | BRITISH COLONIES. | United States. | France. | Germany. | Foreign Countries. ||  |  |  |  | North America. | West Indies. |  |  |  | 	Bramford ..... | ..... | $ 5,143 | $ 337 | ..... | ..... | $ 4,806 | ..... | ..... | .....
oocihm.9_08052_1_1	1866-67	90	254026	imports_general	1	ANCHORS—6 cwt. and under.	27	0	5	[[8, 5]]	[[8, 5]]		Gaspé & Outports, F.P.* | $ 1,278 | $ 1,132 | $ 46 | $ | $ | $ | $ 100
oocihm.9_08052_1_1	1866-67	91	254741	imports_general	1	PRINTED BOOKS, PERIODICALS AND PAMPHLETS—Editions of which are Printed in Canada.	85	0	4	[[8, 4]]	[[8, 4]]		New Caledonia..... | $ 129 | $ 78 | $ 129 | $ | $ | $ | $
oocihm.9_08052_1_1	1866-67	92	255257	imports_general	1	BRASS—In Bars, Rods or Sheets.	34	0	7	[[8, 7]]	[[8, 7]]		Guelph ..... | $ 245 | $ 4,079 | $ | $ | $ 245 | $ | $
oocihm.9_08052_1_1	1866-67	93	256167	imports_general	0	P. denotes Free Ports.No. 1.—GENERAL STATEMENT OF IMPORTS.—Continued.	79	3	26	[[1, 2], [10, 24]]	[[10, 26]]	P O R T S. | Total Quantity. | Total Value. | BRASS or COPPER WIRE AND WIRE CLOTH—IMPORTED FROM || Great Britain. | BRITISH COLONIES. | United States. | France. | Germany. | Foreign Countries. || North America. | West Indies.	Dalhousie ..... |  | $ 393 | $ 105 |  |  | $ 288 |  |  | 
oocihm.9_08052_1_1	1866-67	94	260195	imports_general	1	CANDLE WICK.	14	1	10	[[8, 10]]	[[8, 10]]	 |  | $ | $ | $ | $ | $ | $	Gaspé & Outports, F.P.* |  |  |  |  |  |  | 
oocihm.9_08052_1_1	1866-67	95	261491	imports_general	1	COTTON, YARN AND WARP.	26	1	11	[[8, 11]]	[[8, 11]]	 |  | $ | $ | $ | $ | $ | $	Bytown..... |  | 2,730 |  |  |  |  | 
oocihm.9_08052_1_1	1866-67	96	262936	imports_general	1	ENGRAVINGS AND PRINTS.	26	1	8	[[8, 8]]	[[8, 8]]	 |  | $ | $ | $ | $ | $ | $	Bytown..... |  | 511 | 396 |  |  |  | 
oocihm.9_08052_1_1	1866-67	97	264061	imports_general	0	P. denotes Free Ports.No. 1.—GENERAL STATEMENT OF IMPORTS.—Continued.	79	3	25	[[1, 2], [10, 23]]	[[10, 25]]	PORTS. | Total Quantity. | Total Value. | FLAT WIRE—For CRINOLINES—IMPORTED FROM || Great Britain. | BRITISH COLONIES. | United States. | France. | Germany. | Foreign Countries. || North America. | West Indies.	Hamilton..... |  | $ 10,807 | $ 36 |  |  | $ 10,771 |  |  | 
oocihm.9_08052_1_1	1866-67	98	268145	imports_general	1	IRON—Galvanized and Sheet.	28	0	10	[[7, 10]]	[[7, 10]]		Gananoque ..... | $ 847 | $ 214 | $ ..... | $ 633 | $ ..... | $ .....
oocihm.9_08052_1_1	1866-67	99	269456	imports_general	1	IRON—Wire, Nail and Spike Rod.	34	0	8	[[7, 8]]	[[7, 8]]		Dundas ..... | $ 1,228 | $ 1,221 | $ ..... | $ 7 | $ ..... | $ .....
oocihm.9_08052_1_1	1866-67	100	270486	imports_general	1	IRON—BAR, ROD or HOOP.	26	0	15	[[7, 15]]	[[7, 15]]		Bytown ..... | $ 5,185 | $ 5,185 | $ ..... | $ ..... | $ ..... | $ .....
oocihm.9_08052_1_1	1866-67	101	272473	imports_general	0	P. denotes Free Ports.No. 1.—GENERAL STATEMENT OF IMPORTS.—Continued.	79	3	24	[[1, 2], [10, 22]]	[[10, 24]]	PORTS. | Total Quantity. | Total Value. | IRON—HOOP OR TIRE, FOR LOCOMOTIVE WHEELS—IMPORTED FROM || Great Britain. | BRITISH COLONIES. | United States. | France. | Germany. | Foreign Countries. || North America. | West Indies.	Port Erie..... |  | $ 715 | $ | $ | $ | $ 715 | $ | $ | $
oocihm.9_08052_1_1	1866-67	102	276266	imports_general	1	IRON—Rolled Plate.	20	0	5	[[8, 5]]	[[8, 5]]		Hamilton..... | $ 234 | $ 234 | $ | $ | $ | $ | $
oocihm.9_08052_1_1	1866-67	103	276888	imports_general	1	LEAD—In Sheet.	18	0	5	[[8, 5]]	[[8, 5]]		Gaspé & Outports, F.P.*..... | $ 194 | $ 181 | $ 13 | $ | $ | $ | $
oocihm.9_08052_1_1	1866-67	104	277531	imports_general	1	LITHARGE.	13	0	4	[[8, 4]]	[[8, 4]]		Hamilton..... | $ 60 | $ 31 | $ | $ | $ | $ 29 | $
oocihm.9_08052_1_1	1866-67	105	278048	imports_general	1	LOCOMOTIVE AND ENGINE FRAMES, &c.	37	0	6	[[8, 6]]	[[8, 6]]		Clifton..... | $ 5,669 | $ | $ | $ | $ | $ 5,669 | $
oocihm.9_08052_1_1	1866-67	106	278858	imports_general	0	P. denotes Free Ports.No. 1.—GENERAL STATEMENT OF IMPORTS.—Continued.	79	3	23	[[1, 2], [10, 21]]	[[10, 23]]	PORTS. | Total Quantity. | Total Value. | MAPS, CHARTS AND ATLASSES—IMPORTED FROM || Great Britain. | BRITISH COLONIES. | United States. | France. | Germany. | Foreign Countries. ||  |  |  |  | North America. | West Indies |  |  |  | 	Bytown ..... |  | $ 378 |  |  |  | $ 378 |  |  | 
oocihm.9_08052_1_1	1866-67	107	282555	imports_general	1	PLASTER OF PARIS OR HYDRAULIC CEMENT.	39	0	8	[[9, 8]]	[[9, 8]]		Bytown..... | $ 1,398 | $ | $ | $ | $ | $ | $ | $
oocihm.9_08052_1_1	1866-67	108	283607	imports_general	1	READ LEAD, WHITE LEAD—Dry.	30	0	6	[[9, 6]]	[[9, 6]]		Hamilton..... | $ 761 | $ | $ | $ | $ | $ | $ | $
oocihm.9_08052_1_1	1866-67	109	284408	imports_general	1	SAILS—Ready made.	21	0	5	[[9, 5]]	[[9, 5]]		Gaspé & Outports, F.P.*..... | $ 3,767 | $ | $ | $ | $ | $ | $ | $
oocihm.9_08052_1_1	1866-67	110	285162	imports_general	0	P. denotes Free Ports.No. 1.—GENERAL STATEMENT OF IMPORTS.—Continued.	79	3	21	[[1, 2], [10, 19]]	[[10, 21]]	PORTS. | Total Quantity | Total Value. | SILK TWIST—FOR HATS, BOOTS AND SHOES—IMPORTED FROM || Great Britain. | BRITISH COLONIES. | United States. | France. | Germany. | Foreign Countries. ||  |  |  |  | North America. | West Indies. |  |  |  | 	Bytown ..... |  | $ 20 | $ | $ | $ | $ 20 | $ | $ | $
oocihm.9_08052_1_1	1866-67	111	288668	imports_general	1	STRAW, TUSCAN AND GRASS FANCY PLAITS.	39	0	4	[[9, 4]]	[[9, 4]]		Hamilton..... | $ 57 | $ 57 | $ ..... | $ ..... | $ ..... | $ ..... | $ ..... | $ .....
oocihm.9_08052_1_1	1866-67	112	289338	imports_general	1	SPIRITS OF TURPENTINE.	26	0	7	[[9, 7]]	[[9, 7]]		Hamilton..... | Gallons. | 1,335 | $ ..... | $ ..... | $ ..... | $ 1,835 | $ ..... | $ .....
oocihm.9_08052_1_1	1866-67	113	290437	imports_general	1	TIN—Granulated or Bar.	26	0	6	[[9, 6]]	[[9, 6]]		Bytown ..... | ..... | $ 1,319 | $ 1,255 | $ ..... | $ ..... | $ 64 | $ ..... | $ .....
oocihm.9_08052_1_1	1866-67	114	291464	imports_general	0	P. denotes Free Ports.No. 1.—GENERAL STATEMENT OF IMPORTS.—Continued.	79	3	25	[[1, 2], [10, 23]]	[[10, 25]]	PORTS. | Total Quantity. | Total Value. | ZINC or SPELTER—In SHEET—IMPORTED FROM || Great Britain. | BRITISH COLONIES. | United States. | France. | Germany. | Foreign Countries. || North America. | West Indies.	London ..... | ..... | $ 306 | $ 285 | ..... | ..... | $ 21 | ..... | ..... | .....
oocihm.9_08052_1_1	1866-67	115	296073	imports_general	1	ANATOMICAL PREPARATIONS.	26	0	2	[[8, 2]]	[[8, 2]]		Montreal ..... | $ 15 | $ 15 | $ ..... | $ ..... | $ ..... | $ ..... | $ .....
oocihm.9_08052_1_1	1866-67	116	296413	imports_general	1	ANCHORS—Weighing over 6 cwt.	32	0	6	[[8, 6]]	[[8, 6]]		Gaspé & Outports, F.P.* ..... | $ 550 | $ 550 | $ ..... | $ ..... | $ ..... | $ ..... | $ .....
oocihm.9_08052_1_1	1866-67	117	297298	imports_general	1	HORSES.	11	1	18	[[8, 18]]	[[8, 18]]	No. |  | $ | $ | $ | $ | $ | $	Amherstburgh..... | 2,900 | ..... | ..... | ..... | ..... | 2,900 | .....
oocihm.9_08052_1_1	1866-67	118	300052	imports_general	0	P. denotes Free Ports.No. 1.—GENERAL STATEMENT OF IMPORTS.—Continued.	79	4	23	[[1, 1], [10, 22]]	[[10, 23]]	PORTS. | Total Quantity. | Total Value. | HORNED CATTLE—IMPORTED FROM || Great Britain. | BRITISH COLONIES. | United States. | France. | Germany. | Foreign Countries. || North America. | West Indies. ||  | No. | $ | $ | $ | $ | $ | $ | $ | $	Clifton ..... | 712 | 26,429 |  |  |  | 26,429 |  |  | 
oocihm.9_08052_1_1	1866-67	119	303852	imports_general	1	PIGS.	7	0	6	[[8, 6]]	[[8, 6]]		Dundee ..... | No. 42 | $ 486 | $ 200 | $ ..... | $ 486 | $ ..... | $ .....
oocihm.9_08052_1_1	1866-67	120	304669	imports_general	1	OTHER ANIMALS.	18	0	8	[[8, 8]]	[[8, 8]]		Cramaha ..... | 1,470 | $ 1,470 | $ ..... | $ ..... | $ 1,470 | $ ..... | $ .....
oocihm.9_08052_1_1	1866-67	121	305734	imports_general	1	POULTRY AND FANCY BIRDS.	28	0	7	[[8, 7]]	[[8, 7]]		Montreal ..... | $ 317 | $ 20 | $ ..... | $ ..... | $ 294 | $ ..... | $ .....
oocihm.9_08052_1_1	1866-67	122	306682	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS.—Continued.	49	3	16	[[1, 2], [10, 14]]	[[10, 16]]	PORTS. | Total Quantity. | Total Value. | ANTIMONY—IMPORTED FROM || Great Britain. | BRITISH COLONIES. | United States. | France. | Germany. | Foreign Countries. || North America. | West Indies.	Branford ..... |  | $ 36 |  |  |  | $ 36 |  |  | 
oocihm.9_08052_1_1	1866-67	123	309381	imports_other	0	ARTICLES—Imported by and for the use of the Governor General.	63	0	4	[[9, 4]]	[[9, 4]]		Bytown ..... | $ | 116 | $ | 116 | $ | 116 | $ | 116
oocihm.9_08052_1_1	1866-67	124	309961	imports_other	1	ARTICLES—For the use of Foreign Consuls.	44	0	7	[[9, 7]]	[[9, 7]]		Goderich ..... | $ | 500 | $ | 500 | $ | 500 | $ | 500
oocihm.9_08052_1_1	1866-67	125	310912	imports_other	1	ASHES—Pearl.	16	0	5	[[9, 5]]	[[9, 5]]		Dundee ..... | Barrels. | 8 | $ | 200 | $ | 200 | $ | 200
oocihm.9_08052_1_1	1866-67	126	311592	imports_other	1	ASHES—Pot	13	0	6	[[9, 6]]	[[9, 6]]		Dundee ..... | Barrels. | 71 | $ | 2,275 | $ | 2,275 | $ | 2,275
oocihm.9_08052_1_1	1866-67	127	312473	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS.—Continued.	49	4	19	[[1, 1], [10, 18]]	[[10, 19]]	P O R T S . | Total Quantity. | Total Value. | BARK, BERRIES, &c.—USED SOLELY IN DYEING—IMPORTED FROM || Great Britain. | BRITISH COLONIES. | United States. | France. | Germany. | Foreign Countries. || North America. | West Indies. ||  |  |  | $ | $ | $ | $ | $ | $ | $	Belleville ..... |  | $ 1,162 |  |  |  | 1,162 |  |  | 
oocihm.9_08052_1_1	1866-67	128	315718	imports_general	1	BLEACHING POWDERS.	20	0	6	[[8, 6]]	[[8, 6]]		Branford ..... | $ 82 | $ | $ | $ | $ 62 | $ | $
oocihm.9_08052_1_1	1866-67	129	316490	imports_general	1	BOLTING CLOTHS.	19	0	8	[[8, 8]]	[[8, 8]]		Dundas ..... | $ 852 | $ | $ | $ | $ 852 | $ | $
oocihm.9_08052_1_1	1866-67	130	317472	imports_general	1	BORAX.	10	0	7	[[8, 7]]	[[8, 7]]		Hamilton..... | $ 446 | $ 446 | $ | $ | $ 79 | $ | $
oocihm.9_08052_1_1	1866-67	131	318383	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS.—Continued.	49	3	27	[[1, 1], [10, 26]]	[[10, 27]]	PORTS. | Total Quantity. | Total Value. | BOOKBINDER'S TOOLS AND IMPLEMENTS—IMPORTED FROM || Great Britain. | BRITISH COLONIES. | United States. | France. | Germany. | Foreign Countries. || North America. | West Indies.	Bytown ..... | ..... | $ 670 | ..... | ..... | ..... | $ 670 | ..... | ..... | .....
oocihm.9_08052_1_1	1866-67	132	323439	imports_general	1	BRISTLES.	11	0	6	[[7, 6]]	[[7, 6]]		Hamilton..... | $ 5,718 | $ 1,651 | $ ..... | $ 4,047 | $ 20 | $ .....
oocihm.9_08052_1_1	1866-67	133	324240	imports_general	1	BROOM CORN.	15	0	8	[[7, 8]]	[[7, 8]]		Hamilton..... | $ 14,927 | $ ..... | $ ..... | $ 14,927 | $ ..... | $ .....
oocihm.9_08052_1_1	1866-67	134	325312	imports_general	1	BUSTS, CASTS AND STATUES.	29	0	8	[[7, 8]]	[[7, 8]]		Hamilton..... | $ 222 | $ ..... | $ ..... | $ 222 | $ ..... | $ .....
oocihm.9_08052_1_1	1866-67	135	326375	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS.—Continued.	49	4	22	[[1, 2], [10, 20]]	[[10, 22]]	PORTS. | Total Quantity. | Total Value. | BURSTONES AND GRINDSTONES—IMPORTED FROM || Great Britain. | BRITISH COLONIES. | United States. | France. | Germany. | Foreign Countries. || North America. | West Indies. ||  |  |  | $ | $ | $ | $ | $ | $ | $	Belleville..... | ..... | $ 841 | ..... | ..... | ..... | 841 | ..... | ..... | .....
oocihm.9_08052_1_1	1866-67	136	330573	imports_general	1	BISCUIT AND BREAD.	20	0	3	[[10, 3]]	[[10, 3]]		Gaspé & Outports, F.P.* |  | $ 1,581 | $ 208 | $ 1,323 | $ | $ 50 | $ | $ | $
oocihm.9_08052_1_1	1866-67	137	331041	imports_general	1	COCOA PASTE.	16	0	4	[[10, 4]]	[[10, 4]]		Bytown |  | $ 13 | $ 13 | $ | $ | $ | $ | $ | $
oocihm.9_08052_1_1	1866-67	138	331658	imports_general	1	CABLES—Iron Chain over $\frac{1}{2}$ of an inch Diameter.	63	0	7	[[10, 7]]	[[10, 7]]		Dalhousie |  | $ 219 | $ 219 | $ | $ | $ | $ | $ | $
oocihm.9_08052_1_1	1866-67	139	332657	imports_general	1	CABLES—Hemp and Grass.	26	0	4	[[10, 4]]	[[10, 4]]		Gaspé & Outports, F.P.* |  | $ 1,495 | $ 997 | $ 198 | $ | $ | $ | $ | $
oocihm.9_08052_1_1	1866-67	140	333321	imports_general	0	P. denotes Free Ports.No. 1.—GENERAL STATEMENT OF IMPORTS.—Continued.	79	3	20	[[1, 2], [10, 18]]	[[10, 20]]	PORTS. | Total Quantity. | Total Value. | CAOUTCHouc or INDIA RUBBER and GUTTA PERCHA—UNMANUFACTURED—IMPORTED FROM || Great Britain. | BRITISH COLONIES. | United States. | France. | Germany. | Foreign Countries. || North America. | West Indies.	Montreal..... | ..... | $ 62,431 | $ ..... | $ ..... | $ ..... | $ 62,431 | $ ..... | $ ..... | $ .....
oocihm.9_08052_1_1	1866-67	141	337158	imports_general	1	CHEESE.	9	1	18	[[8, 18]]	[[8, 18]]	 | Lbs. | $ | $ | $ | $ | $ | $	Brantford ..... | 19,088 | 1,486 |  |  |  | 1,486 | 
oocihm.9_08052_1_1	1866-67	142	339600	imports_general	1	CIGARS—For Officers' Mess.	30	1	6	[[8, 6]]	[[8, 6]]	 | $ | $ | $ | $ | $ | $ | $	Hamilton..... | 250 |  |  |  | 250 |  | 
oocihm.9_08052_1_1	1866-67	143	340532	imports_general	1	SILVER or PLATEDWARE, CHINAWARE, GLASSWARE AND TABLE LINEN—For Officers' Mess.	82	1	4	[[8, 4]]	[[8, 4]]	 | $ | $ | $ | $ | $ | $ | $	Kingston ..... | 107 | 107 |  |  |  |  | 
oocihm.9_08052_1_1	1866-67	144	341246	imports_general	0	P. denotes Free Ports.No. 1.—GENERAL STATEMENT OF IMPORTS.—Continued.	79	3	7	[[10, 7]]	[[10, 7]]	PORTS. | Total Quantity. | Total Value. | SPIRITS, WINES AND MALT LIQUORS—FOR OFFICERS MESS—IMPORTED FROM] || Great Britain. | BRITISH COLONIES. | United States. | France. | Germany. | Foreign Countries. || North America. | West Indies.	Hamilton ..... |  | $ 1,882 | $ 1,882 |  |  |  |  |  | 
oocihm.9_08052_1_1	1866-67	145	342824	imports_general	1	COAL AND COKE.	18	1	17	[[10, 17]]	[[10, 17]]	 | Tons. | $ | $ | $ | $ | $ | $ | $ | $	Belleville..... | 656 | 4,339 |  |  |  | 4,339 |  |  | 
oocihm.9_08052_1_1	1866-67	146	345523	imports_general	1	CLOTHING AND ARMS—For Military.	33	0	9	[[7, 9]]	[[7, 9]]		Kingston ..... | $ 1,352 | $ | $ | $ 67 | $ | $
oocihm.9_08052_1_1	1866-67	147	346554	imports_general	1	COMMISSARIAT AND ORDNANCE STORES.	37	0	5	[[7, 5]]	[[7, 5]]		Fort Erie..... | $ 1,648 | $ | $ | $ 1,648 | $ | $
oocihm.9_08052_1_1	1866-67	148	347154	imports_general	1	CORKWOOD OR BARK OF THE CORKWOOD TREE.	42	0	4	[[8, 4]]	[[8, 4]]		Gaspé & Outports, F.P.* | $ 99 | $ 62 | $ 2 | $ | $ 4 | $ | $ 35
oocihm.9_08052_1_1	1866-67	149	347650	imports_general	1	COTTON AND FLAX WASTE.	26	0	7	[[8, 7]]	[[8, 7]]		Hamilton..... | $ 1,395 | $ 426 | $ | $ 969 | $ | $ | $
oocihm.9_08052_1_1	1866-67	150	348572	imports_general	0	P. denotes Free Ports.No. 1.—GENERAL STATEMENT OF IMPORTS.—Continued.	79	3	18	[[1, 2], [10, 16]]	[[10, 18]]	PORTS. | Total Quantity. | Total Value. | COTTON WOOL—IMPORTED FROM || Great Britain. | BRITISH COLONIES. | United States. | France. | Germany. | Foreign Countries. || North America. | West Indies.	Clifton..... |  | $ 23,921 | $ | $ | $ | $ 23,921 | $ | $ | $
oocihm.9_08052_1_1	1866-67	151	351423	imports_general	1	DONATIONS, &c.	16	0	5	[[8, 5]]	[[8, 5]]		Chatham ..... | $ 8 | $ | $ | $ | $ 8 | $ | $
oocihm.9_08052_1_1	1866-67	152	352040	imports_general	1	DRAIN TILES—For Agricultural purposes.	42	0	3	[[8, 3]]	[[8, 3]]		Fort Erie..... | $ 28 | $ | $ | $ | $ 28 | $ | $
oocihm.9_08052_1_1	1866-67	153	352411	imports_general	1	DRAWINGS.	13	0	7	[[8, 7]]	[[8, 7]]		Brockville ..... | $ 5,062 | $ | $ | $ | $ 5,062 | $ | $
oocihm.9_08052_1_1	1866-67	154	353295	imports_general	1	EARTHS, CLAYS, SAND AND OCHRES.	35	0	8	[[8, 8]]	[[8, 8]]		Brantford ..... | $ 1,140 | $ | $ | $ | $ 1,140 | $ | $
oocihm.9_08052_1_1	1866-67	155	354320	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS.—Continued.	49	3	19	[[1, 2], [10, 17]]	[[10, 19]]	P O R T S . | Total Quantity. | Total Value. | EGGS—IMPORTED FROM || Great Britain. | BRITISH COLONIES. | United States. | France. | Germany. | Foreign Countries. || North America. | West Indies.	Clifton ..... | Doz. 358 | $ 60 | $ ..... | $ ..... | $ ..... | $ 60 | $ ..... | $ ..... | $ .....
oocihm.9_08052_1_1	1866-67	156	358097	imports_general	1	FELT HAT BODIES AND HAT FELTS.	32	1	5	[[8, 5]]	[[8, 5]]	 | $ | $ | $ | $ | $ | $ | $	Hamilton..... | 239 |  |  |  |  |  | 
oocihm.9_08052_1_1	1866-67	157	358859	imports_general	1	FLAX, HEMP AND TOW—Undressed.	33	1	9	[[8, 9]]	[[8, 9]]	 | $ | $ | $ | $ | $ | $ | $	Cobourg ..... | 610 | 126 |  |  |  |  | 
oocihm.9_08052_1_1	1866-67	158	360059	imports_general	1	FIREWOOD.	13	1	7	[[8, 7]]	[[8, 7]]	 | Cords. | $ | $ | $ | $ | $ | $	Amherstburgh ..... | 6,053 | 12,106 |  |  |  |  | 
oocihm.9_08052_1_1	1866-67	159	361096	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS.—Continued.	49	3	29	[[1, 1], [10, 28]]	[[10, 29]]	PORTS. | Total Quantity. | Total Value. | FIRE BRICK AND CLAY—IMPORTED FROM || Great Britain. | BRITISH COLONIES. | United States. | France. | Germany. | Foreign Countries. || North America. | West Indies.	Bytown..... |  | $ 481 | $ 289 |  |  | $ 192 |  |  | 
oocihm.9_08052_1_1	1866-67	160	365671	imports_general	1	FISH OIL—Crude.	17	1	15	[[8, 15]]	[[8, 15]]	 | Gallons. | $ | $ | $ | $ | $ | $	Brockville..... | 283 | 247 |  |  |  |  | 
oocihm.9_08052_1_1	1866-67	161	367652	imports_general	1	FISH—Products of—Unmanufactured.	36	1	4	[[8, 4]]	[[8, 4]]	 | $ | $ | $ | $ | $ | $ | $	Brockville..... | 56 |  |  |  |  |  | 
oocihm.9_08052_1_1	1866-67	162	368356	imports_general	0	P. denotes Free Ports.No. 1.—GENERAL STATEMENT OF IMPORTS.—Continued.	79	3	32	[[1, 1], [10, 31]]	[[10, 32]]	PORTS. | Total Quantity. | Total Value. | FISHING NETS, SEINS, HOOKS, &c.—IMPORTED FROM || Great Britain. | BRITISH COLONIES. | United States. | France. | Germany. | Foreign Countries. ||  |  |  |  | North America. | West Indies. |  |  |  | 	Gaspé & Outports, F.P.* |  | $ 30,105 | $ 27,502 | $ 2,269 |  | $ 334 |  |  | 
oocihm.9_08052_1_1	1866-67	163	373217	imports_general	1	FRUIT—Dried.	14	1	13	[[7, 13]]	[[7, 13]]	 | $ | $ | $ | $ | $ | $	Brantford ..... | 508 |  |  |  | 508 | 
oocihm.9_08052_1_1	1866-67	164	374746	imports_general	1	FURS AND SKINS—Pelts and Tails.	35	1	9	[[7, 9]]	[[7, 9]]	 | $ | $ | $ | $ | $ | $	Bytown ..... | 741 |  |  |  | 741 | 
oocihm.9_08052_1_1	1866-67	165	375952	imports_general	0	P. denotes Free Ports.No. 1.—GENERAL STATEMENT OF IMPORTS.—Continued.	79	4	28	[[10, 28]]	[[10, 28]]	Ports. | Total Quantity. | Total Value. | FLOUR—IMPORTED FROM || Great Britain. | BRITISH COLONIES. | United States. | France. | Germany. | Foreign Countries. || North America. | West Indies. || BARLEY AND RYE.	Amherstburgh..... | Barrels. 1,686 | $ 9,350 | ..... | ..... | ..... | 9,350 | ..... | ..... | .....
oocihm.9_08052_1_1	1866-67	166	381443	imports_general	1	BRAN AND SHORTS	17	0	5	[[14, 5]]	[[14, 5]]		Fort Erie..... |  | $ 437 |  |  |  |  |  |  |  |  |  |  | 
oocihm.9_08052_1_1	1866-67	167	382325	imports_general	1	BUCKWHEAT.	14	0	6	[[14, 6]]	[[14, 6]]		Clarencoville..... | Bushels. | 164 |  |  |  |  |  |  |  |  |  |  | 
oocihm.9_08052_1_1	1866-67	168	383379	imports_general	1	OATS.	9	0	9	[[14, 9]]	[[14, 9]]		Chippawa ..... | Bushels. | 2,227 |  |  |  |  |  |  |  |  |  |  | 
oocihm.9_08052_1_1	1866-67	169	385017	imports_general	0	Ports.No. 1.—GENERAL STATEMENT OF IMPORTS.—Continued.	78	3	32	[[1, 1], [10, 31]]	[[10, 32]]	PORTS. | Total Quantity. | Total Value. | BEANS AND PEASE—IMPORTED FROM || Great Britain. | BRITISH COLONIES. | United States. | France. | Germany. | Foreign Countries. || North America. | West Indies.	Cornwall..... | Bushels. 920 | $ 96 |  |  |  | $ 96 |  |  | 
oocihm.9_08052_1_1	1866-67	170	389948	imports_general	1	WHEAT.	8	1	19	[[7, 19]]	[[7, 19]]	 | Bushels. | $ | $ | $ | $ | $	Belleville..... | 1,600 | 1,325 |  |  |  | 
oocihm.9_08052_1_1	1866-67	171	392128	imports_general	1	MEAL.	9	1	16	[[7, 16]]	[[7, 16]]	 | Barrels. | $ | $ | $ | $ | $	Belleville..... | 414 | 1,315 |  |  |  | 
oocihm.9_08052_1_1	1866-67	172	394022	imports_general	0	P. denotes Free Ports.No. 1.—GENERAL STATEMENT OF IMPORTS.—Continued.	79	3	18	[[1, 2], [10, 16]]	[[10, 18]]	PORTS. | Total Quantity | Total Value. | GEMS AND MEDALS—IMPORTED FROM || Great Britain. | BRITISH COLONIES. | United States. | France. | Germany. | Foreign Countries. || North America. | West Indies.	Hamilton |  | $ 25 | $ | $ | $ | $ 25 | $ | $ | $
oocihm.9_08052_1_1	1866-67	173	396735	imports_general	1	GRAVELS.	10	0	3	[[8, 3]]	[[8, 3]]		Chatham..... | $ 10 | $ | $ | $ | $ 10 | $ | $
oocihm.9_08052_1_1	1866-67	174	397131	imports_general	1	GYPSUM or PLASTER OF PARIS.	31	0	10	[[8, 10]]	[[8, 10]]		Brighton..... | $ 930 | $ | $ | $ | $ 930 | $ | $
oocihm.9_08052_1_1	1866-67	175	398355	imports_general	1	HAIR—ANGOLA, GOAT, &c.—Unmanufactured.	42	0	6	[[8, 6]]	[[8, 6]]		Bytown..... | $ 78 | $ | $ | $ | $ 78 | $ | $
oocihm.9_08052_1_1	1866-67	176	399098	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS.—Continued.	49	3	25	[[1, 1], [10, 24]]	[[10, 25]]	P O R T S . | Total Quantity. | Total Value. | HIDES AND HORNS—IMPORTED FROM || Great Britain. | BRITISH COLONIES. | United States. | France. | Germany. | Foreign Countries. || North America. | West Indies.	Brockville ..... |  | $ 31,582 |  |  |  | $ 31,582 |  |  | 
oocihm.9_08052_1_1	1866-67	177	403097	imports_general	1	JUNK AND OAKUM.	17	1	11	[[9, 11]]	[[9, 11]]	 |  | $ | $ | $ | $ | $ | $ | $	Bytown ..... |  | 177 |  |  |  |  | 177 | 
oocihm.9_08052_1_1	1866-67	178	404677	imports_general	1	KRYOLITE.	13	1	2	[[9, 2]]	[[9, 2]]	 |  | $ | $ | $ | $ | $ | $ | $	Kingston ..... |  | 15,640 |  |  |  |  | 15,640 | 
