volume	fiscal_year	seq	offset	family	inherited	title	intertext_len	n_header_rows	n_body_rows	cells_hist	span_hist	header	first_row
oocihm.9_08052_1_1	1866-67	851	2283705	exports_general	1	WHISKY.	11	0	8	[[9, 8]]	[[9, 8]]		Brighton ..... | Gallons. | $ 520 | $ | $ | $ | $ 520 | $ | $
oocihm.9_08052_1_1	1866-67	852	2284861	exports_general	0	No. 11.—GENERAL STATEMENT OF EXPORTS.—Continued.	50	3	16	[[1, 1], [10, 15]]	[[10, 16]]	PORTS. | Total Quantity. | Total Value. | OTHER SPIRITS—EXPORTED TO || Great Britain. | BRITISH COLONIES. | United States. | France. | Germany. | Foreign Countries. ||  |  |  |  | North America. | West Indies. |  |  |  | 	Costicook ..... | Gallons. | $ | $ | $ | $ | $ | $ | $ | $
oocihm.9_08052_1_1	1866-67	853	2287566	exports_general	1	COIN AND BULLION.	19	0	5	[[7, 5]]	[[7, 5]]		Chatham ..... | $ 45,626 | $ | $ | $ | $ | $
oocihm.9_08052_1_1	1866-67	854	2288159	exports_general	1	OTHER ARTICLES.	19	0	22	[[7, 22]]	[[7, 22]]		Amherstburgh ..... | $ 5,894 | $ | $ | $ | $ | $
oocihm.9_08052_1_1	1866-67	855	2290755	exports_summary	0	BOUCHETTE, Commissioner of Customs.No. 12.—SUMMARY STATEMENT of the Quantity and Value of the Principal Articles of Canadian Produce and Manufacture Exported during the Fiscal Year ending on 30th June, 1867, and indicating to what Country exported.	263	4	16	[[1, 2], [11, 14]]	[[11, 16]]	ARTICLES. | TOTAL EXPORTS. | TO WHAT COUNTRY EXPORTED. || Total Quantity | Total Value. | Great Britain | BRITISH COLONIES. | United States. | France. | Germany. | Other Foreign Countries. | DUTY. || North America. | West Indies. ||  |  | $ | $ | $ | $ | $ | $ | $ | $ | $ cts.	THE MINE:
oocihm.9_08052_1_1	1866-67	856	2293951	exports_summary	1		0	1	39	[[14, 39]]	[[14, 39]]	THE FOREST : |  |  |  |  |  |  |  |  |  |  |  |  | 	Ashes—Pot..... | 564,004 | 16,568 |  | 490,161 | 302 |  | 73,541 |  |  |  |  |  | 
oocihm.9_08052_1_1	1866-67	857	2301712	exports_summary	0	No. 12.—SUMMARY STATEMENT OF EXPORTS, &c.—Continued.	54	4	27	[[1, 1], [11, 26]]	[[11, 27]]	ARTICLES. | TOTAL EXPORTS. | TO WHAT COUNTRY EXPORTED. || Total Quantity. | Total Value. | Great Britain | BRITISH COLONIES. | United States. | France. | Germany. | Other Foreign Countries. | DUJY. || North America. | West India. ||  |  |  | $ | $ | $ | $ | $ | $ | $ | $ cts.	ANIMALS, AND THEIR PRODUCE:
oocihm.9_08052_1_1	1866-67	858	2306742	exports_summary	1		0	1	33	[[17, 2], [18, 31]]	[[18, 33]]	AGRICULTURAL PRODUCTS: |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 	Balsam..... | Bus. | 2,166 | 1,228 | 12,759 | 938 |  |  |  |  |  |  |  |  |  |  |  | 
oocihm.9_08052_1_1	1866-67	859	2314575	exports_summary	0	No. 12.—SUMMARY STATEMENT OF EXPORTS, &c.—Continued.	54	4	22	[[1, 1], [11, 21]]	[[11, 22]]	ARTICLES. | TOTAL EXPORTS. | TO WHAT COUNTRY EXPORTED. | DUTY. || Total Quantity. | Total Value. | Great Britain. | BRITISH COLONIES. | United States. | France. | Germany. | Other Foreign Countries. || North America. | West Indies. ||  |  |  | $ | $ | $ | $ | $ | $ | $ | $ cts.	MANUFACTURES.—Continued.
oocihm.9_08052_1_1	1866-67	860	2318798	exports_summary	1		0	1	14	[[10, 14]]	[[10, 14]]	RECAPITULATION. | $ | $ | $ | $ | $ | $ | $ | $ | cts.	Province of the Mine..... | 541,234 | 301,105 | 6,722 | 16,860 | 233,327 |  |  |  | 80
oocihm.9_08052_1_1	1866-67	861	2322252	exports_comparative	0	BOUCHETTE, *Commissioner of Customs.*No. 13.—COMPARATIVE STATEMENT of the Quantity and Value of the Principal Articles of Canadian Produce and Manufacture Exported during the Fiscal Years ending respectively on the 30th day of June, 1866 and 1867.	691	4	29	[[1, 3], [6, 26]]	[[6, 29]]	ARTICLES. | TOTAL EXPORTS. | DUTY. || 30th June, 1866. | 30th June, 1867. || Quantity. | Value. | Quantity. | Value. ||  |  | $ |  | $ | $ cts.	THE MINES :
oocihm.9_08052_1_1	1866-67	862	2325848	exports_comparative	1		0	0	41	[[1, 1], [6, 40]]	[[6, 41]]		Standard Staves..... | 2,417 | 346,968 | 3,633 | 404,952 | 
oocihm.9_08052_1_1	1866-67	863	2330449	other	0	No. 13.—COMPARATIVE STATEMENT of the Quantity and Value of the Principal Articles, &c.—Continued.	99	4	27	[[1, 2], [6, 25]]	[[6, 27]]	ARTICLES | TOTAL EXPORTS. | DUTY. || 30th June, 1866. | 30th June, 1867. || Quantity. | Value. | Quantity. | Value. ||  |  | $ |  | $ | $ cts.	ANIMALS, &c.—Continued.
oocihm.9_08052_1_1	1866-67	864	2333603	other	1		0	0	38	[[1, 1], [6, 2], [7, 35]]	[[7, 38]]		Malt..... | 1,390 | 1,390 | 1,390 | 1,390 | 1,390 | 1,390
oocihm.9_08052_1_1	1866-67	865	2337990	other	0	No. 13.—COMPARATIVE STATEMENT of the Quantity and Value of the Principal Articles, &c.—Continued.	99	3	17	[[1, 1], [6, 16]]	[[6, 17]]	ARTICLES. | TOTAL EXPORTS. | DUTY. || 30th June, 1866. | 30th June, 1867. || Quantity. | Value. | Quantity. | Value.	OTHER ARTICLES ..... | ..... | $ 668,815 | ..... | $ 416,121 | $ cts.
oocihm.9_08052_1_1	1866-67	866	2340979	exports_other	0	BOUCHETTE, Commissioner of Customs.No. 14.—STATEMENT shewing the Value of the Principal Articles Exported from Canada, *Seaward, via* the St.	216	1	46	[[1, 2], [3, 44]]	[[3, 46]]	ARTICLES. | Quantity. | Value.	Animals.....No. | 2 | $ 250
oocihm.9_08052_1_1	1866-67	867	2344900	shipping	0	BOUCHETTE, Commissioner of Customs.No. 15.—STATISTICAL VIEW of the Commerce of Canada, exhibiting the Value of Exports to, and Imports from, Great Britain, her Colonies and Foreign Countries, together with the Tonnage of Vessels arriving and departing, during the Fiscal Year ending on 30th June, 186	384	3	9	[[9, 9]]	[[9, 9]]	 | COMMERCE. | SHIPPING. || Value of Exports. | Value of Goods entered for Consumption. | Tonnage of British Vessels. | Tonnage of Foreign Vessels. | Total. || Entered Inwards. | Cleared Outwards. | Entered Inwards. | Cleared Outwards. | Entered Inwards. | Cleared Outwards.	Great Britain ..... | $ 14,982,504 | $ 34,260,509 |  |  |  |  |  | 
oocihm.9_08052_1_1	1866-67	868	2347024	comparative_ie	0	No. 16.—COMPARATIVE STATEMENT of Exports and Imports of Canada, during the Fiscal Years ending on 30th June 1866 and 1867.	240	1	4	[[4, 4]]	[[4, 4]]	 | Exports. | Imports. | Total Exports and Imports.	1866, to 30th June..... | $ 56,328,330 | $ 53,502,319 | $ 110,130,699
oocihm.9_08052_1_1	1866-67	869	2347860	exports_comparative	0	BOUCHETTE, Commissioner of Customs.No. 17.—COMPARATIVE STATEMENT of the Value of the Exports of the Domestic Produce and Manufactures—the Value of Goods entered for Consumption—and the Amount of Duties collected at each Port in Canada—during the Fiscal Years ending respectively on the 30th of June, 	327	3	76	[[7, 76]]	[[7, 76]]	PORTS. | 1st July, 1865, to 30th June, 1866. | 1st July, 1866, to 30th June, 1867. || Exports. | Imports. | Duty. | Exports. | Imports. | Duty. || $ | $ | $ cts. | $ | $ | $ cts.	Amherst..... | ..... | ..... | ..... | 68,493 | 29,126 | 2,309 46
oocihm.9_08052_1_1	1866-67	870	2358292	other	0	BOUCHETTE, Commissioner of Customs.No. 18.—STATEMENT of Gross and Net Revenue received from Customs, for the Fiscal Year ending on the 30th June, 1867.	166	1	11	[[3, 11]]	[[3, 11]]	1867. | $ | cts.	 | 7,023,327 | 67
oocihm.9_08052_1_1	1866-67	871	2359680	shipping	0	BOUCHETTE, *Commissioner of Customs.*No. 19.—STATEMENT of British and Foreign Vessels entered Inwards, (*from Sea*, with Cargoes or in Ballast, at the Ports of Quebec, Montreal, Gaspé, New Carlisle, Amherst, Rimouski, Toronto, Hamilton, Sault Ste.	327	4	22	[[13, 22]]	[[13, 22]]	From what Place or Country. | PORT OF QUEBEC. || WITH CARGOES. | IN BALLAST. || British. | Foreign. | British. | Foreign. ||  | No. of Vessels. | Tons. | Men. | No. of Vessels. | Tons. | Men. | No. of Vessels. | Tons. | Men. | No. of Vessels. | Tons. | Men.	United Kingdom..... | 376 | 304,413 | 10,192 | 14 | 6,868 | 185 | 171 | 125,490 | 3,137 | 29 | 15,384 | 387
oocihm.9_08052_1_1	1866-67	872	2364196	shipping	1		0	0	9	[[1, 1], [22, 8]]	[[22, 9]]		Africa..... |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
oocihm.9_08052_1_1	1866-67	873	2366318	shipping	1	PORT OF MONTREAL.	21	0	18	[[22, 3], [23, 15]]	[[22, 2], [23, 16]]		United Kingdom..... | 152 | 128,766 | 5,467 | 2 | 894 | 26 | 1 | 739 | 21 | 1 | 402 | 11 |  |  |  |  |  |  |  |  | 
oocihm.9_08052_1_1	1866-67	874	2371350	shipping	0	No. 19.—STATEMENT of British and Foreign Vessels entered Inwards, (from Sea), &c.—Continued.	94	4	24	[[13, 13], [14, 11]]	[[13, 13], [14, 11]]	From what Place or Country. | PORT OF GASPÉ. | IN BALLAST. || WITH CARGOES. | Foreign. | British. | Foreign. || No. of Vessels. | Tons. | Men. | No. of Vessels. | Tons. | Men. | No. of Vessels. | Tons. | Men. | No. of Vessels. | Tons. | Men. || PORT OF NEW CARLISLE.	United Kingdom..... | 17 | 2,356 | 126 | 1 | 70 | 6 |  |  |  |  |  | 
oocihm.9_08052_1_1	1866-67	875	2376166	shipping	1	PORT OF AMHERST.	18	0	6	[[15, 6]]	[[15, 6]]		United Kingdom..... | 1 | 95 | 10 | ..... | ..... | ..... | ..... | ..... | ..... | ..... | ..... | ..... | ..... | .....
oocihm.9_08052_1_1	1866-67	876	2377641	shipping	1	PORT OF RIMOUSKI.	21	0	7	[[15, 7]]	[[15, 7]]		United Kingdom..... | ..... | ..... | ..... | ..... | ..... | 3 | 2,477 | 69 | ..... | ..... | ..... | ..... | ..... | .....
oocihm.9_08052_1_1	1866-67	877	2379353	shipping	1	PORT OF TORONTO.	20	0	3	[[15, 3]]	[[15, 3]]		United Kingdom..... | 1 | 320 | 10 | ..... | ..... | ..... | ..... | ..... | ..... | ..... | ..... | ..... | ..... | .....
oocihm.9_08052_1_1	1866-67	878	2380113	shipping	1	PORT OF HAMILTON.	21	0	1	[[15, 1]]	[[15, 1]]		Nova Scotia..... | 1 | 336 | 26 | ..... | ..... | ..... | ..... | ..... | ..... | ..... | ..... | ..... | ..... | .....
oocihm.9_08052_1_1	1866-67	879	2380407	shipping	1	MARIE.	29	0	1	[[15, 1]]	[[15, 1]]		United Kingdom..... | 2 | 640 | 22 | ..... | ..... | ..... | ..... | ..... | ..... | ..... | ..... | ..... | ..... | .....
oocihm.9_08052_1_1	1866-67	880	2380694	shipping	1	PORT OF SARNIA.	19	0	1	[[15, 1]]	[[15, 1]]		United Kingdom..... | 1 | 320 | 10 | ..... | ..... | ..... | ..... | ..... | ..... | ..... | ..... | ..... | ..... | .....
oocihm.9_08052_1_1	1866-67	881	2381186	shipping	0	BOUCHETTE, *Commissioner of Customs.*No. 20.—RETURN of the Number and Tonnage of Vessels which arrived at and departed Hamilton, Sault Ste.	224	2	12	[[6, 12]]	[[6, 12]]	ARRIVED. | DEPARTED. || Under what Colours. | No. of Vessels. | Tonnage. | Under what Colours. | No. of Vessels. | Tonnage.	British ..... | 1,048 | 549,868 | British ..... | 1,113 | 571,646
oocihm.9_08052_1_1	1866-67	882	2382817	shipping	1	PORT OF MONTREAL.	21	0	9	[[6, 9]]	[[6, 9]]		British .... | 321 | 158,307 | British ..... | 319 | 140,974
oocihm.9_08052_1_1	1866-67	883	2383810	shipping	1	PORT OF GASPE.	18	0	3	[[6, 3]]	[[6, 3]]		British ..... | 132 | 11,185 | British ..... | 132 | 11,502
oocihm.9_08052_1_1	1866-67	884	2384210	shipping	1	PORT OF NEW CARLISLE.	25	0	3	[[6, 3]]	[[6, 3]]		British ..... | 114 | 9,855 | British ..... | 98 | 9,154
oocihm.9_08052_1_1	1866-67	885	2384602	shipping	1	PORT OF AMHERST.	20	0	3	[[6, 3]]	[[6, 3]]		British..... | 74 | 4,023 | British ..... | 82 | 2,846
oocihm.9_08052_1_1	1866-67	886	2385151	shipping	1	PORT OF RIMOUSKI.	170	2	5	[[6, 5]]	[[6, 5]]	ARRIVED. | DEPARTED. || Under what Colours. | No. of Vessels. | Tonnage. | Under what Colours. | No. of Vessels. | Tonnage.	British ..... | 6 | 2,744 | British ..... | 7 | 2,772
oocihm.9_08052_1_1	1866-67	887	2386010	shipping	1	PORT OF TORONTO.	20	0	1	[[6, 1]]	[[6, 1]]		British ..... | 2 | 656 | British ..... | 3 | 779
oocihm.9_08052_1_1	1866-67	888	2386180	shipping	1	PORT OF HAMILTON.	21	0	1	[[6, 1]]	[[6, 1]]		British ..... | 1 | 336 | British ... .. | 3 | 934
oocihm.9_08052_1_1	1866-67	889	2386359	shipping	1	MARIE.	29	0	1	[[6, 1]]	[[6, 1]]		British ..... | 2 | 640 | British ..... | 2 | 640
oocihm.9_08052_1_1	1866-67	890	2386527	shipping	1	PORT OF SARNIA.	19	0	1	[[6, 1]]	[[6, 1]]		British ..... | 1 | 320 | ..... | ..... | .....
oocihm.9_08052_1_1	1866-67	891	2386693	other	0	RECAPITULATION.	19	3	11	[[13, 11]]	[[13, 11]]	PORTS. | VESSELS ARRIVED. | VESSELS DEPARTED. || British. | Foreign. | Total. | British. | Foreign. | Total. || No. | Tons. | No. | Tons. | No. | Tons. | No. | Tons. | No. | Tons. | No. | Tons.	Quebec ..... | 1,048 | 549,868 | 153 | 75,566 | 1,201 | 625,434 | 1,113 | 571,646 | 162 | 82,567 | 1,275 | 654,213
oocihm.9_08052_1_1	1866-67	892	2389620	shipping	0	BOUCHETTE, Commissioner of Customs.No. 21.—STATEMENT of British and Foreign Vessels cleared Outwards for Ports of Quebec, Montreal, Gaspé, New Carlisle, Amherst,PORT OF QUEBEC.	193	3	23	[[7, 23]]	[[7, 23]]	Countries and places for which they cleared. | With Cargoes. || British. | Foreign. || No. | Tons. | Men. | No. | Tons. | Men.	United Kingdom ..... | 685 | 531,981 | 14,938 | 141 | 74,580 | 1,950
oocihm.9_08052_1_1	1866-67	893	2392752	shipping	1	PORT OF MONTREAL.	21	0	12	[[7, 12]]	[[7, 12]]		United Kingdom ..... | 161 | 119,040 | 5,382 | 21 | 10,006 | 281
oocihm.9_08052_1_1	1866-67	894	2394292	shipping	1	PORT OF GASPÉ.	18	0	15	[[7, 15]]	[[7, 15]]		United Kingdom..... | 3 | 903 | 31 | 1 | 286 | 12
oocihm.9_08052_1_1	1866-67	895	2396276	shipping	1	PORT OF NEW CARLISLE.	150	3	14	[[7, 14]]	[[7, 14]]	Countries and places for which they cleared. | With Cargoes. || British. | Foreign. || No. | Tons. | Men. | No. | Tons. | Men.	United Kingdom..... | 5 | 665 | 34 | 1 | 410 | 12
oocihm.9_08052_1_1	1866-67	896	2398325	shipping	1	PORT OF AMHERST.	20	0	5	[[7, 5]]	[[7, 5]]		Nova Scotia..... | 33 | 1,133 | 162 | ..... | ..... | .....
oocihm.9_08052_1_1	1866-67	897	2398992	shipping	1	PORT OF RIMOUSKI.	21	0	4	[[7, 4]]	[[7, 4]]		United Kingdom..... | 3 | 2,377 | 69 | 4 | 3,712 | 76
oocihm.9_08052_1_1	1866-67	898	2399526	shipping	1	PORT OF TORONTO.	20	0	1	[[7, 1]]	[[7, 1]]		United Kingdom..... | 3 | 779 | 51 | ..... | ..... | .....
oocihm.9_08052_1_1	1866-67	899	2399712	shipping	1	PORT OF HAMILTON.	21	0	1	[[7, 1]]	[[7, 1]]		Nova Scotia..... | 3 | 933 | 72 | ..... | ..... | .....
oocihm.9_08052_1_1	1866-67	900	2399903	shipping	1	MARIE.	29	0	1	[[7, 1]]	[[7, 1]]		United Kingdom..... | 2 | 640 | 22 | ..... | ..... | .....
oocihm.9_08052_1_1	1866-67	901	2400369	shipping	0	BOUCHETTE, Commissioner of Customs.No. 22.—SHIPS INWARDS.—STATEMENT of the Number of Vessels entered Inwards—from *Sea*—at the undermentioned Ports, shewing their Tonnage, Number of Men employed, and the Countries from whence they came, during the Fiscal Year ending on 30th June, 1867.	301	2	11	[[12, 11]]	[[12, 11]]	P O R T S. | T O T A L. | Great Britain. | British Colonies. | United States. | Other Foreign Countries. || No. | Tons. | Men. | No. | Tons. | No. | Tons. | No. | Tons. | No. | Tons.	Quebec ..... | 1,201 | 625,434 | 19,547 | 590 | 452,155 | 385 | 39,485 | 45 | 84,152 | 181 | 99,642
oocihm.9_08052_1_1	1866-67	902	2403155	shipping	0	BOUCHETTE, Commissioner of Customs.No. 23.—SHIPS OUTWARDS.—STATEMENT of the Number of Vessels entered outwards—for *Sea*—at the undermentioned Ports, shewing their Tonnage, Number of Men employed, and to what Country cleared, during the Fiscal Year ending on 30th June, 1867.	290	2	10	[[12, 10]]	[[12, 10]]	P O R T S . | T O T A L . | G r e a t B r i t a i n . | B r i t i s h C o l o n i e s . | U n i t e d S t a t e s . | O t h e r F o r e i g n C o u n t r i e s . || N o . | T o n s . | M e n . | N o . | T o n s . | N o . | T o n s . | N o . | T o n s . | N o . | T o n s .	Quebec..... | 1,275 | 654,213 | 19,671 | 326 | 606,561 | 405 | 30,121 | 6 | 1,096 | 38 | 16,435
oocihm.9_08052_1_1	1866-67	903	2405863	shipping	0	BOUCHETTE, Commissioner of Customs.No. 24.—STATEMENT of the Canadian Tonnage, Inwards and Outwards, at the undermentioned Ports, shewing the Intercourse (exclusive of Ferryage) by Inland Navigation between Canada and the United States, during the Fiscal Year ending on 30th June, 1867.	300	3	34	[[19, 34]]	[[19, 34]]	PORTS. | INWARDS. | OUTWARDS. || CANADIAN. | AMERICAN. | CANADIAN. | AMERICAN. || No. | Steam. | Tons. | Sail. | No. | Steam. | Tons. | Sail. | No. | Steam. | Tons. | Sail. | No. | Steam. | Tons. | Sail.	Amherstburgh ..... | 54 |  | 8,071 | 323 | 11,643 | 324 | 89,247 | 504 | 13,228 | 54 |  | 8,071 | 323 | 11,693 | 324 | 89,247 | 504 | 13,228
oocihm.9_08052_1_1	1866-67	904	2415228	shipping	1		0	0	18	[[13, 18]]	[[13, 18]]		Penetanguishene | 1 | 277 | 24 | 6,530 | 12 | 3,099 | 1 | 277 | 21 | 6,530 | 12 | 3,099
oocihm.9_08052_1_1	1866-67	905	2418859	other	0	RECAPITULATION.	19	3	12	[[1, 2], [10, 10]]	[[10, 12]]	 | INWARDS. | OUTWARDS. | TOTALS. || Canadian. | American. | Canadian. | American. | Inwards. | Outwards. || Tons. | Tons. | Tons. | Tons. | Tons. | Tons. | Tons. | Tons. | Tons.	STEAM | 1,402,057 | 1,550,912 | 1,831,938 | 1,379,337 | 1,677,484 | 2,952,999 | 2,952,999 | 3,056,821 | 3,056,821
oocihm.9_08052_1_1	1866-67	906	2421342	shipping	0	BOUCHETTE, Commissioner of Customs.No. 25.—STATEMENT shewing the Number and Tonnage of Steamers and Sailing Vessels Built, and those Registered at the undermentioned Ports in Canada, during the Fiscal Year ending 30th June 1867.	241	3	28	[[13, 28]]	[[13, 28]]	PORTS. | BUILT. | REGISTERED. || Steam. | Sail. | Total. | Steam. | Sail. | Total. || No. | Tons. | No. | Tons. | No. | Tons. | No. | Tons. | No. | Tons. | No. | Tons.	Amherstburgh ..... | 1 | 22 | 2 | 55 | 3 | 77 | 1 | 22 | 2 | 55 | 3 | 77
oocihm.9_08052_1_1	1866-67	907	2427344	other	0	No. 1.—RETURN of the Description and Quantity of Grain and other substances the Duty accruing thereon, during the Fiscal	199	2	46	[[1, 2], [8, 44]]	[[8, 46]]	REVENUE DIVISIONS. | FOR DISTILLATION. | Total Quantity of Grain, &c., for distillation. || Malt. | Indian Corn. | Rye. | Wheat. | Oats and other Grain. | Mill Ofal.	CANADA WEST.
oocihm.9_08052_1_1	1866-67	908	2434616	other	1	used, and Spirit and Malt Liquor Manufactured in the Province of Canada, and Year ending on the 30th day of June, 1867.	121	3	44	[[9, 44]]	[[9, 44]]	Total Quantity of Malt for Brewing. | Spirits at Proof in Wine Gallons. | Malt Liquor in Wine Gallons. | EXCISE DUTY. || Spirits at 60 cents per Gallon, Wine Mea- sure. | Malt Liquor at 3 cents per Gallon, Wine Mea- sure. | Duty collected on Spirits ex-manu- factory. | Duty accruing on Spirits ware-	322,560 | 142,463 | 108,701 | 85,477 80 | 3,261 03 | 61,514 40 | 23,963 40 | 3,261 03 | 1
oocihm.9_08052_1_1	1866-67	909	2441878	other	0	BOUCHETTE, Commissioner of Customs and Excise.No. 2.—COMPARATIVE STATEMENT of the Number of Distilleries and Quantity of Spirit produced, and of the Number of Breweries, and Quantity of Malt used and Malt Liquor produced therefrom in the Province of Canada, during the Fiscal Year ending on the 30th 	363	3	7	[[4, 4], [16, 3]]	[[4, 3], [16, 3], [19, 1]]	 | Number of Distilleries. | Proof Spirit Distilled. | Number of Breweries. | Total Quantity of Malt used in Brewing. | Malt Liquor Brewed. || In 1865. | In 1866. | In 1867. | 1865. Gallons. | 1866. Gallons. | 1867. Gallons. | In 1865. | In 1866. | In 1867. | 1865. Lbs. | 1866. Lbs. | 1867. Lbs. | 1	Canada West ..... | 38 | 32 | 31 | 31,657 | 3,583,351 | 2,886,025 | 118 | 117 | 115 | 9,161,356 | 9,671,751 | 11,677,754 | 2,629,391 | 2,991,903 | 3,548,610
oocihm.9_08052_1_1	1866-67	910	2444312	other	0	BOUCHETTE, Commissioner of Customs and Excise.No. 3.—COMPARATIVE STATEMENT of the Description and Quantity of Grain and other substances used in Distillation in the Province of Canada, during the Fiscal Year ending 30th of June in 1865, 1866 and 1867 respectively.	417	2	9	[[10, 9]]	[[10, 9]]	GRAIN, &c. | CANADA WEST. | CANADA EAST. | PROVINCE. || 1865. Lbs. | 1866. Lbs. | 1867. Lbs. | 1865. Lbs. | 1866. Lbs. | 1867. Lbs. | 1865. Lbs. | 1866. Lbs. | 1867. Lbs.	Malt..... | 1,802,680 | 2,688,603 | 2,203,297 | 483,992 | 425,193 | 23,350 | 2,256,672 | 3,113,796 | 2,226,647
oocihm.9_08052_1_1	1866-67	911	2446864	warehouse	0	BOUCHETTE, Commissioner of Customs and Excise.No. 4.—YEARLY RETURN of the Quantity of Spirits and Malt Liquor Remaining in Warehouse from last year, Placed in Warehouse, Taken from Warehouse, and Remaining in Warehouse, with the Duty collected thereon, for the Fiscal Year ending on the 30th June, 18	318	3	29	[[1, 2], [11, 27]]	[[11, 29]]	INLAND REVENUE DIVISIONS. | Remaining in Warehouse from last year. | Placed in Warehouse. | Ex-Warehouse for Excise Duty. | Ex-Warehouse for exportation, &c. | Remaining in Warehouse. || Spirits at 50 & 60 cents per gallon. | Malt Liquors at 3 cts. per gallon. | Spirits at 60 cts. per gallon. | Malt	UPPER CANADA.
oocihm.9_08052_1_1	1866-67	912	2452562	warehouse	0	Commissioner of Customs and Excise.No. 5.—COMPARATIVE STATEMENT of the Quantity of Spirits and Malt Liquor Remaining in Warehouse from last year, Placed in Warehouse, Taken from Warehouse, and Remaining in Warehouse, with the Duty collected thereon, for the Fiscal Years ending on the 30th June, 1866	350	3	4	[[11, 4]]	[[11, 4]]	YEARS. | Remaining in Warehouse from last year. | Placed in Warehouse. | Ex Warehouse for Excise Duty. | Ex Warehouse for exportation, &c. | Remaining in Warehouse. || Spirits at 30 and 60 cts. per gallon. | Malt Liquor at 3 cts. per gallon. | Spirits at 30 and 60 cts. per gallon. | Malt Liquor at 3	1866..... | 531,037 | 194,458 | 690,889 | 253,332 | 1,135,564 | 240,687 | 347,889 81 | 18,846 | 10,665 | 67,516
oocihm.9_08052_1_1	1866-67	913	2454218	warehouse	1		6	0	3	[[1, 1], [2, 2]]	[[2, 3]]		TOTAL EXCISE DUTY ON SPIRITS AND MALT LIQUOR.
oocihm.9_08052_1_1	1866-67	914	2454756	other	0	BOUCHETTE, *Commissioner of Customs and Excise.*No. 6.—YEARLY RETURN of the Description and Quantity of Tobacco and Quantity manufactured, and the duties accruing thereon,	190	2	28	[[1, 2], [10, 26]]	[[10, 28]]	INLAND REVENUE DIVISIONS. | QUANTITY OF MATERIAL USED. | TABBACCO. || Produce of Canada. | Foreign Produce. | Total Tobacco. | Other commodities. | Total Weight of all material used. | Lbs. at 10 cents. | Lbs. at 5 cents. | Lbs. at 15 cents. | Lbs. at 2 cents.	UPPER CANADA.
oocihm.9_08052_1_1	1866-67	915	2460245	other	1	The during the Fiscal Year ending on the 30th June, 1867.	130	3	26	[[12, 26]]	[[12, 26]]	CIGARS. | SNUFF. | TOTAL DUTY. |  || DUTY. | No. at $1 per M. | No. at $2 per M. | No. at $3 per M. | No. at $4 per M. | No. at $5 per M. | DUTY. | Lbs. at 10 cents. | DUTY. | Duty collected ex Manufactory. | Duty accruing on Goods Warehoused. || $ cts. |  |  |  |  |  | $ cts. | Lbs. | $ cts. | $ ct	8169 35 | 29,200 | 162,100 | 280,100 | 100 | ..... | 1,194 10 | ..... | ..... | 1,194 10 | 8,169 35 | 1
oocihm.9_08052_1_1	1866-67	916	2466255	other	0	BOUCHETTE, Commissioner of Customs and Excise.No. 7.—COMPARATIVE STATEMENT of the number of Tobacco Manufact used in the Manufacture of Tobacco, Cigars and Snuff, the Quantity manu June, 1866 and 1867 respectively.	229	3	6	[[11, 4], [12, 2]]	[[11, 4], [12, 2]]	Years. | — | Number of Manufacturers. | QUANTITY OF MATERIAL USED. | TOBACCO. || Produce of Canada. | Foreign Produce. | Total Tobacco. | Other Commodities. | Total Weight of all Material used. | Lbs. at 10 cents. | Lbs. at 5 cents. | Lbs. at 15 cents. | Lbs. at 2 cents. || Lbs. | Lbs. | Lbs. | Lbs.	1866 | U. Canada.. | 71 | 291,930 | 1,439,764 | 1,731,694 | 358,390 | 2,090,084 | 1,407,929½ | 116,411 | 45,478 | 6,394
oocihm.9_08052_1_1	1866-67	917	2468315	other	1	turers and of the Description and Quantity of Tobacco and other Substances factured, and the Duties accruing thereon during the Fiscal Years ending 30th	154	3	6	[[11, 6]]	[[11, 6]]	DUTY. | CIGARS. | SNUFF. | TOTAL DUTY. || No. at $1 per M. | No. at $2 per M. | No. at $3 per M. | No. at $4 per M. | No. at $5 per M. | DUTY. | Lbs. at 10 cents. | DUTY. | Duty collected ex-Manufactory. | Duty accruing on Goods Warehoused. || $ cts. |  |  |  |  | $ cts. |  | $ cts. | $ cts. | $ cts	153,563 08 | 996,230 | 2,180,065 | 2,280,090 | 25,700 | ..... | 12,299 43 | ..... | ..... | 57,038 70 | 108,823 81
oocihm.9_08052_1_1	1866-67	918	2470356	warehouse	0	BOUCHETTE, Commissioner of Customs and Excise.No. 8.—YEARLY RETURN of the Quantity of Tobacco, Cigars and Snuff house, and Remaining in Warehouse, with the Duty collected	185	3	29	[[1, 2], [12, 27]]	[[12, 29]]	INLAND REVENUE DIVISIONS. | REMAINING IN WAREHOUSE FROM LAST YEAR. | PLACED IN WAREHOUSE. | EX To. || Tobacco. | Snuff. | Tobacco. | Snuff. || Lbs. at 10 cts. | Lbs. at 5 cts. | Lbs. at 15 cts. | Lbs. at 2 cts. | Lbs. at 10 cts. | Lbs. at 10 cts. | Lbs. at 5 cts. | Lbs. at 15 cts. | Lbs. at 2 cts. |	UPPER CANADA.
