kind,commodity,country,unit,year,value,series_median,ratio_to_median,gbp
hole,"Seeds — Unenumerated, Other Sorts",France,Cwt,1882,,25817,,278327
hole,"Seeds — Unenumerated, Other Sorts",France,Cwt,1883,,25817,,278327
spike,Soap,Java,?,1885,4032729955,31828,126705.835,277866
spike,Asphalt Or Bitumen,Germany,Ton,1899,15235,3616,4.213,277110
hole,Succades,British East Indies,Cwt,1893,,16971,,275529
hole,"Wood And Timber — Sawn, Unenumerated",Norway,Load,1892,,16468,,273700
hole,"Wood And Timber — Sawn, Unenumerated",Norway,Load,1895,,16468,,273700
dip,"Wood And Timber — Sawn, Unenumerated",Norway,Load,1893,3589,16468,0.218,273700
hole,Oil — Train Or Blubber,Other Countries,Tun,1874,,867,,271597
hole,Oil — Train Or Blubber,Other Countries,Tun,1878,,867,,271597
hole,Tar,United States Of America,Barrel,1875,,12595,,269942
hole,Tar,United States Of America,Barrel,1878,,12595,,269942
hole,Tar,United States Of America,Barrel,1883,,12595,,269942
hole,Tar,United States Of America,Barrel,1888,,12595,,269942
dip,Hay,Algeria,Ton,1893,731,3865,0.189,267621
hole,Fruit — Figs And Fig Cake,British North America,?,1876,,1618,,263250
spike,"Metal — Unenumerated, Wrought Or Manufactured",United States Of America,Ton,1896,60613,648,93.466,261496
hole,"Sauces Or Condiments, Unenumerated",British East Indies,Lb,1883,,470418,,260949
hole,"Sauces Or Condiments, Unenumerated",British East Indies,Lb,1893,,470418,,260949
hole,Lead — Ore Of,Spain,Ton,1875,,1339,,260903
hole,Lead — Ore Of,Spain,Ton,1876,,1339,,260903
hole,Lead — Ore Of,Spain,Ton,1889,,1339,,260903
dip,Lead — Ore Of,Spain,Ton,1891,242,1339,0.181,260903
dip,Lead — Ore Of,Spain,Ton,1896,211,1339,0.158,260903
spike,Buckwheat,Russia,Cwt,1891,302297,26171,11.551,259970
dip,Iron — Old Broken Iron And Steel,Other Countries,Ton,1883,161,4546,0.035,258726
spike,Flax — Dressed,Russia,Cwt,1874,17010,4207,4.043,256968
dip,Flax — Dressed,Russia,Cwt,1876,920,4207,0.219,256968
dip,Spices — Ginger (Raw),British India Bombay And Scinde,Cwt,1872,2315,10585,0.219,256464
dip,Spices — Ginger (Raw),British India Bombay And Scinde,Cwt,1874,2126,10585,0.201,256464
dip,Glass,Holland,Cwt,1893,149,1812,0.082,256067
dip,"Woollen And Worsted Manufactures — Rugs, Coverlets, Or Wrappers",British Possessions In South Africa,?,1872,20337,87855,0.231,253938
dip,"Wool — Alpaca, Llama, And Vicuna",Chili,Lb,1878,61625,368608,0.167,253567
hole,"Manures — Bones Of Animals, And Fish For Manure Only",France,Ton,1879,,4576,,253562
dip,Feathers — For Beds,Hong Kong,Cwt,1890,772,3539,0.218,250260
dip,"Cotton — Knobs Or Husks Of Silk, And Waste",Japan,Cwt,1894,633,3758,0.168,249425
hole,"Leather — Varnished, Japanned, Or En-   Amelled",United States Of America,Lb,1893,,168422,,248988
hole,"Spirits, British And Irish",Other Countries,?,1876,,140770,,248564
hole,"Spirits, British And Irish",Other Countries,?,1877,,140770,,248564
hole,"Spirits, British And Irish",Other Countries,?,1879,,140770,,248564
hole,Iron — Old Broken Iron And Steel,Holland,Ton,1879,,2444,,247213
spike,Iron — Old Broken Iron And Steel,Holland,Ton,1877,16680,2444,6.823,247213
hole,"Metal — Unenumerated, Unwrought",Australasia,Ton,1891,,185,,245178
dip,"Metal — Unenumerated, Unwrought",Australasia,Ton,1889,22,185,0.119,245178
spike,"Metal — Unenumerated, Unwrought",Australasia,Ton,1893,800,185,4.324,245178
spike,"Metal — Unenumerated, Unwrought",Australasia,Ton,1895,910,185,4.919,245178
dip,"Metal — Unenumerated, Unwrought",Australasia,Ton,1898,32,185,0.173,245178
spike,Gum — Arabic,Persia,Cwt,1898,12783,2528,5.057,244914
hole,Lead — Ore Of,Chili,Ton,1875,,690,,244182
hole,Lead — Ore Of,Chili,Ton,1881,,690,,244182
hole,Lead — Ore Of,Chili,Ton,1882,,690,,244182
hole,"Fruit — Preserved Without Sugar, Unenumerated",Other Countries,Lb,1873,,522756,,243009
hole,"Fruit — Preserved Without Sugar, Unenumerated",Other Countries,Lb,1882,,522756,,243009
hole,Rags And Other Materials For Making Paper — Pulp Of Rags And Wood,Belgium,Ton,1874,,2116,,242767
hole,Rags And Other Materials For Making Paper — Pulp Of Rags And Wood,Belgium,Ton,1875,,2116,,242767
spike,Rags And Other Materials For Making Paper — Pulp Of Rags And Wood,Belgium,Ton,1886,9625,2116,4.549,242767
hole,"Gold — Ore Of, Or Ore Of Which The Greater Part In Value Is Gold",Australasia,Ton,1894,,110,,241366
dip,"Skins, Furs, And Pelts — Sheep And Lamb, Tanned, Tawed, Or Dressed",British India Bombay And Scinde,Number,1872,111357,525227,0.212,240878
hole,"Arms, Ammunition, And Military Stores — Fowling Pieces",United States Of America,?,1873,,26487,,240634
hole,"Arms, Ammunition, And Military Stores — Fowling Pieces",United States Of America,?,1874,,26487,,240634
hole,"Arms, Ammunition, And Military Stores — Fowling Pieces",United States Of America,?,1875,,26487,,240634
dip,"Arms, Ammunition, And Military Stores — Fowling Pieces",United States Of America,?,1877,6594,26487,0.249,240634
hole,"Skins, Furs, And Pelts — Unenumerated, Being Furs",Other Countries,Number,1876,,294010,,239634
hole,Feathers — For Beds,Russia,Cwt,1874,,2642,,239301
hole,Feathers — For Beds,Russia,Cwt,1882,,2642,,239301
dip,Tow,United States Of America,Ton,1898,278,1205,0.231,238711
dip,Glass — Flint Glass,France,Cwt,1874,1363,11015,0.124,236855
hole,Hats Or Bonnets — Of Straw,Other Countries,Lb,1874,,35868,,236372
hole,Hats Or Bonnets — Of Straw,Other Countries,Lb,1882,,35868,,236372
dip,Hats Or Bonnets — Of Straw,Other Countries,Lb,1883,1925,35868,0.054,236372
dip,Buckwheat,Germany,Cwt,1889,675,12690,0.053,235811
dip,Wood And Timber — Mahogany : Unenumerated,Turkey,Ton,1891,478,2857,0.167,235260
spike,Hides — Raw,Holland,?,1887,39250,9616,4.082,234032
dip,"Cotton — Unenumerated, For Expressing Oil Therefrom",Russia,Quarter,1897,821,11784,0.07,233595
dip,Succades,United States Of America,Cwt,1889,2573,13473,0.191,232946
dip,Woollen Yarn — Unenumerated,Belgium,Lb,1890,928,6045,0.154,232497
dip,Spices — Ginger,Bengal,Cwt,1892,2005,10900,0.184,230662
hole,"Fruit — Preserved Without Sugar, Unenumerated",British West India Islands,Lb,1875,,471072,,230415
dip,Pictures,Australia,?,1876,4,648,0.006,229952
dip,Pictures,Australia,?,1878,103,648,0.159,229952
hole,"Copper — Old, Fit Only To Be Re-Manufactured",Norway,Ton,1881,,316,,229562
hole,"Copper — Old, Fit Only To Be Re-Manufactured",Norway,Ton,1882,,316,,229562
hole,"Copper — Old, Fit Only To Be Re-Manufactured",Norway,Ton,1890,,316,,229562
hole,"Varnished, Japanned Or Enamelled",Other Countries,Lb,1883,,27539,,227660
spike,"Varnished, Japanned Or Enamelled",Other Countries,Lb,1880,153543,27539,5.575,227660
hole,Beef — Applicable To Manufacturing Purposes,France,Ton,1884,,1340,,225219
hole,Beef — Applicable To Manufacturing Purposes,France,Ton,1885,,1340,,225219
hole,Beef — Applicable To Manufacturing Purposes,France,Ton,1886,,1340,,225219
hole,Beef — Applicable To Manufacturing Purposes,France,Ton,1888,,1340,,225219
hole,Beef — Applicable To Manufacturing Purposes,France,Ton,1889,,1340,,225219
hole,Beef — Applicable To Manufacturing Purposes,France,Ton,1890,,1340,,225219
dip,Beef — Applicable To Manufacturing Purposes,France,Ton,1893,310,1340,0.231,225219
hole,Oil — Train Or Blubber,Spain,Tun,1873,,645,,224235
hole,Oil — Train Or Blubber,Spain,Tun,1874,,645,,224235
hole,Oil — Train Or Blubber,Spain,Tun,1878,,645,,224235
hole,"Beef — Books, Bound Or Unbound, Including Maps And Charts",France,Cwt,1890,,4663,,223795
hole,"Beef — Books, Bound Or Unbound, Including Maps And Charts",France,Cwt,1892,,4663,,223795
hole,Quicksilver (Metallic),Italy,Lb,1873,,203434,,221754
hole,"Metal — Old (Other Than Iron Or Copper), Fit Only For     Re-Manufacture",Other Countries,Ton,1874,,373,,221585
hole,"Copper — Old, Fit Only To Be Re-Manufactured",Holland,Ton,1881,,311,,220622
hole,"Copper — Old, Fit Only To Be Re-Manufactured",Holland,Ton,1882,,311,,220622
hole,"Copper — Old, Fit Only To Be Re-Manufactured",Holland,Ton,1890,,311,,220622
hole,Cochineal (Including Granilla And Dust),Mexico,Cwt,1874,,1638,,219663
hole,"Wool — Other Kinds, And Flocks",Other Countries,Lb,1874,,112131,,219201
hole,"Nuts And Kernels — Unenumerated, Commonly Used For Expressing Oil Therefrom",Russia,Quarter,1877,,11097,,217981
dip,Sugar — Molasses,Germany,Cwt,1880,3515,20531,0.171,217404
hole,"Leather — Varnished, Japanned, Or En-   Amelled",Holland,Lb,1893,,151575,,216861
hole,"Hemp — Unenumerated Vegetable Substances, Applicable To The Same Uses As Flax Or Hemp",Mexico,Cwt,1888,,12443,,215933
hole,"Hemp — Unenumerated Vegetable Substances, Applicable To The Same Uses As Flax Or Hemp",Mexico,Cwt,1890,,12443,,215933
hole,"Hemp — Unenumerated Vegetable Substances, Applicable To The Same Uses As Flax Or Hemp",Mexico,Cwt,1891,,12443,,215933
hole,"Cocoa Or Chocolate, Ground, Prepared, Or In Any Way Manufactured",France,Lb,1889,,173527,,211980
hole,"Cocoa Or Chocolate, Ground, Prepared, Or In Any Way Manufactured",France,Lb,1890,,173527,,211980
hole,"Cocoa Or Chocolate, Ground, Prepared, Or In Any Way Manufactured",France,Lb,1891,,173527,,211980
hole,"Cocoa Or Chocolate, Ground, Prepared, Or In Any Way Manufactured",France,Lb,1892,,173527,,211980
spike,"Cocoa Or Chocolate, Ground, Prepared, Or In Any Way Manufactured",France,Lb,1899,845584,173527,4.873,211980
hole,"Animals, Living — Bulls, Oxen, Cows, And Calves",Other Countries,?,1879,,149,,211256
hole,"Animals, Living — Bulls, Oxen, Cows, And Calves",Other Countries,?,1880,,149,,211256
hole,"Animals, Living — Bulls, Oxen, Cows, And Calves",Other Countries,?,1881,,149,,211256
hole,Zinc — Ore Of,Spain,Ton,1877,,1900,,211028
hole,Zinc — Ore Of,Spain,Ton,1879,,1900,,211028
hole,Zinc — Ore Of,Spain,Ton,1880,,1900,,211028
hole,Zinc — Ore Of,Spain,Ton,1881,,1900,,211028
hole,Zinc — Ore Of,Spain,Ton,1882,,1900,,211028
hole,Zinc — Ore Of,Spain,Ton,1884,,1900,,211028
hole,Zinc — Ore Of,Spain,Ton,1892,,1900,,211028
dip,Zinc — Ore Of,Spain,Ton,1889,355,1900,0.187,211028
dip,Zinc — Ore Of,Spain,Ton,1893,344,1900,0.181,211028
dip,Zinc — Ore Of,Spain,Ton,1895,22,1900,0.012,211028
hole,Tin — Ore Of,France,Ton,1893,,165,,210642
hole,Tin — Ore Of,France,Ton,1894,,165,,210642
hole,Tin — Ore Of,France,Ton,1895,,165,,210642
hole,Cork — Unmanufactured,Spain,Ton,1880,,472,,210260
hole,Cork — Unmanufactured,Spain,Ton,1881,,472,,210260
hole,Cork — Unmanufactured,Spain,Ton,1882,,472,,210260
hole,Cork — Unmanufactured,Spain,Ton,1892,,472,,210260
dip,Cork — Unmanufactured,Spain,Ton,1884,113,472,0.239,210260
spike,Cork — Unmanufactured,Spain,Ton,1896,3493,472,7.4,210260
hole,"Hair — Cow, Ox, Bull, Or Elk",Belgium,Cwt,1874,,4307,,210221
hole,"Hair — Cow, Ox, Bull, Or Elk",Belgium,Cwt,1875,,4307,,210221
hole,"Hair — Cow, Ox, Bull, Or Elk",Belgium,Cwt,1878,,4307,,210221
hole,"Hair — Cow, Ox, Bull, Or Elk",Belgium,Cwt,1879,,4307,,210221
hole,"Hair — Cow, Ox, Bull, Or Elk",Belgium,Cwt,1880,,4307,,210221
hole,"Hair — Cow, Ox, Bull, Or Elk",Belgium,Cwt,1882,,4307,,210221
hole,"Hair — Cow, Ox, Bull, Or Elk",Belgium,Cwt,1885,,4307,,210221
dip,"Hair — Cow, Ox, Bull, Or Elk",Belgium,Cwt,1897,920,4307,0.214,210221
dip,Beef — Applicable To Manufacturing Purposes,Other Foreign Countries,?,1894,21,132,0.159,209264
dip,Wax,China,Cwt,1893,243,1450,0.168,208452
hole,"Beef — Books, Bound Or Unbound, Including Maps And Charts",Germany,Cwt,1890,,4332,,208407
hole,"Beef — Books, Bound Or Unbound, Including Maps And Charts",Germany,Cwt,1892,,4332,,208407
hole,Silk Manufactures — Broad Stuffs Of Silk Or Satin,Other Countries,?,1873,,132279,,207917
hole,Silk Manufactures — Broad Stuffs Of Silk Or Satin,Other Countries,?,1883,,132279,,207917
dip,Silk Manufactures — Broad Stuffs Of Silk Or Satin,Other Countries,?,1874,15503,132279,0.117,207917
hole,Pictures,Holland,?,1875,,422,,207812
hole,Pictures,Holland,?,1879,,422,,207812
hole,Pictures,Holland,?,1880,,422,,207812
hole,Pictures,Holland,?,1881,,422,,207812
hole,Mares,Russia,Number,1893,,765,,207802
hole,"Iron — Steel, Unwrought",Other Countries,Ton,1874,,455,,207353
hole,"Iron — Steel, Unwrought",Other Countries,Ton,1879,,455,,207353
hole,"Iron — Steel, Unwrought",Other Countries,Ton,1883,,455,,207353
hole,Horns And Hoofs,British Possessions In South Africa,Ton,1881,,329,,206853
hole,Horns And Hoofs,British Possessions In South Africa,Ton,1887,,329,,206853
hole,"Seeds — Unenumerated, For Expressing Oiltherefrom",Germany,?,1889,,12828,,206192
hole,"Seeds — Unenumerated, For Expressing Oiltherefrom",Germany,?,1890,,12828,,206192
hole,"Hides — Not Tanned, &C., Wet",Greece,?,1879,,8068,,205001
hole,"Hides — Not Tanned, &C., Wet",Greece,?,1880,,8068,,205001
hole,"Brass, Bronze, And Metal, Bronzed And Lacquered",France,Cwt,1873,,2844,,204638
hole,"Brass, Bronze, And Metal, Bronzed And Lacquered",France,Cwt,1875,,2844,,204638
hole,Cork — Unmanufactured,Algeria,Ton,1880,,624,,203638
hole,Cork — Unmanufactured,Algeria,Ton,1881,,624,,203638
hole,Cork — Unmanufactured,Algeria,Ton,1882,,624,,203638
hole,Cork — Unmanufactured,Algeria,Ton,1892,,624,,203638
hole,Cork — Unmanufactured,Algeria,Ton,1893,,624,,203638
dip,Cork — Unmanufactured,Algeria,Ton,1877,139,624,0.223,203638
spike,Soap,China,?,1885,934810020,28332,32994.848,202367
hole,"Hides — Not Tanned, &C., Wet",Germany,?,1874,,7756,,202096
hole,"Hides — Not Tanned, &C., Wet",Germany,?,1880,,7756,,202096
dip,Caoutchouc — West Africa,French,?,1886,280,1192,0.235,202070
hole,Spices — Ginger,West Africa Settlements,Cwt,1886,,4187,,201591
hole,Wax,Morocco,Cwt,1877,,1738,,201364
hole,Wax,Morocco,Cwt,1878,,1738,,201364
hole,Wax,Morocco,Cwt,1879,,1738,,201364
hole,Wax,Morocco,Cwt,1880,,1738,,201364
hole,Wax,Morocco,Cwt,1881,,1738,,201364
hole,Wax,Morocco,Cwt,1882,,1738,,201364
hole,"Fruit — Preserved Without Sugar, Unenumerated",British East Indies,Lb,1877,,804242,,200085
hole,"Fruit — Preserved Without Sugar, Unenumerated",British East Indies,Lb,1882,,804242,,200085
hole,"Fruit — Preserved Without Sugar, Unenumerated",British East Indies,Lb,1885,,804242,,200085
hole,"Fruit — Preserved Without Sugar, Unenumerated",British East Indies,Lb,1892,,804242,,200085
dip,"Fruit — Preserved Without Sugar, Unenumerated",British East Indies,Lb,1881,166382,804242,0.207,200085
dip,"Fruit — Preserved Without Sugar, Unenumerated",British East Indies,Lb,1884,102230,804242,0.127,200085
spike,"Fruit — Preserved Without Sugar, Unenumerated",British East Indies,Lb,1895,4874544,804242,6.061,200085
hole,"Copper — Old, Fit Only To Be Re-Manufactured",Italy,Ton,1881,,282,,199718
hole,"Copper — Old, Fit Only To Be Re-Manufactured",Italy,Ton,1882,,282,,199718
hole,"Copper — Old, Fit Only To Be Re-Manufactured",Italy,Ton,1887,,282,,199718
hole,"Copper — Old, Fit Only To Be Re-Manufactured",Italy,Ton,1890,,282,,199718
dip,"Metal — Unenumerated, Unwrought",New South Wales,Ton,1896,41,236,0.173,199590
dip,"Metal — Unenumerated, Unwrought",New South Wales,Ton,1898,32,236,0.135,199590
hole,Spices — Ginger (Raw),Madras,Cwt,1875,,8012,,199050
hole,"Gold — Ore Of, Or Ore Of Which The Greater Part In Value Is Gold",Chile,Ton,1894,,108,,198995
dip,"Gold — Ore Of, Or Ore Of Which The Greater Part In Value Is Gold",Chile,Ton,1892,17,108,0.157,198995
dip,Gum,Bengal,?,1898,198,2111,0.094,198592
hole,"Wood And Timber — Sawn, Unenumerated",Holland,Load,1892,,11454,,196812
hole,"Wood And Timber — Sawn, Unenumerated",Holland,Load,1895,,11454,,196812
hole,Cotton — Waste,United States Of America,Lb,1878,,1622352,,196550
hole,Cotton — Waste,United States Of America,Lb,1882,,1622352,,196550
hole,Cotton — Waste,United States Of America,Lb,1883,,1622352,,196550
dip,"Metal — Unenumerated, Unwrought",Holland,Ton,1896,22,154,0.142,196122
dip,"Metal — Unenumerated, Unwrought",Holland,Ton,1898,23,154,0.149,196122
hole,Whalebone (Whalefins),Denmark,Cwt,1884,,446,,194494
hole,Whalebone (Whalefins),Denmark,Cwt,1885,,446,,194494
hole,Whalebone (Whalefins),Denmark,Cwt,1886,,446,,194494
hole,"Glass — Plate, Whether Silvered Or Not",Germany,Cwt,1876,,4168,,194449
hole,"Glass — Plate, Whether Silvered Or Not",Germany,Cwt,1881,,4168,,194449
spike,"Metal — Unenumerated, Unwrought",Germany,Ton,1892,721,153,4.712,193647
hole,Cork — Unmanufactured,Other Foreign Countries,Ton,1892,,671,,190054
spike,"Perfumery, And Articles Used In The Manufacture Thereof, Except Perfumed Spirits",United States Of America,Lb,1895,822786,202832,4.056,189325
hole,"Old, Fit Only To Be Re-Manu- Factured",United States Of America,Ton,1891,,728,,189305
hole,"Old, Fit Only To Be Re-Manu- Factured",United States Of America,Ton,1892,,728,,189305
hole,"Old, Fit Only To Be Re-Manu- Factured",United States Of America,Ton,1893,,728,,189305
dip,Hats Or Bonnets — Of Straw,China,Lb,1872,8954,37700,0.238,189144
dip,Hats Or Bonnets — Of Straw,China,Lb,1897,6140,37700,0.163,189144
hole,"Brass, Bronze, And Metal, Bronzed And Lacquered",United States Of America,Cwt,1873,,2289,,187747
hole,"Brass, Bronze, And Metal, Bronzed And Lacquered",United States Of America,Cwt,1875,,2289,,187747
dip,Alkali,United States Of America,Cwt,1887,1328,5472,0.243,186276
dip,Alkali,United States Of America,Cwt,1892,1110,5472,0.203,186276
hole,"Fruit — Preserved Without Sugar, Unenumerated",Spain And Canary Islands,Lb,1875,,560520,,185925
dip,"Fruit — Preserved Without Sugar, Unenumerated",Spain And Canary Islands,Lb,1874,100535,560520,0.179,185925
dip,"Animals, Living — Stallions",Denmark,Number,1892,30,206,0.145,185816
dip,"Animals, Living — Stallions",Denmark,Number,1897,42,206,0.203,185816
spike,Cotton — Waste,Belgium,Lb,1885,2770116,645901,4.289,185089
hole,"Garden, Unenumerated",Holland,Lb,1875,,213011,,184415
hole,"Garden, Unenumerated",Holland,Lb,1877,,213011,,184415
hole,"Garden, Unenumerated",Holland,Lb,1886,,213011,,184415
hole,"Garden, Unenumerated",Holland,Lb,1887,,213011,,184415
hole,"Garden, Unenumerated",Holland,Lb,1888,,213011,,184415
hole,"Garden, Unenumerated",Holland,Lb,1889,,213011,,184415
hole,"Garden, Unenumerated",Holland,Lb,1890,,213011,,184415
dip,"Garden, Unenumerated",Holland,Lb,1873,39082,213011,0.183,184415
hole,"Books, Bound Or Unbound, Including Maps And Charts",Belgium,Cwt,1888,,1512,,184081
hole,"Books, Bound Or Unbound, Including Maps And Charts",Belgium,Cwt,1889,,1512,,184081
hole,"Books, Bound Or Unbound, Including Maps And Charts",Belgium,Cwt,1891,,1512,,184081
hole,"Books, Bound Or Unbound, Including Maps And Charts",Belgium,Cwt,1893,,1512,,184081
hole,"Books, Bound Or Unbound, Including Maps And Charts",Belgium,Cwt,1894,,1512,,184081
spike,"Rags, And Other Materials For Making Paper — Other Materials, And Pulp Of   Rags",Germany,Ton,1888,19957,3397,5.875,183841
hole,"Skins, Furs, And Pelts — Tanned, Tawed, Or Dressed",United States Of America,?,1873,,162553,,183565
hole,"Skins, Furs, And Pelts — Tanned, Tawed, Or Dressed",United States Of America,?,1874,,162553,,183565
dip,"Skins, Furs, And Pelts — Tanned, Tawed, Or Dressed",United States Of America,?,1878,33726,162553,0.207,183565
hole,"Hides — Not Tanned, &C., Wet",Holland,?,1880,,6842,,182206
hole,"Fruit — Preserved Without Sugar, Unenumerated",Portugal Azores And Madeira,Lb,1875,,285613,,180602
dip,"Cotton Manufactures — Piece Goods Of Mixed Materials, Cotton Predominating",Other Countries,?,1877,192840,1030050,0.187,180179
spike,Asphalt Or Bitumen,Italy,Ton,1897,11472,2433,4.715,180110
hole,Whalefins,Other Countries,Cwt,1873,,602,,177074
hole,Whalefins,Other Countries,Cwt,1875,,602,,177074
hole,Whalefins,Other Countries,Cwt,1876,,602,,177074
dip,"Hats Or Bonnets — Unenumerated Vegetable Sub-     Stances, Applicable To The     Same Uses As Hemp Or Flax",United States Of America,Ton,1898,278,1265,0.22,176951
hole,"Dye Stuffs, And Substances Used In Tanning — Shumach",Other Countries,Ton,1877,,677,,176697
hole,Zinc — Ore Of,United States Of America,Ton,1884,,1432,,174496
hole,Zinc — Ore Of,United States Of America,Ton,1887,,1432,,174496
hole,Zinc — Ore Of,United States Of America,Ton,1892,,1432,,174496
dip,Zinc — Ore Of,United States Of America,Ton,1885,183,1432,0.128,174496
hole,"Animals, Living — Stallions",Argentine Republic,?,1892,,20,,174431
hole,"Animals, Living — Stallions",Argentine Republic,?,1893,,20,,174431
dip,"Animals, Living — Stallions",Argentine Republic,?,1894,4,20,0.2,174431
hole,"Metal — Old (Other Than Iron Or Copper), Fit Only For     Re-Manufacture",Germany,Ton,1874,,452,,173005
hole,"Metal — Old (Other Than Iron Or Copper), Fit Only For     Re-Manufacture",Germany,Ton,1880,,452,,173005
dip,China And Porcelain Ware,Belgium,Cwt,1875,556,2286,0.243,172199
hole,Wax,Madagascar,Cwt,1885,,1627,,168530
hole,Wax,Madagascar,Cwt,1886,,1627,,168530
spike,Beer And Ale — Of Other Sorts,Other Countries,Barrel,1882,1955,429,4.557,167468
hole,"Spirits, British And Irish",United States Of America,?,1876,,132772,,167324
hole,"Spirits, British And Irish",United States Of America,?,1877,,132772,,167324
hole,"Spirits, British And Irish",United States Of America,?,1879,,132772,,167324
dip,"Spirits, British And Irish",United States Of America,?,1872,8449,132772,0.064,167324
hole,"Plate — Of Silver, Gilt Or Ungilt",British East Indies,Oz Troy,1879,,22251,,166204
hole,"Plate — Of Silver, Gilt Or Ungilt",British East Indies,Oz Troy,1880,,22251,,166204
hole,"Plate — Of Silver, Gilt Or Ungilt",British East Indies,Oz Troy,1881,,22251,,166204
hole,"Plate — Of Silver, Gilt Or Ungilt",British East Indies,Oz Troy,1891,,22251,,166204
hole,"Plate — Of Silver, Gilt Or Ungilt",British East Indies,Oz Troy,1892,,22251,,166204
dip,Hats Or Bonnets — Of Straw,Java,Lb,1894,1100,19378,0.057,165825
dip,Gutta Percha — Raw,Other Countries,Cwt,1873,131,1790,0.073,165448
dip,Iron — Old Broken Iron And Steel,Germany,Ton,1884,358,2771,0.129,164394
spike,Tin — Ore Of,Other Countries,Ton,1878,270,58,4.655,164370
dip,Tin — Ore Of,Other Countries,Ton,1883,9,58,0.155,164370
hole,"Dye Stuffs, And Substances Used In Tanning — Madder, Madder Root, Garancine And Munjeet",France,Cwt,1891,,3491,,164329
hole,"Sauces Or Condiments, Unenumerated",Other Countries,Lb,1883,,136180,,164144
hole,Beer And Ale — Of Other Sorts,Belgium,Barrel,1875,,2523,,163819
hole,Beer And Ale — Of Other Sorts,Belgium,Barrel,1879,,2523,,163819
hole,Beer And Ale — Of Other Sorts,Belgium,Barrel,1880,,2523,,163819
hole,Beer And Ale — Of Other Sorts,Belgium,Barrel,1884,,2523,,163819
hole,Beer And Ale — Of Other Sorts,Belgium,Barrel,1885,,2523,,163819
hole,Beer And Ale — Of Other Sorts,Belgium,Barrel,1886,,2523,,163819
hole,Beer And Ale — Of Other Sorts,Belgium,Barrel,1890,,2523,,163819
dip,Beer And Ale — Of Other Sorts,Belgium,Barrel,1872,611,2523,0.242,163819
hole,"Woollen And Worsted Manufactures — Rugs, Coverlets, Or Wrappers",France,?,1875,,47037,,163211
hole,"Woollen And Worsted Manufactures — Rugs, Coverlets, Or Wrappers",France,?,1876,,47037,,163211
hole,"Woollen And Worsted Manufactures — Rugs, Coverlets, Or Wrappers",France,?,1878,,47037,,163211
hole,"Woollen And Worsted Manufactures — Rugs, Coverlets, Or Wrappers",France,?,1879,,47037,,163211
hole,Horns And Hoofs,Belgium,Ton,1879,,235,,162403
hole,Horns And Hoofs,Belgium,Ton,1880,,235,,162403
hole,Horns And Hoofs,Belgium,Ton,1881,,235,,162403
hole,Horns And Hoofs,Belgium,Ton,1882,,235,,162403
hole,"Arms, Ammunition, And Military Stores — Fowling Pieces",Western Africa (Foreign,?,1873,,16757,,162137
hole,"Arms, Ammunition, And Military Stores — Fowling Pieces",Western Africa (Foreign,?,1874,,16757,,162137
hole,"Arms, Ammunition, And Military Stores — Fowling Pieces",Western Africa (Foreign,?,1875,,16757,,162137
hole,"Plate — Of Silver, Gilt Or Ungilt",Belgium,Oz Troy,1873,,25066,,161061
hole,"Plate — Of Silver, Gilt Or Ungilt",Belgium,Oz Troy,1874,,25066,,161061
hole,"Plate — Of Silver, Gilt Or Ungilt",Belgium,Oz Troy,1876,,25066,,161061
hole,"Plate — Of Silver, Gilt Or Ungilt",Belgium,Oz Troy,1879,,25066,,161061
hole,"Plate — Of Silver, Gilt Or Ungilt",Belgium,Oz Troy,1880,,25066,,161061
hole,"Plate — Of Silver, Gilt Or Ungilt",Belgium,Oz Troy,1881,,25066,,161061
hole,"Plate — Of Silver, Gilt Or Ungilt",Belgium,Oz Troy,1891,,25066,,161061
hole,"Plate — Of Silver, Gilt Or Ungilt",Belgium,Oz Troy,1892,,25066,,161061
spike,"Nuts And Kernels — Unenumerated, Commonly Used For Expressing Oil Therefrom",Other Countries,Quarter,1879,57933,6802,8.516,160509
hole,Asphalt Or Bitumen,Other Countries,Ton,1883,,1242,,159881
dip,"Skins, Furs, And Pelts — Goat And Kid, Undressed",Other Countries,Number,1876,20408,142522,0.143,159849
hole,"Hides — Not Tanned, &C., Wet",Other Countries,?,1880,,6443,,158798
spike,"Animals, Living — Bulls, Oxen, Cows, And Calves",United States Of America (Atlantic),?,1883,2803,554,5.055,157434
spike,"Animals, Living — Bulls, Oxen, Cows, And Calves",United States Of America,?,1883,2803,554,5.055,157434
hole,"Copper, Ore Of — Old, Fit Only To Be Re-Manufactured",United States Of America,Ton,1891,,776,,153980
hole,"Copper, Ore Of — Old, Fit Only To Be Re-Manufactured",United States Of America,Ton,1892,,776,,153980
hole,Books,Other Countries,Cwt,1875,,1247,,153399
dip,Liquorice,Other Countries,Cwt,1883,49,1599,0.031,150944
hole,"Copper — Old, Fit Only To Be Re-Manufactured",United States Of America,Ton,1890,,176,,150917
dip,"Copper — Old, Fit Only To Be Re-Manufactured",United States Of America,Ton,1884,30,176,0.17,150917
dip,Pears — Raw,United States Of America,Bushel,1893,3698,39460,0.094,150687
spike,"Perfumery, And Articles Used In The Manufacture Thereof",Holland,Lb,1880,546012,134762,4.052,146842
hole,"Copper — Old, Fit Only To Be Re-Manufactured",France,Ton,1881,,205,,145235
