kind,commodity,country,unit,year,value,series_median,ratio_to_median,gbp
hole,Castor,British East Indies,Cwt,1884,,71102,,2073089
hole,Nuts And Kernels — Commonly Used For Expressing Oil Therefrom,Australasia,Ton,1894,,6418,,2068641
dip,Metal — Wrought Or Manufactured,France,Ton,1887,311,6850,0.045,2047941
spike,Metal — Wrought Or Manufactured,France,Ton,1892,57219,6850,8.353,2047941
dip,Hay,United States Of America,Ton,1896,5939,39376,0.151,2046177
hole,"Platina, Wrought Or Unwrought",Belgium,Oz Troy,1873,,47970,,2042947
hole,Manures — Phosphate Of Lime And Rock,Belgium,Ton,1893,,64657,,2029049
dip,Manures — Phosphate Of Lime And Rock,Belgium,Ton,1882,9764,64657,0.151,2029049
hole,Lead — Ore Of,Algeria,Ton,1882,,7833,,2024803
hole,Lead — Ore Of,Algeria,Ton,1889,,7833,,2024803
dip,Lead — Ore Of,Algeria,Ton,1883,1881,7833,0.24,2024803
hole,Rosin — Sago And Sago Flour,British East Indies,Cwt,1886,,444054,,2019996
hole,Rosin — Sago And Sago Flour,British East Indies,Cwt,1890,,444054,,2019996
hole,Rosin — Sago And Sago Flour,British East Indies,Cwt,1893,,444054,,2019996
hole,"Iron — Manufactures Of Iron Or Steel, Unenumerated",Turkey Proper,?,1876,,24122,,2003803
hole,Regulus And Precipitate,Venezuela,Ton,1895,,4292,,1994277
dip,Regulus And Precipitate,Venezuela,Ton,1886,966,4292,0.225,1994277
dip,Metal — Wrought Or Manufactured,Germany,Ton,1885,1449,14212,0.102,1988675
dip,Metal — Wrought Or Manufactured,Germany,Ton,1892,3383,14212,0.238,1988675
spike,Metal — Wrought Or Manufactured,Germany,Ton,1895,65016,14212,4.575,1988675
hole,Yarn,France,Lb,1878,,1967810,,1988635
hole,Yarn,France,Lb,1879,,1967810,,1988635
hole,Yarn,France,Lb,1880,,1967810,,1988635
hole,Yarn,France,Lb,1881,,1967810,,1988635
dip,Yarn,France,Lb,1892,178558,1967810,0.091,1988635
hole,Vinegar,Belgium,Gallon,1873,,62698,,1982941
hole,Vinegar,Belgium,Gallon,1874,,62698,,1982941
hole,Vinegar,Belgium,Gallon,1875,,62698,,1982941
hole,Vinegar,Belgium,Gallon,1876,,62698,,1982941
hole,Vinegar,Belgium,Gallon,1877,,62698,,1982941
hole,Vinegar,Belgium,Gallon,1881,,62698,,1982941
hole,Vinegar,Belgium,Gallon,1882,,62698,,1982941
dip,Vinegar,Belgium,Gallon,1883,12140,62698,0.194,1982941
hole,Fish — Fresh (Not Of British Taking),United States Of America,Cwt,1873,,131571,,1969439
hole,Fish — Fresh (Not Of British Taking),United States Of America,Cwt,1875,,131571,,1969439
hole,Fish — Fresh (Not Of British Taking),United States Of America,Cwt,1878,,131571,,1969439
dip,Fish — Fresh (Not Of British Taking),United States Of America,Cwt,1876,24600,131571,0.187,1969439
hole,"Buttons And Studs, Not Of Metal",France,Gross,1880,,1102223,,1969039
hole,"Buttons And Studs, Not Of Metal",France,Gross,1881,,1102223,,1969039
dip,"Buttons And Studs, Not Of Metal",France,Gross,1882,224962,1102223,0.204,1969039
hole,Oil — Seed,Germany,Ton,1884,,6039,,1965991
hole,Oil — Seed,Germany,Ton,1885,,6039,,1965991
hole,"Dye Stuffs, And Substances Used In Tanning — Myrobalans",British East Indies,Cwt,1887,,511942,,1963298
hole,"Dye Stuffs, And Substances Used In Tanning — Myrobalans",British East Indies,Cwt,1892,,511942,,1963298
hole,Oil — Spermaceti Or Head Matter,United States Of America,Tun,1882,,2179,,1953243
hole,Oil — Spermaceti Or Head Matter,United States Of America,Tun,1883,,2179,,1953243
hole,Oil — Spermaceti Or Head Matter,United States Of America,Tun,1884,,2179,,1953243
hole,Oil — Spermaceti Or Head Matter,United States Of America,Tun,1885,,2179,,1953243
hole,"Manganese, Ore Of",Russia,Ton,1889,,42680,,1949268
hole,"Manganese, Ore Of",Russia,Ton,1895,,42680,,1949268
hole,Paper — Hangings,Belgium,Cwt,1884,,1301,,1946160
hole,"Hides — Not Tanned, &C., Dry",Holland,?,1875,,73668,,1944216
hole,Manures — Bones For Manure,British East Indies,Ton,1883,,21530,,1943137
hole,Tobacco — Cigars,Philippine Islands,Lb,1873,,188114,,1933519
hole,Tobacco — Cigars,Philippine Islands,Lb,1874,,188114,,1933519
hole,Tobacco — Cigars,Philippine Islands,Lb,1876,,188114,,1933519
hole,Tobacco — Cigars,Philippine Islands,Lb,1877,,188114,,1933519
hole,Tobacco — Cigars,Philippine Islands,Lb,1879,,188114,,1933519
hole,Tobacco — Cigars,Philippine Islands,Lb,1882,,188114,,1933519
hole,Tobacco — Cigars,Philippine Islands,Lb,1890,,188114,,1933519
hole,Spices — Cinnamon,Ceylon,Lb,1885,,1306998,,1930665
hole,Spices — Cinnamon,Ceylon,Lb,1886,,1306998,,1930665
hole,Spices — Cinnamon,Ceylon,Lb,1887,,1306998,,1930665
hole,Spices — Cinnamon,Ceylon,Lb,1888,,1306998,,1930665
hole,Spices — Cinnamon,Ceylon,Lb,1889,,1306998,,1930665
hole,Spices — Cinnamon,Ceylon,Lb,1890,,1306998,,1930665
hole,Spices — Cinnamon,Ceylon,Lb,1891,,1306998,,1930665
hole,"Zinc — Manufactures, Unenumerated",Belgium,Cwt,1877,,85547,,1924740
hole,"Zinc — Manufactures, Unenumerated",Belgium,Cwt,1879,,85547,,1924740
hole,"Zinc — Manufactures, Unenumerated",Belgium,Cwt,1884,,85547,,1924740
hole,"Zinc — Manufactures, Unenumerated",Belgium,Cwt,1891,,85547,,1924740
hole,"Zinc — Manufactures, Unenumerated",Belgium,Cwt,1892,,85547,,1924740
hole,Hemp — Rough Or Undressed,Germany,Cwt,1874,,169744,,1924385
hole,Hemp — Rough Or Undressed,Germany,Cwt,1875,,169744,,1924385
hole,Hemp — Rough Or Undressed,Germany,Cwt,1876,,169744,,1924385
hole,"Hides, Not Tanned, Tawed, Curried, Or In Any Way Dressed — Tanned, Not Otherwise Dressed",Madras,Lb,1876,,4282462,,1914057
hole,"Animals, Living — Sheep And Lambs",Canada,Number,1881,,58612,,1909252
hole,"Animals, Living — Sheep And Lambs",Canada,Number,1882,,58612,,1909252
dip,"Animals, Living — Sheep And Lambs",Canada,Number,1893,3589,58612,0.061,1909252
dip,Oil — Coco-Nut,Madras,Cwt,1878,12697,56988,0.223,1905736
hole,"Copper — Unwrought, In Bars, Blocks Or Slabs, Cakes Or Ingots",Japan,Ton,1884,,2710,,1904181
dip,"Copper — Unwrought, In Bars, Blocks Or Slabs, Cakes Or Ingots",Japan,Ton,1885,658,2710,0.243,1904181
dip,"Copper — Unwrought, In Bars, Blocks Or Slabs, Cakes Or Ingots",Japan,Ton,1887,201,2710,0.074,1904181
hole,Spices — Cinnamon,British East Indies,Lb,1886,,1230073,,1900934
dip,"Copper, Ore Of",Italy,Ton,1899,748,7776,0.096,1886543
dip,Tow,Russia,Ton,1893,5,8303,0.001,1880218
hole,Watches,France,?,1880,,27618,,1863556
hole,Watches,France,?,1881,,27618,,1863556
hole,Watches,France,?,1883,,27618,,1863556
spike,Watches,France,?,1885,198588,27618,7.191,1863556
dip,Regulus And Precipitate,Chile,Ton,1895,471,4285,0.11,1855023
hole,Rye,Russia,Cwt,1881,,100303,,1842182
dip,Rye,Russia,Cwt,1873,13846,100303,0.138,1842182
dip,Rye,Russia,Cwt,1876,9700,100303,0.097,1842182
dip,"Varnished, Japanned Or Enamelled",Belgium,Cwt,1896,3,746,0.004,1820892
hole,Clocks,Holland,Number,1881,,155958,,1809013
hole,Rye,United States Of America,Cwt,1883,,107714,,1804638
hole,Rye,United States Of America,Cwt,1884,,107714,,1804638
hole,Rye,United States Of America,Cwt,1885,,107714,,1804638
hole,Rye,United States Of America,Cwt,1886,,107714,,1804638
hole,Rye,United States Of America,Cwt,1887,,107714,,1804638
hole,Rye,United States Of America,Cwt,1888,,107714,,1804638
dip,"Flowers, Artificial — Raw, Not Otherwise Described",France,Bushel,1875,6381,459116,0.014,1784791
hole,Wood And Timber — Staves,Sweden,Load,1892,,14867,,1779442
hole,Oil — Seed,France,Ton,1884,,4829,,1779403
hole,Oil — Seed,France,Ton,1885,,4829,,1779403
hole,Nuts And Kernels — Commonly Used For Expressing Oil Therefrom,New South Wales,Ton,1894,,7204,,1770928
hole,Animals — Horses,France,Number,1876,,8270,,1768479
hole,Animals — Horses,France,Number,1878,,8270,,1768479
hole,Sugar — Refined And Candy,Italy,?,1873,,193519,,1734727
hole,Sugar — Refined And Candy,Italy,?,1876,,193519,,1734727
hole,Sugar — Refined And Candy,Italy,?,1879,,193519,,1734727
hole,Sugar — Refined And Candy,Italy,?,1882,,193519,,1734727
dip,Sugar — Refined And Candy,Italy,?,1874,17700,193519,0.091,1734727
dip,Sugar — Refined And Candy,Italy,?,1878,10259,193519,0.053,1734727
hole,Isinglass,British India Bombay And Scinde,Cwt,1880,,1379,,1719870
hole,Isinglass,British India Bombay And Scinde,Cwt,1881,,1379,,1719870
spike,Wood And Timber — Unenumerated,Turkey,Ton,1881,19867,2544,7.811,1699788
dip,Wood And Timber — Unenumerated,Turkey,Ton,1891,478,2544,0.188,1699788
hole,Sugar — In Lumps And Loaves,Belgium,Cwt,1884,,91576,,1694695
hole,Glucose (Solid Or Liquid),France,Cwt,1885,,30066,,1693776
hole,Glucose (Solid Or Liquid),France,Cwt,1888,,30066,,1693776
hole,Glucose (Solid Or Liquid),France,Cwt,1889,,30066,,1693776
hole,Glucose (Solid Or Liquid),France,Cwt,1890,,30066,,1693776
hole,Glucose (Solid Or Liquid),France,Cwt,1891,,30066,,1693776
hole,Glucose (Solid Or Liquid),France,Cwt,1892,,30066,,1693776
spike,Glucose (Solid Or Liquid),France,Cwt,1875,125062,30066,4.16,1693776
hole,Caoutchouc — Manufactures Of,France,Lb,1874,,348970,,1689527
hole,Caoutchouc — Manufactures Of,France,Lb,1883,,348970,,1689527
dip,Metal — Wrought Or Manufactured,United States Of America,Ton,1887,60,15514,0.004,1673563
hole,Oil — Seed,Belgium,Ton,1884,,4618,,1661388
hole,Oil — Seed,Belgium,Ton,1885,,4618,,1661388
hole,Oil — Seed,Belgium,Ton,1886,,4618,,1661388
hole,Fruit — Figs And Fig Cake,United States Of America,?,1876,,11261,,1659676
dip,Fruit — Figs And Fig Cake,United States Of America,?,1873,2327,11261,0.207,1659676
hole,Tobacco — Cigars,British East Indies,Lb,1887,,163374,,1659517
hole,Tobacco — Cigars,British East Indies,Lb,1891,,163374,,1659517
hole,"Copper, Ore Of",Spain,Ton,1879,,7059,,1629745
hole,Leather — Dressed,Holland,Lb,1887,,1711079,,1628022
dip,Wood And Timber — Teak,Other Countries,?,1883,79,676,0.117,1623290
dip,Wood And Timber — Unenumerated,United States Of America,Load,1885,1572,6670,0.236,1617831
spike,Wood And Timber — Unenumerated,United States Of America,Load,1887,32180,6670,4.825,1617831
hole,Saltpetre (Nitrate Of Potash),Germany,Cwt,1878,,78543,,1595413
hole,Saltpetre (Nitrate Of Potash),Germany,Cwt,1879,,78543,,1595413
dip,Saltpetre (Nitrate Of Potash),Germany,Cwt,1876,14378,78543,0.183,1595413
hole,Cotton Manufactures — Unenumerated,Holland,?,1876,,305337,,1594991
hole,Cotton Manufactures — Unenumerated,Holland,?,1880,,305337,,1594991
hole,Cotton Manufactures — Unenumerated,Holland,?,1882,,305337,,1594991
hole,Spices — Ginger,British East Indies,Cwt,1886,,56515,,1588887
hole,Spices — Ginger,British East Indies,Cwt,1891,,56515,,1588887
hole,Caoutchouc — Manufactures Of,United States Of America,Lb,1881,,444155,,1588721
hole,Caoutchouc — Manufactures Of,United States Of America,Lb,1882,,444155,,1588721
hole,Caoutchouc — Manufactures Of,United States Of America,Lb,1883,,444155,,1588721
spike,Horse,Germany,Cwt,1874,31335,5122,6.118,1582277
spike,Horse,Germany,Cwt,1876,40761,5122,7.959,1582277
hole,Isinglass,Straits Settlements,Cwt,1884,,2072,,1569413
hole,Isinglass,Straits Settlements,Cwt,1885,,2072,,1569413
hole,Isinglass,Straits Settlements,Cwt,1886,,2072,,1569413
hole,Isinglass,Straits Settlements,Cwt,1887,,2072,,1569413
hole,Isinglass,Straits Settlements,Cwt,1888,,2072,,1569413
hole,Isinglass,Straits Settlements,Cwt,1889,,2072,,1569413
hole,Isinglass,Straits Settlements,Cwt,1890,,2072,,1569413
hole,Isinglass,Straits Settlements,Cwt,1891,,2072,,1569413
hole,Dye Woods — Logwood,Hayti And St Domingo,Ton,1883,,4964,,1564483
hole,Dye Woods — Logwood,Hayti And St Domingo,Ton,1887,,4964,,1564483
spike,"China, Or Porcelain, And Earthenware",France,Cwt,1899,108706,25521,4.259,1563659
hole,Tobacco — Cigars,Belgium,Lb,1873,,166330,,1559531
hole,Tobacco — Cigars,Belgium,Lb,1874,,166330,,1559531
hole,Tobacco — Cigars,Belgium,Lb,1876,,166330,,1559531
hole,Tobacco — Cigars,Belgium,Lb,1877,,166330,,1559531
hole,Tobacco — Cigars,Belgium,Lb,1879,,166330,,1559531
hole,Tobacco — Cigars,Belgium,Lb,1882,,166330,,1559531
hole,Tobacco — Cigars,Belgium,Lb,1890,,166330,,1559531
dip,Jute — Boots And Shoes,Holland,Dozen Pairs,1883,2100,14986,0.14,1538391
hole,Corn And Grain — Pease,Germany,Cwt,1881,,180123,,1537365
hole,Corn And Grain — Pease,Germany,Cwt,1892,,180123,,1537365
hole,"Glass — Window And German Sheet, In- Cluding Shades And Cylinders",Holland,Cwt,1887,,259118,,1525772
hole,"Glass — Window And German Sheet, In- Cluding Shades And Cylinders",Holland,Cwt,1890,,259118,,1525772
dip,"Glass — Window And German Sheet, In- Cluding Shades And Cylinders",Holland,Cwt,1888,56340,259118,0.217,1525772
hole,Yeast,France,Cwt,1888,,49164,,1523156
hole,Tobacco — Cigars,France,Lb,1873,,193187,,1516571
hole,Tobacco — Cigars,France,Lb,1874,,193187,,1516571
hole,Tobacco — Cigars,France,Lb,1876,,193187,,1516571
hole,Tobacco — Cigars,France,Lb,1877,,193187,,1516571
hole,Tobacco — Cigars,France,Lb,1879,,193187,,1516571
hole,Tobacco — Cigars,France,Lb,1882,,193187,,1516571
hole,Tobacco — Cigars,France,Lb,1890,,193187,,1516571
dip,"Hides, Not Tanned, Tawed, Curried, Or In Any Way Dressed — Dry",British India Bombay And Scinde,Cwt,1875,9389,45209,0.208,1503094
hole,"Oil — Chemical, Essential, Or Perfumed",Italy,Lb,1884,,224976,,1503060
hole,"Oil — Chemical, Essential, Or Perfumed",Italy,Lb,1885,,224976,,1503060
dip,"Oil — Chemical, Essential, Or Perfumed",Italy,Lb,1878,4235,224976,0.019,1503060
dip,"Seeds — Unenumerated, For Expressing Oil Therefrom",British East Indies,Quarter,1885,925,75906,0.012,1498526
dip,"Seeds — Unenumerated, For Expressing Oil Therefrom",British East Indies,Quarter,1889,1476,75906,0.019,1498526
dip,"Leather — Tanned, Unwrought",Germany,?,1882,6723,30362,0.221,1498413
hole,"Flowers, Artificial — Raw, Not Otherwise Described",United States Of America,Bushel,1875,,336565,,1485924
hole,"Varnished, Japanned Or Enamelled",Holland,Lb,1894,,186504,,1481039
hole,"Zinc — Crude, In Cakes",United States Of America,Ton,1881,,2998,,1461651
hole,"Zinc — Crude, In Cakes",United States Of America,Ton,1882,,2998,,1461651
hole,"Zinc — Crude, In Cakes",United States Of America,Ton,1883,,2998,,1461651
hole,"Zinc — Crude, In Cakes",United States Of America,Ton,1884,,2998,,1461651
hole,"Zinc — Crude, In Cakes",United States Of America,Ton,1885,,2998,,1461651
hole,"Zinc — Crude, In Cakes",United States Of America,Ton,1887,,2998,,1461651
hole,Castor,Bengal,Cwt,1878,,51078,,1452280
hole,Castor,Bengal,Cwt,1879,,51078,,1452280
hole,Castor,Bengal,Cwt,1880,,51078,,1452280
hole,Castor,Bengal,Cwt,1881,,51078,,1452280
hole,Castor,Bengal,Cwt,1884,,51078,,1452280
hole,Castor,Bengal,Cwt,1891,,51078,,1452280
hole,Vinegar,France,Gallon,1873,,40602,,1451383
hole,Vinegar,France,Gallon,1874,,40602,,1451383
hole,Vinegar,France,Gallon,1881,,40602,,1451383
hole,Vinegar,France,Gallon,1882,,40602,,1451383
hole,Yeast,Germany,Cwt,1888,,47660,,1446713
hole,"Varnished, Japanned Or Enamelled",United States Of America,Lb,1894,,173673,,1441633
hole,Fruit — Oranges And Lemons,Portugal,Bushel,1875,,191966,,1436001
hole,Fruit — Oranges And Lemons,Portugal,Bushel,1887,,191966,,1436001
spike,Spices — Unenumerated,China,Lb,1880,7180961,1730165,4.15,1433219
hole,"Thrown, Dyed Or Not Dyed",Belgium,Lb,1884,,67792,,1428657
hole,"Thrown, Dyed Or Not Dyed",Belgium,Lb,1885,,67792,,1428657
hole,Zinc — Ore Of,Italy,Ton,1877,,13342,,1423736
hole,Zinc — Ore Of,Italy,Ton,1879,,13342,,1423736
hole,Zinc — Ore Of,Italy,Ton,1884,,13342,,1423736
hole,Zinc — Ore Of,Italy,Ton,1892,,13342,,1423736
hole,Corn And Grain — Beans,Germany,Cwt,1881,,152113,,1404619
dip,Corn And Grain — Beans,Germany,Cwt,1891,30989,152113,0.204,1404619
hole,Feathers — Ornamental,Holland,Lb,1883,,50869,,1380056
hole,Fruit — Raisins,British Possessions In South Africa,Cwt,1884,,980,,1379953
hole,"Oil — Chemical, Essential, Or Perfumed",British East Indies,Lb,1884,,209634,,1378541
hole,"Oil — Chemical, Essential, Or Perfumed",British East Indies,Lb,1885,,209634,,1378541
hole,"Oil — Chemical, Essential, Or Perfumed",British East Indies,Lb,1886,,209634,,1378541
hole,"Oil — Chemical, Essential, Or Perfumed",British East Indies,Lb,1893,,209634,,1378541
hole,"Oil — Chemical, Essential, Or Perfumed",British East Indies,Lb,1894,,209634,,1378541
dip,"Oil — Chemical, Essential, Or Perfumed",British East Indies,Lb,1878,35222,209634,0.168,1378541
hole,Snuff,Brazil,Lb,1886,,3624,,1363417
hole,Snuff,Brazil,Lb,1887,,3624,,1363417
hole,Snuff,Brazil,Lb,1890,,3624,,1363417
dip,Snuff,Brazil,Lb,1896,55,3624,0.015,1363417
dip,Snuff,Brazil,Lb,1899,600,3624,0.166,1363417
dip,Cotton — Rape,Bombay And Scinde,Quarter,1890,5118,24632,0.208,1360954
hole,Animals — Sheep And Lambs,Belgium,Number,1876,,85034,,1344570
hole,Animals — Sheep And Lambs,Belgium,Number,1878,,85034,,1344570
hole,Hats Or Bonnets — Of Felt,Belgium,Number,1888,,326044,,1343405
dip,Hats Or Bonnets — Of Felt,Belgium,Number,1877,81385,326044,0.25,1343405
dip,Hats Or Bonnets — Of Felt,Belgium,Number,1879,76965,326044,0.236,1343405
hole,Cotton Manufactures — Other Than Muslins,Holland,Yard,1884,,3755333,,1337668
hole,Cotton Manufactures — Other Than Muslins,Holland,Yard,1885,,3755333,,1337668
hole,"Wood And Timber — Hewn, Teak",Siam,Load,1889,,4958,,1328040
dip,"Wood And Timber — Hewn, Teak",Siam,Load,1893,857,4958,0.173,1328040
spike,Woollen Manufactures — Cloths And Stuffs,Germany,Pieces,1880,116612,23794,4.901,1326808
hole,Cows,Germany,Number,1881,,4214,,1326243
hole,Cows,Germany,Number,1882,,4214,,1326243
hole,Cows,Germany,Number,1883,,4214,,1326243
dip,Cows,Germany,Number,1880,551,4214,0.131,1326243
hole,Zinc — Articles Imported By Parcel Post,Germany,Number Of Packets,1889,,106330,,1324372
hole,Zinc — Articles Imported By Parcel Post,Germany,Number Of Packets,1892,,106330,,1324372
dip,Zinc — Articles Imported By Parcel Post,Germany,Number Of Packets,1887,1291,106330,0.012,1324372
hole,"Glass — Window And German Sheet, Including Shades And Cylinders",Holland,Cwt,1884,,170029,,1322109
hole,"Glass — Window And German Sheet, Including Shades And Cylinders",Holland,Cwt,1887,,170029,,1322109
hole,"Glass — Window And German Sheet, Including Shades And Cylinders",Holland,Cwt,1898,,170029,,1322109
dip,"Glass — Window And German Sheet, Including Shades And Cylinders",Holland,Cwt,1886,25472,170029,0.15,1322109
hole,Cows,Canada,Number,1882,,1922,,1321218
hole,Cows,Canada,Number,1887,,1922,,1321218
hole,Cows,Canada,Number,1889,,1922,,1321218
hole,Cows,Canada,Number,1890,,1922,,1321218
hole,Cows,Canada,Number,1891,,1922,,1321218
spike,Cows,Canada,Number,1892,7934,1922,4.127,1321218
dip,Cows,Canada,Number,1895,234,1922,0.122,1321218
hole,Nuts And Kernels — Commonly Used For Expressing Oil Therefrom,West Africa Settlements,Ton,1885,,5050,,1311109
hole,Nuts And Kernels — Commonly Used For Expressing Oil Therefrom,West Africa Settlements,Ton,1886,,5050,,1311109
hole,"Flowers, Artificial — Raw, Not Otherwise Described",Holland,Bushel,1875,,358613,,1308312
dip,"Nuts And Kernels — Unenumerated, Commonly Used For Expressing Oil Therefrom",Bengal And Burmah,Quarter,1872,2254,58554,0.038,1304646
hole,Corn And Grain — Pease,Russia,Cwt,1881,,166138,,1300403
hole,Corn And Grain — Pease,Russia,Cwt,1892,,166138,,1300403
hole,Corn And Grain — Pease,Russia,Cwt,1893,,166138,,1300403
dip,Metals And Ores — Pig,France,?,1877,1484,93717,0.016,1299517
hole,"Iron — Bar, Angle, Bolt, And Rod",Belgium,Ton,1893,,7760,,1291682
hole,"Iron — Bar, Angle, Bolt, And Rod",Belgium,Ton,1897,,7760,,1291682
hole,"Iron — Bar, Angle, Bolt, And Rod",Belgium,Ton,1898,,7760,,1291682
