table,volume,article_group,article,n_rows,seq_min,seq_max,boundary_seq,boundary_years,n_t1_totals,rows_after,qty_after,first_after,matched
country_obs_inf,as_1896,PAPER AND PASTEBOARD,Pulp of Wood,14,2658,2671,2671,1896,1,0,0,,own
country_obs_inf,as_1896,PAPER AND PASTEBOARD,Strawboard and Millboard,11,2617,2627,2627,1896,1,0,0,,own
country_obs_inf,as_1896,PAPER AND PASTEBOARD,Unprinted,18,2589,2606,2606,1896,1,0,0,,own
country_obs_inf,as_1896,PAPER AND PASTEBOARD,Wood Pulp Boards,10,2628,2637,2637,1896,1,0,0,,own
country_obs_inf,as_1896,PARAFFINE,,8,2685,2692,2692,1896,1,0,0,,own
country_obs_inf,as_1896,"PERFUMERY, and Articles used in the Manufacture thereof (except Perfumed Spirits)",,14,2693,2706,2706,1896,1,0,0,,own
country_obs_inf,as_1896,PETROLEUM,,11,2707,2717,2717,1896,1,0,0,,own
country_obs_inf,as_1896,"PICKLES and VEGETABLES, preserved in Salt or Vinegar",,10,2718,2727,2727,1896,1,0,0,,own
country_obs_inf,as_1896,"PICTURES AND DRAWINGS, by HAND",,13,2728,2740,2740,1896,1,0,0,,own
country_obs_inf,as_1896,PITCH,,10,2741,2750,2750,1896,1,0,0,,own
country_obs_inf,as_1896,"PLANTS, SHRUBS, TREES, and FLOWER ROOTS",PLATE OF SILVER,9,2767,2775,2775,1896,1,0,0,,"Plate|Of Silver, Gilt or ungilt"
country_obs_inf,as_1896,"PLANTS, SHRUBS, TREES, and FLOWER ROOTS",PLUMBAGO,9,2790,2798,2798,1896,1,0,0,,own
country_obs_inf,as_1896,PORK,Fresh,9,2809,2817,2817,1896,1,0,0,,own
country_obs_inf,as_1896,PORK,POTATOES,13,2818,2830,2830,1896,1,0,0,,own
country_obs_inf,as_1896,PORK,Salted (not Hams),10,2799,2808,2808,1896,1,0,0,,own
country_obs_inf,as_1896,PYRITES of IRON or COPPER,QUICKSILVER,7,2877,2883,2883,1896,1,0,0,,own
country_obs_inf,as_1896,PYRITES of IRON or COPPER,RABBITS,10,2884,2893,2893,1896,1,0,0,,own
country_obs_inf,as_1896,PYRITES of IRON or COPPER,RICE,18,2894,2911,2911,1896,1,0,0,,own
country_obs_inf,as_1896,PYRITES of IRON or COPPER,ROSIN,5,2912,2916,2916,1896,1,0,0,,own
country_obs_inf,as_1896,PYRITES of IRON or COPPER,SAGO and FLOUR or MEAL thereof,5,2917,2921,2921,1896,1,0,0,,own
country_obs_inf,as_1896,PYRITES of IRON or COPPER,SALTPETRE (Nitrate of Potash),10,2922,2931,2931,1896,1,0,0,,own
country_obs_inf,as_1896,PYRITES of IRON or COPPER,"SAUCES or CONDIMENTS, unenu- merated",15,2932,2946,2946,1896,1,0,0,,"Sauces or Condiments, unenumerated;Sauces or Condiments, une"
country_obs_inf,as_1896,PYRITES of IRON or COPPER,,9,2868,2876,2876,1896,1,0,0,,own
country_obs_inf,as_1896,SEEDS,Clover and Grass,8,2947,2954,2954,1896,1,0,0,,own
country_obs_inf,as_1896,SILK,"Knubs or Husks, and Waste",16,3096,3111,3111,1896,1,0,0,,own
country_obs_inf,as_1896,SILK,Raw,13,3112,3124,3124,1896,1,0,0,,own
country_obs_inf,as_1896,SILK,"Thrown, Dyed or not Dyed",5,3125,3129,3129,1896,1,0,0,,own
country_obs_inf,as_1896,SKINS and FURS,"Furs, Rabbit Skins",15,3272,3286,3286,1896,1,0,0,,own
country_obs_inf,as_1896,SKINS and FURS,"Furs, Unenumerated",22,3306,3327,3327,1896,1,0,0,,own
country_obs_inf,as_1896,SKINS and FURS,"Goat, Undressed",29,3189,3217,3217,1896,1,0,0,,"Skins, Goat, undressed"
country_obs_inf,as_1896,SKINS and FURS,In any way Dressed (not Leather),10,3262,3271,3271,1896,1,0,0,,own
country_obs_inf,as_1896,SKINS and FURS,SLATES,8,3339,3346,3346,1896,1,0,0,,own
country_obs_inf,as_1896,SKINS and FURS,Unenumerated: Undressed,12,3250,3261,3261,1896,1,0,0,,own
country_obs_inf,as_1896,SKINS and FURS,West Coast of Africa,15,3291,3305,3305,1896,1,0,0,,".. Seal Skins;Furs, Seal"
country_obs_inf,as_1896,SPICES,Ginger,15,3366,3380,3380,1896,1,0,0,,own
country_obs_inf,as_1896,SPICES,Pepper,18,3381,3398,3398,1896,1,0,0,,own
country_obs_inf,as_1896,SPICES,SPONGE,13,3416,3428,3428,1896,1,0,0,,own
country_obs_inf,as_1896,"STATIONERY, other than PAPER","STONES, MARBLE, Rough, Hewn or Manufactured (Other than Works of Art)",18,3439,3456,3456,1896,1,0,0,,"Stones, Marble, hewn or manufactured - Tons;Stones, Slabs, a"
country_obs_inf,as_1896,"STATIONERY, other than PAPER",STRAW,7,3457,3463,3463,1896,1,0,0,,own
country_obs_inf,as_1896,"STATIONERY, other than PAPER","STRAW PLATTING, for making Hats or Bonnets",13,3464,3476,3476,1896,1,0,0,,own
country_obs_inf,as_1896,SUGAR,Glucose,8,3584,3591,3591,1896,1,0,0,,own
country_obs_inf,as_1896,SUGAR,In Lumps or Loaves,6,3477,3482,3482,1896,1,0,0,,"Refined, In Lamps and Loaves;Sugar Refined, In Lumps and Loa"
country_obs_inf,as_1896,SUGAR,Molasses,10,3574,3583,3583,1896,1,0,0,,own
country_obs_inf,as_1896,SUGAR,"Other Sorts, including Candy",11,3483,3493,3493,1896,1,0,0,,own
country_obs_inf,as_1896,SUGAR,Refined: Total of,11,3494,3504,3504,1896,1,0,0,,Sugar: Refined and Candy;Sugar: Refined and Candy - Cuts.
country_obs_inf,as_1896,SUGAR,Unrefined: Beetroot,8,3505,3512,3512,1896,1,0,0,,own
country_obs_inf,as_1896,SUGAR,"Unrefined: Cane, and Other Sorts",29,3513,3541,3541,1896,1,0,0,,".. "" Cane, and other sorts"
country_obs_inf,as_1896,SUGAR,Unrefined: Total of,32,3542,3573,3573,1896,1,0,0,,Unrefined
country_obs_inf,as_1896,TALLOW and STEARINE,,24,3592,3615,3615,1896,1,0,0,,own
country_obs_inf,as_1896,TAR,,9,3616,3624,3624,1896,1,0,0,,own
country_obs_inf,as_1896,TIN,East Coast of Africa,10,3628,3637,3637,1896,1,0,0,,"Tin Ore;Tin, Ore of"
country_obs_inf,as_1896,TIN,"In Blocks, Ingots, Bars, or Slabs",14,3638,3651,3651,1896,1,0,0,,own
country_obs_inf,as_1896,VINEGAR,,5,3695,3699,3699,1896,1,0,0,,own
country_obs_inf,as_1896,WAX,,21,3708,3728,3728,1896,1,0,0,,own
country_obs_inf,as_1896,WHALEBONE,,12,3729,3740,3740,1896,1,0,0,,own
country_obs_inf,as_1896,WOOD and TIMBER,Hewn : Fir,14,3741,3754,3754,1896,1,0,0,,own
country_obs_inf,as_1896,WOOD and TIMBER,"Hewn, Oak",9,3755,3763,3763,1896,1,0,0,,Oak
country_obs_inf,as_1896,WOOD and TIMBER,"Hewn, Unenumerated",12,3778,3789,3789,1896,1,0,0,,"Wood and Timber|""    Unenumerated"
country_obs_inf,as_1896,WOOD and TIMBER,Mahogany,17,3829,3845,3845,1896,1,0,0,,own
country_obs_inf,as_1896,WOOD and TIMBER,"Sawn, Fir",14,3790,3803,3803,1896,1,0,0,,own
country_obs_inf,as_1896,WOOD and TIMBER,Staves,12,3817,3828,3828,1896,1,0,0,,own
country_obs_inf,as_1896,WOOD and TIMBER,Unenumerated,30,3846,3875,3875,1896,1,0,0,,Furniture woods and hard woods|Unenumerated
country_obs_inf,as_1896,WOOL,"Alpaca, Vicuña and Llama",5,3894,3898,3898,1896,1,0,0,,own
country_obs_inf,as_1896,WOOL,Mohair,11,3899,3909,3909,1896,1,0,0,,Goats' Wool: Mohair;Wool|Goats' Wool or Hair: Mohair
country_obs_inf,as_1896,WOOL,"Other Kinds, and Flocks",9,3960,3968,3968,1896,1,0,0,,own
country_obs_inf,as_1896,WOOL,Other Sorts,9,3910,3918,3918,1896,1,0,0,,"Wool|""    ""    ""    Other Sorts of Goats' Wool or Hair;Wool|"
country_obs_inf,as_1896,WOOL,Sheep or Lambs',41,3919,3959,3959,1896,1,0,0,,own
country_obs_inf,as_1896,WOOLLEN MANUFACTURES,Cloths,9,4012,4020,4020,1896,1,0,0,,Of Wool (other than Goats'): Cloths
country_obs_inf,as_1896,WOOLLEN MANUFACTURES,Stuffs,8,4021,4028,4028,1896,1,0,0,,own
country_obs_inf,as_1896,"WOOLLEN RAGS, applicable to other uses than Manure",,17,3969,3985,3985,1896,1,0,0,,own
country_obs_inf,as_1896,WOOLLEN YARN,For Fancy Purposes,7,3986,3992,3992,1896,1,0,0,,"Woollen Yarn, For Fancy purposes, including Berlin Wool and "
country_obs_inf,as_1896,YEAST,,8,4047,4054,4054,1896,1,0,0,,own
country_obs_inf,as_1896,ZINC,ARTICLES Imported by PARCEL POST,33,4151,4183,4183,1896,1,0,0,,Parcel Post (Goods Free of Duty) - Number of Parcels;Parcel 
country_obs_inf,as_1896,ZINC,"Crude, in Cakes",12,4070,4081,4081,1896,1,0,0,,own
country_obs_inf,as_1896,ZINC,Manufactures,8,4082,4089,4089,1896,1,0,0,,own
country_obs_inf,as_1896,ZINC,Ore of,15,4055,4069,4069,1896,1,0,0,,own
country_obs_inf,as_1897,Bark,"Cured or salted, unenumerated",112,4783,4894,4894,1893;1894;1895;1896;1897,5,0,0,,own
country_obs_inf,as_1897,Bark,"Cured, Sardines",64,4719,4782,4782,1893;1895;1897,3,0,0,,own
country_obs_inf,as_1897,Bark,Cutch and Gambier,72,3304,3375,3375,1893;1894;1895;1896;1897,5,0,0,,own
country_obs_inf,as_1897,Bark,Logwood,64,3782,3845,3845,1893;1897,2,0,0,,own
country_obs_inf,as_1897,Bark,"Madder, Madder Root, Garancine, and Munjeet",27,3469,3495,3495,1894;1895;1896;1897,4,0,0,,own
country_obs_inf,as_1897,Bark,Other sorts of Fresh Fish,56,4599,4654,4654,1894;1895;1896;1897,4,0,0,,own
country_obs_inf,as_1897,Bark,Other sorts of Shell Fish,20,4699,4718,4718,1897,1,0,0,,own
country_obs_inf,as_1897,Bark,Safflower,18,3530,3547,3547,1893;1895;1896;1897,4,0,0,,own
country_obs_inf,as_1897,Bark,Shell Fish of all sorts,30,4655,4684,4684,1893;1894;1895,3,0,0,,Shell Fish : Oysters
country_obs_inf,as_1897,Bark,"Shell Fish, Oysters",14,4685,4698,4698,1896;1897,2,0,0,,own
country_obs_inf,as_1897,Bark,Sumach,44,3548,3591,3591,1893;1894;1895;1896;1897,9,0,0,,own
country_obs_inf,as_1897,Bark,Valonia,41,3592,3632,3632,1893;1894;1895;1896;1897,9,0,0,,own
country_obs_inf,as_1897,Bark,,98,3181,3278,3278,1893;1894;1895;1896;1897,5,0,0,,own
country_obs_inf,as_1897,Beef,Mutton,64,11303,11366,11366,1894;1895;1896;1897,4,0,0,,own
country_obs_inf,as_1897,Beef,Palm,92,12580,12671,12671,1896;1897,2,0,0,,own
country_obs_inf,as_1897,Beef,Seed,73,12672,12744,12744,1894;1895;1896;1897,4,0,0,,own
country_obs_inf,as_1897,Beef,Turpentine,37,12745,12781,12781,1893;1897,2,0,0,,own
country_obs_inf,as_1897,Beef,"Unenumerated, Unwrought",79,11505,11584,11584,1893;1895;1897,3,0,0,,own
country_obs_inf,as_1897,Beef,,99,11204,11302,11302,1893;1894;1895;1897,4,0,0,,own
country_obs_inf,as_1897,"CARDS, PLAYING",Brandy,87,24647,24733,24733,1893;1894;1897,3,0,0,,own
country_obs_inf,as_1897,"CARDS, PLAYING",Cavendish or Negrohead,54,25456,25509,25509,1893;1894;1895;1897,4,0,0,,own
country_obs_inf,as_1897,"CARDS, PLAYING","Kiln Dried, Roasted, or Ground",45,24105,24149,24149,1895;1896;1897,3,0,0,,own
country_obs_inf,as_1897,"CARDS, PLAYING",Plums (French) and Prunelloes,15,24367,24381,24381,1894;1895;1896;1897,4,0,0,,"Plums, French, and Prunelloc;Plums, French, and Prunellocs ."
country_obs_inf,as_1897,"CARDS, PLAYING","Plums, Dried or Preserved",39,24382,24420,24420,1894;1895;1896;1897,6,0,0,,"- - - - - "";Dried or Preserved"
country_obs_inf,as_1897,"CARDS, PLAYING",Prunes,30,24421,24450,24450,1894;1895;1896;1897,4,0,0,,own
country_obs_inf,as_1897,"CARDS, PLAYING",Raisins,49,24451,24499,24499,1893;1894;1895;1897,4,0,0,,own
country_obs_inf,as_1897,"CARDS, PLAYING",Rum,89,24527,24615,24615,1894;1897,2,0,0,,own
country_obs_inf,as_1897,"CARDS, PLAYING","White, in Casks",114,25755,25868,25868,1897,1,0,0,,"Wine, Imported in Casks"
country_obs_inf,as_1897,CHEESE,"Imitation Cheese (including Lard Cheese, and all kinds of Artificial or Imitation Cheese)",17,86,102,102,1893;1894;1895;1896;1897,5,0,0,,own
country_obs_inf,as_1897,"CHINA, OR PORCELAIN, AND EARTHENWARE",Buckwheat,44,1987,2030,2030,1895;1896;1897,5,0,0,,own
country_obs_inf,as_1897,"CHINA, OR PORCELAIN, AND EARTHENWARE",Maize or Indian Corn,84,1903,1986,1986,1893;1894;1895;1896;1897,5,0,0,,own
country_obs_inf,as_1897,"CHINA, OR PORCELAIN, AND EARTHENWARE",Manufactured,50,1212,1261,1261,1893;1894;1895;1896;1897,5,0,0,,own
country_obs_inf,as_1897,"CHINA, OR PORCELAIN, AND EARTHENWARE","Old, fit only to be re-manu- factured",109,722,831,831,1893;1894;1895;1896;1897,5,0,0,,"Old, fit only to be re-manufactured"
country_obs_inf,as_1897,"CHINA, OR PORCELAIN, AND EARTHENWARE",Part Wrought,41,942,985,985,1893;1894;1895;1896;1897,5,0,0,,Swine
country_obs_inf,as_1897,"CHINA, OR PORCELAIN, AND EARTHENWARE",Rye,60,1658,1717,1717,1893;1894;1896;1897,4,0,0,,own
country_obs_inf,as_1897,"CHINA, OR PORCELAIN, AND EARTHENWARE",Unmanufactured,66,1146,1211,1211,1894;1895;1896;1897,4,0,0,,own
country_obs_inf,as_1897,"CHINA, OR PORCELAIN, AND EARTHENWARE","Unwrought, in bars, blocks or slabs, cakes or ingots",108,832,941,941,1894;1895;1897,3,0,0,,own
country_obs_inf,as_1897,"CHINA, OR PORCELAIN, AND EARTHENWARE",Wheat,141,1262,1402,1402,1893;1894;1895;1897,4,0,0,,own
country_obs_inf,as_1897,Cotton,"Furs, Seal Skins",128,17923,18050,18050,1894;1895;1897,3,0,0,,".. Seal Skins;Furs, Seal;Seal"
country_obs_inf,as_1897,Cotton,"Garden, unenumerated",78,16113,16190,16190,1894;1895;1897,3,0,0,,own
country_obs_inf,as_1897,Cotton,Ginger,75,18420,18494,18494,1893;1897,2,0,0,,own
country_obs_inf,as_1897,Cotton,"Knubs or Husks of Silk, and Waste",103,16736,16838,16838,1894;1895;1897,3,0,0,,own
country_obs_inf,as_1897,Cotton,Rape,74,16039,16112,16112,1893;1894;1895;1896;1897,5,0,0,,own
country_obs_inf,as_1897,Cotton,Raw,73,16839,16911,16911,1893;1895;1896;1897,4,0,0,,own
country_obs_inf,as_1897,Cotton,Skins in any way dressed (not Leather),72,17791,17862,17862,1894;1895;1896;1897,4,0,0,,.. In any way dressed (not Leather)
country_obs_inf,as_1897,Cotton,"Skins, Unenumerated, undressed",115,17676,17790,17790,1893;1896;1897,3,0,0,,"Skins and Furs|Unenumerated, undressed"
country_obs_inf,as_1897,DRUGS,"Bark, Peruvian",84,2783,2866,2866,1893;1894;1895;1896;1897,5,0,0,,own
country_obs_inf,as_1897,DRUGS,Opium,73,2867,2939,2939,1893;1894;1895;1896;1897,5,0,0,,own
country_obs_inf,as_1897,FLAX,Almonds,68,5026,5093,5093,1893;1894;1895;1896;1897,5,0,0,,own
country_obs_inf,as_1897,FLAX,"Apples, Raw",103,5094,5196,5196,1895;1896;1897,3,0,0,,own
country_obs_inf,as_1897,FLAX,"Cherries, Raw",26,5197,5222,5222,1894;1895;1896;1897,4,0,0,,own
country_obs_inf,as_1897,FLAX,FRUITS AND VEGETABLES preserved in Sugar,182,5951,6132,6132,1893;1894;1895;1896;1897,8,0,0,,own
country_obs_inf,as_1897,FLAX,"Grapes, Raw",66,5223,5288,5288,1893;1896;1897,3,0,0,,own
country_obs_inf,as_1897,FLAX,HAMS,56,7334,7389,7389,1893;1896;1897,3,0,0,,own
country_obs_inf,as_1897,FLAX,Kowrie,34,6591,6624,6624,1893;1894;1897,3,0,0,,own
country_obs_inf,as_1897,FLAX,"Plate, Fluted, Rolled, or Rough",29,6170,6198,6198,1893;1894;1896;1897,4,0,0,,own
country_obs_inf,as_1897,FLAX,"Plums, Raw",44,5607,5650,5650,1893;1894;1895;1896;1897,5,0,0,,own
country_obs_inf,as_1897,FLAX,TOW,40,4950,4989,4989,1893;1894;1895;1896;1897,9,0,0,,own
country_obs_inf,as_1897,FLAX,"Window and German Sheet, including Shades and Cylinders",37,6133,6169,6169,1894;1896;1897,5,0,0,,own
country_obs_inf,as_1897,HATS OR BONNETS,Dressed or Undressed,136,7630,7767,7767,1893;1897,2,0,0,,"Hemp, Dressed or Undressed"
country_obs_inf,as_1897,HATS OR BONNETS,ISINGLASS,96,9332,9427,9427,1893;1894;1895;1896;1897,5,0,0,,Paper and Pasteboard|Paper Hangings
country_obs_inf,as_1897,HATS OR BONNETS,Of Straw,57,7390,7446,7446,1895;1897,2,0,0,,own
country_obs_inf,as_1897,HATS OR BONNETS,Ore of (including Chrome),109,8734,8842,8842,1893;1894;1897,3,0,0,,own
country_obs_inf,as_1897,HATS OR BONNETS,"Pig, and puddled",107,8843,8949,8949,1894;1895;1896;1897,7,0,0,,own
country_obs_inf,as_1897,IVORY,Eastern Coast of Africa,104,9486,9590,9590,1893;1895;1897,3,0,0,,"Ivory : Teeth, Elephants', Sea Cow, and Sea Horse;Teeth, Ele"
country_obs_inf,as_1897,IVORY,LARD,66,9840,9905,9905,1894;1897,2,0,0,,own
country_obs_inf,as_1897,IVORY,Vegetable,55,9591,9645,9645,1893;1895;1897,3,0,0,,own
country_obs_inf,as_1897,LEAD,Dressed,98,10322,10419,10419,1893;1894;1895;1896;1897,5,0,0,,own
country_obs_inf,as_1897,LEAD,Guano,85,10775,10860,10860,1893;1894;1895;1896;1897,5,0,0,,own
country_obs_inf,as_1897,LEAD,Ore of,104,9936,10039,10039,1893;1894;1895;1896;1897,5,0,0,,own
country_obs_inf,as_1897,LEAD,Phosphate of Lime and Rock,80,10894,10973,10973,1893;1894;1895;1896;1897,5,0,0,,own
country_obs_inf,as_1897,LEAD,Pig and Sheet,101,10040,10140,10140,1895;1897,2,0,0,,own
country_obs_inf,as_1897,LEAD,"Unenumerated, Salted or Fresh",83,11121,11203,11203,1893;1894;1895;1896;1897,5,0,0,,"Meat, Unenumerated ; Salted or Fresh"
country_obs_inf,as_1897,PAPER,Esparto and other Vegetable Fibres,38,14009,14046,14046,1894;1895;1897,3,0,0,,own
country_obs_inf,as_1897,PAPER,Linen and Cotton Rags,90,13919,14008,14008,1895;1896;1897,3,0,0,,own
country_obs_inf,as_1897,PAPER,Wood Pulp Boards,35,13884,13918,13918,1896;1897,3,0,0,,own
country_obs_inf,as_1897,PLATE,Of Gold,12,14722,14733,14733,1893;1894;1895;1896;1897,5,0,0,,own
country_obs_inf,as_1897,PLATE,"PLATINUM, wrought or unwrought",33,14830,14862,14862,1897,1,0,0,,own
country_obs_inf,as_1897,SUGAR,"Glucose, Solid or Liquid",43,19690,19732,19732,1893;1894;1895;1896;1897,5,0,0,,Glucose - - - - -;Sugar|Glucose (Solid or Liquid)
country_obs_inf,as_1897,SUGAR,Molasses,66,19624,19689,19689,1893;1894;1895;1896;1897,5,0,0,,own
country_obs_inf,as_1897,SUGAR,"Refined, or rendered by any process equal thereto : Other Sorts, including Candy",65,19118,19182,19182,1893;1894;1895;1896;1897,5,0,0,,"Sugar|Other sorts, including Candy"
country_obs_inf,as_1897,SUGAR,TALLOW AND STEARINE,60,19804,19863,19863,1893;1894;1895;1897,4,0,0,,own
country_obs_inf,as_1897,SUGAR,TAR,41,19864,19904,19904,1893;1894;1895;1896;1897,5,0,0,,own
country_obs_inf,as_1897,SUGAR,"Unrefined, Beetroot",43,19248,19290,19290,1893;1894;1896;1897,4,0,0,,own
country_obs_inf,as_1897,TIN,"Hewn, Oak",71,20754,20824,20824,1893;1894;1896;1897,4,0,0,,Oak
country_obs_inf,as_1897,TIN,"Hewn, Teak",70,20825,20894,20894,1893;1894;1896;1897,4,0,0,,Teak
country_obs_inf,as_1897,TIN,"In Blocks, Ingots, Bars, or Slabs",85,19983,20067,20067,1893;1894;1895;1896;1897,5,0,0,,own
country_obs_inf,as_1897,TIN,VINEGAR,36,20302,20337,20337,1893;1894;1895;1896;1897,9,0,0,,own
country_obs_inf,as_1897,WOOL,Other Goats' Wool or Hair,26,21739,21764,21764,1896;1897,2,0,0,,own
country_obs_inf,as_1897,WOOL,"Other kinds, and Flocks",47,22002,22048,22048,1894;1895;1896;1897,4,0,0,,own
country_obs_inf,as_1897,WOOL,,92,21910,22001,22001,1893;1894;1895;1896;1897,5,0,0,,Other Goats' Wool or Hair;Sheep or Lambs' Wool
country_obs_inf,as_1897,WOOLLEN YARN,Cloths,44,22293,22336,22336,1893;1895;1897,3,0,0,,Of Wool (other than Goats'): Cloths
country_obs_inf,as_1897,WOOLLEN YARN,"GOODS, being either in part or wholly manufactured, unenumerated",211,23246,23456,23456,1893;1894;1895;1896;1897,5,0,0,,Parcel Post (Goods Free of Duty) - Number of Parcels;Parcel 
country_obs_inf,as_1897,WOOLLEN YARN,"Manufactures of, unenumerated",40,22697,22736,22736,1897,1,0,0,,own
country_obs_inf,as_1897,WOOLLEN YARN,Mum and Spruce,12,23457,23468,23468,1893;1894;1895;1897,4,0,0,,"Beer and Ale :Mun, Spruce or Black }Beer, Berlin White Beer,"
country_obs_inf,as_1897,WOOLLEN YARN,Ore of,81,22547,22627,22627,1894;1895;1896;1897,4,0,0,,"Zinc Ore;Zinc, Ore of"
country_obs_inf,as_1897,WOOLLEN YARN,of other Sorts,50,23469,23518,23518,1894;1895;1896;1897,4,0,0,,"Beer, Berlin White Beer, and other similar preparations"
country_obs_inf,as_1898,"ANIMALS, LIVING",BACON,58,767,824,824,1896;1897;1898,3,0,0,,own
country_obs_inf,as_1898,"ANIMALS, LIVING",Geldings,80,364,443,443,1894;1896;1897;1898,4,0,0,,own
country_obs_inf,as_1898,"ANIMALS, LIVING",Mares,97,267,363,363,1894;1895;1897;1898,4,0,0,,own
country_obs_inf,as_1898,"ANIMALS, LIVING",Sheep and Lambs,54,113,166,166,1895;1897;1898,3,0,0,,own
country_obs_inf,as_1898,"ANIMALS, LIVING",Stallions,84,182,266,266,1894;1895;1896;1897;1898,5,0,0,,"Horses (including Ponies), viz., Stallions"
country_obs_inf,as_1898,"BEADS, of all Sorts",,58,825,882,882,1896;1898,2,0,0,,own
country_obs_inf,as_1898,BEEF,Applicable to Manufacturing Purposes,102,1002,1103,1103,1894;1895;1898,3,0,0,,"Bones for Manufacturing Purposes;Bones, applicable to Manufa"
country_obs_inf,as_1898,BEEF,Manufactures of,65,1809,1873,1873,1894;1895;1896;1897;1898,5,0,0,,own
country_obs_inf,as_1898,BEEF,Salted,44,883,926,926,1894;1895;1896;1897;1898,5,0,0,,own
country_obs_inf,as_1898,Bark,Canada,31,6572,6602,6602,1894;1895;1896;1897;1898,5,0,0,,"Cured or Salted, unenumerated"
country_obs_inf,as_1898,Bark,Cochineal,25,5155,5179,5179,1894;1895;1896;1897;1898,6,0,0,,Plate|Of Gold
country_obs_inf,as_1898,Bark,Eastern Coast of Africa,129,6127,6255,6255,1894;1896;1897;1898,4,0,0,,Ornamental
country_obs_inf,as_1898,Bark,"Madder, Madder Root, Garancine, and Munjeet",25,5180,5204,5204,1894;1895;1896;1897;1898,5,0,0,,own
country_obs_inf,as_1898,Bark,Safflower,10,5237,5246,5246,1894;1895;1898,3,0,0,,own
country_obs_inf,as_1898,Bark,,88,5067,5154,5154,1894;1897;1898,3,0,0,,own
country_obs_inf,as_1898,Beef,Mutton,61,13132,13192,13192,1895;1896;1898,3,0,0,,own
country_obs_inf,as_1898,Beef,Other Sorts,100,13193,13292,13292,1894;1895;1896;1898,4,0,0,,""" Preserved otherwise than by Salting|Other Sports"
country_obs_inf,as_1898,Beef,,99,13033,13131,13131,1894;1895;1896;1898,4,0,0,,own
country_obs_inf,as_1898,"CARDS, PLAYING",COFFEE: „ RAW,163,25281,25443,25443,1894;1895;1897;1898,4,0,0,,own
country_obs_inf,as_1898,"CARDS, PLAYING",Figs and Fig Cake,52,25676,25727,25727,1895;1896;1897;1898,7,0,0,,own
country_obs_inf,as_1898,"CARDS, PLAYING","Kiln Dried, Roasted, or Ground",45,25444,25488,25488,1895;1896;1897;1898,4,0,0,,own
country_obs_inf,as_1898,"CARDS, PLAYING",Plums (French) and Prunelloes,14,25728,25741,25741,1895;1896;1897;1898,4,0,0,,"Plums, French, and Prunelloc;Plums, French, and Prunellocs ."
country_obs_inf,as_1898,"CARDS, PLAYING","Plums, Dried or Preserved",39,25742,25780,25780,1894;1897;1898,4,0,0,,"- - - - - "";Dried or Preserved"
country_obs_inf,as_1898,"CARDS, PLAYING",Raw or Kiln dried,26,24909,24934,24934,1894;1895;1896;1897;1898,9,0,0,,"Chicory, Raw or Kiln-dried"
country_obs_inf,as_1898,"CARDS, PLAYING",Transparent in the Manufacture of which Spirit has been used,26,25859,25884,25884,1894;1895;1897;1898,4,0,0,,"Soup, Transparent, in the manufacture of which Spirit } has "
country_obs_inf,as_1898,CHEESE,"CHEMICAL MANUFACTURES AND PRODUCTS, not enumerated and not chargeable with duty",5,2112,2116,2116,1894;1895;1896;1897;1898,5,0,0,,"Chicory: Other Vegetable matter, applicable to the uses of C"
country_obs_inf,as_1898,CHEESE,"Imitation Cheese (including Lard Cheese, and all kinds of Artificial or Imitation Cheese)",18,1960,1977,1977,1894;1895;1896;1897;1898,9,0,0,,own
country_obs_inf,as_1898,CHEESE,,86,1874,1959,1959,1894;1895;1896;1897;1898,5,0,0,,own
country_obs_inf,as_1898,"CHINA, OR PORCELAIN, AND EARTHENWARE","Bark, Peruvian",81,4670,4750,4750,1894;1895;1896;1897;1898,5,0,0,,own
