table,volume,article_group,article,n_rows,seq_min,seq_max,boundary_seq,boundary_years,n_t1_totals,rows_after,qty_after,first_after,matched
country_obs_inf,as_1895,OIL,Fish: Train or Blubber,13,2338,2350,2350,1895,1,0,0,,own
country_obs_inf,as_1895,OIL,Olive,11,2386,2396,2396,1895,1,0,0,,own
country_obs_inf,as_1895,OIL,Seed,9,2412,2420,2420,1895,1,0,0,,own
country_obs_inf,as_1895,OIL,Turpentine,4,2421,2424,2424,1895,1,0,0,,own
country_obs_inf,as_1895,OIL,West Africa,14,2398,2411,2411,1895,1,0,0,,Oils|Palm;Palm
country_obs_inf,as_1895,OIL SEED CAKE,Cotton Seed Cake,9,2473,2481,2481,1895,1,0,0,,own
country_obs_inf,as_1895,OIL SEED CAKE,Linseed Cake,14,2459,2472,2472,1895,1,0,0,,own
country_obs_inf,as_1895,OIL SEED CAKE,Seed Cake of other sorts,10,2482,2491,2491,1895,1,0,0,,own
country_obs_inf,as_1895,OLEO-MARGARINE,,8,2492,2499,2499,1895,1,0,0,,own
country_obs_inf,as_1895,"ONIONS, Raw",,12,2500,2511,2511,1895,1,0,0,,own
country_obs_inf,as_1895,"ORE, unenumerated",,18,2512,2529,2529,1895,1,0,0,,own
country_obs_inf,as_1895,PAPER,Esparto and other Vegetable Fibres,8,2611,2618,2618,1895,1,0,0,,own
country_obs_inf,as_1895,PAPER,Linen and Cotton Rags,14,2597,2610,2610,1895,1,0,0,,own
country_obs_inf,as_1895,PAPER,Other Materials,14,2635,2648,2648,1895,1,0,0,,own
country_obs_inf,as_1895,PAPER,Printed,10,2565,2574,2574,1895,1,0,0,,Paper|Printed or Coated
country_obs_inf,as_1895,PAPER,Pulp of Wood,16,2619,2634,2634,1895,1,0,0,,own
country_obs_inf,as_1895,PAPER,Strawboard and Millboard,12,2575,2586,2586,1895,1,0,0,,own
country_obs_inf,as_1895,PAPER,Unprinted,17,2548,2564,2564,1895,1,0,0,,own
country_obs_inf,as_1895,PAPER,Wood Pulp Boards,10,2587,2596,2596,1895,1,0,0,,own
country_obs_inf,as_1895,"PERFUMERY, and Articles used in the Manufacture thereof, except Perfumed Spirits",,16,2655,2670,2670,1895,1,0,0,,own
country_obs_inf,as_1895,PETROLEUM,,11,2671,2681,2681,1895,1,0,0,,own
country_obs_inf,as_1895,"PICKLES AND VEGETABLES, preserved in Salt or Vinegar",,8,2682,2689,2689,1895,1,0,0,,own
country_obs_inf,as_1895,"PICTURES AND DRAWINGS, by HAND",,9,2690,2698,2698,1895,1,0,0,,own
country_obs_inf,as_1895,PITCH,,10,2699,2708,2708,1895,1,0,0,,own
country_obs_inf,as_1895,"PLANTS, SHRUBS, TREES, and FLOWER ROOTS","PLATE OF SILVER, Gilt or Ungilt",10,2727,2736,2736,1895,1,0,0,,own
country_obs_inf,as_1895,"PLANTS, SHRUBS, TREES, and FLOWER ROOTS","PLATINA, Wrought or Unwrought",6,2742,2747,2747,1895,1,0,0,,"Platinum, wrought or unwrought"
country_obs_inf,as_1895,"PLANTS, SHRUBS, TREES, and FLOWER ROOTS",PLUMBAGO,10,2748,2757,2757,1895,1,0,0,,own
country_obs_inf,as_1895,PORK,POTATOES,15,2776,2790,2790,1895,1,0,0,,own
country_obs_inf,as_1895,PORK,Salted (not Hams),11,2758,2768,2768,1895,1,0,0,,own
country_obs_inf,as_1895,PYRITES of Iron or Copper,,6,2823,2828,2828,1895,1,0,0,,own
country_obs_inf,as_1895,QUICKSILVER,,6,2830,2835,2835,1895,1,0,0,,own
country_obs_inf,as_1895,RABBITS,,10,2837,2846,2846,1895,1,0,0,,own
country_obs_inf,as_1895,"RAGS, WOOLLEN, applicable to other uses than Manure",RICE,16,2865,2880,2880,1895,1,0,0,,own
country_obs_inf,as_1895,"RAGS, WOOLLEN, applicable to other uses than Manure",,16,2848,2863,2863,1895,1,0,0,,own
country_obs_inf,as_1895,ROSIN,,4,2881,2884,2884,1895,1,0,0,,own
country_obs_inf,as_1895,SALTPETRE (Nitrate of Potash),,9,2888,2896,2896,1895,1,0,0,,own
country_obs_inf,as_1895,"SAUCES or CONDIMENTS, unenumerated",,13,2897,2909,2909,1895,1,0,0,,own
country_obs_inf,as_1895,SEEDS,Clover and Grass,12,2910,2921,2921,1895,1,0,0,,own
country_obs_inf,as_1895,SEEDS,"Unenumerated, other sorts",4,3021,3024,3024,1895,1,0,0,,own
country_obs_inf,as_1895,SILK,Raw,13,3072,3084,3084,1895,1,0,0,,own
country_obs_inf,as_1895,SILK,"Thrown, Dyed or not Dyed",4,3085,3088,3088,1895,1,0,0,,own
country_obs_inf,as_1895,"SKINS, FURS, and PELTS","Goat, Undressed",16,3150,3165,3165,1895,1,0,0,,"Skins : Goat, undressed"
country_obs_inf,as_1895,"SKINS, FURS, and PELTS",Rabbit,13,3166,3178,3178,1895,1,0,0,,"Furs, Rabbit Skins"
country_obs_inf,as_1895,"SKINS, FURS, and PELTS",SLATES,6,3189,3194,3194,1895,1,0,0,,own
country_obs_inf,as_1895,SPICES,Cinnamon,5,3209,3213,3213,1895,1,0,0,,own
country_obs_inf,as_1895,SPICES,Ginger,14,3214,3227,3227,1895,1,0,0,,own
country_obs_inf,as_1895,SPICES,Pepper,17,3228,3244,3244,1895,1,0,0,,own
country_obs_inf,as_1895,SUGAR,Glucose (Solid or Liquid),6,3368,3373,3373,1895,1,0,0,,own
country_obs_inf,as_1895,SUGAR,In Lumps or Loaves,5,3270,3274,3274,1895,1,0,0,,"Sugar Refined, In Lumps and Loaves"
country_obs_inf,as_1895,SUGAR,Molasses,12,3356,3367,3367,1895,1,0,0,,own
country_obs_inf,as_1895,SUGAR,Other Sorts. including Candy,10,3275,3284,3284,1895,1,0,0,,own
country_obs_inf,as_1895,SUGAR,Refined : Total of,10,3285,3294,3294,1895,1,0,0,,Refined and Candy;Sugar: Refined and Candy;Sugar: Refined an
country_obs_inf,as_1895,SUGAR,Unrefined : Beetroot,8,3295,3302,3302,1895,1,0,0,,own
country_obs_inf,as_1895,SUGAR,"Unrefined : Cane, and Other Sorts",25,3303,3327,3327,1895,1,0,0,,".. "" Cane, and other sorts"
country_obs_inf,as_1895,SUGAR,"Unrefined, Total of",9,3347,3355,3355,1895,1,0,0,,Unrefined
country_obs_inf,as_1895,TALLOW and STEARINE,,23,3374,3396,3396,1895,1,0,0,,own
country_obs_inf,as_1895,TAR,,6,3397,3402,3402,1895,1,0,0,,own
country_obs_inf,as_1895,TIN,East Coast of Africa,10,3405,3414,3414,1895,1,0,0,,"Tin Ore;Tin, Ore of"
country_obs_inf,as_1895,TIN,"In Blocks, Ingots, Bars, or Slabs",15,3415,3429,3429,1895,1,0,0,,own
country_obs_inf,as_1895,TIN,VINEGAR,5,3471,3475,3475,1895,1,0,0,,own
country_obs_inf,as_1895,TIN,"WATCHES, and Parts thereof",27,3482,3508,3508,1895,1,0,0,,Wax
country_obs_inf,as_1895,TIN,WHALEBONE,14,3509,3522,3522,1895,1,0,0,,own
country_obs_inf,as_1895,WOOD and TIMBER,Fir,13,3566,3578,3578,1895,1,0,0,,Sawn: Fir
country_obs_inf,as_1895,WOOD and TIMBER,Hewn : Fir,14,3523,3536,3536,1895,1,0,0,,own
country_obs_inf,as_1895,WOOD and TIMBER,"Hewn, Oak",8,3537,3544,3544,1895,1,0,0,,Oak
country_obs_inf,as_1895,WOOD and TIMBER,"Hewn, Teak",9,3545,3553,3553,1895,1,0,0,,Teak
country_obs_inf,as_1895,WOOD and TIMBER,"Hewn, Unenumerated",12,3554,3565,3565,1895,1,0,0,,Wood and Timber|„ Unenumerated
country_obs_inf,as_1895,WOOD and TIMBER,Staves,12,3592,3603,3603,1895,1,0,0,,own
country_obs_inf,as_1895,WOOD and TIMBER,Unenumerated,46,3579,3652,3652,1895,1,0,0,,Furniture woods and hard woods|Unenumerated
country_obs_inf,as_1895,WOOL,Goats' Wool or Hair,15,3677,3691,3691,1895,1,0,0,,own
country_obs_inf,as_1895,YEAST,,8,3754,3761,3761,1895,1,0,0,,own
country_obs_inf,as_1895,ZINC,ARTICLES Imported by PARCEL POST,32,3855,3886,3886,1895,1,0,0,,Parcel Post (Goods Free of Duty) - Number of Parcels;Parcel 
country_obs_inf,as_1895,ZINC,"Crude, in Cakes",9,3775,3783,3783,1895,1,0,0,,own
country_obs_inf,as_1895,ZINC,Ore of,13,3762,3774,3774,1895,1,0,0,,own
country_obs_inf,as_1896,ALKALI,,10,1,10,10,1896,1,0,0,,own
country_obs_inf,as_1896,"ANIMALS, LIVING",Calves,5,43,47,47,1896,1,0,0,,own
country_obs_inf,as_1896,"ANIMALS, LIVING",Cows,8,35,42,42,1896,1,0,0,,own
country_obs_inf,as_1896,"ANIMALS, LIVING",Geldings,14,92,105,105,1896,1,0,0,,own
country_obs_inf,as_1896,"ANIMALS, LIVING",Mares,17,75,91,91,1896,1,0,0,,own
country_obs_inf,as_1896,"ANIMALS, LIVING",Oxen and Bulls,8,27,34,34,1896,1,0,0,,own
country_obs_inf,as_1896,"ANIMALS, LIVING",Sheep and Lambs,11,48,58,58,1896,1,0,0,,own
country_obs_inf,as_1896,"ANIMALS, LIVING",Stallions,15,60,74,74,1896,1,0,0,,"Horses (including Ponies), viz., Stallions"
country_obs_inf,as_1896,ARMS,"Swords, Cutlasses, Matchets, Bayonets",5,121,125,125,1896,1,0,0,,own
country_obs_inf,as_1896,ASPHALT or BITUMEN,BACON,11,158,168,168,1896,1,0,0,,own
country_obs_inf,as_1896,ASPHALT or BITUMEN,,7,151,157,157,1896,1,0,0,,own
country_obs_inf,as_1896,BEADS OF ALL SORTS,,9,169,177,177,1896,1,0,0,,own
country_obs_inf,as_1896,BEEF,Applicable to Manufacturing Purposes,15,199,213,213,1896,1,0,0,,"Bones, applicable to Manufacturing purposes"
country_obs_inf,as_1896,BEEF,"BOOKS, BOUND AND UNBOUND, INCLUDING MAPS AND CHARTS",12,214,225,225,1896,1,0,0,,"Books;Books, Printed, bound and unbound, including Maps and "
country_obs_inf,as_1896,BEEF,"BRASS, BRONZE, AND METAL BRONZED OR LACQUERED, MANUFACTURES OF, UNENUMERATED",11,226,236,236,1896,1,0,0,,own
country_obs_inf,as_1896,BEEF,BRISTLES,13,240,252,252,1896,1,0,0,,own
country_obs_inf,as_1896,BEEF,BUTTER,22,253,274,274,1896,1,0,0,,own
country_obs_inf,as_1896,BEEF,"BUTTONS AND STUDS, NOT OF METAL",7,284,290,290,1896,1,0,0,,own
country_obs_inf,as_1896,BEEF,CANDLES OF ALL SORTS,7,291,297,297,1896,1,0,0,,own
country_obs_inf,as_1896,BEEF,Fresh,12,187,198,198,1896,1,0,0,,own
country_obs_inf,as_1896,BEEF,MARGARINE (including all kinds of Artificial or Imitation Butter),9,275,283,283,1896,1,0,0,,own
country_obs_inf,as_1896,BEEF,Salted,9,178,186,186,1896,1,0,0,,own
country_obs_inf,as_1896,Bark,Cochineal,5,856,860,860,1896,1,0,0,,own
country_obs_inf,as_1896,Bark,,16,840,855,855,1896,1,0,0,,own
country_obs_inf,as_1896,Beef,Mutton,12,2178,2189,2189,1896,1,0,0,,own
country_obs_inf,as_1896,Beef,Other Sorts,19,2190,2208,2208,1896,1,0,0,,""" Preserved otherwise than by Salting|Other Sports;Preserved"
country_obs_inf,as_1896,Beef,,17,2161,2177,2177,1896,1,0,0,,own
country_obs_inf,as_1896,CAOUTCHOUC,East Coast of Africa,30,310,339,339,1896,1,0,0,,Caoutchouc
country_obs_inf,as_1896,CAOUTCHOUC,Manufactures of,10,340,349,349,1896,1,0,0,,own
country_obs_inf,as_1896,CHEESE,,14,350,363,363,1896,1,0,0,,own
country_obs_inf,as_1896,"CHINA or PORCELAIN, and EARTHENWARE",CIDER and PERRY,6,398,403,403,1896,1,0,0,,own
country_obs_inf,as_1896,"CHINA or PORCELAIN, and EARTHENWARE",,13,385,397,397,1896,1,0,0,,own
country_obs_inf,as_1896,"COALS, CULM, and CINDERS",CONFECTIONERY (not containing any article liable to Duty),12,420,431,431,1896,1,0,0,,Confectionery (not containing any article liable to duty) Cu
country_obs_inf,as_1896,"COALS, CULM, and CINDERS","COPPER, Ore of",19,432,450,450,1896,1,0,0,,own
country_obs_inf,as_1896,"COALS, CULM, and CINDERS","Old, fit only to be re-manufactured",11,470,480,480,1896,1,0,0,,own
country_obs_inf,as_1896,"COALS, CULM, and CINDERS",Part Wrought,7,497,503,503,1896,1,0,0,,own
country_obs_inf,as_1896,"COALS, CULM, and CINDERS",Regulus and Precipitate,19,451,469,469,1896,1,0,0,,own
country_obs_inf,as_1896,"COALS, CULM, and CINDERS","Unwrought, in bars, blocks or slabs, cakes or ingots",16,481,496,496,1896,1,0,0,,own
country_obs_inf,as_1896,"COALS, CULM, and CINDERS",,7,413,419,419,1896,1,0,0,,own
country_obs_inf,as_1896,CORK,Manufactured,9,540,548,548,1896,1,0,0,,own
country_obs_inf,as_1896,CORK,Unmanufactured,11,529,539,539,1896,1,0,0,,own
country_obs_inf,as_1896,"CORN, GRAIN, MEAL, AND FLOUR",Barley,22,567,588,588,1896,1,0,0,,own
country_obs_inf,as_1896,"CORN, GRAIN, MEAL, AND FLOUR",Beans (not Kidney or French),15,625,639,639,1896,1,0,0,,own
country_obs_inf,as_1896,"CORN, GRAIN, MEAL, AND FLOUR",Buckwheat,6,654,659,659,1896,1,0,0,,own
country_obs_inf,as_1896,"CORN, GRAIN, MEAL, AND FLOUR",Maize or Indian Corn,14,640,653,653,1896,1,0,0,,own
country_obs_inf,as_1896,"CORN, GRAIN, MEAL, AND FLOUR",Maize or Indian Corn Meal,5,680,684,684,1896,1,0,0,,own
country_obs_inf,as_1896,"CORN, GRAIN, MEAL, AND FLOUR","Meal, not otherwise enumerated",12,685,696,696,1896,1,0,0,,"Meal, unenumerated"
country_obs_inf,as_1896,"CORN, GRAIN, MEAL, AND FLOUR",Oatmeal and Groats,5,675,679,679,1896,1,0,0,,own
country_obs_inf,as_1896,"CORN, GRAIN, MEAL, AND FLOUR",Oats,15,589,603,603,1896,1,0,0,,own
country_obs_inf,as_1896,"CORN, GRAIN, MEAL, AND FLOUR",Pease,13,612,624,624,1896,1,0,0,,own
country_obs_inf,as_1896,"CORN, GRAIN, MEAL, AND FLOUR",Rye,8,604,611,611,1896,1,0,0,,own
country_obs_inf,as_1896,"CORN, GRAIN, MEAL, AND FLOUR",Wheat,18,549,566,566,1896,1,0,0,,own
country_obs_inf,as_1896,"CORN, GRAIN, MEAL, AND FLOUR",Wheat Meal or Flour,15,660,674,674,1896,1,0,0,,Wheatmeal and Flour;Wheatmeal or Flour
country_obs_inf,as_1896,COTTON,Raw,21,697,717,717,1896,1,0,0,,own
country_obs_inf,as_1896,COTTON,Waste of (Raw and Yarn),16,727,742,742,1896,1,0,0,,own
country_obs_inf,as_1896,COTTON,Yarn,9,718,726,726,1896,1,0,0,,own
country_obs_inf,as_1896,COTTON MANUFACTURES,Muslins,5,743,747,747,1896,1,0,0,,"Manufactures, Piece Goods, Muslins"
country_obs_inf,as_1896,COTTON MANUFACTURES,Other than Muslins,12,748,759,759,1896,1,0,0,,own
country_obs_inf,as_1896,Cotton,Flax or Linseed,18,2969,2986,2986,1896,1,0,0,,own
country_obs_inf,as_1896,Cotton,"Garden, unenumerated",13,3000,3012,3012,1896,1,0,0,,own
country_obs_inf,as_1896,Cotton,Rape,13,2987,2999,2999,1896,1,0,0,,own
country_obs_inf,as_1896,Cotton,"Unenumerated, for expressing oil therefrom",19,3026,3044,3044,1896,1,0,0,,"Unenumerated, for expressing Oil therefrom - Quarters"
country_obs_inf,as_1896,Cotton,"Unenumerated, other sorts",18,3045,3062,3062,1896,1,0,0,,Seeds|Other sorts
country_obs_inf,as_1896,Cotton,,14,2955,2968,2968,1896,1,0,0,,own
country_obs_inf,as_1896,DRUGS,"Bark, Peruvian",14,778,791,791,1896,1,0,0,,own
country_obs_inf,as_1896,DRUGS,Opium,11,792,802,802,1896,1,0,0,,own
country_obs_inf,as_1896,"DYE STUFFS (other than Dye Woods), and Substances used in Tanning or Dyeing",Cutch and Gambier,8,868,875,875,1896,1,0,0,,own
country_obs_inf,as_1896,"DYE STUFFS (other than Dye Woods), and Substances used in Tanning or Dyeing",Indigo,19,907,925,925,1896,1,0,0,,own
country_obs_inf,as_1896,"DYE STUFFS (other than Dye Woods), and Substances used in Tanning or Dyeing","Madder, Madder Root, Garancine and Munjeet",5,926,930,930,1896,1,0,0,,own
country_obs_inf,as_1896,"DYE STUFFS (other than Dye Woods), and Substances used in Tanning or Dyeing",Myrobalans,7,931,937,937,1896,1,0,0,,own
country_obs_inf,as_1896,"DYE STUFFS (other than Dye Woods), and Substances used in Tanning or Dyeing",Sumach,6,941,946,946,1896,1,0,0,,own
country_obs_inf,as_1896,"DYE STUFFS (other than Dye Woods), and Substances used in Tanning or Dyeing",Unenumerated,21,955,975,975,1896,1,0,0,,Unenumerated
country_obs_inf,as_1896,"DYE STUFFS (other than Dye Woods), and Substances used in Tanning or Dyeing",Valonia,8,947,954,954,1896,1,0,0,,own
country_obs_inf,as_1896,DYE WOODS,Logwood,12,976,987,987,1896,1,0,0,,own
country_obs_inf,as_1896,DYE WOODS'd),Unenumerated,20,988,1007,1007,1896,1,0,0,,Dye Woods|Unenumerated
country_obs_inf,as_1896,"FARINACEOUS SUBSTANCES and MANUFACTURES thereof, unenumerated","Cured or Salted, unenumerated",16,1145,1160,1160,1896,1,0,0,,own
country_obs_inf,as_1896,"FARINACEOUS SUBSTANCES and MANUFACTURES thereof, unenumerated","Cured, Sardines",13,1132,1144,1144,1896,1,0,0,,own
country_obs_inf,as_1896,"FARINACEOUS SUBSTANCES and MANUFACTURES thereof, unenumerated",East Coast of Africa,17,1082,1098,1098,1896,1,0,0,,Ornamental
country_obs_inf,as_1896,"FARINACEOUS SUBSTANCES and MANUFACTURES thereof, unenumerated",FEATHERS AND DOWN,14,1062,1075,1075,1896,1,0,0,,"Feathers and Down, for Beds;Feathers and Down, in Beds or fo"
country_obs_inf,as_1896,"FARINACEOUS SUBSTANCES and MANUFACTURES thereof, unenumerated","FLAX, Dressed or Undressed",11,1161,1171,1171,1896,1,0,0,,own
country_obs_inf,as_1896,"FARINACEOUS SUBSTANCES and MANUFACTURES thereof, unenumerated",Herrings,5,1099,1103,1103,1896,1,0,0,,own
country_obs_inf,as_1896,"FARINACEOUS SUBSTANCES and MANUFACTURES thereof, unenumerated",Other sorts,11,1104,1114,1114,1896,1,0,0,,Other sorts of Fresh Fish
country_obs_inf,as_1896,"FARINACEOUS SUBSTANCES and MANUFACTURES thereof, unenumerated","Shell fish, Oysters",7,1115,1121,1121,1896,1,0,0,,own
country_obs_inf,as_1896,"FARINACEOUS SUBSTANCES and MANUFACTURES thereof, unenumerated","Shell fish, other sorts",10,1122,1131,1131,1896,1,0,0,,own
country_obs_inf,as_1896,"FARINACEOUS SUBSTANCES and MANUFACTURES thereof, unenumerated",Tow,9,1172,1180,1180,1896,1,0,0,,own
country_obs_inf,as_1896,FRUIT,Almonds,12,1187,1198,1198,1896,1,0,0,,own
country_obs_inf,as_1896,FRUIT,"Apples, Raw",16,1199,1214,1214,1896,1,0,0,,own
country_obs_inf,as_1896,FRUIT,"Cherries, Raw",5,1215,1219,1219,1896,1,0,0,,own
country_obs_inf,as_1896,FRUIT,FRUITS AND VEGETABLES : Preserved in Sugar,18,1340,1357,1357,1896,1,0,0,,own
country_obs_inf,as_1896,FRUIT,GALLS,10,1358,1367,1367,1896,1,0,0,,own
country_obs_inf,as_1896,FRUIT,"Grapes, Raw",12,1220,1231,1231,1896,1,0,0,,own
country_obs_inf,as_1896,FRUIT,Lemons,8,1232,1239,1239,1896,1,0,0,,own
country_obs_inf,as_1896,FRUIT,Oranges,16,1256,1271,1271,1896,1,0,0,,own
country_obs_inf,as_1896,FRUIT,"Pears, Raw",10,1272,1281,1281,1896,1,0,0,,own
country_obs_inf,as_1896,FRUIT,"Plums, Raw",9,1282,1290,1290,1896,1,0,0,,own
country_obs_inf,as_1896,FRUIT,"Preserved without Sugar, other than Dried",16,1324,1339,1339,1896,1,0,0,,own
country_obs_inf,as_1896,FRUIT,Unenumerated: Dried,15,1309,1323,1323,1896,1,0,0,,own
country_obs_inf,as_1896,FRUIT,Unenumerated: Raw,18,1291,1308,1308,1896,1,0,0,,own
country_obs_inf,as_1896,GLASS,Bottles,10,1386,1395,1395,1896,1,0,0,,own
country_obs_inf,as_1896,GLASS,"Manufactures of, unenumerated",12,1396,1407,1407,1896,1,0,0,,own
country_obs_inf,as_1896,GLASS,"Other Plate, whether Silvered or not",6,1380,1385,1385,1896,1,0,0,,own
country_obs_inf,as_1896,GLASS,"Plate, Fluted, Rolled, or Rough",5,1375,1379,1379,1896,1,0,0,,own
country_obs_inf,as_1896,GLASS,"Window and German Sheet, including Shades and Cylinders",7,1368,1374,1374,1896,1,0,0,,own
country_obs_inf,as_1896,GOLD,East Coast of Africa,14,1415,1428,1428,1896,1,0,0,,"Metals and Ores|Gold, Ore of (including the Value of the Gol"
country_obs_inf,as_1896,GUM,Kowrie,7,1450,1456,1456,1896,1,0,0,,own
country_obs_inf,as_1896,GUM,"Lac, Seed, Shell, Stick or Dye",8,1457,1464,1464,1896,1,0,0,,own
country_obs_inf,as_1896,GUM,Unenumerated,23,1465,1487,1487,1896,1,0,0,,Of other Sorts
country_obs_inf,as_1896,GUTTA PERCHA,,11,1491,1501,1501,1896,1,0,0,,own
country_obs_inf,as_1896,HAIR,"Cow, Ox, Bull, or Elk",12,1503,1514,1514,1896,1,0,0,,own
country_obs_inf,as_1896,HAIR,HAMS,11,1550,1560,1560,1896,1,0,0,,own
country_obs_inf,as_1896,HAIR,Horse,16,1515,1530,1530,1896,1,0,0,,own
country_obs_inf,as_1896,HATS OR BONNETS,HAY,15,1584,1598,1598,1896,1,0,0,,own
country_obs_inf,as_1896,HATS OR BONNETS,Of Felt,7,1570,1576,1576,1896,1,0,0,,own
country_obs_inf,as_1896,HATS OR BONNETS,Of Other Materials,7,1577,1583,1583,1896,1,0,0,,own
country_obs_inf,as_1896,HATS OR BONNETS,Of Straw,9,1561,1569,1569,1896,1,0,0,,own
country_obs_inf,as_1896,HEMP,Dressed or Undressed,19,1599,1617,1617,1896,1,0,0,,own
country_obs_inf,as_1896,HEMP,"Unenumerated Vegetable Substances, applicable to the same uses as Hemp or Flax",17,1625,1641,1641,1896,1,0,0,,own
country_obs_inf,as_1896,"HIDES, Raw, and Pieces thereof",East-Coast of Africa,29,1654,1682,1682,1896,1,0,0,,"Hides, Raw, and pieces thereof, Dry"
country_obs_inf,as_1896,"HIDES, Raw, and Pieces thereof",Wet,32,1683,1714,1714,1896,1,0,0,,own
country_obs_inf,as_1896,HONEY,Hors,9,1727,1735,1735,1896,1,0,0,,Hops
country_obs_inf,as_1896,HONEY,,12,1715,1726,1726,1896,1,0,0,,own
country_obs_inf,as_1896,IRON,"Girders, Beams and Pillars",4,1828,1831,1831,1896,1,0,0,,"""    Manufactures of Iron and Steel|Girders, Beams, Joists a"
country_obs_inf,as_1896,IRON,"Old Broken, and Old Cast Iron, and Old Broken Steel",13,1795,1807,1807,1896,1,0,0,,""" Old broken, and old broken Steel;Metals and Ores|""    Old "
country_obs_inf,as_1896,IRON,"Steel, Unwrought",12,1808,1819,1819,1896,1,0,0,,own
country_obs_inf,as_1896,IRON,Tyres and Axles,4,1832,1835,1835,1896,1,0,0,,own
country_obs_inf,as_1896,IRON,Unenumerated,17,1836,1852,1852,1896,1,0,0,,"""    Manufactures of Iron and Steel|Unenumerated;"" Manufactu"
country_obs_inf,as_1896,ISINGLASS,,14,1853,1866,1866,1896,1,0,0,,own
country_obs_inf,as_1896,IVORY,"Teeth, Elephants', Sea Cow, Sea Horse, or Sea Morse",22,1867,1892,1892,1896,1,0,0,,own
country_obs_inf,as_1896,IVORY,Vegetable,7,1893,1899,1899,1896,1,0,0,,own
country_obs_inf,as_1896,LEAD,"Manufactures of, Unenumerated",5,1940,1944,1944,1896,1,0,0,,own
country_obs_inf,as_1896,LEATHER MANUFACTURES,Boots and Shoes,9,1997,2005,2005,1896,1,0,0,,own
country_obs_inf,as_1896,LEATHER MANUFACTURES,Gloves,8,2006,2013,2013,1896,1,0,0,,own
country_obs_inf,as_1896,LEATHER MANUFACTURES,LIQUORICE,6,2038,2043,2043,1896,1,0,0,,own
country_obs_inf,as_1896,LEATHER MANUFACTURES,Yarn,5,2023,2027,2027,1896,1,0,0,,"Linen, Yarn"
country_obs_inf,as_1896,MALT,Phosphate of Lime and Rock,13,2107,2119,2119,1896,1,0,0,,own
country_obs_inf,as_1896,MALT,Unenumerated,15,2120,2134,2134,1896,1,0,0,,Manures|Unenumerated
country_obs_inf,as_1896,MALT,,19,2044,2062,2062,1896,1,0,0,,"Manganese Ore;Manganese, Ore of"
country_obs_inf,as_1896,MEAT,"Unenumerated, Salted or Fresh",17,2144,2160,2160,1896,1,0,0,,own
country_obs_inf,as_1896,METAL,"Leaf, not Gold",4,2209,2212,2212,1896,1,0,0,,own
country_obs_inf,as_1896,METAL,"METHYLIC ALCOHOL, not potable",5,2250,2254,2254,1896,1,0,0,,"""    Manufactures of Iron and Steel|Methylc. Alcohol, not pu"
country_obs_inf,as_1896,METAL,MICA AND TALC,10,2256,2265,2265,1896,1,0,0,,Mica and Tale
country_obs_inf,as_1896,METAL,"MILK AND CREAM, FRESH",4,2267,2270,2270,1896,1,0,0,,"Milk and Cream, Fresh, or Preserved, other than Condensed Mi"
country_obs_inf,as_1896,METAL,"Old, fit only to be re-manufactured",19,2230,2248,2248,1896,1,0,0,,own
country_obs_inf,as_1896,METAL,Unenumerated: Unwrought,8,2213,2220,2220,1896,1,0,0,,own
country_obs_inf,as_1896,NUTS AND KERNELS,Commonly used for expressing oil therefrom,28,2312,2339,2339,1896,1,0,0,,For expressing Oil therefrom;Nuts and Kernels for expressing
country_obs_inf,as_1896,OIL,Animal,7,2375,2381,2381,1896,1,0,0,,own
country_obs_inf,as_1896,OIL,Castor,11,2382,2392,2392,1896,1,0,0,,own
country_obs_inf,as_1896,OIL,"Chemical, Essential, or Perfumed",10,2456,2465,2465,1896,1,0,0,,""" Chemical, Essential, or Perfumed - Lbs.;Chemical, Essentia"
country_obs_inf,as_1896,OIL,Coco-Nut,13,2393,2405,2405,1896,1,0,0,,own
country_obs_inf,as_1896,OIL,"Fish: Sperm, or Head Matter",7,2368,2374,2374,1896,1,0,0,,""" "" Sperm;"" "" Spermi"
country_obs_inf,as_1896,OIL,Fish: Train or Blubber,16,2352,2367,2367,1896,1,0,0,,own
country_obs_inf,as_1896,OIL,West Coast of Africa,14,2418,2431,2431,1896,1,0,0,,Oils|Palm;Palm
country_obs_inf,as_1896,OIL SEED CAKE,Cotton Cake,11,2504,2514,2514,1896,1,0,0,,own
country_obs_inf,as_1896,OIL SEED CAKE,Linseed Cake,21,2483,2503,2503,1896,1,0,0,,own
country_obs_inf,as_1896,OIL SEED CAKE,Other Sorts,11,2515,2525,2525,1896,1,0,0,,own
country_obs_inf,as_1896,OLEO-MARGARINE,,10,2526,2535,2535,1896,1,0,0,,own
country_obs_inf,as_1896,"ONIONS, Raw",,13,2536,2548,2548,1896,1,0,0,,own
country_obs_inf,as_1896,"ORE, Unenumerated",,21,2549,2569,2569,1896,1,0,0,,own
country_obs_inf,as_1896,PAPER AND PASTEBOARD,"Esparto, and other Vegetable Fibres",8,2650,2657,2657,1896,1,0,0,,own
country_obs_inf,as_1896,PAPER AND PASTEBOARD,Linen and Cotton Rags,12,2638,2649,2649,1896,1,0,0,,own
country_obs_inf,as_1896,PAPER AND PASTEBOARD,Other Materials,13,2672,2684,2684,1896,1,0,0,,own
country_obs_inf,as_1896,PAPER AND PASTEBOARD,Printed or Coated,10,2607,2616,2616,1896,1,0,0,,own
