volume,year,flow,article_group,article,unit,row_seq,country_raw,value,source,section_total,section_rows,canada
as_1875,1875,export_uk,"ARMS, AMMUNITION, and MILITARY STORES","BAGS AND SACKS, Empty",Dozens,1000196,Australia,218995.0,inf,1264308.0,14,22842
as_1875,1875,export_uk,"ARMS, AMMUNITION, and MILITARY STORES","BAGS AND SACKS, Empty",Dozens,1000197,Canada,22842.0,inf,1264308.0,14,22842
as_1875,1875,export_uk,"ARMS, AMMUNITION, and MILITARY STORES","BAGS AND SACKS, Empty",Dozens,1000198,Other Countries,188407.0,inf,1264308.0,14,22842
as_1875,1875,export_uk,"ARMS, AMMUNITION, and MILITARY STORES","BAGS AND SACKS, Empty",Dozens,1000199,TOTAL,1264308.0,inf,1264308.0,14,22842
as_1875,1875,export_uk,"ARMS, AMMUNITION, and MILITARY STORES",BEER AND ALE,Barrels,1000200,Russia,18568.0,inf,2094672.0,27,51920
as_1875,1875,export_uk,"ARMS, AMMUNITION, and MILITARY STORES",BEER AND ALE,Barrels,1000201,Germany,26578.0,inf,2094672.0,27,51920
as_1875,1875,export_uk,"ARMS, AMMUNITION, and MILITARY STORES",BEER AND ALE,Barrels,1000202,Belgium,20344.0,inf,2094672.0,27,51920
as_1875,1875,export_uk,"ARMS, AMMUNITION, and MILITARY STORES",BEER AND ALE,Barrels,1000203,France,38685.0,inf,2094672.0,27,51920
as_1875,1875,export_uk,"ARMS, AMMUNITION, and MILITARY STORES",BEER AND ALE,Barrels,1000204,China,20652.0,inf,2094672.0,27,51920
as_1875,1875,export_uk,"ARMS, AMMUNITION, and MILITARY STORES",BEER AND ALE,Barrels,1000205,Japan,11488.0,inf,2094672.0,27,51920
as_1875,1875,export_uk,"ARMS, AMMUNITION, and MILITARY STORES",BEER AND ALE,Barrels,1000206,United States: Atlantic,175655.0,inf,2094672.0,27,51920
as_1875,1875,export_uk,"ARMS, AMMUNITION, and MILITARY STORES",BEER AND ALE,Barrels,1000207,Pacific,35443.0,inf,2094672.0,27,51920
as_1875,1875,export_uk,"ARMS, AMMUNITION, and MILITARY STORES",BEER AND ALE,Barrels,1000208,Foreign West Indies,90733.0,inf,2094672.0,27,51920
as_1875,1875,export_uk,"ARMS, AMMUNITION, and MILITARY STORES",BEER AND ALE,Barrels,1000209,Peru,20355.0,inf,2094672.0,27,51920
as_1875,1875,export_uk,"ARMS, AMMUNITION, and MILITARY STORES",BEER AND ALE,Barrels,1000210,Chili,17227.0,inf,2094672.0,27,51920
as_1875,1875,export_uk,"ARMS, AMMUNITION, and MILITARY STORES",BEER AND ALE,Barrels,1000211,Brazil,65298.0,inf,2094672.0,27,51920
as_1875,1875,export_uk,"ARMS, AMMUNITION, and MILITARY STORES",BEER AND ALE,Barrels,1000212,Argentine Republic,25032.0,inf,2094672.0,27,51920
as_1875,1875,export_uk,"ARMS, AMMUNITION, and MILITARY STORES",BEER AND ALE,Barrels,1000213,Channel Islands,20538.0,inf,2094672.0,27,51920
as_1875,1875,export_uk,"ARMS, AMMUNITION, and MILITARY STORES",BEER AND ALE,Barrels,1000214,Gibraltar,47866.0,inf,2094672.0,27,51920
as_1875,1875,export_uk,"ARMS, AMMUNITION, and MILITARY STORES",BEER AND ALE,Barrels,1000215,Malta,24964.0,inf,2094672.0,27,51920
as_1875,1875,export_uk,"ARMS, AMMUNITION, and MILITARY STORES",BEER AND ALE,Barrels,1000216,British Possessions in South Africa,99121.0,inf,2094672.0,27,51920
as_1875,1875,export_uk,"ARMS, AMMUNITION, and MILITARY STORES",BEER AND ALE,Barrels,1000217,British India: Bombay and Scinde,163354.0,inf,2094672.0,27,51920
as_1875,1875,export_uk,"ARMS, AMMUNITION, and MILITARY STORES",BEER AND ALE,Barrels,1000218,Madras,70460.0,inf,2094672.0,27,51920
as_1875,1875,export_uk,"ARMS, AMMUNITION, and MILITARY STORES",BEER AND ALE,Barrels,1000219,Bengal and Burmah,269166.0,inf,2094672.0,27,51920
as_1875,1875,export_uk,"ARMS, AMMUNITION, and MILITARY STORES",BEER AND ALE,Barrels,1000220,Straits Settlements,16787.0,inf,2094672.0,27,51920
as_1875,1875,export_uk,"ARMS, AMMUNITION, and MILITARY STORES",BEER AND ALE,Barrels,1000221,Ceylon,29549.0,inf,2094672.0,27,51920
as_1875,1875,export_uk,"ARMS, AMMUNITION, and MILITARY STORES",BEER AND ALE,Barrels,1000222,Hong Kong,29684.0,inf,2094672.0,27,51920
as_1875,1875,export_uk,"ARMS, AMMUNITION, and MILITARY STORES",BEER AND ALE,Barrels,1000223,Australia,458160.0,inf,2094672.0,27,51920
as_1875,1875,export_uk,"ARMS, AMMUNITION, and MILITARY STORES",BEER AND ALE,Barrels,1000224,British North America,51920.0,inf,2094672.0,27,51920
as_1875,1875,export_uk,"ARMS, AMMUNITION, and MILITARY STORES",BEER AND ALE,Barrels,1000225,British West India Islands and British Guiana,109523.0,inf,2094672.0,27,51920
as_1875,1875,export_uk,"ARMS, AMMUNITION, and MILITARY STORES",BEER AND ALE,Barrels,1000226,Other Countries,137522.0,inf,2094672.0,27,51920
as_1875,1875,export_uk,"ARMS, AMMUNITION, and MILITARY STORES",BEER AND ALE,Barrels,1000227,TOTAL,2094672.0,inf,2094672.0,27,51920
as_1875,1875,export_uk,BLEACHING MATERIALS,,Cwts,1000247,Russia,21810.0,inf,351874.0,8,5761
as_1875,1875,export_uk,BLEACHING MATERIALS,,Cwts,1000248,Germany,58792.0,inf,351874.0,8,5761
as_1875,1875,export_uk,BLEACHING MATERIALS,,Cwts,1000249,Holland,15098.0,inf,351874.0,8,5761
as_1875,1875,export_uk,BLEACHING MATERIALS,,Cwts,1000250,Belgium,23042.0,inf,351874.0,8,5761
as_1875,1875,export_uk,BLEACHING MATERIALS,,Cwts,1000251,United States: Atlantic,197702.0,inf,351874.0,8,5761
as_1875,1875,export_uk,BLEACHING MATERIALS,,Cwts,1000252,Pacific,380.0,inf,351874.0,8,5761
as_1875,1875,export_uk,BLEACHING MATERIALS,,Cwts,1000253,Canada,5761.0,inf,351874.0,8,5761
as_1875,1875,export_uk,BLEACHING MATERIALS,,Cwts,1000254,Other Countries,29289.0,inf,351874.0,8,5761
as_1875,1875,export_uk,BLEACHING MATERIALS,,Cwts,1000255,TOTAL,351874.0,inf,351874.0,8,5761
as_1875,1875,export_uk,BLEACHING MATERIALS,"BOOKS, PRINTED",Cwts,1000256,Germany,18363.0,inf,916351.0,17,63899
as_1875,1875,export_uk,BLEACHING MATERIALS,"BOOKS, PRINTED",Cwts,1000257,Holland,22035.0,inf,916351.0,17,63899
as_1875,1875,export_uk,BLEACHING MATERIALS,"BOOKS, PRINTED",Cwts,1000258,Belgium,18483.0,inf,916351.0,17,63899
as_1875,1875,export_uk,BLEACHING MATERIALS,"BOOKS, PRINTED",Cwts,1000259,France,31593.0,inf,916351.0,17,63899
as_1875,1875,export_uk,BLEACHING MATERIALS,"BOOKS, PRINTED",Cwts,1000260,China,3205.0,inf,916351.0,17,63899
as_1875,1875,export_uk,BLEACHING MATERIALS,"BOOKS, PRINTED",Cwts,1000261,Japan,4490.0,inf,916351.0,17,63899
as_1875,1875,export_uk,BLEACHING MATERIALS,"BOOKS, PRINTED",Cwts,1000262,United States: Atlantic,269907.0,inf,916351.0,17,63899
as_1875,1875,export_uk,BLEACHING MATERIALS,"BOOKS, PRINTED",Cwts,1000263,Pacific,3387.0,inf,916351.0,17,63899
as_1875,1875,export_uk,BLEACHING MATERIALS,"BOOKS, PRINTED",Cwts,1000264,British Possessions in South Africa,42227.0,inf,916351.0,17,63899
as_1875,1875,export_uk,BLEACHING MATERIALS,"BOOKS, PRINTED",Cwts,1000265,British India: Bombay and Scinde,22534.0,inf,916351.0,17,63899
as_1875,1875,export_uk,BLEACHING MATERIALS,"BOOKS, PRINTED",Cwts,1000266,Madras,11467.0,inf,916351.0,17,63899
as_1875,1875,export_uk,BLEACHING MATERIALS,"BOOKS, PRINTED",Cwts,1000267,Bengal and Burmah,38414.0,inf,916351.0,17,63899
as_1875,1875,export_uk,BLEACHING MATERIALS,"BOOKS, PRINTED",Cwts,1000268,Ceylon,4147.0,inf,916351.0,17,63899
as_1875,1875,export_uk,BLEACHING MATERIALS,"BOOKS, PRINTED",Cwts,1000269,Australia,302432.0,inf,916351.0,17,63899
as_1875,1875,export_uk,BLEACHING MATERIALS,"BOOKS, PRINTED",Cwts,1000270,British North America,63899.0,inf,916351.0,17,63899
as_1875,1875,export_uk,BLEACHING MATERIALS,"BOOKS, PRINTED",Cwts,1000271,British West India Islands and British Guiana,14414.0,inf,916351.0,17,63899
as_1875,1875,export_uk,BLEACHING MATERIALS,"BOOKS, PRINTED",Cwts,1000272,Other Countries,45354.0,inf,916351.0,17,63899
as_1875,1875,export_uk,BLEACHING MATERIALS,"BOOKS, PRINTED",Cwts,1000273,TOTAL,916351.0,inf,916351.0,17,63899
as_1875,1875,export_uk,LINEN and JUTE MANUFACTURES,"Manufactures, Unenumerated",,1001340,Russia,27003.0,inf,300779.0,11,10215
as_1875,1875,export_uk,LINEN and JUTE MANUFACTURES,"Manufactures, Unenumerated",,1001341,Germany,83914.0,inf,300779.0,11,10215
as_1875,1875,export_uk,LINEN and JUTE MANUFACTURES,"Manufactures, Unenumerated",,1001342,Holland,29566.0,inf,300779.0,11,10215
as_1875,1875,export_uk,LINEN and JUTE MANUFACTURES,"Manufactures, Unenumerated",,1001343,Belgium,13102.0,inf,300779.0,11,10215
as_1875,1875,export_uk,LINEN and JUTE MANUFACTURES,"Manufactures, Unenumerated",,1001344,France,13702.0,inf,300779.0,11,10215
as_1875,1875,export_uk,LINEN and JUTE MANUFACTURES,"Manufactures, Unenumerated",,1001345,United States: Atlantic,28755.0,inf,300779.0,11,10215
as_1875,1875,export_uk,LINEN and JUTE MANUFACTURES,"Manufactures, Unenumerated",,1001346,Pacific,3209.0,inf,300779.0,11,10215
as_1875,1875,export_uk,LINEN and JUTE MANUFACTURES,"Manufactures, Unenumerated",,1001347,British Possessions in South Africa,8893.0,inf,300779.0,11,10215
as_1875,1875,export_uk,LINEN and JUTE MANUFACTURES,"Manufactures, Unenumerated",,1001348,Australia,22721.0,inf,300779.0,11,10215
as_1875,1875,export_uk,LINEN and JUTE MANUFACTURES,"Manufactures, Unenumerated",,1001349,British North America,10215.0,inf,300779.0,11,10215
as_1875,1875,export_uk,LINEN and JUTE MANUFACTURES,"Manufactures, Unenumerated",,1001350,Other Countries,59699.0,inf,300779.0,11,10215
as_1875,1875,export_uk,LINEN and JUTE MANUFACTURES,"Manufactures, Unenumerated",,1001351,TOTAL,300779.0,inf,300779.0,11,10215
as_1875,1875,reexport,HIDES,"Not Tanned, &c., Dry",Cwts,1000510,Russia,23270.0,inf,1120572.0,10,0
as_1875,1875,reexport,HIDES,"Not Tanned, &c., Dry",Cwts,1000511,Sweden,28056.0,inf,1120572.0,10,0
as_1875,1875,reexport,HIDES,"Not Tanned, &c., Dry",Cwts,1000512,Germany,442236.0,inf,1120572.0,10,0
as_1875,1875,reexport,HIDES,"Not Tanned, &c., Dry",Cwts,1000513,Holland,298340.0,inf,1120572.0,10,0
as_1875,1875,reexport,HIDES,"Not Tanned, &c., Dry",Cwts,1000514,Belgium,63240.0,inf,1120572.0,10,0
as_1875,1875,reexport,HIDES,"Not Tanned, &c., Dry",Cwts,1000515,France,24570.0,inf,1120572.0,10,0
as_1875,1875,reexport,HIDES,"Not Tanned, &c., Dry",Cwts,1000516,Italy,132875.0,inf,1120572.0,10,0
as_1875,1875,reexport,HIDES,"Not Tanned, &c., Dry",Cwts,1000517,Greece,36496.0,inf,1120572.0,10,0
as_1875,1875,reexport,HIDES,"Not Tanned, &c., Dry",Cwts,1000518,United States of America,27669.0,inf,1120572.0,10,0
as_1875,1875,reexport,HIDES,"Not Tanned, &c., Dry",Cwts,1000519,Other Countries,43820.0,inf,1120572.0,10,0
as_1875,1875,reexport,HIDES,"Not Tanned, &c., Dry",Cwts,1000520,TOTAL,1120572.0,inf,1120572.0,10,0
as_1876,1876,export_uk,"CARRIAGES, CARTS, &c.",Railway Carriages for Passengers,No,1000306,Russia,10133.0,inf,203799.0,9,0
as_1876,1876,export_uk,"CARRIAGES, CARTS, &c.",Railway Carriages for Passengers,No,1000307,Sweden,25984.0,inf,203799.0,9,0
as_1876,1876,export_uk,"CARRIAGES, CARTS, &c.",Railway Carriages for Passengers,No,1000308,Italy,6420.0,inf,203799.0,9,0
as_1876,1876,export_uk,"CARRIAGES, CARTS, &c.",Railway Carriages for Passengers,No,1000309,Argentine Republic,15490.0,inf,203799.0,9,0
as_1876,1876,export_uk,"CARRIAGES, CARTS, &c.",Railway Carriages for Passengers,No,1000310,British Possessions in South Africa,23837.0,inf,203799.0,9,0
as_1876,1876,export_uk,"CARRIAGES, CARTS, &c.",Railway Carriages for Passengers,No,1000311,British India: Madras,12328.0,inf,203799.0,9,0
as_1876,1876,export_uk,"CARRIAGES, CARTS, &c.",Railway Carriages for Passengers,No,1000312,Bengal and Burmah,8950.0,inf,203799.0,9,0
as_1876,1876,export_uk,"CARRIAGES, CARTS, &c.",Railway Carriages for Passengers,No,1000313,Australia,72071.0,inf,203799.0,9,0
as_1876,1876,export_uk,"CARRIAGES, CARTS, &c.",Railway Carriages for Passengers,No,1000314,Other Countries,28536.0,inf,203799.0,9,0
as_1876,1876,export_uk,"CARRIAGES, CARTS, &c.",Railway Carriages for Passengers,No,1000315,TOTAL,203799.0,inf,203799.0,9,0
as_1876,1876,export_uk,"COALS, CINDERS, &c.","Products of Coal, Peat, or Shale, including Naphtha, Paraffine, and Oil thereof, and Petroleum, Pitch, and Tar",,1000461,Russia,18525.0,inf,476495.0,8,0
as_1876,1876,export_uk,"COALS, CINDERS, &c.","Products of Coal, Peat, or Shale, including Naphtha, Paraffine, and Oil thereof, and Petroleum, Pitch, and Tar",,1000462,Sweden and Norway,67284.0,inf,476495.0,8,0
as_1876,1876,export_uk,"COALS, CINDERS, &c.","Products of Coal, Peat, or Shale, including Naphtha, Paraffine, and Oil thereof, and Petroleum, Pitch, and Tar",,1000463,Germany,17211.0,inf,476495.0,8,0
as_1876,1876,export_uk,"COALS, CINDERS, &c.","Products of Coal, Peat, or Shale, including Naphtha, Paraffine, and Oil thereof, and Petroleum, Pitch, and Tar",,1000464,Holland,60277.0,inf,476495.0,8,0
as_1876,1876,export_uk,"COALS, CINDERS, &c.","Products of Coal, Peat, or Shale, including Naphtha, Paraffine, and Oil thereof, and Petroleum, Pitch, and Tar",,1000465,Belgium,31312.0,inf,476495.0,8,0
as_1876,1876,export_uk,"COALS, CINDERS, &c.","Products of Coal, Peat, or Shale, including Naphtha, Paraffine, and Oil thereof, and Petroleum, Pitch, and Tar",,1000466,France,208322.0,inf,476495.0,8,0
as_1876,1876,export_uk,"COALS, CINDERS, &c.","Products of Coal, Peat, or Shale, including Naphtha, Paraffine, and Oil thereof, and Petroleum, Pitch, and Tar",,1000467,Italy,25550.0,inf,476495.0,8,0
as_1876,1876,export_uk,"COALS, CINDERS, &c.","Products of Coal, Peat, or Shale, including Naphtha, Paraffine, and Oil thereof, and Petroleum, Pitch, and Tar",,1000468,Other Countries,48014.0,inf,476495.0,8,0
as_1876,1876,export_uk,"COALS, CINDERS, &c.","Products of Coal, Peat, or Shale, including Naphtha, Paraffine, and Oil thereof, and Petroleum, Pitch, and Tar",,1000469,TOTAL,476495.0,inf,476495.0,8,0
as_1876,1876,export_uk,COPPER,"Mixed, or Yellow Metal, for Sheathing",Cwts,1000479,Sweden and Norway,89290.0,inf,950607.0,16,46788
as_1876,1876,export_uk,COPPER,"Mixed, or Yellow Metal, for Sheathing",Cwts,1000480,Germany,88296.0,inf,950607.0,16,46788
as_1876,1876,export_uk,COPPER,"Mixed, or Yellow Metal, for Sheathing",Cwts,1000481,Holland,37846.0,inf,950607.0,16,46788
as_1876,1876,export_uk,COPPER,"Mixed, or Yellow Metal, for Sheathing",Cwts,1000482,France,33946.0,inf,950607.0,16,46788
as_1876,1876,export_uk,COPPER,"Mixed, or Yellow Metal, for Sheathing",Cwts,1000483,Italy,75789.0,inf,950607.0,16,46788
as_1876,1876,export_uk,COPPER,"Mixed, or Yellow Metal, for Sheathing",Cwts,1000484,Java,18961.0,inf,950607.0,16,46788
as_1876,1876,export_uk,COPPER,"Mixed, or Yellow Metal, for Sheathing",Cwts,1000485,United States: Atlantic,25759.0,inf,950607.0,16,46788
as_1876,1876,export_uk,COPPER,"Mixed, or Yellow Metal, for Sheathing",Cwts,1000486,Pacific,819.0,inf,950607.0,16,46788
as_1876,1876,export_uk,COPPER,"Mixed, or Yellow Metal, for Sheathing",Cwts,1000487,British India: Bombay and Scinde,85320.0,inf,950607.0,16,46788
as_1876,1876,export_uk,COPPER,"Mixed, or Yellow Metal, for Sheathing",Cwts,1000488,Madras,58702.0,inf,950607.0,16,46788
as_1876,1876,export_uk,COPPER,"Mixed, or Yellow Metal, for Sheathing",Cwts,1000489,Bengal and Burmah,134289.0,inf,950607.0,16,46788
as_1876,1876,export_uk,COPPER,"Mixed, or Yellow Metal, for Sheathing",Cwts,1000490,Straits Settlements,20359.0,inf,950607.0,16,46788
as_1876,1876,export_uk,COPPER,"Mixed, or Yellow Metal, for Sheathing",Cwts,1000491,Hong Kong,72345.0,inf,950607.0,16,46788
as_1876,1876,export_uk,COPPER,"Mixed, or Yellow Metal, for Sheathing",Cwts,1000492,Australia,27515.0,inf,950607.0,16,46788
as_1876,1876,export_uk,COPPER,"Mixed, or Yellow Metal, for Sheathing",Cwts,1000493,British North America,46788.0,inf,950607.0,16,46788
as_1876,1876,export_uk,COPPER,"Mixed, or Yellow Metal, for Sheathing",Cwts,1000494,Other Countries,134583.0,inf,950607.0,16,46788
as_1876,1876,export_uk,COPPER,"Mixed, or Yellow Metal, for Sheathing",Cwts,1000495,TOTAL,950607.0,inf,950607.0,16,46788
as_1876,1876,export_uk,COPPER,Unenumerated,Cwts,1000496,Russia,110843.0,inf,999216.0,18,0
as_1876,1876,export_uk,COPPER,Unenumerated,Cwts,1000497,Sweden and Norway,42302.0,inf,999216.0,18,0
as_1876,1876,export_uk,COPPER,Unenumerated,Cwts,1000498,Germany,54638.0,inf,999216.0,18,0
as_1876,1876,export_uk,COPPER,Unenumerated,Cwts,1000499,Holland,25214.0,inf,999216.0,18,0
as_1876,1876,export_uk,COPPER,Unenumerated,Cwts,1000500,"Portugal, Azores, and Madeira",20655.0,inf,999216.0,18,0
as_1876,1876,export_uk,COPPER,Unenumerated,Cwts,1000501,Spain and Canaries,20288.0,inf,999216.0,18,0
as_1876,1876,export_uk,COPPER,Unenumerated,Cwts,1000502,Italy,57707.0,inf,999216.0,18,0
as_1876,1876,export_uk,COPPER,Unenumerated,Cwts,1000503,Greece,17781.0,inf,999216.0,18,0
as_1876,1876,export_uk,COPPER,Unenumerated,Cwts,1000504,Turkey Proper,77739.0,inf,999216.0,18,0
as_1876,1876,export_uk,COPPER,Unenumerated,Cwts,1000505,Egypt,30897.0,inf,999216.0,18,0
as_1876,1876,export_uk,COPPER,Unenumerated,Cwts,1000506,Foreign West Indies,20911.0,inf,999216.0,18,0
as_1876,1876,export_uk,COPPER,Unenumerated,Cwts,1000507,Brazil,50815.0,inf,999216.0,18,0
as_1876,1876,export_uk,COPPER,Unenumerated,Cwts,1000508,British India: Bombay and Scinde,210132.0,inf,999216.0,18,0
as_1876,1876,export_uk,COPPER,Unenumerated,Cwts,1000509,Madras,8828.0,inf,999216.0,18,0
as_1876,1876,export_uk,COPPER,Unenumerated,Cwts,1000510,Bengal and Burmah,117286.0,inf,999216.0,18,0
as_1876,1876,export_uk,COPPER,Unenumerated,Cwts,1000511,Australia,20006.0,inf,999216.0,18,0
as_1876,1876,export_uk,COPPER,Unenumerated,Cwts,1000512,British West India Islands and British Guiana,14314.0,inf,999216.0,18,0
as_1876,1876,export_uk,COPPER,Unenumerated,Cwts,1000513,Other Countries,99360.0,inf,999216.0,18,0
as_1876,1876,export_uk,COPPER,Unenumerated,Cwts,1000514,TOTAL,999216.0,inf,999216.0,18,0
as_1876,1876,export_uk,"CORDAGE, CABLES, and ROPES of HEMP or like MATERIAL",,,1000515,Sweden and Norway,10763.0,inf,266460.0,13,52807
as_1876,1876,export_uk,"CORDAGE, CABLES, and ROPES of HEMP or like MATERIAL",,,1000516,Germany,9123.0,inf,266460.0,13,52807
as_1876,1876,export_uk,"CORDAGE, CABLES, and ROPES of HEMP or like MATERIAL",,,1000517,Peru,9431.0,inf,266460.0,13,52807
as_1876,1876,export_uk,"CORDAGE, CABLES, and ROPES of HEMP or like MATERIAL",,,1000518,Chili,7276.0,inf,266460.0,13,52807
as_1876,1876,export_uk,"CORDAGE, CABLES, and ROPES of HEMP or like MATERIAL",,,1000519,Brazil,14359.0,inf,266460.0,13,52807
as_1876,1876,export_uk,"CORDAGE, CABLES, and ROPES of HEMP or like MATERIAL",,,1000520,British Possessions in South Africa,12164.0,inf,266460.0,13,52807
as_1876,1876,export_uk,"CORDAGE, CABLES, and ROPES of HEMP or like MATERIAL",,,1000521,British India: Bombay and Scinde,9192.0,inf,266460.0,13,52807
as_1876,1876,export_uk,"CORDAGE, CABLES, and ROPES of HEMP or like MATERIAL",,,1000522,Madras,2107.0,inf,266460.0,13,52807
as_1876,1876,export_uk,"CORDAGE, CABLES, and ROPES of HEMP or like MATERIAL",,,1000523,Bengal and Burmah,5517.0,inf,266460.0,13,52807
as_1876,1876,export_uk,"CORDAGE, CABLES, and ROPES of HEMP or like MATERIAL",,,1000524,Australia,55212.0,inf,266460.0,13,52807
as_1876,1876,export_uk,"CORDAGE, CABLES, and ROPES of HEMP or like MATERIAL",,,1000525,British North America,52807.0,inf,266460.0,13,52807
as_1876,1876,export_uk,"CORDAGE, CABLES, and ROPES of HEMP or like MATERIAL",,,1000526,British West India Islands and British Guiana,21498.0,inf,266460.0,13,52807
as_1876,1876,export_uk,"CORDAGE, CABLES, and ROPES of HEMP or like MATERIAL",,,1000527,Other Countries,57021.0,inf,266460.0,13,52807
as_1876,1876,export_uk,"CORDAGE, CABLES, and ROPES of HEMP or like MATERIAL",,,1000528,TOTAL,266460.0,inf,266460.0,13,52807
as_1876,1876,export_uk,CORN and GRAIN,Wheat,Cwts,1000529,Germany,24209.0,inf,242842.0,5,0
as_1876,1876,export_uk,CORN and GRAIN,Wheat,Cwts,1000530,Holland,33386.0,inf,242842.0,5,0
as_1876,1876,export_uk,CORN and GRAIN,Wheat,Cwts,1000531,Belgium,54506.0,inf,242842.0,5,0
as_1876,1876,export_uk,CORN and GRAIN,Wheat,Cwts,1000532,France,113072.0,inf,242842.0,5,0
as_1876,1876,export_uk,CORN and GRAIN,Wheat,Cwts,1000533,Other Countries,17669.0,inf,242842.0,5,0
as_1876,1876,export_uk,CORN and GRAIN,Wheat,Cwts,1000534,TOTAL,242842.0,inf,242842.0,5,0
as_1876,1876,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Worsted Stuffs, all Wool",Yards,1001965,Holland,48316.0,inf,933839.0,10,41330
as_1876,1876,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Worsted Stuffs, all Wool",Yards,1001966,Belgium,31641.0,inf,933839.0,10,41330
as_1876,1876,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Worsted Stuffs, all Wool",Yards,1001967,France,30043.0,inf,933839.0,10,41330
as_1876,1876,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Worsted Stuffs, all Wool",Yards,1001968,China,340468.0,inf,933839.0,10,41330
as_1876,1876,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Worsted Stuffs, all Wool",Yards,1001969,United States: Atlantic,27459.0,inf,933839.0,10,41330
as_1876,1876,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Worsted Stuffs, all Wool",Yards,1001970,Pacific,6825.0,inf,933839.0,10,41330
as_1876,1876,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Worsted Stuffs, all Wool",Yards,1001971,Hong Kong,131609.0,inf,933839.0,10,41330
as_1876,1876,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Worsted Stuffs, all Wool",Yards,1001972,Australia,141193.0,inf,933839.0,10,41330
as_1876,1876,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Worsted Stuffs, all Wool",Yards,1001973,British North America,41330.0,inf,933839.0,10,41330
as_1876,1876,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Worsted Stuffs, all Wool",Yards,1001974,Other Countries,134955.0,inf,933839.0,10,41330
as_1876,1876,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Worsted Stuffs, all Wool",Yards,1001975,TOTAL,933839.0,inf,933839.0,10,41330
as_1877,1877,export_uk,LEATHER,"Wrought, other Articles, Unenumerated",Lbs,1001250,Russia,17443.0,inf,305175.0,11,40493
as_1877,1877,export_uk,LEATHER,"Wrought, other Articles, Unenumerated",Lbs,1001251,Germany,30806.0,inf,305175.0,11,40493
as_1877,1877,export_uk,LEATHER,"Wrought, other Articles, Unenumerated",Lbs,1001252,Holland,30257.0,inf,305175.0,11,40493
as_1877,1877,export_uk,LEATHER,"Wrought, other Articles, Unenumerated",Lbs,1001253,Belgium,21357.0,inf,305175.0,11,40493
as_1877,1877,export_uk,LEATHER,"Wrought, other Articles, Unenumerated",Lbs,1001254,United States: Atlantic,16562.0,inf,305175.0,11,40493
as_1877,1877,export_uk,LEATHER,"Wrought, other Articles, Unenumerated",Lbs,1001255,Pacific,80.0,inf,305175.0,11,40493
as_1877,1877,export_uk,LEATHER,"Wrought, other Articles, Unenumerated",Lbs,1001256,British India: Bombay and Scinde,7895.0,inf,305175.0,11,40493
as_1877,1877,export_uk,LEATHER,"Wrought, other Articles, Unenumerated",Lbs,1001257,Bengal and Burmah,10364.0,inf,305175.0,11,40493
as_1877,1877,export_uk,LEATHER,"Wrought, other Articles, Unenumerated",Lbs,1001258,Australia,68113.0,inf,305175.0,11,40493
as_1877,1877,export_uk,LEATHER,"Wrought, other Articles, Unenumerated",Lbs,1001259,British North America,40493.0,inf,305175.0,11,40493
as_1877,1877,export_uk,LEATHER,"Wrought, other Articles, Unenumerated",Lbs,1001260,Other Countries,61805.0,inf,305175.0,11,40493
as_1877,1877,export_uk,LEATHER,"Wrought, other Articles, Unenumerated",Lbs,1001261,TOTAL,305175.0,inf,305175.0,11,40493
as_1877,1877,export_uk,LINEN and JUTE YARN,Linen Yarn,Lbs,1001262,Germany,234699.0,inf,1291729.0,7,0
as_1877,1877,export_uk,LINEN and JUTE YARN,Linen Yarn,Lbs,1001263,Holland,158306.0,inf,1291729.0,7,0
as_1877,1877,export_uk,LINEN and JUTE YARN,Linen Yarn,Lbs,1001264,Belgium,120195.0,inf,1291729.0,7,0
as_1877,1877,export_uk,LINEN and JUTE YARN,Linen Yarn,Lbs,1001265,France,177800.0,inf,1291729.0,7,0
as_1877,1877,export_uk,LINEN and JUTE YARN,Linen Yarn,Lbs,1001266,Spain and Canaries,464817.0,inf,1291729.0,7,0
as_1877,1877,export_uk,LINEN and JUTE YARN,Linen Yarn,Lbs,1001267,Italy,73342.0,inf,1291729.0,7,0
as_1877,1877,export_uk,LINEN and JUTE YARN,Linen Yarn,Lbs,1001268,Other Countries,62570.0,inf,1291729.0,7,0
as_1877,1877,export_uk,LINEN and JUTE YARN,Linen Yarn,Lbs,1001269,TOTAL,1291729.0,inf,1291729.0,7,0
as_1877,1877,export_uk,WOOLLEN and WORSTED MANUFACTURES,Hosiery,,1002088,Germany,26519.0,inf,293611.0,10,44762
as_1877,1877,export_uk,WOOLLEN and WORSTED MANUFACTURES,Hosiery,,1002089,Holland,7916.0,inf,293611.0,10,44762
as_1877,1877,export_uk,WOOLLEN and WORSTED MANUFACTURES,Hosiery,,1002090,Belgium,9981.0,inf,293611.0,10,44762
