flow,raw_group,canonical,method,rows,volumes,y0,y1,variants_in_family
import,HATS or BONNETS,HATS OR BONNETS,case,190,14,1870,1885,3
import,Hats or BONNETS,HATS OR BONNETS,case,29,1,1874,1874,3
import,"HIDES, Raw, and Pieces thereof","HIDES, Raw, and Pieces thereof",identity,711,11,1882,1896,3
import,HIDES. Raw. and Pieces thereof,"HIDES, Raw, and Pieces thereof",case,143,2,1887,1895,3
import,"HIDES. Raw, and Pieces thereof","HIDES, Raw, and Pieces thereof",case,56,1,1884,1884,3
reexport,HORNS AND HOOFS,HORNS AND HOOFS,identity,59,10,1875,1896,3
reexport,Horns and Hoofs,HORNS AND HOOFS,case,22,4,1872,1885,3
reexport,HORNS AND HOOFs,HORNS AND HOOFS,case,6,1,1878,1878,3
import,Horns and Hoofs,Horns and Hoofs,identity,81,5,1880,1887,3
import,HORNS and HOOFS,Horns and Hoofs,case,40,2,1886,1889,3
import,HORNS and HOOFs,Horns and Hoofs,case,39,2,1888,1891,3
export_uk,IMPLEMENTS AND TOOLS,IMPLEMENTS AND TOOLS,identity,22601,14,1887,1900,3
export_uk,IMPLEMENTS and Tools,IMPLEMENTS AND TOOLS,case,354,10,1872,1888,3
export_uk,IMPLEMENTS and TOOLS,IMPLEMENTS AND TOOLS,case,227,7,1875,1889,3
export_uk,IRON,IRON,identity,7629,19,1870,1890,3
export_uk,Iron,IRON,case,4374,10,1876,1896,3
export_uk,"IRON,",IRON,case,173,3,1888,1890,3
import,LEATHER MANUFACTURES,LEATHER MANUFACTURES,identity,805,24,1870,1900,3
import,Leather Manufactures,LEATHER MANUFACTURES,case,115,2,1898,1899,3
import,LEATHER Manufactures,LEATHER MANUFACTURES,case,20,1,1886,1886,3
import,"MANGANESE, ORE of","MANGANESE, ORE of",identity,77,5,1886,1896,3
import,MANGANESE ORE of,"MANGANESE, ORE of",case,59,4,1887,1892,3
import,"MANGANESE, Ore of","MANGANESE, ORE of",case,51,4,1882,1885,3
export_uk,MEAL and FLOUR,MEAL and FLOUR,identity,928,18,1870,1896,3
export_uk,MeAL and FLOUR,MEAL and FLOUR,case,41,1,1872,1872,3
export_uk,Meal and Flour,MEAL and FLOUR,case,40,1,1883,1883,3
export_uk,"METALS, Unenumerated and Manufactures thereof","METALS, Unenumerated and Manufactures thereof",identity,106,4,1885,1893,3
export_uk,"METALS, Unenumerated and Manu- factures thereof","METALS, Unenumerated and Manufactures thereof",dehyphen,72,3,1887,1890,3
export_uk,"METALS, Unenumerated, and Manufactures thereof","METALS, Unenumerated and Manufactures thereof",case,34,1,1896,1896,3
import,MOSS LITTER,MOSS LITTER,identity,61,8,1889,1900,3
import,Moss LITTER,MOSS LITTER,case,5,1,1891,1891,3
import,MOSS/LITTER,MOSS LITTER,case,4,1,1896,1896,3
import,"MUTTON, FRESH","MUTTON, FRESH",identity,171,12,1885,1896,3
import,"MUTTON, Fresh","MUTTON, FRESH",case,85,1,1895,1899,3
import,"Mutton, Fresh","MUTTON, FRESH",case,69,4,1882,1900,3
reexport,"MUTTON, Fresh","MUTTON, Fresh",identity,37,13,1884,1896,3
reexport,"MUTTON, FRESH","MUTTON, Fresh",case,25,1,1894,1898,3
reexport,"Mutton, Fresh","MUTTON, Fresh",case,5,1,1900,1900,3
import,NUTS AND KERNELS,NUTS AND KERNELS,identity,5719,15,1886,1900,3
import,NUTS and KERNELS,NUTS AND KERNELS,case,144,13,1872,1885,3
import,Nuts and KERNELS,NUTS AND KERNELS,case,7,1,1877,1877,3
export_uk,"OIL, OTHER THAN ESSENTIAL, OR MEDICINAL","OIL, OTHER THAN ESSENTIAL, OR MEDICINAL",identity,1946,3,1893,1900,3
export_uk,"OIL, other than Essential or Medicinal","OIL, OTHER THAN ESSENTIAL, OR MEDICINAL",case,1447,20,1872,1896,3
export_uk,"Oil, other than Essential or Medicinal","OIL, OTHER THAN ESSENTIAL, OR MEDICINAL",case,189,4,1873,1882,3
reexport,OIL-SEED CAKE,OIL-SEED CAKE,identity,85,13,1883,1896,3
reexport,OIL SEED CAKE,OIL-SEED CAKE,case,51,9,1872,1882,3
reexport,OIL SEED-CAKE,OIL-SEED CAKE,case,1,1,1878,1878,3
import,"ONIONS, Raw","ONIONS, Raw",identity,248,16,1880,1896,3
reexport,"ONIONS, Raw","ONIONS, Raw",identity,134,11,1887,1898,3
import,"ONIONS, raw","ONIONS, Raw",case,87,1,1895,1899,3
import,"Onions, Raw","ONIONS, Raw",case,15,1,1894,1894,3
reexport,"ONIONS, RAW","ONIONS, Raw",case,5,1,1885,1885,3
reexport,ONIONS. Raw,"ONIONS, Raw",case,5,1,1886,1886,3
export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED","PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",identity,4381,3,1893,1900,3
export_uk,"PAINTERS' COLOURS AND MA- TERIALS, UNENUMERATED","PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",dehyphen,1596,1,1894,1898,3
export_uk,"PAINTERS' COLOURS and MATERIALS, Unenumerated","PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",case,413,10,1885,1895,3
reexport,"PAINTERS' Colours and Pigments, Unenumerated","PAINTERS' Colours and Pigments, Unenumerated",identity,180,2,1894,1899,3
reexport,"PAINTERS' COLOURS AND PIGMENTS, Unenumerated","PAINTERS' Colours and Pigments, Unenumerated",case,176,19,1874,1895,3
reexport,"PAINTERS’ COLOURS AND PIGMENTS, Unenumerated","PAINTERS' Colours and Pigments, Unenumerated",case,9,1,1873,1873,3
reexport,"PLATE, OF SILVER, GILT OR UNGILT","PLATE, OF SILVER, GILT OR UNGILT",identity,12,4,1887,1893,3
reexport,"PLATE, OF SILVER GILT OR UNGILT","PLATE, OF SILVER, GILT OR UNGILT",case,6,4,1882,1885,3
reexport,PLATE OF SILVER GILT OR UNGILT,"PLATE, OF SILVER, GILT OR UNGILT",case,3,1,1886,1886,3
reexport,"PRINTS, Engravings and Photographs","PRINTS, Engravings and Photographs",identity,294,3,1893,1899,3
reexport,"PRINTS, ENGRAVINGS, AND PHOTO- GRAPHS","PRINTS, Engravings and Photographs",dehyphen,15,5,1883,1893,3
reexport,"PRINTS, ENGRAVINGS, AND PHOTOGRAPHS","PRINTS, Engravings and Photographs",case,3,1,1882,1882,3
import,PYRITES of IRON or COPPER,PYRITES of IRON or COPPER,identity,101,14,1874,1896,3
import,PYRITES of Iron or Copper,PYRITES of IRON or COPPER,case,30,4,1891,1895,3
reexport,PYRITES of IRON or COPPER,PYRITES of IRON or COPPER,identity,30,2,1893,1898,3
reexport,PYRITES OF IRON OR COPPER,PYRITES of IRON or COPPER,case,22,14,1874,1895,3
import,PYRITES of Iron or COPPER,PYRITES of IRON or COPPER,case,11,2,1875,1880,3
reexport,PYRITES of Iron or Copper,PYRITES of IRON or COPPER,case,1,1,1879,1879,3
import,"QUICKSILVER, (Metallic)","QUICKSILVER, (Metallic)",identity,87,2,1874,1875,3
import,"QUICKSILVER, Metallic","QUICKSILVER, (Metallic)",case,44,2,1870,1873,3
import,QUICKSILVER (Metallic),"QUICKSILVER, (Metallic)",case,22,4,1876,1879,3
import,"RAGS, WOOLLEN, applicable to other uses than Manure, torn up or not","RAGS, WOOLLEN, applicable to other uses than Manure, torn up or not",identity,63,6,1877,1884,3
import,"RAGS, WOOLLEN, applicable to other uses than Manure; torn up or not","RAGS, WOOLLEN, applicable to other uses than Manure, torn up or not",case,10,1,1882,1882,3
import,"RAGS WOOLLEN: Applicable to other uses than Manure, torn up or not","RAGS, WOOLLEN, applicable to other uses than Manure, torn up or not",case,8,1,1876,1876,3
import,"SAGO, and flour or meal thereof","SAGO, and flour or meal thereof",identity,100,3,1893,1899,3
import,SAGO and FLOUR or MEAL thereof,"SAGO, and flour or meal thereof",case,5,1,1896,1896,3
import,SAGO and Flour or Meal thereof,"SAGO, and flour or meal thereof",case,3,1,1895,1895,3
export_uk,"SEEDS, of all Sorts","SEEDS, of all Sorts",identity,114,11,1872,1885,3
export_uk,"SEEDS, of all sorts","SEEDS, of all Sorts",case,107,6,1886,1892,3
export_uk,"SEEDS, OF ALL SORTS","SEEDS, of all Sorts",case,95,1,1895,1899,3
import,SHELLS of all kinds,SHELLS of all kinds,identity,2783,14,1886,1900,3
import,"SHELLS, of all KINDS",SHELLS of all kinds,case,64,3,1883,1885,3
import,SHELLS of all KINDS,SHELLS of all kinds,case,8,1,1882,1882,3
reexport,"SHELLS, of all kinds","SHELLS, of all kinds",identity,154,3,1894,1900,3
reexport,SHELLS of all Kinds,"SHELLS, of all kinds",case,100,14,1883,1896,3
reexport,Shells of all kinds,"SHELLS, of all kinds",case,6,1,1882,1882,3
import,"SILVER ORE, or Ore of which the greater part in Value is Silver","SILVER ORE, or Ore of which the greater part in Value is Silver",identity,147,7,1889,1896,3
import,"SILVER ORE, or ORE of which the greater part in value is Silver","SILVER ORE, or Ore of which the greater part in Value is Silver",case,106,9,1872,1885,3
import,"SILVER ORE, or Ore of which the greater part in value is Silver","SILVER ORE, or Ore of which the greater part in Value is Silver",case,40,2,1886,1887,3
reexport,"SILVER, Ore of, or Ore of which the greater part in value is Silver","SILVER, Ore of, or Ore of which the greater part in value is Silver",identity,63,9,1887,1896,3
reexport,"SILVER, Ore of, or Ore of which the greater part in Value is Silver","SILVER, Ore of, or Ore of which the greater part in value is Silver",case,28,6,1879,1885,3
reexport,"SILVER. Ore of, or Ore of which the greater part in value is Silver","SILVER, Ore of, or Ore of which the greater part in value is Silver",case,4,1,1886,1886,3
export_uk,SKINS and FURS,SKINS and FURS,identity,797,24,1872,1896,3
export_uk,SKINS AND FURS,SKINS and FURS,case,537,2,1870,1899,3
export_uk,SKINS and Furs,SKINS and FURS,case,19,1,1875,1875,3
import,"SKINS, AND FURS","SKINS, AND FURS",identity,866,1,1895,1899,3
import,SKINS and FURS,"SKINS, AND FURS",case,104,1,1896,1896,3
import,SKINS and FURS.,"SKINS, AND FURS",case,47,1,1896,1896,3
reexport,SPIRITS,SPIRITS,identity,1760,21,1872,1900,3
reexport,Spirits,SPIRITS,case,169,5,1874,1899,3
reexport,SPIRITS.,SPIRITS,case,25,1,1890,1890,3
export_uk,"SPIRITS, British and Irish","SPIRITS, British and Irish",identity,2118,10,1882,1900,3
export_uk,"SPIRITS, BRITISH and IRISH","SPIRITS, British and Irish",case,158,9,1870,1881,3
export_uk,SPIRITS. British and Irish,"SPIRITS, British and Irish",case,29,1,1886,1886,3
import,"STRAW PLATTING, for making Hats or Bonnets","STRAW PLATTING, for making Hats or Bonnets",identity,125,10,1887,1896,3
import,"STRAW PLATTING, for making hats or bonnets","STRAW PLATTING, for making Hats or Bonnets",case,75,1,1895,1899,3
import,"STRAW PLATTING, for Making Hats or Bonnets","STRAW PLATTING, for making Hats or Bonnets",case,11,1,1886,1886,3
import,SUCCADES (including all Fruits and Vegetables preserved in Sugar),SUCCADES (including all Fruits and Vegetables preserved in Sugar),identity,60,4,1883,1887,3
import,"SUCCADES, including all Fruits and Vegetables preserved in Sugar",SUCCADES (including all Fruits and Vegetables preserved in Sugar),case,17,1,1895,1895,3
import,SUCCADES (including all Fruits and Vegetables pre- served in Sugar),SUCCADES (including all Fruits and Vegetables preserved in Sugar),dehyphen,11,2,1881,1882,3
reexport,TALLOW and STEARINE,TALLOW and STEARINE,identity,683,10,1872,1900,3
reexport,TALLOW AND STEARINE,TALLOW and STEARINE,case,134,13,1873,1885,3
reexport,Tallow and Stearine,TALLOW and STEARINE,case,68,5,1886,1891,3
export_uk,"TELEGRAPHIC WIRES, AND APPARATUS","TELEGRAPHIC WIRES, AND APPARATUS",identity,1574,4,1893,1900,3
export_uk,TELEGRAPHIC WIRES and APPARATUS,"TELEGRAPHIC WIRES, AND APPARATUS",case,286,11,1886,1896,3
export_uk,TELEGRAPHIC WIRES AND APPARATUS,"TELEGRAPHIC WIRES, AND APPARATUS",case,237,13,1872,1896,3
import,"VARNISH, CONTAINING ALCOHOL","VARNISH, CONTAINING ALCOHOL",identity,64,8,1875,1885,3
import,VARNISH CONTAINING ALCOHOL,"VARNISH, CONTAINING ALCOHOL",case,52,1,1872,1872,3
import,"VARNISH, Containing Alcohol","VARNISH, CONTAINING ALCOHOL",case,6,4,1888,1891,3
reexport,"VEGETABLES, Raw, Unenumerated","VEGETABLES, Raw, Unenumerated",identity,115,11,1886,1896,3
reexport,"VEGETABLES, Raw, unenumerated","VEGETABLES, Raw, Unenumerated",case,100,1,1895,1899,3
reexport,"VEGETABLES. Raw, unenumerated","VEGETABLES, Raw, Unenumerated",case,20,1,1900,1900,3
export_uk,WOOD AND TIMBER,WOOD AND TIMBER,identity,13062,4,1893,1900,3
import,WOOD AND TIMBER,WOOD AND TIMBER,identity,3231,4,1893,1900,3
import,WOOD and TIMBER,WOOD AND TIMBER,case,2206,22,1872,1896,3
export_uk,WOOD and TIMBER,WOOD AND TIMBER,case,787,23,1873,1896,3
import,Wood and Timber,WOOD AND TIMBER,case,421,8,1870,1894,3
export_uk,Wood and Timber,WOOD AND TIMBER,case,61,2,1872,1883,3
reexport,WOOD and TIMBER,WOOD and TIMBER,identity,3974,12,1887,1899,3
reexport,WOOD AND TIMBER,WOOD and TIMBER,case,598,25,1872,1896,3
reexport,Wood and Timber,WOOD and TIMBER,case,15,1,1886,1886,3
export_uk,WOOLLEN AND WORSTED MANUFACTURES,WOOLLEN AND WORSTED MANUFACTURES,identity,9820,9,1888,1900,3
export_uk,WOOLLEN and WORSTED MANUFACTURES,WOOLLEN AND WORSTED MANUFACTURES,case,5153,20,1872,1891,3
export_uk,Woollen and Worsted Manufactures,WOOLLEN AND WORSTED MANUFACTURES,case,200,3,1897,1899,3
export_uk,"YARN, ALPACA, MOHAIR, and other SORTS UNENUMERATED","YARN, ALPACA, MOHAIR, and other SORTS UNENUMERATED",identity,20,3,1875,1878,3
export_uk,"YARN, ALPACA, MOHAIR, and other Sorts Unenumerated","YARN, ALPACA, MOHAIR, and other SORTS UNENUMERATED",case,19,2,1883,1885,3
export_uk,"YARN, ALPACA, MOHAIR, and other SORTS UNE- NUMERATED","YARN, ALPACA, MOHAIR, and other SORTS UNENUMERATED",dehyphen,19,3,1872,1874,3
export_uk,ZINC or SPELTER,ZINC or SPELTER,identity,2395,25,1870,1896,3
export_uk,ZINC OR SPELTER,ZINC or SPELTER,case,120,1,1887,1887,3
export_uk,ZINC or SPELTER.,ZINC or SPELTER,case,57,1,1878,1878,3
import,ALKALI,ALKALI,identity,363,29,1870,1899,2
reexport,ALKALI,ALKALI,identity,95,24,1872,1896,2
import,Alkali,ALKALI,case,19,1,1900,1900,2
reexport,Alkali,ALKALI,case,11,1,1900,1900,2
export_uk,ALL OTHER ARTICLES NOT ENUMERATED AND NOT FALLING UNDER ANY OF THE GENERAL HEADS,ALL OTHER ARTICLES NOT ENUMERATED AND NOT FALLING UNDER ANY OF THE GENERAL HEADS,identity,666,1,1893,1897,2
export_uk,ALL OTHER ARTICLES NOT ENUMERATED AND NOT FALL- ING UNDER ANY OF THE GENERAL HEADS,ALL OTHER ARTICLES NOT ENUMERATED AND NOT FALLING UNDER ANY OF THE GENERAL HEADS,dehyphen,442,1,1894,1898,2
import,ANIMALS LIVING'd),ANIMALS LIVING'd),identity,30,1,1887,1887,2
import,ANIMALS. LIVING'd),ANIMALS LIVING'd),case,29,1,1891,1891,2
reexport,"ANIMALS, LIVING","ANIMALS, LIVING",identity,138,12,1885,1896,2
reexport,ANIMALS LIVING,"ANIMALS, LIVING",case,25,5,1886,1890,2
export_uk,APPAREL AND SLOPS,APPAREL AND SLOPS,identity,2417,15,1886,1900,2
export_uk,APPAREL and SLOPS,APPAREL AND SLOPS,case,373,12,1870,1885,2
export_uk,"ARMS, AMMUNITION, and MILITARY STORES","ARMS, AMMUNITION, and MILITARY STORES",identity,1791,19,1870,1890,2
export_uk,"ARMS, AMMUNITION, AND MILITARY STORES","ARMS, AMMUNITION, and MILITARY STORES",case,1582,11,1886,1896,2
import,"ARMS, AMMUNITION, and MILITARY STORES","ARMS, AMMUNITION, and MILITARY STORES",identity,66,7,1872,1879,2
import,"ARMS, AMMUNITION; and MILITARY STORES","ARMS, AMMUNITION, and MILITARY STORES",case,1,1,1878,1878,2
import,ASPHALT or BITUMEN,ASPHALT or BITUMEN,identity,137,18,1877,1896,2
import,ASPHALT OR BITUMEN,ASPHALT or BITUMEN,case,8,1,1886,1886,2
import,BACON AND HAMS,BACON AND HAMS,identity,219,10,1886,1895,2
import,BACON and HAMS,BACON AND HAMS,case,190,14,1870,1885,2
import,BEADS OF ALL SORTS,BEADS OF ALL SORTS,identity,405,12,1885,1896,2
import,"BEADS, of all Sorts",BEADS OF ALL SORTS,case,181,4,1893,1900,2
export_uk,BEER AND ALE,BEER AND ALE,identity,1075,12,1878,1900,2
export_uk,BEER and ALE,BEER AND ALE,case,445,15,1870,1887,2
import,BEER AND ALE,BEER AND ALE,identity,256,10,1872,1900,2
import,BEER and ALE,BEER AND ALE,case,102,8,1889,1896,2
reexport,BEER and ALE,BEER and ALE,identity,170,14,1886,1899,2
reexport,BEER AND ALE,BEER and ALE,case,29,13,1872,1885,2
export_uk,BLEACHING MATERIALS,BLEACHING MATERIALS,identity,1721,26,1870,1900,2
export_uk,BLEACHING-MATERIALS,BLEACHING MATERIALS,case,12,1,1878,1878,2
import,"BONES (except Whalebone) whether burnt or not, or as Animal Charcoal","BONES (except Whalebone) whether burnt or not, or as Animal Charcoal",identity,301,3,1893,1899,2
import,"BONES (except Whalebone), whether burnt or not, or as Animal Charcoal","BONES (except Whalebone) whether burnt or not, or as Animal Charcoal",case,50,2,1895,1896,2
reexport,BONES (except Whalefins) applicable to Manufacturing Purposes,BONES (except Whalefins) applicable to Manufacturing Purposes,identity,29,12,1877,1896,2
reexport,BONES (except Whalefins) applicable to Manu- facturing Purposes,BONES (except Whalefins) applicable to Manufacturing Purposes,dehyphen,3,1,1882,1882,2
reexport,BOOKS,BOOKS,identity,109,16,1872,1898,2
import,BOOKS,BOOKS,identity,74,8,1870,1881,2
import,Books,BOOKS,case,22,2,1877,1880,2
reexport,Books,BOOKS,case,21,4,1876,1885,2
reexport,BOOKS (bound or unbound) including Maps and Charts,BOOKS (bound or unbound) including Maps and Charts,identity,15,4,1891,1896,2
reexport,Books (bound or unbound) including Maps and Charts,BOOKS (bound or unbound) including Maps and Charts,case,3,1,1892,1892,2
export_uk,"BRASS, AND MANUFACTURES OF, not being Ordnance","BRASS, AND MANUFACTURES OF, not being Ordnance",identity,2750,4,1893,1900,2
export_uk,"BRASS, and Manufactures of, not being Ordnance","BRASS, AND MANUFACTURES OF, not being Ordnance",case,284,7,1889,1896,2
reexport,"BRASS, BRONZE, and METAL BRONZED or LACQUERED, Manufactures of","BRASS, BRONZE, and METAL BRONZED or LACQUERED, Manufactures of",identity,34,10,1886,1896,2
reexport,"BRASS, BRONZE, and METAL, BRONZED or LACQUERED Manufactures of","BRASS, BRONZE, and METAL BRONZED or LACQUERED, Manufactures of",case,3,1,1890,1890,2
reexport,"BRASS, BRONZE, and METAL BRONZED or LACQUERED, Manu- factures of: Unenumerated","BRASS, BRONZE, and METAL BRONZED or LACQUERED, Manufactures of: Unenumerated",dehyphen,115,2,1893,1898,2
reexport,"BRASS, BRONZE, and METAL BRONZED or LACQUERED, Manufactures of: Unenumerated","BRASS, BRONZE, and METAL BRONZED or LACQUERED, Manufactures of: Unenumerated",identity,60,1,1895,1899,2
import,"BRASS, BRONZE, and METAL, Bronzed and Lacquered","BRASS, BRONZE, and METAL, Bronzed and Lacquered",identity,20,3,1872,1876,2
import,"BRASS, BRONZE and METAL, Bronzed and Lacquered","BRASS, BRONZE, and METAL, Bronzed and Lacquered",case,19,3,1877,1879,2
reexport,BRIMSTONE,BRIMSTONE,identity,400,26,1872,1899,2
import,BRIMSTONE,BRIMSTONE,identity,199,22,1870,1899,2
reexport,Brimstone,BRIMSTONE,case,20,1,1900,1900,2
import,Brimstone,BRIMSTONE,case,8,1,1900,1900,2
export_uk,BROOMS AND BRUSHES,BROOMS AND BRUSHES,identity,44,1,1900,1900,2
export_uk,BROOMS and BRUSHES,BROOMS AND BRUSHES,case,15,1,1870,1870,2
reexport,BUTTER,BUTTER,identity,1192,22,1872,1899,2
import,BUTTER,BUTTER,identity,887,24,1872,1900,2
reexport,Butter,BUTTER,case,12,1,1896,1896,2
import,Butter,BUTTER,case,3,1,1896,1896,2
reexport,"BUTTONS AND STUDS, not of Metal","BUTTONS AND STUDS, not of Metal",identity,79,19,1872,1899,2
reexport,"BUTTONS and STUDS, not of Metal","BUTTONS AND STUDS, not of Metal",case,22,5,1886,1890,2
reexport,CANDLES of all Sorts,CANDLES of all Sorts,identity,133,2,1895,1900,2
reexport,CANDLES OF ALL SORTS,CANDLES of all Sorts,case,128,13,1882,1896,2
export_uk,CANDLES of all sorts,CANDLES of all sorts,identity,422,11,1885,1896,2
export_uk,"CANDLES, of all Sorts",CANDLES of all sorts,case,164,13,1872,1884,2
import,"CANDLES, of all Sorts","CANDLES, of all Sorts",identity,118,4,1893,1900,2
import,CANDLES OF ALL SORTS,"CANDLES, of all Sorts",case,73,11,1886,1896,2
reexport,CAOUTCHOU,CAOUTCHOU,identity,714,3,1894,1900,2
reexport,CAOUTCHOUÇ,CAOUTCHOU,case,172,1,1893,1897,2
import,CHEMICAL MANUFACTURES and PRODUCTS,CHEMICAL MANUFACTURES and PRODUCTS,identity,103,3,1872,1887,2
import,CHEMICAL MANUFACTURES and PRO- DUCTS,CHEMICAL MANUFACTURES and PRODUCTS,dehyphen,60,3,1888,1893,2
import,"CHEMICAL MANUFACTURES and PRODUCTS, Unenumerated","CHEMICAL MANUFACTURES and PRODUCTS, Unenumerated",identity,87,6,1873,1884,2
import,CHEMICAL MANUFACTURES and PRODUCTS. Unenumerated,"CHEMICAL MANUFACTURES and PRODUCTS, Unenumerated",case,35,1,1883,1883,2
export_uk,CHEMICAL PRODUCTS AND PREPARATIONS not specially enumerated,CHEMICAL PRODUCTS AND PREPARATIONS not specially enumerated,identity,2238,3,1894,1900,2
export_uk,"CHEMICAL PRODUCTS and Preparations, not specially enumerated",CHEMICAL PRODUCTS AND PREPARATIONS not specially enumerated,case,283,6,1890,1895,2
export_uk,"CHEMICAL PRODUCTS or Preparations, not specially enumerated","CHEMICAL PRODUCTS or Preparations, not specially enumerated",identity,586,17,1872,1889,2
export_uk,"CHEMICAL PRODUCTS or Preparations, 
                    not specially enumerated","CHEMICAL PRODUCTS or Preparations, not specially enumerated",dehyphen,27,1,1883,1883,2
reexport,CHLORAL HYDRATE,CHLORAL HYDRATE,identity,48,24,1873,1896,2
reexport,Chloral Hydrate,CHLORAL HYDRATE,case,20,1,1872,1872,2
reexport,CHLOROFORM,CHLOROFORM,identity,57,24,1873,1896,2
reexport,Chloroform,CHLOROFORM,case,1,1,1872,1872,2
import,CIDER AND PERRY,CIDER AND PERRY,identity,92,3,1894,1900,2
import,CIDER and PERRY,CIDER AND PERRY,case,24,4,1893,1896,2
import,"CLOCKS, and PARTS THEREOF","CLOCKS, and PARTS THEREOF",identity,90,10,1887,1896,2
import,"CLOCKS, AND PARTS THEREOF","CLOCKS, and PARTS THEREOF",case,81,2,1894,1898,2
import,"COALS, CULM, and CINDERS","COALS, CULM, and CINDERS",identity,72,14,1879,1896,2
import,"COALS, CULM and CINDERS","COALS, CULM, and CINDERS",case,5,1,1886,1886,2
reexport,COCOA,COCOA,identity,407,23,1873,1896,2
reexport,Cocoa,COCOA,case,26,2,1872,1876,2
import,"COCOA OR CHOCOLATE, GROUND, PREPARED, OR IN ANY WAY MANUFACTURED","COCOA OR CHOCOLATE, GROUND, PREPARED, OR IN ANY WAY MANUFACTURED",identity,169,4,1893,1900,2
import,"Cocoa or Chocolate, ground, pre- pared, or in any way manu- factured","COCOA OR CHOCOLATE, GROUND, PREPARED, OR IN ANY WAY MANUFACTURED",dehyphen,7,1,1883,1883,2
import,COFFEE,COFFEE,identity,1383,18,1874,1900,2
import,Coffee,COFFEE,case,15,1,1892,1892,2
reexport,"COFFEE AND CHICORY, Roasted or Ground, Mixed","COFFEE AND CHICORY, Roasted or Ground, Mixed",identity,27,5,1886,1890,2
reexport,"COFFEE and CHICORY, Roasted or Ground, Mixed","COFFEE AND CHICORY, Roasted or Ground, Mixed",case,4,2,1883,1884,2
import,COPPER,COPPER,identity,1418,24,1870,1895,2
import,Copper,COPPER,case,35,1,1899,1899,2
reexport,"COPPER, Ore of","COPPER, Ore of",identity,679,3,1893,1899,2
reexport,"Copper, Ore of","COPPER, Ore of",case,454,1,1900,1900,2
import,"CORDAGE, TWINE, and CABLE YARN","CORDAGE, TWINE, and CABLE YARN",identity,260,21,1872,1894,2
import,"CORDAGE, TWINE and CABLE YARN","CORDAGE, TWINE, and CABLE YARN",case,18,1,1886,1886,2
import,CORK,CORK,identity,300,20,1873,1896,2
import,CORK.,CORK,case,11,1,1892,1892,2
export_uk,CORN and GRAIN,CORN and GRAIN,identity,911,25,1870,1896,2
export_uk,Corn and GRAIN,CORN and GRAIN,case,36,2,1880,1885,2
import,"CORN, GRAIN, MEAL, AND FLOUR","CORN, GRAIN, MEAL, AND FLOUR",identity,225,2,1895,1896,2
import,"CORN, GRAIN, MEAL, and FLOUR","CORN, GRAIN, MEAL, AND FLOUR",case,85,2,1895,1896,2
reexport,COTTON,COTTON,identity,1755,25,1872,1900,2
reexport,Cotton,COTTON,case,1126,23,1872,1900,2
import,COTTON MANUFACTURES,COTTON MANUFACTURES,identity,1282,28,1870,1900,2
import,Cotton Manufactures,COTTON MANUFACTURES,case,9,1,1873,1873,2
export_uk,COTTON MANUFACTURES—con- tinued,COTTON MANUFACTURES—continued,dehyphen,2042,4,1893,1900,2
export_uk,COTTON MANUFACTURES continued,COTTON MANUFACTURES—continued,case,80,1,1900,1900,2
export_uk,COTTON TWIST and YARN,COTTON TWIST and YARN,identity,148,4,1877,1886,2
export_uk,COTTON TWIST AND YARN,COTTON TWIST and YARN,case,77,2,1887,1888,2
import,"Cannon and Mortars, mounted or accompanied with Carriages","Cannon and Mortars, mounted or accompanied with Carriages",identity,158,7,1873,1880,2
import,"Cannon and Mortars, mounted or accompanied   with Carriages","Cannon and Mortars, mounted or accompanied with Carriages",dehyphen,22,1,1874,1874,2
import,Cotton,Cotton,identity,2933,28,1870,1900,2
import,COTTON,Cotton,case,1303,25,1873,1900,2
reexport,DRUGS,DRUGS,identity,1340,21,1872,1900,2
reexport,Drugs,DRUGS,case,436,12,1876,1899,2
reexport,DYE STUFFS,DYE STUFFS,identity,745,20,1872,1896,2
reexport,Dye Stuffs,DYE STUFFS,case,8,1,1876,1876,2
import,DYE STUFFS (Other than Dye Woods) and Substances used in Tan- ning or Dyeing,DYE STUFFS (Other than Dye Woods) and Substances used in Tanning or Dyeing,dehyphen,1446,3,1893,1900,2
import,"DYE STUFFS (other than Dye Woods), and Substances used in Tanning or Dyeing",DYE STUFFS (Other than Dye Woods) and Substances used in Tanning or Dyeing,case,264,2,1895,1896,2
reexport,"DYE STUFFS, and Substances used in Tanning","DYE STUFFS, and Substances used in Tanning",identity,181,8,1888,1896,2
reexport,DYE STUFFS. and Substances used in Tanning,"DYE STUFFS, and Substances used in Tanning",case,26,1,1895,1895,2
import,DYE WOODS,DYE WOODS,identity,1251,23,1872,1900,2
reexport,DYE WOODS,DYE WOODS,identity,400,24,1872,1900,2
import,DYE Woods,DYE WOODS,case,27,1,1885,1885,2
reexport,Dye Woods,DYE WOODS,case,22,2,1876,1884,2
import,Dye Stuffs,Dye Stuffs,identity,60,1,1899,1899,2
import,DYE STUFFS,Dye Stuffs,case,3,1,1870,1870,2
export_uk,EARTHEN AND CHINA WARE,EARTHEN AND CHINA WARE,identity,2160,13,1886,1900,2
