flow,raw_group,canonical,method,rows,volumes,y0,y1,variants_in_family
reexport,COPPER,COPPER,identity,796,26,1872,1898,1
import,CORDAGE,CORDAGE,identity,2937,2,1893,1899,1
reexport,"CORDAGE CABLES (not of iron), Twine, and Cable Yarn","CORDAGE CABLES (not of iron), Twine, and Cable Yarn",identity,178,2,1893,1898,1
export_uk,"CORDAGE, CABLES, and ROPES of HEMP or like MATERIAL","CORDAGE, CABLES, and ROPES of HEMP or like MATERIAL",identity,160,8,1873,1881,1
reexport,CORK,CORK,identity,669,25,1872,1898,1
reexport,CORN,CORN,identity,560,14,1872,1886,1
reexport,CORN AND GRAIN,CORN AND GRAIN,identity,445,10,1887,1896,1
import,"CORN, GRAIN, MEAL, FLOUR, viz.","CORN, GRAIN, MEAL, FLOUR, viz.",identity,205,1,1900,1900,1
export_uk,"CORN, GRAIN, MEAL, and FLOUR","CORN, GRAIN, MEAL, and FLOUR",identity,167,1,1900,1900,1
reexport,"CORN; Grain, Meal, Flour","CORN; Grain, Meal, Flour",identity,30,1,1900,1900,1
reexport,"CORN; Grain, Meal, Flour—cont.","CORN; Grain, Meal, Flour—cont.",identity,67,1,1900,1900,1
reexport,"CORN; Grain, Meal, and Flour—cont.","CORN; Grain, Meal, and Flour—cont.",identity,590,1,1895,1899,1
export_uk,COTTON MANUFACTURES,COTTON MANUFACTURES,identity,17767,29,1872,1900,1
reexport,COTTON MANUFACTURES,COTTON MANUFACTURES,identity,1381,4,1893,1900,1
export_uk,COTTON MANUFACTURE—con- tinued,COTTON MANUFACTURE—continued,dehyphen,1018,1,1894,1898,1
import,COTTON YARN,COTTON YARN,identity,10,1,1870,1870,1
import,"COTTON, RAW (or Cotton Wool)","COTTON, RAW (or Cotton Wool)",identity,34,1,1870,1870,1
export_uk,"CRUCIBLES, PLUMBAGO","CRUCIBLES, PLUMBAGO",identity,30,1,1900,1900,1
reexport,CURIOS,CURIOS,identity,13,1,1900,1900,1
import,CURIOS,CURIOS,identity,9,1,1900,1900,1
reexport,CUTCH,CUTCH,identity,41,5,1872,1879,1
import,CUTCH,CUTCH,identity,12,4,1873,1878,1
export_uk,CUTLERY,CUTLERY,identity,287,3,1894,1900,1
reexport,CUTLERY,CUTLERY,identity,11,1,1900,1900,1
import,CUTLERY,CUTLERY,identity,4,1,1900,1900,1
export_uk,"Cannon, Mortars, and Machine Guns","Cannon, Mortars, and Machine Guns",identity,118,1,1893,1897,1
import,"Cocoa or Chocolate, ground, prepared or in anyway manufactured","Cocoa or Chocolate, ground, prepared or in anyway manufactured",identity,4,1,1881,1881,1
import,"Cocos or Chocolate, ground, pre- pared, or in any way manu- factured","Cocos or Chocolate, ground, prepared, or in any way manufactured",dehyphen,5,1,1884,1884,1
import,Corn,Corn,identity,137,2,1870,1899,1
import,Corn and Grain,Corn and Grain,identity,2434,23,1872,1894,1
export_uk,Corrnu,Corrnu,identity,60,1,1883,1883,1
export_uk,Cotton,Cotton,identity,156,5,1892,1896,1
import,Cows,Cows,identity,174,4,1876,1882,1
export_uk,"Cycles, and parts thereof","Cycles, and parts thereof",identity,799,1,1893,1897,1
export_uk,DENTISTS' MATERIALS (except Instruments),DENTISTS' MATERIALS (except Instruments),identity,21,1,1900,1900,1
import,DIAMONDS,DIAMONDS,identity,14,6,1892,1900,1
import,"DRUGS"" Unenumerated and Medicinal 
          preparations","DRUGS"" Unenumerated and Medicinal preparations",dehyphen,34,1,1890,1890,1
import,"DRUGS, Unenumerated","DRUGS, Unenumerated",identity,50,3,1873,1878,1
import,DUCTS,DUCTS,identity,18,1,1892,1892,1
export_uk,DYE STUFF,DYE STUFF,identity,26,1,1885,1885,1
export_uk,DYE STUFFS,DYE STUFFS,identity,1236,17,1882,1900,1
reexport,"DYE STUFFS (other than Dye Woods), and Substances used in Tanning and Dyeing, viz.","DYE STUFFS (other than Dye Woods), and Substances used in Tanning and Dyeing, viz.",identity,72,1,1884,1884,1
reexport,"DYE STUFFS (other than Dye Woods), and Substances used in Tanning or Dyeing","DYE STUFFS (other than Dye Woods), and Substances used in Tanning or Dyeing",identity,2467,4,1893,1900,1
import,"DYE STUFFS, Unenumerated","DYE STUFFS, Unenumerated",identity,39,3,1873,1878,1
import,"DYE STUFFS, and Substances used in TanningUnenumerated","DYE STUFFS, and Substances used in TanningUnenumerated",identity,23,1,1883,1883,1
import,"DYE WOODS: 
                    Logwood",DYE WOODS: Logwood,dehyphen,29,1,1883,1883,1
reexport,DYE WOONS,DYE WOONS,identity,11,1,1882,1882,1
reexport,"Dyeing, viz.","Dyeing, viz.",identity,87,1,1885,1885,1
export_uk,EARTHEN and CHINAWARE,EARTHEN and CHINAWARE,identity,46,1,1900,1900,1
import,"EARTHENWARE, not being China or Porcelain Ware","EARTHENWARE, not being China or Porcelain Ware",identity,16,3,1873,1878,1
reexport,"EARTHENWARE, not being Porcelain or China Ware","EARTHENWARE, not being Porcelain or China Ware",identity,21,9,1872,1881,1
reexport,EMBROIDERY AND NEEDLEWORK,EMBROIDERY AND NEEDLEWORK,identity,523,23,1872,1899,1
export_uk,ENGINE PACKING,ENGINE PACKING,identity,38,1,1900,1900,1
import,"ENVOYS, Unenumerated","ENVOYS, Unenumerated",identity,23,1,1874,1874,1
reexport,ESSENCE OF SPRUCE,ESSENCE OF SPRUCE,identity,4,4,1872,1884,1
import,ETHER,ETHER,identity,499,11,1889,1900,1
reexport,ETHER,ETHER,identity,129,3,1894,1900,1
import,ETHER (ACETIC),ETHER (ACETIC),identity,13,2,1887,1888,1
import,ETHER (SULPHURIC),ETHER (SULPHURIC),identity,14,4,1883,1886,1
reexport,"ETHER, SULPHURIC","ETHER, SULPHURIC",identity,86,16,1872,1888,1
import,ETHYL,ETHYL,identity,16,2,1894,1899,1
reexport,"ETHYL, Chloride","ETHYL, Chloride",identity,2,1,1900,1900,1
import,"ETHYL, Iodide of","ETHYL, Iodide of",identity,2,2,1883,1884,1
import,EXTRACTS (other than for Tanning or Dyeing),EXTRACTS (other than for Tanning or Dyeing),identity,28,1,1895,1899,1
reexport,Ecos,Ecos,identity,3,1,1885,1885,1
import,FABINACEOUS SUBSTANCES and Manufactures thereof,FABINACEOUS SUBSTANCES and Manufactures thereof,identity,11,1,1874,1874,1
reexport,"FABINACEOUS SUBSTANCES, and Manufactures thereof, unenum- erated","FABINACEOUS SUBSTANCES, and Manufactures thereof, unenumerated",dehyphen,15,1,1896,1896,1
import,"FAIRNESSWARE, not being China or Porcelain Ware","FAIRNESSWARE, not being China or Porcelain Ware",identity,3,1,1874,1874,1
reexport,"FAMINACEOUS SUBSTANCES, and Manufactures thereof, unenum- erated","FAMINACEOUS SUBSTANCES, and Manufactures thereof, unenumerated",dehyphen,13,1,1895,1895,1
reexport,FARINACEOUS SUBSTANCES,FARINACEOUS SUBSTANCES,identity,50,1,1900,1900,1
import,"FARINACEOUS SUBSTANCES and Manufact- tures thereof, Unenumerated","FARINACEOUS SUBSTANCES and Manufacttures thereof, Unenumerated",dehyphen,15,1,1883,1883,1
reexport,FARINACEOUS SUBSTANCES—cont.,FARINACEOUS SUBSTANCES—cont.,identity,29,1,1900,1900,1
import,FATHERS,FATHERS,identity,74,4,1874,1880,1
import,FEATHERS,FEATHERS,identity,352,15,1872,1890,1
reexport,FEATHERS,FEATHERS,identity,86,9,1885,1896,1
import,FEATHERS AND DOWN,FEATHERS AND DOWN,identity,1074,8,1891,1898,1
reexport,"FEATHERS AND DOWN, in Beds, or for Beds","FEATHERS AND DOWN, in Beds, or for Beds",identity,129,1,1900,1900,1
import,FISH (including Turtle),FISH (including Turtle),identity,2122,5,1894,1900,1
export_uk,FISHING TACKLE,FISHING TACKLE,identity,36,1,1900,1900,1
reexport,FLAX,FLAX,identity,247,25,1872,1896,1
export_uk,FLAX,FLAX,identity,83,11,1870,1881,1
export_uk,FLAX & HEMP,FLAX & HEMP,identity,14,4,1882,1885,1
reexport,"FLAX, Dressed or Undressed","FLAX, Dressed or Undressed",identity,246,3,1893,1899,1
import,FLINT,FLINT,identity,46,2,1880,1881,1
import,FLORAL HYDRATE,FLORAL HYDRATE,identity,4,1,1892,1892,1
reexport,"FLOWERS, Fresh","FLOWERS, Fresh",identity,1,1,1900,1900,1
export_uk,FRUIT,FRUIT,identity,49,1,1870,1870,1
import,FRUIT (not liable to duty),FRUIT (not liable to duty),identity,254,1,1900,1900,1
reexport,"FRUIT AND VEGETABLES, Preserved in Sugar","FRUIT AND VEGETABLES, Preserved in Sugar",identity,12,1,1896,1896,1
import,FRUIT'd),FRUIT'd),identity,32,1,1888,1888,1
reexport,"FRUIT, Almonds","FRUIT, Almonds",identity,1467,3,1893,1899,1
reexport,"FRUIT, Apples, Raw","FRUIT, Apples, Raw",identity,150,1,1900,1900,1
import,"FRUIT: 
                    „ Unenumerated: Preserved without Sugar",FRUIT: „ Unenumerated: Preserved without Sugar,dehyphen,16,1,1886,1886,1
import,FRUITS AND VEGETABLES: Preserved in Sugar,FRUITS AND VEGETABLES: Preserved in Sugar,identity,18,1,1896,1896,1
reexport,"FRUITS and VEGETABLES, Pre- served in Sugar","FRUITS and VEGETABLES, Preserved in Sugar",dehyphen,85,1,1895,1899,1
export_uk,FURNITURE (HOUSEHOLD),FURNITURE (HOUSEHOLD),identity,21,1,1870,1870,1
export_uk,"FURNITURE (Household), CABINET and UP-HOLSTERY WARES","FURNITURE (Household), CABINET and UP-HOLSTERY WARES",identity,62,3,1873,1875,1
export_uk,FURNITURE and HARDWOODS,FURNITURE and HARDWOODS,identity,14,1,1870,1870,1
import,Furniture and Hardwoods,Furniture and Hardwoods,identity,269,5,1870,1888,1
import,GAILS,GAILS,identity,12,1,1888,1888,1
import,GALIS,GALIS,identity,10,1,1887,1887,1
reexport,GALIS,GALIS,identity,8,1,1891,1891,1
reexport,GALLS,GALLS,identity,346,28,1872,1900,1
import,GALLS,GALLS,identity,331,24,1870,1900,1
export_uk,GALLS,GALLS,identity,7,1,1870,1870,1
import,GAMBER,GAMBER,identity,3,1,1874,1874,1
reexport,GAMBIER,GAMBIER,identity,61,10,1872,1881,1
import,GAMBIER,GAMBIER,identity,33,10,1870,1881,1
export_uk,GAMBIER,GAMBIER,identity,9,1,1870,1870,1
import,GIL,GIL,identity,100,1,1884,1884,1
import,GLASS,GLASS,identity,3965,28,1870,1900,1
export_uk,GLASS,GLASS,identity,3088,26,1870,1896,1
reexport,GLASS,GLASS,identity,492,25,1872,1896,1
import,"GLASS : 
                    „ Window and German Sheet, including Shades and Cylinders","GLASS : „ Window and German Sheet, including Shades and Cylinders",dehyphen,16,1,1886,1886,1
reexport,"GLASS, Window and German Sheet, including Shades and Cyinders","GLASS, Window and German Sheet, including Shades and Cyinders",identity,601,1,1893,1897,1
reexport,"GLASS, Window and German Sheet, including Shades and Cylinders","GLASS, Window and German Sheet, including Shades and Cylinders",identity,927,3,1894,1900,1
import,"GLASS: 
                    „ Manufactures, unenumerated","GLASS: „ Manufactures, unenumerated",dehyphen,13,1,1886,1886,1
export_uk,GLASS„ Common Bottles,GLASS„ Common Bottles,identity,21,1,1884,1884,1
reexport,GLUE STOCK AND PIECES FOR MAKING GLUE,GLUE STOCK AND PIECES FOR MAKING GLUE,identity,6,1,1900,1900,1
import,"GLUE STOCK, AND PIECES FOR MAKING GLUE","GLUE STOCK, AND PIECES FOR MAKING GLUE",identity,20,1,1900,1900,1
reexport,"GLUE, SIZE, AND GELATINE","GLUE, SIZE, AND GELATINE",identity,13,1,1900,1900,1
import,"GLUE, SIZE, AND GELATINE","GLUE, SIZE, AND GELATINE",identity,11,1,1900,1900,1
reexport,GOLD,GOLD,identity,65,12,1885,1896,1
import,GOLD'd),GOLD'd),identity,11,1,1888,1888,1
reexport,GOLD'd),GOLD'd),identity,3,1,1893,1893,1
reexport,"GOLD, LEAVES OF","GOLD, LEAVES OF",identity,10,10,1872,1881,1
reexport,"GOLD, ORE OF","GOLD, ORE OF",identity,1,1,1879,1879,1
export_uk,GOODS NOT ENUMERATED AND NOT FALLING UNDER ANY OF THE GENERAL HEADS,GOODS NOT ENUMERATED AND NOT FALLING UNDER ANY OF THE GENERAL HEADS,identity,191,1,1900,1900,1
reexport,"GOODS UNENUMERATED, Unmanufactured","GOODS UNENUMERATED, Unmanufactured",identity,1709,4,1893,1900,1
reexport,"GOODS, UNENUMERATED","GOODS, UNENUMERATED",identity,116,5,1872,1877,1
import,GREASE,GREASE,identity,5,1,1870,1870,1
reexport,GROCERY,GROCERY,identity,13,1,1889,1889,1
import,GUAR,GUAR,identity,30,1,1872,1872,1
reexport,GUM,GUM,identity,894,25,1872,1896,1
export_uk,GUM,GUM,identity,198,1,1870,1870,1
import,"GUM : 
                    „ Arabic",GUM : „ Arabic,dehyphen,7,1,1886,1886,1
import,GUM'd),GUM'd),identity,27,1,1888,1888,1
reexport,"GUM, Arabic","GUM, Arabic",identity,269,2,1895,1900,1
reexport,"GUM, Unenumerated","GUM, Unenumerated",identity,135,2,1895,1900,1
import,"GUNSTOCKS in the rough, of Wood","GUNSTOCKS in the rough, of Wood",identity,39,11,1870,1881,1
reexport,GUTCH,GUTCH,identity,7,1,1874,1874,1
reexport,GUTTA PERCHA,GUTTA PERCHA,identity,405,28,1872,1900,1
import,GUTTA PERCHA,GUTTA PERCHA,identity,349,26,1873,1900,1
import,"GUTTA PERCHA, Manufactures of","GUTTA PERCHA, Manufactures of",identity,44,2,1893,1899,1
import,"GUTTA PERCHA, Raw","GUTTA PERCHA, Raw",identity,16,2,1870,1872,1
export_uk,Gold,Gold,identity,3253,17,1882,1900,1
export_uk,"HABERDASHERY and MILLINERY, including Em- brassery and Needlework","HABERDASHERY and MILLINERY, including Embrassery and Needlework",dehyphen,42,1,1873,1873,1
export_uk,"HABERDASHERY and MILLINERY, including Em- brodery and Needlework","HABERDASHERY and MILLINERY, including Embrodery and Needlework",dehyphen,43,1,1882,1882,1
export_uk,"HABERDASHERY and MILLINERY, including Embroidery and Needle-work","HABERDASHERY and MILLINERY, including Embroidery and Needle-work",identity,1464,4,1884,1900,1
reexport,HAIIR,HAIIR,identity,11,1,1881,1881,1
reexport,HAIL,HAIL,identity,23,1,1884,1884,1
reexport,HAIR,HAIR,identity,459,26,1872,1899,1
import,HAIR MANUFACTURES,HAIR MANUFACTURES,identity,82,11,1870,1895,1
import,"HAIR, MANUFACTURES OF","HAIR, MANUFACTURES OF",identity,7,1,1896,1896,1
reexport,"HAIR: Cow, Ox, Bull, or Elk","HAIR: Cow, Ox, Bull, or Elk",identity,1141,4,1893,1900,1
reexport,HAMS,HAMS,identity,977,2,1894,1899,1
import,HAMS,HAMS,identity,127,4,1882,1899,1
export_uk,HATS,HATS,identity,3325,28,1870,1900,1
export_uk,HATTERS' WARES,HATTERS' WARES,identity,22,1,1900,1900,1
import,HAY,HAY,identity,170,6,1892,1897,1
reexport,HAY,HAY,identity,20,5,1892,1898,1
reexport,HEMP,HEMP,identity,1147,26,1872,1900,1
export_uk,HEMP,HEMP,identity,57,9,1870,1881,1
import,HEMP'd),HEMP'd),identity,11,1,1893,1893,1
import,"HEMP, Dressed or Undressed","HEMP, Dressed or Undressed",identity,181,5,1882,1886,1
reexport,HIDES,HIDES,identity,338,9,1872,1881,1
export_uk,HIDES,HIDES,identity,100,2,1870,1874,1
import,HIDES,HIDES,identity,98,4,1876,1879,1
import,"HIDES, Raw, and pieces thereof—cont","HIDES, Raw, and pieces thereof—cont",identity,203,1,1895,1899,1
import,"HIDES, Raw, or Pieces thereof","HIDES, Raw, or Pieces thereof",identity,67,1,1886,1886,1
import,"HIDES, not Tanned, Tawed, Curried, or in any way Dressed","HIDES, not Tanned, Tawed, Curried, or in any way Dressed",identity,528,11,1870,1881,1
import,HONEY,HONEY,identity,463,15,1886,1900,1
import,HORN,HORN,identity,9,1,1882,1882,1
reexport,HORN AND HOOPS,HORN AND HOOPS,identity,6,1,1890,1890,1
import,HORNS and HGOFS,HORNS and HGOFS,identity,21,1,1890,1890,1
import,HORNS and HOOPS,HORNS and HOOPS,identity,42,2,1882,1892,1
reexport,"HORNS, Tips and pieces of Horn, and Hoofs","HORNS, Tips and pieces of Horn, and Hoofs",identity,9,1,1900,1900,1
import,"HORNS, tips and pieces of Horns and Hoofs","HORNS, tips and pieces of Horns and Hoofs",identity,2217,3,1893,1899,1
reexport,Horns,Horns,identity,36,7,1872,1883,1
import,"Horns, Tips and Pieces thereof, and HOOFs","Horns, Tips and Pieces thereof, and HOOFs",identity,26,1,1894,1894,1
import,Hors,Hors,identity,28,3,1873,1892,1
import,Horse,Horse,identity,562,7,1870,1899,1
reexport,Horse,Horse,identity,37,3,1873,1880,1
import,ICP,ICP,identity,12,1,1870,1870,1
import,ICR,ICR,identity,12,1,1878,1878,1
export_uk,ILATS,ILATS,identity,82,1,1889,1889,1
export_uk,"ILLDWARRES and CUTLERY, Unenumerated","ILLDWARRES and CUTLERY, Unenumerated",identity,44,1,1880,1880,1
import,IMPLEMENTS AND TOOLS (including parts thereof),IMPLEMENTS AND TOOLS (including parts thereof),identity,9,1,1900,1900,1
import,INK,INK,identity,12,8,1873,1881,1
reexport,INMIGO,INMIGO,identity,10,1,1880,1880,1
reexport,IRINGLASS,IRINGLASS,identity,8,2,1894,1896,1
import,IRON (Con.),IRON (Con.),identity,4,1,1879,1879,1
export_uk,IRON AND STEEL,IRON AND STEEL,identity,752,6,1891,1896,1
reexport,IRON AND STEEL,IRON AND STEEL,identity,10,1,1896,1896,1
export_uk,IRON AND STEEL'd),IRON AND STEEL'd),identity,383,2,1893,1894,1
import,"IRON, Manufactures","IRON, Manufactures",identity,18,1,1888,1888,1
reexport,IRON: Ore of (including Chrome),IRON: Ore of (including Chrome),identity,753,2,1893,1898,1
import,ISINGLASS,ISINGLASS,identity,461,27,1870,1900,1
reexport,ISINGLASS,ISINGLASS,identity,70,19,1872,1900,1
import,ISK,ISK,identity,1,1,1874,1874,1
reexport,ISTINGLASS,ISTINGLASS,identity,4,1,1887,1887,1
reexport,IVORY,IVORY,identity,197,14,1882,1896,1
reexport,"IVORY, TEETH, Elephants', Sea-cows', or Walrus'","IVORY, TEETH, Elephants', Sea-cows', or Walrus'",identity,13,1,1900,1900,1
reexport,"IVORY, Vegetable","IVORY, Vegetable",identity,43,3,1893,1900,1
export_uk,Iron'd),Iron'd),identity,51,1,1893,1893,1
reexport,"Iron, Ore of","Iron, Ore of",identity,6,1,1894,1894,1
reexport,"Iron:—Manufactures of Iron or Steel, Unenumerated","Iron:—Manufactures of Iron or Steel, Unenumerated",identity,483,1,1895,1899,1
export_uk,JEWELLERY,JEWELLERY,identity,36,1,1900,1900,1
reexport,JEWELLERY,JEWELLERY,identity,11,1,1900,1900,1
import,JEWELLERY,JEWELLERY,identity,9,1,1900,1900,1
import,"JEWELLERY, not otherwise enumerated","JEWELLERY, not otherwise enumerated",identity,6,1,1870,1870,1
reexport,JUICE OF LIMES AND LEMONS,JUICE OF LIMES AND LEMONS,identity,15,9,1877,1889,1
reexport,"JUICE OF LIMES, LEMONS, &c.","JUICE OF LIMES, LEMONS, &c.",identity,109,4,1893,1897,1
reexport,"JUICE OF LIMES, LEMONS, &c. (Fortified)","JUICE OF LIMES, LEMONS, &c. (Fortified)",identity,100,1,1895,1899,1
reexport,JUTE,JUTE,identity,918,25,1872,1900,1
import,JUTE,JUTE,identity,596,27,1870,1900,1
export_uk,JUTE MANUFACTURES,JUTE MANUFACTURES,identity,410,11,1883,1900,1
reexport,JUTE YARN,JUTE YARN,identity,166,2,1895,1900,1
export_uk,JUTE YARN,JUTE YARN,identity,100,8,1885,1900,1
export_uk,Jute,Jute,identity,17,1,1870,1870,1
import,Jute Yarn,Jute Yarn,identity,8,1,1870,1870,1
reexport,LACQUERED,LACQUERED,identity,2,2,1876,1879,1
import,LAND,LAND,identity,5,1,1882,1882,1
reexport,LARD,LARD,identity,585,23,1872,1899,1
import,LARD,LARD,identity,484,25,1873,1899,1
import,LATES,LATES,identity,1804,1,1894,1898,1
export_uk,LEAD,LEAD,identity,13486,27,1870,1900,1
import,LEAD,LEAD,identity,3445,28,1872,1899,1
reexport,LEAD,LEAD,identity,313,23,1872,1896,1
reexport,"LEAD, Ore of","LEAD, Ore of",identity,111,3,1893,1899,1
reexport,"LEAD, Pig and Sheet","LEAD, Pig and Sheet",identity,273,3,1893,1899,1
import,"LEAD, WHITE","LEAD, WHITE",identity,5,1,1870,1870,1
export_uk,LEATHER,LEATHER,identity,1556,25,1870,1896,1
reexport,LEATHER,LEATHER,identity,1459,18,1882,1899,1
import,LEATHER,LEATHER,identity,528,11,1886,1900,1
reexport,LEATHER MANUFACTURES,LEATHER MANUFACTURES,identity,303,23,1872,1896,1
export_uk,LEATHER'd),LEATHER'd),identity,27,1,1891,1891,1
reexport,"LEATHER, Undressed","LEATHER, Undressed",identity,337,3,1893,1900,1
import,"LEATHER, Undressed","LEATHER, Undressed",identity,294,6,1882,1888,1
reexport,"LEATHER, Unâressed","LEATHER, Unâressed",identity,123,1,1894,1898,1
import,LIARD,LIARD,identity,6,1,1872,1872,1
import,LIGUORICE,LIGUORICE,identity,7,1,1892,1892,1
reexport,LIGUORICE,LIGUORICE,identity,6,1,1895,1895,1
import,LINEN,LINEN,identity,970,17,1880,1900,1
reexport,LINEN,LINEN,identity,668,21,1872,1900,1
export_uk,"LINEN AND JUTE MANUFACTURES: 
                    » JUTE MANUFACTURES: 
                    » Bags, empty, for packing Merchandise","LINEN AND JUTE MANUFACTURES: » JUTE MANUFACTURES: » Bags, empty, for packing Merchandise",dehyphen,26,1,1870,1870,1
import,LINEN MANUFACTURES,LINEN MANUFACTURES,identity,60,8,1870,1879,1
reexport,LINEN MANUFACTURES,LINEN MANUFACTURES,identity,16,2,1891,1892,1
export_uk,LINEN MANUFACTURES'd),LINEN MANUFACTURES'd),identity,54,1,1891,1891,1
export_uk,LINEN YARN,LINEN YARN,identity,190,13,1882,1896,1
reexport,LINEN YARN,LINEN YARN,identity,41,6,1891,1896,1
import,LINEN YARN (including Linen Yarn Waste),LINEN YARN (including Linen Yarn Waste),identity,17,2,1870,1872,1
export_uk,LINEN and JUTE YARN,LINEN and JUTE YARN,identity,165,10,1872,1881,1
export_uk,"LINEN and JUTE YARN : 
                    Linen Yarn, of all Sorts","LINEN and JUTE YARN : Linen Yarn, of all Sorts",dehyphen,28,1,1870,1870,1
reexport,LIQUORICE,LIQUORICE,identity,220,26,1872,1900,1
reexport,LITCH,LITCH,identity,3,1,1888,1888,1
reexport,LOCUST BEANS,LOCUST BEANS,identity,12,2,1899,1900,1
import,LOCUST BEANS,LOCUST BEANS,identity,10,1,1900,1900,1
export_uk,LUCEFER and VESTA MATCHES,LUCEFER and VESTA MATCHES,identity,16,1,1873,1873,1
export_uk,LUCIFER and VESTA MATCHES,LUCIFER and VESTA MATCHES,identity,29,3,1874,1877,1
import,LUCIFERS of Wood,LUCIFERS of Wood,identity,3,1,1870,1870,1
export_uk,LUOIPER and VESTA MATCHES,LUOIPER and VESTA MATCHES,identity,12,1,1876,1876,1
import,"Lead, Ore of","Lead, Ore of",identity,307,1,1900,1900,1
import,MACARONI and VERMICELLI,MACARONI and VERMICELLI,identity,5,1,1870,1870,1
export_uk,"MACHINERY and MILL WORK: 
                    » Steam Engines or Parts of Steam Engines, Locomotive","MACHINERY and MILL WORK: » Steam Engines or Parts of Steam Engines, Locomotive",dehyphen,146,1,1870,1870,1
export_uk,MACHINERY and MILLS WORK,MACHINERY and MILLS WORK,identity,104,1,1880,1880,1
import,MADDER,MADDER,identity,149,11,1870,1881,1
import,MAFS and CHARTS,MAFS and CHARTS,identity,1,1,1872,1872,1
reexport,MAIT,MAIT,identity,1,1,1882,1882,1
reexport,MALT,MALT,identity,69,17,1877,1900,1
import,MALT,MALT,identity,53,15,1882,1900,1
import,MANGANESE ORE,MANGANESE ORE,identity,61,11,1870,1881,1
reexport,MANGANESE ORE,MANGANESE ORE,identity,25,14,1872,1886,1
reexport,"MANGANESE, ONE OF","MANGANESE, ONE OF",identity,1,1,1890,1890,1
import,"MANGANESE, ONE of","MANGANESE, ONE of",identity,15,1,1889,1889,1
reexport,MANGANESSE ORE,MANGANESSE ORE,identity,1,1,1877,1877,1
export_uk,MANURE,MANURE,identity,176,4,1893,1896,1
export_uk,MANURE (including Sulphate of Ammonia and other Chemical Manures),MANURE (including Sulphate of Ammonia and other Chemical Manures),identity,105,5,1883,1892,1
export_uk,"MANURE, Unenumerated","MANURE, Unenumerated",identity,108,9,1872,1881,1
reexport,MANURES,MANURES,identity,1285,29,1872,1900,1
import,MAPS and CHARTS,MAPS and CHARTS,identity,11,9,1873,1881,1
import,MARGARINE,MARGARINE,identity,72,7,1888,1894,1
reexport,MARGARINE,MARGARINE,identity,26,3,1894,1896,1
reexport,MATCHES,MATCHES,identity,453,15,1886,1900,1
import,MATCHES,MATCHES,identity,150,13,1886,1898,1
export_uk,MATCHES,MATCHES,identity,62,2,1899,1900,1
import,"MATCHES, Safety and Other Sorts","MATCHES, Safety and Other Sorts",identity,96,2,1895,1900,1
export_uk,MATS AND MATTING,MATS AND MATTING,identity,25,1,1900,1900,1
import,MEAT,MEAT,identity,1314,13,1872,1899,1
reexport,MEAT,MEAT,identity,87,12,1872,1883,1
reexport,MEAT (other than Poultry and Game),MEAT (other than Poultry and Game),identity,73,1,1900,1900,1
export_uk,"MEAT : viz., Beef, Mutton, Pork, Bacon and Hams","MEAT : viz., Beef, Mutton, Pork, Bacon and Hams",identity,25,1,1896,1896,1
reexport,"MEAT, Preserved, otherwise than by Salting","MEAT, Preserved, otherwise than by Salting",identity,150,1,1895,1899,1
import,"MEAT, SALTED or FRESH, not otherwise described","MEAT, SALTED or FRESH, not otherwise described",identity,11,1,1870,1870,1
reexport,"MEAT, Uenumerated","MEAT, Uenumerated",identity,10,1,1886,1886,1
import,"MEAT, Un enumerated","MEAT, Un enumerated",identity,19,1,1881,1881,1
export_uk,"MEAT: Beef, Mutton, Pork, Bacon, Hams, &c.","MEAT: Beef, Mutton, Pork, Bacon, Hams, &c.",identity,33,1,1900,1900,1
import,METAL,METAL,identity,2500,27,1870,1899,1
reexport,METAL,METAL,identity,336,25,1872,1896,1
import,"METAL, BELL","METAL, BELL",identity,5,1,1872,1872,1
import,"METAL, unenumerated","METAL, unenumerated",identity,24,1,1886,1886,1
reexport,"METAL: Leaf, not Gold","METAL: Leaf, not Gold",identity,752,2,1893,1899,1
reexport,METALS AND ORES,METALS AND ORES,identity,12,1,1900,1900,1
import,"METHYLIC ALCOHOL, not potable","METHYLIC ALCOHOL, not potable",identity,12,2,1894,1896,1
export_uk,"METHYLIC ALCOHOL, not purified so as to be potable","METHYLIC ALCOHOL, not purified so as to be potable",identity,34,5,1892,1896,1
import,"METHYLIC ALCOHOL, not purified so as to be potable","METHYLIC ALCOHOL, not purified so as to be potable",identity,31,3,1892,1895,1
reexport,"METHYLIC ALCOHOL, not purified so as to be potable","METHYLIC ALCOHOL, not purified so as to be potable",identity,21,5,1892,1896,1
import,MICA AND TALC,MICA AND TALC,identity,23,2,1895,1896,1
export_uk,MICA and TALC,MICA and TALC,identity,6,1,1896,1896,1
reexport,MICA and TALC,MICA and TALC,identity,6,1,1896,1896,1
reexport,MILK AND CREAM,MILK AND CREAM,identity,12,2,1897,1900,1
import,"MILK AND CREAM, FRESH","MILK AND CREAM, FRESH",identity,12,3,1894,1896,1
import,"MILK AND CREAM, fresh or preserved, other than condensed milk","MILK AND CREAM, fresh or preserved, other than condensed milk",identity,39,1,1895,1899,1
reexport,"MILK and CREAM, Fresh","MILK and CREAM, Fresh",identity,1,1,1894,1894,1
import,"MILK, CONDENSED OR PRESERVED","MILK, CONDENSED OR PRESERVED",identity,33,3,1893,1896,1
