year,commodity,country_raw,country_norm,to_location,quantity,unit,value,currency,series,note,is_world,world_rank,value_is_zero,sheet,src_row
1894,Tallow and Stearine,Belgium,belgium,United Kingdom,32016.0,CWTS (Hundredweights),46575.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100376
1894,Tallow and Stearine,Uruguay,uruguay,United Kingdom,10400.0,CWTS (Hundredweights),13690.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100377
1894,Tallow and Stearine,China,china,United Kingdom,17221.0,CWTS (Hundredweights),21977.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100378
1894,Tallow and Stearine,United States of America,united states of america,United Kingdom,181879.0,CWTS (Hundredweights),218796.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100379
1894,Tallow and Stearine,Germany,germany,United Kingdom,40498.0,CWTS (Hundredweights),13393.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100380
1894,Tallow and Stearine,British East Indies,british east indies,United Kingdom,1773.0,CWTS (Hundredweights),2270.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100381
1894,Tallow and Stearine,Australasia Victoria,australasia victoria,United Kingdom,207344.0,CWTS (Hundredweights),257196.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100382
1894,Tallow and Stearine,New Zealand,new zealand,United Kingdom,198348.0,CWTS (Hundredweights),249933.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100383
1894,Tallow and Stearine,Australasia New South Wales,australasia new south wales,United Kingdom,853559.0,CWTS (Hundredweights),1099.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100384
1894,Tallow and Stearine,Other British Possessions,other british possessions,United Kingdom,397.0,CWTS (Hundredweights),527.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100385
1894,Tallow and Stearine,Falkland Islands,falkland islands,United Kingdom,4554.0,CWTS (Hundredweights),6361.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100386
1894,Tallow and Stearine,Other Foreign Countries ,other foreign countries,United Kingdom,3425.0,CWTS (Hundredweights),5827.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100387
1894,Tallow and Stearine,South Australia,south australia,United Kingdom,29098.0,CWTS (Hundredweights),35047.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100388
1894,Tallow and Stearine,Tasmania,tasmania,United Kingdom,475.0,CWTS (Hundredweights),638.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100389
1895,Tallow and Stearine,World,world,London,1849423.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Annual Statement of Trade,,1,1,1,Tallow (raw),100390
1895,Tallow and Stearine,Argentine Republic,argentine republic,United Kingdom,102789.0,CWTS (Hundredweights),117608.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100391
1895,Tallow and Stearine,France,france,United Kingdom,46360.0,CWTS (Hundredweights),72101.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100392
1895,Tallow and Stearine,Holland,holland,United Kingdom,15644.0,CWTS (Hundredweights),26662.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100393
1895,Tallow and Stearine,New South Wales,new south wales,United Kingdom,1046021.0,CWTS (Hundredweights),1241624.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100394
1895,Tallow and Stearine,Queensland,queensland,United Kingdom,188715.0,CWTS (Hundredweights),227354.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100395
1895,Tallow and Stearine,World,world,United Kingdom,2175822.0,CWTS (Hundredweights),2575071.0,British Pound,HCPP_Annual Statement of Trade,,1,2,0,Tallow (raw),100396
1895,Tallow and Stearine,British North America,british north america,United Kingdom,3407.0,CWTS (Hundredweights),2713.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100397
1895,Tallow and Stearine,Belgium,belgium,United Kingdom,30406.0,CWTS (Hundredweights),45533.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100398
1895,Tallow and Stearine,Uruguay,uruguay,United Kingdom,30651.0,CWTS (Hundredweights),35204.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100399
1895,Tallow and Stearine,Russia,russia,United Kingdom,3532.0,CWTS (Hundredweights),7079.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100400
1895,Tallow and Stearine,China,china,United Kingdom,15274.0,CWTS (Hundredweights),18047.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100401
1895,Tallow and Stearine,United States of America,united states of america,United Kingdom,104009.0,CWTS (Hundredweights),102888.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100402
1895,Tallow and Stearine,Germany,germany,United Kingdom,10476.0,CWTS (Hundredweights),8484.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100403
1895,Tallow and Stearine,British East Indies,british east indies,United Kingdom,2517.0,CWTS (Hundredweights),3005.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100404
1895,Tallow and Stearine,Australasia Victoria,australasia victoria,United Kingdom,267040.0,CWTS (Hundredweights),298917.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100405
1895,Tallow and Stearine,New Zealand,new zealand,United Kingdom,265823.0,CWTS (Hundredweights),316429.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100406
1895,Tallow and Stearine,Other British Possessions,other british possessions,United Kingdom,81.0,CWTS (Hundredweights),100.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100407
1895,Tallow and Stearine,Other British Possessions,other british possessions,United Kingdom,84.0,CWTS (Hundredweights),100.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100408
1895,Tallow and Stearine,Falkland Islands,falkland islands,United Kingdom,4806.0,CWTS (Hundredweights),6300.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100409
1895,Tallow and Stearine,Other Foreign Countries ,other foreign countries,United Kingdom,1638.0,CWTS (Hundredweights),2149.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100410
1895,Tallow and Stearine,South Australia,south australia,United Kingdom,35810.0,CWTS (Hundredweights),41818.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100411
1895,Tallow and Stearine,Tasmania,tasmania,United Kingdom,820.0,CWTS (Hundredweights),1056.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100412
1895,Tallow and Stearine,World,world,Liverpool,222959.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Annual Statement of Trade,,1,3,1,Tallow (raw),100413
1896,Tallow and Stearine,Argentine Republic,argentine republic,United Kingdom,129987.0,CWTS (Hundredweights),140589.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100414
1896,Tallow and Stearine,France,france,United Kingdom,48303.0,CWTS (Hundredweights),62622.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100415
1896,Tallow and Stearine,Holland,holland,United Kingdom,16249.0,CWTS (Hundredweights),26169.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100416
1896,Tallow and Stearine,New South Wales,new south wales,United Kingdom,664982.0,CWTS (Hundredweights),722467.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100417
1896,Tallow and Stearine,Queensland,queensland,United Kingdom,219816.0,CWTS (Hundredweights),245016.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100418
1896,Tallow and Stearine,World,world,United Kingdom,2049749.0,CWTS (Hundredweights),2178652.0,British Pound,HCPP_Annual Statement of Trade,,1,1,0,Tallow (raw),100419
1896,Tallow and Stearine,British North America,british north america,United Kingdom,4754.0,CWTS (Hundredweights),4992.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100420
1896,Tallow and Stearine,Belgium,belgium,United Kingdom,30056.0,CWTS (Hundredweights),38451.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100421
1896,Tallow and Stearine,Uruguay,uruguay,United Kingdom,53010.0,CWTS (Hundredweights),53814.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100422
1896,Tallow and Stearine,Russia,russia,United Kingdom,2623.0,CWTS (Hundredweights),5905.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100423
1896,Tallow and Stearine,China,china,United Kingdom,13695.0,CWTS (Hundredweights),16424.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100424
1896,Tallow and Stearine,United States of America,united states of america,United Kingdom,410514.0,CWTS (Hundredweights),387491.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100425
1896,Tallow and Stearine,Turkey,turkey,United Kingdom,3010.0,CWTS (Hundredweights),4800.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100426
1896,Tallow and Stearine,Germany,germany,United Kingdom,7586.0,CWTS (Hundredweights),7894.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100427
1896,Tallow and Stearine,British East Indies,british east indies,United Kingdom,7235.0,CWTS (Hundredweights),8901.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100428
1896,Tallow and Stearine,Australasia Victoria,australasia victoria,United Kingdom,200879.0,CWTS (Hundredweights),208600.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100429
1896,Tallow and Stearine,New Zealand,new zealand,United Kingdom,194817.0,CWTS (Hundredweights),200712.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100430
1896,Tallow and Stearine,Chile,chile,United Kingdom,3949.0,CWTS (Hundredweights),4235.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100431
1896,Tallow and Stearine,Other British Possessions,other british possessions,United Kingdom,369.0,CWTS (Hundredweights),354.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100432
1896,Tallow and Stearine,Falkland Islands,falkland islands,United Kingdom,7386.0,CWTS (Hundredweights),7437.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100433
1896,Tallow and Stearine,Other Foreign Countries ,other foreign countries,United Kingdom,1795.0,CWTS (Hundredweights),1680.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100434
1896,Tallow and Stearine,South Australia,south australia,United Kingdom,28734.0,CWTS (Hundredweights),30099.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100435
1897,Tallow and Stearine,Argentine Republic,argentine republic,United Kingdom,167625.0,CWTS (Hundredweights),106527.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100436
1897,Tallow and Stearine,Canada,canada,United Kingdom,1358.0,CWTS (Hundredweights),1054.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100437
1897,Tallow and Stearine,France,france,United Kingdom,50734.0,CWTS (Hundredweights),62599.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100438
1897,Tallow and Stearine,Holland,holland,United Kingdom,16543.0,CWTS (Hundredweights),22452.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100439
1897,Tallow and Stearine,New South Wales,new south wales,United Kingdom,695473.0,CWTS (Hundredweights),661202.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100440
1897,Tallow and Stearine,Queensland,queensland,United Kingdom,146721.0,CWTS (Hundredweights),136917.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100441
1897,Tallow and Stearine,World,world,United Kingdom,1950925.0,CWTS (Hundredweights),1869929.0,British Pound,HCPP_Annual Statement of Trade,,1,1,0,Tallow (raw),100442
1897,Tallow and Stearine,Belgium,belgium,United Kingdom,31931.0,CWTS (Hundredweights),35997.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100443
1897,Tallow and Stearine,Uruguay,uruguay,United Kingdom,36113.0,CWTS (Hundredweights),35234.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100444
1897,Tallow and Stearine,China,china,United Kingdom,10672.0,CWTS (Hundredweights),11825.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100445
1897,Tallow and Stearine,Germany,germany,United Kingdom,14587.0,CWTS (Hundredweights),12751.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100446
1897,Tallow and Stearine,British East Indies,british east indies,United Kingdom,8243.0,CWTS (Hundredweights),9293.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100447
1897,Tallow and Stearine,Australasia Victoria,australasia victoria,United Kingdom,234216.0,CWTS (Hundredweights),223987.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100448
1897,Tallow and Stearine,New Zealand,new zealand,United Kingdom,299874.0,CWTS (Hundredweights),285683.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100449
1897,Tallow and Stearine,Chile,chile,United Kingdom,1316.0,CWTS (Hundredweights),1120.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100450
1897,Tallow and Stearine,Other British Possessions,other british possessions,United Kingdom,2118.0,CWTS (Hundredweights),1826.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100451
1897,Tallow and Stearine,Falkland Islands,falkland islands,United Kingdom,745.0,CWTS (Hundredweights),713.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100452
1897,Tallow and Stearine,Other Foreign Countries ,other foreign countries,United Kingdom,3506.0,CWTS (Hundredweights),3790.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100453
1897,Tallow and Stearine,South Australia,south australia,United Kingdom,17617.0,CWTS (Hundredweights),16342.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100454
1897,Tallow and Stearine,United States of America Atlantic Ports,united states of america atlantic ports,United Kingdom,200602.0,CWTS (Hundredweights),231024.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100455
1897,Tallow and Stearine,United States of America Pacific Ports,united states of america pacific ports,United Kingdom,10931.0,CWTS (Hundredweights),9593.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100456
1898,Tallow and Stearine,Argentine Republic,argentine republic,United Kingdom,64087.0,CWTS (Hundredweights),178452.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100457
1898,Tallow and Stearine,Canada,canada,United Kingdom,19519.0,CWTS (Hundredweights),19023.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100458
1898,Tallow and Stearine,France,france,United Kingdom,78878.0,CWTS (Hundredweights),98032.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100459
1898,Tallow and Stearine,Holland,holland,United Kingdom,16949.0,CWTS (Hundredweights),21530.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100460
1898,Tallow and Stearine,Queensland,queensland,United Kingdom,118642.0,CWTS (Hundredweights),123387.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100461
1898,Tallow and Stearine,World,world,United Kingdom,2621941.0,CWTS (Hundredweights),2066433.0,British Pound,HCPP_Annual Statement of Trade,,1,1,0,Tallow (raw),100462
1898,Tallow and Stearine,Belgium,belgium,United Kingdom,38882.0,CWTS (Hundredweights),49297.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100463
1898,Tallow and Stearine,Uruguay,uruguay,United Kingdom,42117.0,CWTS (Hundredweights),44614.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100464
1898,Tallow and Stearine,Russia,russia,United Kingdom,11.0,CWTS (Hundredweights),15.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100465
1898,Tallow and Stearine,China,china,United Kingdom,6232.0,CWTS (Hundredweights),6593.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100466
1898,Tallow and Stearine,Germany,germany,United Kingdom,14285.0,CWTS (Hundredweights),14477.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100467
1898,Tallow and Stearine,British East Indies,british east indies,United Kingdom,1692.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100468
1898,Tallow and Stearine,Australasia Victoria,australasia victoria,United Kingdom,132268.0,CWTS (Hundredweights),135298.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100469
1898,Tallow and Stearine,New Zealand,new zealand,United Kingdom,305245.0,CWTS (Hundredweights),321480.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100470
1898,Tallow and Stearine,Australasia New South Wales,australasia new south wales,United Kingdom,503966.0,CWTS (Hundredweights),566676.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100471
1898,Tallow and Stearine,Chile,chile,United Kingdom,680.0,CWTS (Hundredweights),711.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100472
1898,Tallow and Stearine,Other British Possessions,other british possessions,United Kingdom,1244.0,CWTS (Hundredweights),1127.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100473
1898,Tallow and Stearine,Falkland Islands,falkland islands,United Kingdom,1048.0,CWTS (Hundredweights),1056.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100474
1898,Tallow and Stearine,Other Foreign Countries ,other foreign countries,United Kingdom,4087.0,CWTS (Hundredweights),4405.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100475
1898,Tallow and Stearine,United States of America Atlantic Ports,united states of america atlantic ports,United Kingdom,571959.0,CWTS (Hundredweights),538243.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100476
1898,Tallow and Stearine,Turkey European,turkey european,United Kingdom,200.0,CWTS (Hundredweights),270.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100477
1899,Tallow and Stearine,Argentine Republic,argentine republic,United Kingdom,126560.0,CWTS (Hundredweights),153539.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100478
1899,Tallow and Stearine,Canada,canada,United Kingdom,27345.0,CWTS (Hundredweights),32447.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100479
1899,Tallow and Stearine,France,france,United Kingdom,79425.0,CWTS (Hundredweights),108915.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100480
1899,Tallow and Stearine,Holland,holland,United Kingdom,23447.0,CWTS (Hundredweights),34676.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100481
1899,Tallow and Stearine,New South Wales,new south wales,United Kingdom,566080.0,CWTS (Hundredweights),651279.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100482
1899,Tallow and Stearine,Queensland,queensland,United Kingdom,146478.0,CWTS (Hundredweights),167505.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100483
1899,Tallow and Stearine,World,world,United Kingdom,2061137.0,CWTS (Hundredweights),2380033.0,British Pound,HCPP_Annual Statement of Trade,,1,1,0,Tallow (raw),100484
1899,Tallow and Stearine,Belgium,belgium,United Kingdom,39175.0,CWTS (Hundredweights),56165.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100485
1899,Tallow and Stearine,Uruguay,uruguay,United Kingdom,10000.0,CWTS (Hundredweights),11165.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100486
1899,Tallow and Stearine,China,china,United Kingdom,2142.0,CWTS (Hundredweights),2569.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100487
1899,Tallow and Stearine,Germany,germany,United Kingdom,18037.0,CWTS (Hundredweights),18546.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100488
1899,Tallow and Stearine,British East Indies,british east indies,United Kingdom,4236.0,CWTS (Hundredweights),4761.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100489
1899,Tallow and Stearine,Australasia Victoria,australasia victoria,United Kingdom,148051.0,CWTS (Hundredweights),161801.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100490
1899,Tallow and Stearine,New Zealand,new zealand,United Kingdom,292765.0,CWTS (Hundredweights),353986.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100491
1899,Tallow and Stearine,Other British Possessions,other british possessions,United Kingdom,379.0,CWTS (Hundredweights),405.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100492
1899,Tallow and Stearine,Falkland Islands,falkland islands,United Kingdom,4354.0,CWTS (Hundredweights),5279.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100493
1899,Tallow and Stearine,Other Foreign Countries ,other foreign countries,United Kingdom,4931.0,CWTS (Hundredweights),5501.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100494
1899,Tallow and Stearine,South Australia,south australia,United Kingdom,10541.0,CWTS (Hundredweights),11366.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100495
1899,Tallow and Stearine,United States of America Atlantic Ports,united states of america atlantic ports,United Kingdom,549847.0,CWTS (Hundredweights),592684.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100496
1899,Tallow and Stearine,United States of America Pacific Ports,united states of america pacific ports,United Kingdom,7344.0,CWTS (Hundredweights),7444.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100497
1900,Tallow and Stearine,World,world,London,1336970.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Annual Statement of Trade,,1,1,1,Tallow (raw),100498
1900,Tallow and Stearine,Argentine Republic,argentine republic,United Kingdom,178269.0,CWTS (Hundredweights),239288.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100499
1900,Tallow and Stearine,Canada,canada,United Kingdom,22555.0,CWTS (Hundredweights),28489.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100500
1900,Tallow and Stearine,France,france,United Kingdom,55903.0,CWTS (Hundredweights),90795.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100501
1900,Tallow and Stearine,Holland,holland,United Kingdom,20730.0,CWTS (Hundredweights),32957.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100502
1900,Tallow and Stearine,Queensland,queensland,United Kingdom,205402.0,CWTS (Hundredweights),261667.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100503
1900,Tallow and Stearine,World,world,United Kingdom,2177991.0,CWTS (Hundredweights),2835217.0,British Pound,HCPP_Annual Statement of Trade,,1,2,0,Tallow (raw),100504
1900,Tallow and Stearine,Belgium,belgium,United Kingdom,44472.0,CWTS (Hundredweights),71445.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100505
1900,Tallow and Stearine,Uruguay,uruguay,United Kingdom,21230.0,CWTS (Hundredweights),27708.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100506
1900,Tallow and Stearine,Russia,russia,United Kingdom,163.0,CWTS (Hundredweights),228.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100507
1900,Tallow and Stearine,China,china,United Kingdom,6011.0,CWTS (Hundredweights),8081.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100508
1900,Tallow and Stearine,Germany,germany,United Kingdom,27842.0,CWTS (Hundredweights),26489.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100509
1900,Tallow and Stearine,British East Indies,british east indies,United Kingdom,3399.0,CWTS (Hundredweights),4671.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100510
1900,Tallow and Stearine,Australasia Victoria,australasia victoria,United Kingdom,208804.0,CWTS (Hundredweights),270091.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100511
1900,Tallow and Stearine,New Zealand,new zealand,United Kingdom,361928.0,CWTS (Hundredweights),485110.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100512
1900,Tallow and Stearine,Australasia New South Wales,australasia new south wales,United Kingdom,436519.0,CWTS (Hundredweights),565436.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100513
1900,Tallow and Stearine,Chile,chile,United Kingdom,1063.0,CWTS (Hundredweights),1155.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100514
1900,Tallow and Stearine,Other British Possessions,other british possessions,United Kingdom,1887.0,CWTS (Hundredweights),1305.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100515
1900,Tallow and Stearine,Falkland Islands,falkland islands,United Kingdom,5515.0,CWTS (Hundredweights),6121.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100516
1900,Tallow and Stearine,Other Foreign Countries ,other foreign countries,United Kingdom,2936.0,CWTS (Hundredweights),3733.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100517
1900,Tallow and Stearine,South Australia,south australia,United Kingdom,3569.0,CWTS (Hundredweights),4614.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100518
1900,Tallow and Stearine,United States of America Atlantic Ports,united states of america atlantic ports,United Kingdom,508923.0,CWTS (Hundredweights),700531.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100519
1900,Tallow and Stearine,Turkey European,turkey european,United Kingdom,6.0,CWTS (Hundredweights),8.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100520
1900,Tallow and Stearine,United States of America Pacific Ports,united states of america pacific ports,United Kingdom,1705.0,CWTS (Hundredweights),1695.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100521
1901,Tallow and Stearine,Argentine Republic,argentine republic,United Kingdom,204494.0,CWTS (Hundredweights),273068.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100522
1901,Tallow and Stearine,Canada,canada,United Kingdom,9494.0,CWTS (Hundredweights),12355.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100523
1901,Tallow and Stearine,France,france,United Kingdom,53793.0,CWTS (Hundredweights),95174.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100524
1901,Tallow and Stearine,Holland,holland,United Kingdom,20601.0,CWTS (Hundredweights),28947.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100525
1901,Tallow and Stearine,New South Wales,new south wales,United Kingdom,433920.0,CWTS (Hundredweights),571638.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100526
1901,Tallow and Stearine,Queensland,queensland,United Kingdom,107181.0,CWTS (Hundredweights),145670.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100527
1901,Tallow and Stearine,World,world,United Kingdom,1785319.0,CWTS (Hundredweights),2333246.0,British Pound,HCPP_Annual Statement of Trade,,1,1,0,Tallow (raw),100528
1901,Tallow and Stearine,Belgium,belgium,United Kingdom,47147.0,CWTS (Hundredweights),72624.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100529
1901,Tallow and Stearine,Uruguay,uruguay,United Kingdom,22384.0,CWTS (Hundredweights),30169.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100530
